of 1 of 1
russian state 1 1
rutgers university 1 1
s a 8 3
s and 2 13
s as 1 1
s association 1 2
s blue 1 1
s chief 1 1
s crime 4 1
s department 20 7
s departments 1 2
s insistence 1 1
s law 2 1
s leadership 1 1
s major 1 1
s news 1 1
s no 4 1
s performance 1 1
s police 2 5
s policing 1 6
s size 1 1
s the 2 6
s whom 1 1
safe but 1 1
said about 3 1
said that 3 1
said when 1 1
sales data 1 1
samples of 1 4
san jose 1 2
santa real 1 1
say could 1 1
say that 2 4
say this 2 1
says about 1 1
says he 3 1
says until 1 1
scale emergencies 1 1
scandal and 1 1
scenarios could 1 1
scene in 3 1
school and 2 1
schools and 2 1
scientist magazine 1 1
scientists are 1 1
scientists to 1 1
scope and 2 1
sea of 2 1
search for 1 1
search warrants 4 1
second would 1 1
section globe 1 1
section news 31 1
secured with 1 1
security and 2 4
security officers 1 1
security the 1 1
see a 1 1
seeing eye 1 1
seek to 1 2
seem to 1 3
seen by 1 1
sense of 2 6
sent supply 1 1
separated only 1 1
september language 14 1
september sunday 2 1
sequence of 1 1
series of 3 2
served in 2 1
service from 1 2
service in 1 1
service to 3 1
service would 1 1
services for 11 1
serving in 1 1
serving the 1 1
set off 1 1
setup for 1 1
setup involved 1 1
several years 2 3
severity of 1 1
shape it 1 1
share of 1 3
she doesn 1 1
shelves with 1 1
sheriff s 52 3
short time 1 1
should be 6 11
should have 3 1
should now 1 1
show the 4 1
shows that 1 3
side of 1 1
similar but 1 1
similar technology 1 1
since the 4 6
since then 1 2
sister and 1 1
site the 1 1
sites and 1 1
six years 1 1
size and 1 8
size of 1 2
slid open 1 1
smell an 1 1
snooping today 1 1
so had 1 1
so he 1 1
so many 2 2
so that 2 5
so this 1 1
social costs 1 1
social networking 1 1
social studies 1 1
society of 2 3
software company 1 1
software to 1 1
solve the 1 1
some answers 1 1
some cases 1 2
some of 9 13
some ways 1 1
something new 2 1
sometimes ask 1 1
soon there 1 1
sophisticated computer 1 2
south wales 1 1
spiker in 1 1
spinoza load 1 1
st louis 4 5
staffing and 1 1
stake their 1 1
started releasing 1 1
state and 13 17
state has 1 1
state of 2 4
states a 1 1
states and 1 1
states in 1 2
stations and 1 2
status in 1 1
still has 1 1
stock shelves 1 1
storm to 1 1
story a 3 5
story about 1 1
strategies and 1 10
strategies that 1 1
strawberry pop 2 2
streets and 1 1
strength of 1 1
studies a 1 1
study found 2 1
study the 2 2
successful in 1 1
such a 2 10
such as 15 42
such that 1 1
sufficient evidence 1 1
suggest that 1 9
suggests they 1 1
sunday times 1 1
sunday today 1 1
supervision of 1 1
supply trucks 1 1
support for 2 4
support the 1 2
surface in 1 2
surprising that 1 1
surveillance and 1 2
suspicion of 5 1
sworn force 1 2
system allowing 1 1
system will 2 2
systems to 1 1
t foil 1 1
t like 1 1
t say 2 1
t why 1 1
tackle problems 1 1
take a 3 1
takes time 1 1
tarts bad 1 1
tarts officials 1 1
tasks harder 1 1
technology companies 1 1
technology has 1 3
technology that 1 1
ted spiker 1 1
telegraph reports 1 1
tells us 1 1
temper because 1 1
temper orange 1 1
tempered i 1 1
terms of 2 6
terrible filed 1 1
terrorism and 1 3
terrorist attacks 1 5
than a 2 6
than about 1 1
than ever 2 1
than half 1 1
than in 1 2
than million 3 1
than most 1 2
that a 2 8
that an 1 3
that are 6 16
that as 3 1
that began 1 1
that can 3 3
that crime 6 2
that crunched 1 1
that first 2 1
that go 1 1
that had 1 1
that has 5 2
that have 3 10
that in 3 9
that includes 3 1
that is 12 15
that it 7 12
that its 1 1
that many 3 4
that may 2 10
that much 1 3
that not 1 1
that officers 1 4
that one 2 2
that our 1 1
that percent 2 3
that public 1 2
that should 2 1
that shows 1 1
that the 15 37
that these 1 6
that they 2 18
that this 3 1
that we 5 3
that will 5 1
that work 1 1
that workers 1 1
that would 6 1
the acre 1 1
the air 1 1
the american 1 25
the amount 1 3
the anecdote 1 1
the annual 2 2
the answer 1 3
the author 1 1
the average 1 3
the best 2 6
the big 1 1
the birds 1 1
the blue 1 4
the body 2 1
the boston 1 1
the brief 1 1
the case 11 7
the center 1 2
the central 1 1
the chicago 2 1
the city 30 3
the commission 1 1
the committee 1 4
the communities 1 5
the community 1 19
the company 1 1
the concentration 1 1
the cost 3 1
the county 8 1
the course 7 6
the court 6 1
the courts 1 3
the creation 1 4
the crime 18 7
the criminal 2 2
the culture 1 10
the current 2 2
the daily 18 1
the data 2 2
the day 2 1
the days 1 1
the decade 2 2
the decision 3 3
the department 8 7
the descendents 1 1
the direct 1 1
the dominant 1 2
the early 2 3
the emergence 1 7
the end 5 6
the entire 1 2
the ethical 2 1
the evidence 1 7
the executive 1 2
the expected 1 1
the fact 1 3
the federal 2 4
the field 1 6
the first 16 10
the florida 2 1
the force 1 1
the form 1 2
the former 4 3
the frosted 1 1
the future 2 8
the gap 1 1
the general 1 5
the globe 2 2
the government 3 1
the great 3 1
the greater 1 1
the group 3 4
the growing 1 5
the high 1 5
the highest 3 2
the human 1 1
the importance 2 3
the increase 1 2
the industry 1 3
the information 2 3
the initial 2 1
the international 1 2
the internet 3 2
the investigation 17 1
the issue 2 1
the job 1 2
the keas 1 1
the kremlin 1 1
the largest 6 1
the last 4 9
the law 4 4
the least 4 1
the legal 2 2
the level 1 2
the life 2 3
the local 2 4
the los 53 2
the main 2 2
the mayor 10 2
the military 1 6
the misconduct 1 3
the month 1 1
the moscow 1 1
the most 17 26
the move 1 2
the nails 1 1
the nation 8 17
the national 7 9
the nature 1 11
the need 3 4
the neighborhoods 1 2
the net 1 1
the new 14 14
the next 2 5
the notion 1 4
the number 9 14
the numbers 1 1
the office 1 1
the old 5 4
the other 3 1
the overall 1 1
the parrots 1 1
the past 4 1
the pattern 1 2
the people 4 4
the percent 1 1
the performance 1 2
the physical 1 1
the police 16 94
the policy 1 3
the population 1 1
the possibility 3 2
the power 1 3
the princes 1 1
the problems 1 1
the project 4 1
the provision 1 1
the public 14 30
the purpose 1 1
the question 1 3
the racial 1 1
the ranks 1 1
the rare 1 1
the recent 1 1
the region 1 1
the research 1 7
the rest 1 1
the results 4 3
the retail 1 1
the right 1 1
the russian 1 1
the s 10 27
the same 14 10
the scene 3 2
the scope 1 3
the second 4 5
the setup 1 1
the severity 1 1
the short 1 3
the size 1 4
the st 1 1
the state 2 4
the storm 1 1
the strategy 1 1
the street 3 2
the streets 10 1
the study 8 2
the sunday 1 1
the supervision 1 1
the survey 1 1
the task 1 1
the tasks 1 1
the tension 1 2
the terrible 1 1
the th 4 1
the third 1 2
the three 9 3
the time 4 2
the top 3 4
the tough 1 1
the traditional 3 5
the trappings 2 1
the two 5 5
the u 6 6
the united 15 26
the university 1 1
the us 11 1
the use 1 9
the value 1 1
the various 1 1
the wake 2 3
the way 5 4
the weapons 1 1
the web 1 1
the work 1 5
the world 9 3
their claim 1 1
their image 1 1
their moves 1 1
their native 3 1
their neighborhoods 2 1
their own 3 3
their ownership 1 1
their parents 1 1
their peers 1 2
their personal 1 1
their safety 1 1
them in 1 4
them new 1 1
them so 1 1
them the 1 2
them to 3 6
themselves to 1 1
then the 1 1
there are 7 21
there has 1 1
there is 4 26
there may 1 4
there s 4 1
there was 8 8
there were 3 4
there will 6 1
they also 2 3
they and 1 2
they are 7 20
they do 2 3
they had 2 2
they have 3 7
they may 1 3
they operate 1 1
they were 9 4
they will 3 1
they would 4 2
thieves in 1 1
things that 1 2
think before 1 1
think frank 1 1
think of 1 2
think what 1 1
this case 1 1
this has 1 4
this is 8 8
this kids 1 1
this point 2 1
this problem 1 1
this state 1 1
this suggests 1 2
this way 1 1
this year 8 1
those in 1 1
those involved 2 1
those of 1 2
those who 1 7
though there 2 1
thought du 1 1
thought to 2 7
thousand oaks 4 8
thousands of 8 1
threatens to 2 1
three bolts 1 1
three cities 1 1
through sophisticated 1 2
through the 5 3
throughout the 2 3
throwing a 1 1
thus the 1 2
tied to 1 1
ties to 1 1
time for 1 2
time from 1 1
time in 3 2
time of 4 1
time on 1 3
time the 1 1
time when 1 1
times of 3 2
times the 1 1
times with 1 1
to a 18 28
to achieve 1 3
to act 2 1
to allow 2 1
to an 5 1
to another 2 1
to answer 1 2
to anticipate 1 3
to apply 1 1
to as 1 1
to attend 2 3
to avoid 1 2
to be 48 36
to break 2 1
to bring 1 2
to build 1 1
to change 1 15
to combat 2 2
to complete 1 1
to conduct 1 2
to continue 3 2
to crime 4 2
to cut 1 1
to deal 1 4
to deter 1 3
to develop 1 6
to developers 1 1
to discuss 2 1
to do 11 9
to draw 1 4
to eat 1 1
to expect 1 3
to explain 1 1
to face 3 3
to federal 3 3
to figure 2 1
to find 3 7
to forget 1 1
to get 7 4
to go 2 1
to grow 2 2
to have 6 14
to help 5 5
to hide 1 1
to his 7 1
to hold 2 1
to identify 2 2
to improve 1 1
to increase 1 3
to its 2 2
to judge 1 4
to know 4 5
to law 2 2
to learn 1 6
to local 1 2
to maintain 3 1
to make 5 7
to measure 1 3
to meet 2 1
to more 1 1
to move 1 3
to observe 1 4
to open 2 1
to our 5 1
to pass 2 1
to pay 2 2
to percent 1 2
to perform 1 5
to place 1 2
to plan 1 2
to police 1 8
to predict 1 3
to prevent 2 1
to produce 1 3
to protect 5 7
to prove 1 1
to provide 3 3
to punish 1 1
to pursue 1 1
to reduce 2 7
to report 1 3
to say 1 5
to search 1 1
to see 14 2
to solve 1 3
to some 1 3
to spend 6 1
to stake 1 1
to stock 1 1
to study 1 4
to such 1 1
to suggest 1 1
to suppress 1 2
to surface 1 1
to tackle 1 1
to take 3 4
to tell 3 1
to terrorist 1 2
to that 5 2
to the 97 77
to their 4 7
to them 1 2
to this 4 4
to those 1 2
to three 3 2
to turn 2 1
to two 4 1
to use 4 2
to what 1 5
to work 2 3
today s 4 1
today soon 1 1
top of 1 2
tough ones 1 1
training and 1 3
trappings of 2 1
trend in 1 3
trend is 1 1
trouble i 1 1
trucks into 1 1
try to 3 3
trying to 5 2
turn the 1 1
turn to 2 1
two bolts 1 1
two fighting 1 1
two of 2 4
two to 1 1
type newspaper 77 2
types of 5 6
u k 1 1
u s 14 15
unable to 2 2
unclear whether 1 1
undeniable fact 1 1
under the 5 3
understand the 1 2
united states 14 20
universities and 1 3
university in 2 1
university of 1 19
unleashed chris 1 1
until has 1 1
until now 2 2
unusual but 1 1
up the 2 1
up to 11 2
us and 2 1
us more 1 1
us police 1 1
use because 1 1
use of 1 16
use that 1 1
used to 5 6
using the 5 2
value of 1 1
variety of 1 10
version of 1 1
very aggressive 1 1
very bad 1 1
very much 1 1
violence and 3 1
violent crime 16 5
vulnerable to 1 3
wake of 2 3
wal mart 1 1
want to 9 2
was a 13 2
was always 1 1
was an 2 1
was even 1 1
was found 9 1
was launched 1 1
was no 1 2
was not 8 4
was on 2 1
was some 1 1
was the 10 2
was to 1 1
was very 3 2
was with 1 1
was young 1 1
washington dc 1 38
way in 1 2
way of 4 2
way to 7 4
ways the 1 2
we are 11 5
we can 5 3
we do 5 2
we expect 1 1
we have 8 3
we must 1 2
we need 2 2
we should 3 3
we think 1 2
we use 1 1
we ve 5 1
weapons and 1 1
weather and 1 1
weight to 1 2
well as 4 9
wen jian 1 1
wen said 1 1
were a 3 1
were able 1 1
were allowed 1 1
were not 4 3
were so 1 1
were thought 1 1
were to 1 2
were you 1 1
west virginia 1 1
what happens 2 2
what paul 1 1
what s 3 2
what they 2 2
what we 5 8
when a 4 1
when an 1 1
when crimes 1 2
when i 1 1
when mother 1 1
when the 4 2
when there 1 2
when they 3 3
when you 3 2
where and 1 5
where the 4 4
whether the 1 5
whether to 3 1
which has 2 3
which is 2 4
which it 1 1
which they 3 3
which was 3 1
while before 1 1
while not 1 1
while the 7 2
whim or 1 1
white officers 2 1
who are 4 6
who do 1 2
who had 6 1
who have 5 3
who live 1 1
who were 4 1
whom thought 1 1
whose eponymous 1 1
why are 1 1
why does 1 1
why they 1 1
why were 1 1
wii games 1 1
will also 1 2
will be 34 11
will have 2 1
will likely 1 1
will make 1 1
will not 6 3
will occur 1 3
will work 1 1
willing to 2 4
wire reports 1 1
wish to 1 1
wish you 1 1
wishing to 1 2
with a 27 13
with an 2 2
with boxes 1 1
with crime 3 1
with good 1 2
with high 2 1
with its 1 1
with more 2 1
with new 3 1
with others 1 1
with people 1 1
with police 4 7
with similar 1 1
with the 32 40
with their 2 2
with those 1 1
with up 1 1
with violent 2 1
with what 1 5
within a 1 2
within the 2 4
without a 2 1
without much 1 3
without the 5 1
witnessed a 1 1
women and 1 2
women in 1 1
words mkesterton 1 1
work a 1 1
work and 2 2
work of 1 4
work to 3 3
work with 2 2
worked with 1 1
working the 1 1
working to 3 1
working with 2 1
works for 1 1
world without 1 1
worms feed 1 1
worry about 1 1
would also 1 1
would be 9 10
would decline 1 1
would find 1 1
would probably 1 1
would release 1 1
writes for 2 2
year in 3 1
years after 1 2
years ago 5 1
years and 4 1
years have 1 1
years in 6 1
years later 2 1
years of 3 2
years to 3 1
yet another 1 1
yet in 1 1
york and 6 1
york city 2 5
you could 2 1
you die 2 2
you love 1 1
you on 1 1
you really 1 1
you two 1 1
you wish 1 1
young i 1 1
younger sister 1 1
your eyes 1 1
your younger 1 1
zealand and 1 1
