of 1 of 1
officials are 2 1
officials including 1 1
officials were 1 1
on a 15 56
on an 2 7
on and 1 1
on april 1 1
on behalf 2 4
on both 1 2
on his 4 8
on how 1 2
on its 3 13
on june 1 11
on police 1 1
on saturday 2 1
on suspicion 8 1
on that 1 3
on the 38 191
on their 2 9
on those 1 1
on three 1 1
on to 1 4
on violence 1 1
on what 1 14
on whether 3 2
one day 1 7
one is 1 2
one of 16 27
one s 1 24
one year 5 3
online and 1 1
online the 1 2
only in 2 3
only the 1 2
onto the 3 1
open to 1 1
opportunity to 3 7
or a 2 16
or an 1 1
or another 1 1
or any 1 1
or by 1 2
or call 3 1
or child 4 3
or email 2 1
or how 1 1
or in 2 6
or not 2 5
or online 1 2
or other 4 13
or someone 1 1
or that 1 1
or the 2 20
orange county 15 2
order to 3 12
organised crime 2 1
other areas 1 1
other cities 2 2
other critics 1 1
other more 1 2
others to 2 3
our case 1 9
our daily 1 1
our lives 1 3
our safety 1 11
our society 1 2
our students 2 6
out in 2 1
out of 11 30
out to 1 2
outside the 1 4
over a 1 7
over the 21 12
own life 1 1
parents and 3 1
part in 2 2
part of 7 37
participate in 1 9
participating in 2 1
party at 1 1
party in 1 1
pasadena star 11 4
past to 1 1
past two 1 1
patrol officers 1 2
penal code 1 2
people have 1 3
people in 1 2
people including 2 1
people may 1 1
people of 1 13
people who 1 3
percent a 1 2
percent and 2 3
percent decline 2 1
percent drop 1 1
percent the 2 11
period the 1 2
person at 1 2
person has 1 1
person s 1 34
person who 1 4
person with 1 1
petition the 1 2
pg b 4 1
pg length 10 1
phone or 1 1
pictures of 1 1
place in 1 5
plain sight 1 2
plain view 2 1
planning and 1 2
plans to 1 16
plastic surgeon 1 1
played a 2 1
plays a 1 1
pleased to 1 1
point in 1 1
point of 1 4
police academy 1 2
police and 3 9
police but 1 1
police chief 5 4
police command 2 5
police commissioner 2 11
police department 26 74
police departments 2 70
police find 1 1
police have 2 7
police in 1 9
police lieutenant 2 1
police must 2 2
police need 1 2
police now 1 1
police officer 2 9
police officers 2 18
police presence 1 4
police report 1 1
police response 1 4
police said 10 1
police service 1 2
police station 1 1
police to 1 14
police who 1 1
policy and 1 5
posed by 2 5
possession of 4 3
possibility of 1 3
possible and 2 3
practice in 1 1
practice that 1 1
predict that 1 2
presence in 1 1
presents a 1 1
press release 2 6
prevention and 1 1
prior convictions 1 1
prison and 2 2
prison population 1 3
prison sentences 1 1
privacy rights 2 4
private entities 1 2
private sector 1 17
probation and 1 1
problem and 1 1
problem is 1 12
problem not 1 1
problems and 1 2
program and 2 1
program which 2 1
programs and 1 3
programs for 3 1
project the 1 1
property and 1 2
property crime 2 3
property crimes 2 2
prosecute any 1 1
prosecuted for 1 3
prosecution of 1 3
prosecutors to 1 3
protect the 1 13
protect their 2 2
protect themselves 2 1
protection of 1 8
provide a 1 6
provide the 1 5
provided a 1 2
provided by 6 5
provided to 2 3
providing a 1 5
public information 1 2
public policy 1 2
public safety 1 27
public through 1 1
public trust 2 22
publication type 50 17
purpose of 2 9
pursuit of 1 4
put on 1 1
qualified and 1 11
quantities of 1 5
quarter century 1 1
question is 1 2
questions about 1 4
r b 3 1
range of 2 12
rank and 1 1
rate at 1 3
re just 1 1
ready to 1 2
real name 1 1
reality that 1 1
reason for 1 2
recent case 1 1
recent years 1 2
recognized and 1 1
reduce crime 2 11
reduce the 1 7
reduced the 1 1
reduced to 1 1
reducing crime 1 4
reduction in 1 1
reed s 2 2
refers to 1 7
refused to 1 7
refuses to 2 1
regarding the 1 6
regardless of 1 15
register all 5 1
register california 5 1
related to 2 8
relation to 1 1
relations and 2 1
relationship with 1 5
release the 1 1
released from 2 1
remain safe 1 1
removal of 1 1
removed from 1 3
replaced the 1 1
report a 1 1
reported that 1 3
reported to 2 1
reports and 1 1
represent clients 2 1
represent the 1 2
representing clients 1 1
reputation and 2 1
request to 2 2
require the 1 5
reserved of 48 15
residential area 1 1
resources and 1 2
resources are 1 1
resources to 1 1
respond to 1 3
responding to 1 15
response time 1 1
responsibility for 1 2
responsible for 4 4
result in 1 14
result of 1 5
retired and 1 11
retired sheriff 1 22
return to 1 7
returned to 3 1
returning to 1 1
returns for 1 1
review of 1 3
rights in 1 4
rights of 1 4
rights reserved 498 16
rise in 1 1
rise to 1 2
robberies and 2 2
robbery and 1 1
role in 1 21
role of 1 21
rolled out 3 1
round the 1 1
rule on 2 1
s a 1 7
s an 1 1
s and 2 6
s bank 1 1
s been 2 12
s core 1 11
s crime 1 4
s death 2 1
s degree 5 11
s department 24 130
s dna 1 4
s first 1 4
s going 1 2
s home 3 5
s house 1 2
s in 2 7
s making 1 1
s more 1 1
s name 1 1
s new 2 15
s not 1 9
s office 19 3
s own 1 8
s parents 1 1
s past 1 4
s police 1 2
s policy 1 1
s prison 1 1
s prisons 1 1
s second 1 11
s something 1 1
s the 4 10
s to 1 3
s top 2 1
s web 1 2
s what 2 1
s when 1 1
s year 1 11
safe and 1 2
safe for 1 1
safe streets 2 1
safety in 2 2
safety is 2 1
said he 10 3
said i 3 23
said in 9 5
said it 9 25
said load 1 1
said los 3 12
said officers 1 1
said she 3 1
said that 6 2
said the 31 38
said they 6 1
said this 2 12
said to 3 1
said we 6 1
salary of 1 11
san fernando 9 11
san gabriel 7 14
santa clara 1 4
saw the 1 1
say the 2 1
saying that 1 2
saying the 2 11
school and 2 2
school in 4 1
school of 4 7
school students 1 1
search for 1 6
search warrant 2 3
searches of 1 6
searches the 1 2
searching a 1 2
searching for 3 2
second time 1 1
section a 5 1
section local 4 1
section news 18 13
section of 2 1
security and 4 5
security at 1 1
security for 1 1
security in 1 3
see if 2 2
see the 1 10
seen as 1 1
seen in 1 4
sense of 1 6
sent to 2 1
sentence for 3 2
sentence will 1 1
sentenced to 1 1
series of 3 5
serious crime 2 3
serious crimes 2 1
served as 5 11
served in 3 1
serves as 1 3
service to 1 1
services and 1 3
services in 1 3
set a 1 1
set of 1 5
set the 2 13
setting up 1 1
several members 1 1
several years 1 1
sex crimes 2 1
sex offenders 1 2
sexual assault 2 5
share the 1 1
she could 1 6
she had 1 4
she said 7 23
she was 4 9
sheriff s 41 143
shootings are 2 1
should be 3 62
should keep 1 1
should take 1 13
show whether 1 1
showed a 1 1
showed up 1 1
shows that 1 2
shut down 1 2
signs and 1 1
similar to 3 18
since its 1 1
since september 1 1
since the 4 6
situation and 1 2
situations and 1 2
six months 2 4
skills to 2 1
smart data 1 2
so far 1 1
so often 1 1
so that 4 1
so the 4 1
so we 1 1
social media 1 20
society s 1 4
solution to 1 3
some form 1 1
some of 8 33
some special 1 1
some way 1 1
someone else 2 2
something more 1 3
something that 1 4
southern california 8 1
southern district 1 1
special needs 1 2
speech or 1 1
square mile 1 11
staff and 1 1
staff of 1 1
standards and 1 1
star news 13 4
started with 1 1
starting in 2 1
state and 3 6
state authorities 2 1
state court 1 2
state for 1 1
state has 1 1
state of 1 8
state s 1 11
statement to 1 1
states and 2 3
states to 1 1
statistics are 1 2
status and 1 6
status of 1 5
stephen r 4 1
stop the 2 6
stored in 1 3
story of 1 1
story publication 5 1
strategy to 2 1
streets and 2 1
streets of 1 11
streets to 1 1
stretch to 1 1
string of 1 1
struck down 3 4
struck in 1 1
structure the 1 1
structure was 1 1
students to 6 7
students were 2 2
study and 1 2
study in 1 2
subject of 1 5
subject to 2 8
substance abuse 1 2
substantial role 1 1
such a 1 15
such as 6 83
sufficient evidence 1 1
supervisors the 1 1
support for 1 2
support the 1 4
supported by 1 2
supposed to 1 1
supreme court 1 67
suspect s 3 7
suspected of 1 4
suspicion of 8 5
suspicion that 1 3
syndigate info 5 1
syndigate media 1 1
system and 2 4
system as 1 1
system long 1 1
systems of 1 2
t be 1 1
t been 1 11
t believe 2 11
t know 5 2
t think 1 2
take a 1 4
take action 2 4
take care 1 1
take the 1 2
taken from 1 1
taken into 3 3
taken to 1 3
takes place 1 3
talk about 2 3
talking about 1 1
target the 1 1
targeted by 1 3
targeted for 1 1
targeted in 1 1
task force 11 1
team of 1 1
technology has 1 6
television show 1 1
tell you 1 1
terms of 2 7
than a 3 6
than for 1 1
than in 1 1
than it 1 2
than million 1 1
than the 3 21
than they 1 12
than we 1 2
than years 2 12
that a 3 51
that allows 1 2
that an 1 27
that arose 1 1
that can 4 7
that cities 2 1
that conducts 1 1
that crime 1 15
that dna 1 3
that everyone 2 1
that had 1 14
that has 2 10
that have 4 10
that he 6 23
that her 4 8
that his 1 7
that i 3 4
that if 2 9
that in 2 6
that include 1 13
that included 3 1
that it 9 20
that made 1 1
that no 1 3
that occurred 2 2
that on 2 12
that once 2 7
that our 1 8
that period 1 1
that police 4 5
that s 4 16
that she 2 25
that since 1 1
that support 2 1
that the 25 223
that their 2 4
that there 1 16
that they 3 13
that this 1 6
that used 1 1
that warrants 1 3
that was 5 4
that we 5 21
that will 2 9
that would 1 9
the ability 2 24
the accused 1 4
the advancement 1 5
the american 1 8
the amount 2 10
the appeals 1 1
the appellate 1 2
the applicable 1 2
the application 1 8
the approach 1 3
the areas 1 1
the arrest 2 5
the arrests 1 11
the art 1 4
the associated 3 1
the average 3 1
the best 5 8
the big 2 12
the bill 1 5
the block 2 1
the body 2 2
the books 1 1
the building 2 1
the bulk 1 11
the bureau 1 1
the business 2 4
the capability 1 2
the car 2 6
the case 8 26
the cases 1 2
the center 1 2
the central 2 2
the charges 1 3
the chief 3 4
the city 12 29
the closer 1 1
the commission 1 29
the commissioner 2 1
the community 2 23
the compstat 1 1
the conduct 1 3
the conversation 1 1
the country 3 11
the county 2 57
the couple 2 1
the course 2 3
the court 11 105
the courts 1 4
the creation 1 2
the crime 8 20
the crimes 3 5
the criminal 11 52
the d 2 1
the da 2 1
the dangers 1 2
the day 1 1
the days 1 2
the death 1 1
the decision 1 7
the defendant 2 13
the department 9 90
the deputy 1 1
the developer 1 1
the development 1 4
the different 1 14
the distinction 1 2
the district 7 6
the dna 1 15
the domain 2 2
the driver 1 1
the early 5 6
the end 2 5
the enforcement 1 1
the entire 1 1
the event 1 1
the evidence 1 7
the executive 2 3
the expanding 1 1
the extent 1 10
the face 1 5
the fact 2 12
the fbi 9 33
the federal 7 24
the field 4 5
the final 4 3
the findings 1 2
the first 7 57
the five 4 2
the flight 1 1
the following 5 6
the former 1 11
the four 2 2
the freedom 1 8
the front 3 2
the full 2 1
the gang 10 11
the government 4 107
the ground 2 1
the growing 1 2
the guardian 2 2
the hearing 1 1
the help 1 2
the high 1 8
the home 2 4
the hotspot 1 2
the house 2 9
the human 1 2
the idea 1 3
the immediate 1 1
the impact 1 6
the importance 1 4
the increase 1 2
the individual 1 9
the internet 6 15
the intersection 1 3
the interview 2 1
the investigation 6 2
the irs 1 1
the issues 2 4
the june 1 11
the key 1 4
the lapd 5 15
the largest 1 27
the lasd 1 22
the last 5 10
the latest 2 1
the law 5 30
the legal 2 10
the level 1 3
the life 1 1
the line 2 11
the long 2 14
the los 54 45
the lowest 1 12
the main 3 3
the many 1 2
the media 1 1
the meeting 1 1
the men 4 1
the message 1 3
the metropolitan 2 1
the more 1 2
the most 7 43
the murder 3 4
the name 3 4
the nation 8 13
the national 4 13
the nature 1 9
the necessary 1 1
the need 2 10
the network 1 1
the new 9 45
the next 2 21
the notion 1 6
the number 7 16
the numbers 1 2
the officer 2 49
the ongoing 1 2
the only 2 28
the operation 1 2
the opportunity 2 5
the ordinance 1 1
the original 2 3
the other 3 13
the overall 1 1
the past 8 8
the patrol 4 13
the pending 1 1
the people 1 19
the person 3 25
the phone 1 1
the phrase 1 1
the plan 1 2
the players 1 1
the point 1 3
the police 6 99
the position 1 13
the possibility 1 6
the prison 1 2
the privacy 1 10
the process 1 2
the profile 3 1
the program 1 2
the project 1 2
the property 1 3
the proposition 4 2
the prosecution 2 6
the protection 1 2
the public 2 66
the purpose 2 10
the question 1 13
the questions 1 3
the real 1 4
the record 1 1
the red 2 1
the region 1 4
the release 1 1
the right 1 41
the rise 1 5
the road 1 1
the role 1 19
the s 7 17
the same 8 40
the san 7 11
the search 3 5
the second 3 3
the sheriff 7 88
the shopping 1 1
the skills 1 1
the square 1 11
the star 1 1
the state 7 46
the status 1 1
the story 1 2
the street 2 6
the streets 4 3
the students 2 11
the subject 1 10
the summer 3 2
the supreme 1 52
the suspect 4 10
the system 5 13
the systems 1 1
the television 1 1
the th 6 9
the third 1 11
the threat 1 7
the time 6 28
the times 1 1
the tools 1 3
the top 2 14
the total 2 3
the town 1 2
the trial 1 8
the two 2 7
the u 6 12
the unit 1 1
the united 9 20
the university 5 3
the vandalism 3 1
the various 1 6
the vast 1 12
the very 1 11
the victim 9 75
the violent 2 1
the warrant 1 4
the way 2 8
the women 2 1
the work 3 15
the world 3 45
the worst 2 2
the year 10 1
the years 3 3
their cases 2 1
their clients 5 5
their home 3 1
their lives 1 12
their request 1 1
their way 1 2
them and 1 2
them avoid 1 1
them from 1 3
them in 1 8
them to 6 6
there and 2 1
there are 4 26
there has 1 3
there is 5 50
there s 1 14
there the 2 1
there was 3 5
there were 1 2
these cases 1 2
these concerns 1 3
these laws 1 1
they also 2 2
they are 10 16
they arise 1 1
they believe 1 2
they came 2 1
they can 2 9
they discovered 2 1
they don 1 1
they found 1 3
they had 1 14
they have 1 17
they re 1 2
they should 1 2
they suspected 1 1
they were 4 18
they will 1 1
think he 1 1
think it 1 4
think the 2 3
thinking of 1 1
this and 1 1
this area 1 1
this article 3 20
this country 1 2
this department 1 1
this is 3 37
this point 1 1
this report 2 1
this situation 1 2
this state 1 1
this was 1 5
this year 6 3
thomas a 4 1
thomas j 6 10
those in 1 2
those who 3 11
those with 1 4
thousands of 6 5
threat posed 1 1
threats posed 1 2
three of 2 1
three to 1 1
three years 3 2
thrive on 1 1
through a 1 6
through an 1 1
through the 4 20
throughout the 5 34
thus the 1 8
time and 2 4
time but 1 1
time for 1 1
time in 2 5
time of 3 6
time she 1 2
time that 1 1
time they 1 2
time to 1 22
times and 1 1
to a 19 68
to address 5 10
to an 2 16
to any 3 1
to appear 4 4
to arrest 1 4
to ask 3 1
to attach 1 2
to authorities 2 1
to be 26 152
to beat 2 1
to become 2 13
to bring 3 4
to call 3 2
to calls 1 11
to capture 1 1
to catch 1 2
to child 1 1
to come 1 2
to commit 6 3
to conduct 1 11
to confront 1 1
to contact 1 1
to continue 1 4
to control 1 3
to court 2 1
to crack 2 1
to crime 1 7
to deal 5 11
to death 7 3
to develop 1 8
to different 1 2
to discuss 2 2
to distribute 1 1
to do 2 14
to effectively 2 1
to end 1 12
to engage 3 4
to ensure 3 10
to examine 1 3
to fall 1 4
to fight 1 6
to find 3 17
to five 1 2
to follow 3 5
to form 1 1
to get 5 17
to go 4 7
to handle 2 1
to have 7 22
to hear 2 1
to help 3 11
to her 1 2
to high 2 4
to him 2 1
to his 4 8
to identify 1 44
to include 1 6
to instantly 1 1
to investigate 2 1
to investigators 1 1
to jail 1 4
to keep 2 6
to keeping 1 1
to law 1 1
to learn 2 2
to life 2 3
to look 1 15
to maintain 1 3
to make 6 35
to me 4 4
to measure 1 2
to no 1 1
to obtain 1 6
to other 3 8
to participate 1 9
to patrol 1 3
to pay 1 3
to persons 1 1
to play 1 1
to prepare 1 1
to present 1 3
to proceed 1 3
to promote 1 1
to property 1 1
to protect 3 43
to provide 4 23
to reduce 3 13
to remain 1 11
to remove 1 1
to repeat 1 1
to represent 2 3
to respond 1 3
to review 1 1
to rule 1 3
to search 2 3
to secure 1 1
to see 3 24
to seek 4 5
to send 1 1
to set 1 3
to share 1 1
to solve 1 4
to stay 3 2
to stop 3 8
to students 1 2
to study 2 2
to support 2 5
to survive 3 1
to take 3 27
to talk 2 1
to target 2 6
to that 1 3
to the 55 301
to their 2 11
to these 1 3
to this 2 20
to those 2 1
to travel 3 1
to turn 1 1
to two 2 1
to us 3 1
to use 1 20
to violent 1 1
to watch 1 4
to win 3 11
today is 2 1
today s 1 4
told the 3 1
took a 1 3
took place 1 1
tools to 2 3
top cop 2 1
touching of 3 2
tour of 1 2
town hall 2 1
transferred to 1 1
traveling abroad 1 1
treatment of 1 3
tribune california 2 3
tried to 1 4
trust in 2 2
trying to 2 7
two decades 3 3
two dozen 3 11
two men 2 2
two of 1 2
two other 3 11
two weeks 2 1
two years 7 5
type newspaper 45 17
type story 5 1
types of 6 11
u s 11 307
under a 1 2
under current 1 1
under the 3 37
under way 1 11
understanding of 1 7
unit in 2 1
united states 11 121
university and 1 1
until i 1 11
until it 1 1
up a 1 1
up and 1 1
up in 3 2
up percent 2 1
up the 2 3
up to 5 18
up with 2 6
url http 450 1
us in 2 1
us news 1 1
us to 4 9
use the 1 8
used a 2 1
used by 2 8
used for 1 11
used in 2 8
used the 1 4
used to 5 29
users to 1 7
using a 1 5
v wilson 2 1
valley tribune 2 3
value of 1 11
variety of 1 17
ve been 2 12
version of 1 1
very long 1 1
victim in 2 1
victim of 1 5
victim s 4 35
victims a 1 2
victims of 2 6
victims the 1 4
video surveillance 2 6
view of 1 4
violating their 1 1
violation of 1 17
violations but 1 1
violence and 4 25
violence are 1 1
violence cases 3 16
violent and 2 1
violent crime 10 7
violent crimes 10 1
want to 3 14
warrant before 1 1
warrant in 1 1
warrant is 1 1
was a 7 7
was allegedly 3 1
was already 2 2
was among 1 1
was arrested 6 5
was assigned 1 1
was at 1 1
was brought 1 1
was first 5 1
was for 1 2
was found 9 2
was in 6 6
was intended 1 2
was introduced 1 1
was involved 1 2
was lauded 1 1
was no 1 4
was not 4 18
was the 4 26
was very 1 1
washington d 1 3
way for 1 3
way it 2 1
way of 2 3
way or 1 1
way to 2 5
we all 2 1
we are 6 28
we can 3 10
we could 1 3
we feel 1 1
we had 1 8
we have 4 15
we must 2 1
we need 3 3
we re 6 15
we take 1 2
we use 2 3
we ve 2 2
we won 1 1
weapon the 1 1
weapons and 1 1
wearing a 1 1
web site 1 4
well as 6 31
went to 1 1
were a 1 1
were able 1 2
were all 1 1
were already 2 1
were also 1 1
were expected 3 2
were found 1 1
were in 3 14
were not 2 15
were taken 2 1
west and 1 11
what a 1 5
what has 3 2
what is 2 41
what it 3 4
what makes 3 1
what s 1 3
what this 1 1
when a 1 20
when he 7 6
when it 6 8
when police 1 3
when she 2 4
when the 4 43
when their 1 2
when they 3 6
when we 1 7
where he 4 13
where i 2 1
where there 1 1
where they 4 3
where we 1 2
whether a 1 9
whether or 1 2
whether police 1 1
which a 1 8
which are 1 2
which can 3 2
which has 1 3
which have 1 1
which he 1 1
which helps 1 2
which includes 2 1
which is 1 13
which led 1 1
which provides 1 1
which the 1 32
which was 1 3
which were 3 4
while any 1 1
while still 1 1
while the 3 17
while working 1 1
who are 4 4
who did 3 2
who do 1 2
who had 3 14
who has 2 26
who have 4 4
who helped 1 2
who is 2 6
who they 1 2
who use 1 1
who was 2 3
who were 4 3
who worked 1 2
whom he 1 2
wide range 1 2
will also 3 2
will appear 1 1
will be 13 36
will bring 1 11
will cost 1 2
will feature 1 1
will have 1 2
will include 2 1
will make 2 1
will need 1 2
will only 1 2
will result 1 1
will use 1 1
william bratton 1 12
william j 4 9
willing to 1 5
windows and 1 1
wiretaps and 1 1
with a 17 66
with additional 1 1
with an 1 14
with crime 2 4
with domestic 3 1
with formal 1 1
with high 1 1
with his 6 4
with information 3 3
with its 1 2
with law 1 3
with many 2 2
with my 2 1
with new 1 2
with no 4 2
with state 1 1
with the 26 117
with their 4 2
with them 1 2
with years 1 1
within the 1 34
without a 1 7
without public 1 1
without the 1 6
witnesses and 1 2
women and 2 4
women in 2 3
women who 1 1
won t 2 6
words a 5 1
words crime 2 1
words the 8 11
work of 1 15
work with 1 7
worked in 1 1
worked to 1 2
world s 1 3
worldwide load 3 1
worldwide provided 5 1
worth of 1 3
would allow 1 2
would be 5 43
would have 2 9
would like 1 1
would make 1 2
writer section 5 1
www justice 1 1
year after 1 1
year and 1 1
year earlier 1 1
year he 1 1
year in 3 12
year old 23 1
year period 1 1
year to 1 2
year veteran 2 11
years after 3 1
years ago 1 5
years and 5 13
years for 1 1
years he 2 11
years in 6 1
years of 7 10
years on 1 1
years the 4 2
years with 1 1
years worth 1 2
york and 2 3
york city 2 22
york s 3 1
you can 4 1
you have 1 3
you know 1 2
you ll 1 1
you re 1 1
you really 1 1
young people 3 1
youtube and 1 1
