of documents 1 of 1
contact editor at 1 3
contact editorial plusmediasolutions 15 4
contact with the 3 6
contained in the 1 2
contends that the 1 2
content agency july 2 1
content agency llc 3 2
content needs please 15 3
content requirement please 1 3
content services htlive 1 1
content services with 1 1
continue to be 1 1
continues to be 6 3
contract with the 11 1
contribute to the 1 1
contributed to the 11 1
contributing to a 1 1
control of the 1 7
control over the 2 1
controlled by the 2 1
cooperate with the 1 2
cooperation from the 1 1
cooperation with the 2 3
cop eyeing valley 1 1
cops curb crime 1 1
copyright digital first 107 1
copyright los angeles 40 1
copyright plus media 23 4
copyright singapore press 1 1
copyright washingtonpost newsweek 1 1
correlation between the 5 1
cost of living 2 1
costs associated with 1 1
could also be 6 7
could argue that 1 2
could be a 6 1
could be an 1 1
could be more 1 1
could be the 1 1
could be used 8 11
could have been 6 3
could have gone 2 1
could lead to 5 2
could not be 5 4
could result from 1 1
could still be 8 1
counsel s office 5 1
county and the 3 2
county department of 16 1
county law enforcement 6 1
county of los 12 2
county officials on 5 1
county prosecutors and 4 1
county s cities 3 1
county s network 8 1
county s population 1 1
county sheriff s 167 1
couple of years 11 1
coupled with the 1 2
court does not 1 1
court found the 1 2
court has recognized 2 3
court is an 1 1
court rejected a 6 1
court s decision 6 6
courts across the 1 1
covered by the 6 1
craig lally of 1 1
create a plan 2 1
creation of a 2 4
creation of the 3 4
credited the progress 1 1
crime adapting to 1 1
crime and are 2 1
crime and immigration 11 1
crime and incarceration 1 1
crime and police 2 1
crime and public 13 1
crime and punishment 1 2
crime and that 2 1
crime and the 1 5
crime as a 5 4
crime as of 1 1
crime at the 2 2
crime because of 2 1
crime committed by 4 1
crime data and 1 3
crime data from 1 1
crime deputy chief 1 1
crime drop if 1 1
crime fighting innovations 1 1
crime figures are 1 1
crime figures had 1 1
crime figures have 1 1
crime from lapd 1 1
crime has been 12 2
crime hot spots 3 3
crime improving predictive 1 1
crime in california 1 1
crime in l 11 1
crime in los 9 1
crime in the 19 9
crime increase in 1 1
crime is down 1 1
crime is most 1 1
crime is still 1 1
crime it is 8 2
crime moore said 1 1
crime occurring in 1 1
crime of the 1 1
crime penalties have 1 1
crime predpol software 1 1
crime rates and 6 2
crime rates are 2 1
crime rates in 2 4
crime rates of 12 1
crime rates the 1 1
crime reduction and 3 3
crime said comdr 1 1
crime said commander 1 1
crime statistics in 3 1
crime type location 1 1
crime ultimately falls 1 1
crime was still 1 1
crime was up 8 1
crime which beck 1 1
crime which largely 1 1
crime while deploying 1 1
crime with it 2 1
crimes a los 1 1
crimes are up 2 1
crimes based on 7 1
crimes committed in 1 1
crimes decreased he 1 1
crimes for the 1 1
crimes he explained 1 1
crimes in following 1 1
crimes in the 20 2
crimes last year 6 1
crimes like burglaries 1 1
crimes on the 4 1
crimes that were 8 1
crimes these individuals 1 1
crimes will occur 1 4
crimes yet some 1 1
criminal activity and 1 1
criminal activity in 1 2
criminal charges against 3 1
criminal justice and 6 2
criminal justice policies 20 1
criminal justice reform 5 5
criminal justice system 25 28
criminals and thugs 1 3
criminals before they 1 1
culture of the 1 1
curb crime predpol 1 1
customs and border 10 2
cut in half 1 1
cut out for 1 1
d b a 1 1
daily news of 107 1
data and the 1 4
data as possible 1 1
data for the 3 2
data from many 3 1
data from the 9 5
data in the 1 1
data like crime 1 1
data may be 2 1
data must be 1 1
data on arrests 1 1
data part of 1 1
data to pinpoint 1 1
data would be 6 2
date april language 44 2
date august language 50 2
date comdr rodriguez 1 1
date february language 33 1
date july language 35 4
date june language 50 1
date march language 85 3
date may language 43 3
date october language 26 2
date september language 29 1
dateline new york 18 4
daughter and the 1 1
daughters is an 1 1
day after the 6 1
day earlier that 1 1
day to day 1 9
days after the 4 2
deadly use of 1 2
deal with the 1 2
decade ago unfortunately 1 1
decade mayor eric 1 1
decades to come 1 1
december stated that 1 1
decide whether to 2 1
decisions based on 1 3
declares his priorities 1 1
decline in crime 1 1
decline in the 1 2
declines according to 1 1
decrease since i 1 1
decreased he said 1 1
decriminalisation of some 1 1
deemed to be 3 2
deep understanding of 1 1
defender s office 1 1
definition of a 10 2
definition of the 2 2
department according to 1 1
department and the 18 5
department has also 1 2
department has been 7 1
department has not 1 1
department lapd comdr 1 1
department of corrections 5 2
department of defense 1 3
department of homeland 10 7
department of justice 30 13
department of public 2 5
department resources to 1 1
department s civilian 1 1
department s efforts 1 1
department s new 5 2
department s policy 12 1
department s strategic 1 1
department u s 2 3
department were also 1 1
department with a 2 1
department would have 3 1
departments do not 1 2
depending on the 1 3
depicted by a 1 1
deploying the valley 1 1
deputy chief john 3 2
deputy chief sherman 1 1
described as a 15 2
described as being 2 2
described as one 1 1
described sherman as 1 1
description of the 1 2
description was not 1 1
desk part b 28 1
detailed information about 4 2
details on the 1 1
detained by the 1 1
detention facility in 4 2
determined to be 7 1
determined to use 1 1
deterring crime said 1 1
developed by the 2 3
development of a 4 6
devices such as 2 2
devonshire and hollywood 1 1
devonshire division in 1 1
devonshire operations support 1 1
devonshire patrol division 1 1
did not call 2 1
did not file 1 3
did not have 9 6
did not include 1 1
did not involve 2 1
did not meet 2 1
did not want 4 1
didn t get 3 1
didn t say 5 1
died at the 13 1
difference in the 2 1
different from the 1 1
different levels of 1 3
difficult environment sherman 1 1
digit increases in 3 1
digital all rights 1 1
digital content services 1 1
digital first media 107 1
direct evidence that 4 1
direction and mobilize 1 1
directly to the 1 3
director in his 1 1
director of lapd 1 1
director of the 29 3
discovery of a 1 1
discrimination in employment 1 3
discussing how the 1 1
discussion about immigration 1 1
discussion of the 12 7
discussions about force 1 1
disparate impact of 1 4
distributed by tribune 6 4
distribution every zone 1 1
district court in 7 1
division and devonshire 1 1
division and helps 1 1
division commanding officer 1 1
division in before 1 1
division officers to 1 1
division the lapd 1 1
divisions property crimes 1 1
do about it 4 1
do individuals who 1 1
do not apply 1 1
do not believe 1 1
do not have 2 10
do not involve 2 1
do not know 1 1
do not support 3 2
do so by 2 1
do something i 2 1
do the job 1 1
do we need 1 3
do with the 3 1
do you see 22 1
do you want 1 3
doctors professional basketball 1 1
documents los angeles 40 1
documents the daily 107 1
documents the straits 1 1
documents the washington 1 1
documents us official 23 1
does not allow 1 2
does not automatically 1 1
does not believe 1 2
does not give 4 1
does not have 7 3
does not lead 2 1
does not mean 2 6
does not outweigh 2 1
does not reflect 1 1
doesn t matter 3 2
doesn t mean 7 2
doing the right 2 1
domestic violence a 1 1
don t come 2 1
don t even 1 1
don t get 1 2
don t have 27 3
don t know 24 4
don t need 2 4
don t see 6 2
don t understand 2 1
don t want 8 4
donald trump has 2 1
donald trump s 36 3
done by the 1 3
done with the 2 1
door to door 1 1
doors not leave 1 1
double digit increases 3 1
double the size 1 1
doubled down on 6 1
down from a 1 2
down in the 4 1
drafted by the 1 1
dramatically so in 4 1
drawn from the 1 2
drive through them 1 1
driven by a 3 2
driver s license 8 1
driver s licenses 6 2
driving force behind 1 1
driving from point 1 1
drop if overall 1 1
drop in shots 1 1
drug abuse with 1 1
drug and prostitution 1 1
drug dealing and 9 1
drug dealing in 2 1
drug habit by 1 1
drug offenders to 1 1
drug over the 1 1
drug problem with 1 1
drug related crimes 7 1
drugs and other 1 1
drugs in the 3 2
drugs like cocaine 1 1
due process and 1 14
due to a 7 4
due to the 9 11
during a search 2 1
during an interview 1 9
during his time 1 2
during the first 1 2
during the late 1 1
during the past 3 1
during the s 15 5
during the summer 5 1
during this time 4 1
each of the 20 3
each of these 1 5
each other to 1 1
earlier in the 2 1
earlier that predictive 1 1
early th century 3 1
economic opportunity and 2 1
edition city state 11 1
editor at content 1 1
editorial plusmediasolutions com 15 4
editors of this 1 1
effect on crime 2 4
effect on the 1 2
effect on violent 3 1
effective and efficient 1 1
effective in fighting 1 1
effective than others 1 1
effectively i m 1 1
effects of the 4 4
effects on crime 12 2
effort to maintain 3 1
efforts by the 3 1
efforts to address 6 2
efforts to combat 3 1
efforts to ensure 2 1
efforts to help 3 1
efforts to target 1 1
eight police stations 1 1
elected president and 1 1
element and cooperation 1 1
elite metropolitan division 2 1
else could the 1 3
else while there 1 1
embedded in a 4 1
embedded in her 2 1
emphasised that predpol 1 1
employed by the 1 2
employees of the 1 1
encounter the police 1 1
encourage the heart 1 1
encouraging residents to 1 1
end of the 8 10
ending mass incarceration 1 2
ending up in 1 1
energy to the 1 1
enforcement agencies and 11 1
enforcement agencies are 1 2
enforcement agencies from 1 1
enforcement agencies to 2 2
enforcement agency in 2 1
enforcement and the 5 3
enforcement assisted diversion 1 4
enforcement of immigration 2 1
enforcement of the 3 4
enforcing the law 1 1
engage the community 1 1
engaged in a 4 7
engaged in criminal 1 1
english acc no 3 2
english distribution every 1 1
english graphic commander 1 1
english publication type 400 15
enough is enough 3 1
enough officers to 3 1
enough to be 1 3
enough to warrant 2 1
ensure that the 1 2
entered into a 1 1
enthusiasm and energy 1 1
enthusiastic kind of 1 1
entirely on the 3 1
environment sherman said 1 1
environmental protection agency 1 2
eric garcetti announced 1 1
error in the 1 3
errors and omissions 1 1
especially in the 2 2
established a data 1 4
established a taskforce 2 2
ethnicity national origin 3 3
ethnicity or national 3 1
euphoric feeling they 1 1
eve of the 4 3
even a small 10 1
even as crime 2 1
even as the 5 1
even beck said 1 1
even further the 1 1
even if there 6 1
even if they 5 7
even those who 1 1
even though it 2 2
even when they 2 4
even with the 3 2
every aspect of 1 1
every day and 1 1
every zone publication 1 1
everyone wants to 2 1
evidence at the 3 2
evidence for this 1 1
evidence from the 1 1
evidence of any 1 1
evidence of the 1 3
evidence that the 4 4
evidence to support 1 1
exactly like the 1 1
examination of the 2 2
except for the 4 1
exchange information and 1 1
excited about said 1 1
executive but also 1 1
executive order in 1 1
executive order on 1 3
exempt from disclosure 6 2
exist in part 3 1
existed at the 2 1
expected to be 8 1
expected to rise 1 1
experience across ranks 1 1
experience by presenting 1 1
experienced as an 1 1
explained our achilles 1 1
expressed interest in 3 1
extensive experience across 1 1
eyeing valley rise 1 1
face criminal charges 1 1
face to face 2 2
facebook groups as 1 1
faced with the 1 1
faces a possible 1 1
facing the lapd 1 1
fact that it 3 1
fact that the 1 5
fact the report 1 1
factors are not 1 1
factors shifting department 1 1
failing to give 2 3
failure in the 1 1
failure to report 2 1
fair and thorough 2 2
fair housing and 1 1
fair to say 1 1
falls this year 1 1
familiar with the 1 1
families and communities 1 2
family affair one 1 1
family in the 1 1
family the case 1 2
far from the 1 2
far more than 4 1
far this year 4 1
father glen sherman 1 1
favor of the 4 1
fears that predictive 1 1
february language english 33 1
federal and state 2 6
federal bureau of 13 1
federal funding from 2 2
federal funding to 6 1
federal government can 1 1
federal government in 1 1
federal government s 6 3
federal government the 1 1
federal government to 7 1
federal immigration law 1 2
federal immigration policy 1 1
federal state and 9 7
federation of labor 2 1
feeling that the 1 1
feeling they then 1 1
feet box which 1 1
feet by feet 1 1
felonies to misdemeanours 1 1
fernando valley knows 1 1
few days before 1 1
few members of 1 1
few months ago 2 1
few weeks after 4 1
fiction film minority 1 1
fight crime in 1 1
fight crime while 1 1
fighting crime moore 1 1
fighting for the 1 2
fighting innovations like 1 1
figures are expected 1 1
figures at the 1 1
figures had risen 1 1
figures have gone 1 1
file officers noted 1 1
file police officers 2 3
filed a lawsuit 2 2
files on the 6 1
filing a lawsuit 2 1
fill in the 1 1
film minority report 1 1
find out that 1 1
find ways to 4 2
fire at a 4 1
fire in the 2 1
first and second 1 1
first assistant chief 1 1
first half of 17 2
first introduced to 1 1
first major crime 1 1
first media all 107 1
first of its 1 1
first person in 1 1
first six months 7 2
first step in 3 1
first such decrease 1 1
first three months 2 1
first two years 3 3
five of the 3 1
five years in 1 1
five years john 1 1
flared much like 1 1
flooded crime hot 1 1
focus on crime 1 4
focus on how 1 1
focus on the 4 5
focus on youth 8 1
focus would be 1 1
focused on the 2 6
focuses on the 1 7
focuses solely on 10 1
following news release 21 5
following press release 1 1
following years of 2 1
footage of a 10 1
for a bigger 1 1
for a crime 3 2
for a job 3 1
for a long 2 1
for a new 1 1
for a second 2 1
for a similar 2 2
for a third 4 1
for about a 1 1
for affordable housing 1 4
for african americans 9 3
for all the 4 2
for all these 1 1
for allegedly trying 2 1
for and against 2 1
for any query 1 3
for anyone to 2 3
for as long 6 2
for at least 7 4
for chief beck 1 1
for crimes that 1 1
for every one 2 1
for example a 1 8
for example has 2 4
for fear that 3 2
for him deputy 1 1
for his arrest 4 1
for his or 1 1
for his work 3 1
for increases in 1 1
for internet access 2 2
for its efforts 4 1
for law enforcement 6 6
for los angeles 18 1
for low level 2 2
for minor violations 3 1
for more than 7 5
for nearly a 2 1
for officers to 1 4
for our community 3 1
for people to 3 1
for people who 6 4
for police departments 1 4
for police to 1 1
for property crimes 1 1
for reform in 2 1
for service and 5 1
for sherman who 1 1
for the benefit 2 1
for the better 1 1
for the city 6 1
for the community 5 2
for the county 1 12
for the court 6 2
for the district 2 1
for the fact 1 1
for the federal 2 1
for the first 20 4
for the good 1 1
for the government 1 1
for the group 1 1
for the justice 1 1
for the money 4 1
for the most 3 3
for the next 2 4
for the other 1 1
for the period 1 1
for the public 10 4
for the purpose 4 1
for the second 6 3
for the study 17 1
for the u 3 1
for their actions 1 1
for their work 1 2
for them to 1 3
for those who 8 4
for three years 1 1
for transparency and 4 2
for victims of 4 1
for violating the 2 1
for violations of 4 1
for which he 2 1
for whites and 2 1
for years and 9 1
for years because 1 1
force and national 1 1
force and the 5 1
force as a 1 1
force him out 1 1
force in the 2 4
force of the 1 2
force on crime 3 2
force or the 1 1
force to examine 1 1
former director of 4 1
former l a 3 1
found guilty of 10 1
found in the 2 4
found on the 2 2
found that a 4 1
found that more 1 1
found that the 5 10
found to be 4 2
founder of the 1 1
four years in 2 1
fourth and fifth 1 1
fraction of the 3 3
francisco bay area 2 1
frequently targeted for 2 2
friend s house 1 1
from a high 1 1
from a police 2 2
from a social 1 1
from a system 1 1
from about crimes 1 1
from among the 2 1
from california state 4 1
from disclosure the 6 1
from entering the 1 1
from felonies to 17 1
from his office 1 1
from in the 3 1
from in to 11 2
from lapd brass 1 1
from last year 1 3
from law enforcement 5 1
from muslim majority 2 1
from point a 2 1
from that of 1 1
from the anti 2 1
from the beginning 2 1
from the center 4 1
from the city 8 2
from the community 1 4
from the department 3 7
from the federal 2 1
from the immigration 1 1
from the lapd 4 1
from the law 5 1
from the los 26 1
from the national 9 2
from the ongoing 1 1
from the police 4 6
from the public 1 1
from the same 3 1
from the sheriff 4 3
from the state 4 7
from the united 3 1
from the university 1 2
from to and 1 1
from to the 2 1
from vehicles and 1 1
front of my 1 1
fueled in part 1 1
full text panorama 1 1
fully inside a 1 1
funding for the 4 1
further the valley 1 1
future of the 1 4
futuristic science fiction 1 1
gang related killings 1 1
gang related shootings 3 1
gangs were active 1 1
garcetti announced in 1 1
gateway drug over 1 1
gave rise to 1 2
gazzar bgazzar scng 23 1
general jeff sessions 12 1
generated by the 1 1
george w bush 2 2
get is minimal 1 1
get out of 3 2
get people to 1 1
get rid of 2 1
get the community 1 1
get too excited 2 1
get you ll 1 1
getting people from 1 1
getting the public 1 1
give an accurate 2 1
give police the 1 1
glen sherman retired 1 1
go back to 17 1
go to jail 1 2
goal is to 6 3
goal was to 1 1
going back to 3 2
going forward the 1 1
going in the 1 1
going to be 11 6
going to do 10 2
going to get 6 1
going to the 7 1
gone up too 1 1
got his work 1 1
got into a 2 1
got to support 1 1
governance should be 1 2
government accountability office 2 1
government does not 1 3
grandchildren policing is 1 1
grant from the 10 4
graphic commander jorge 1 1
grateful to the 1 2
great deal about 1 1
great opportunity to 1 3
greater concern now 1 1
green was tapped 1 1
grew up in 6 1
grounds such as 2 1
group inc all 92 2
groups as well 1 1
groups in the 2 4
groups such as 3 1
growing up in 6 3
grown children and 1 1
guest speaker yesterday 1 1
guilty to lesser 1 1
gunshot victims across 1 1
guy said sherman 1 1
ha he said 1 1
habit by committing 1 1
had a good 1 1
had a long 1 1
had all started 1 1
had an open 2 2
had asked the 1 1
had become a 1 1
had been building 1 1
had been classified 2 1
had been fired 1 2
had been jailed 3 1
had failed to 1 1
had never been 1 1
had no idea 1 1
had not been 8 2
had not made 1 1
had not yet 2 1
had numerous run 2 1
had previously been 2 2
had recently flared 1 1
had risen for 1 1
had the right 2 1
had to be 6 2
had told the 2 1
half a million 2 1
half million dollars 3 1
half of police 2 1
half of the 13 3
halfway through and 1 1
hand in deterring 1 1
handled by the 1 1
hands of the 1 1
hands off approach 2 1
happened in ferguson 4 1
hard to imagine 6 4
hard to justify 1 2
harder drugs like 1 1
hardest by violence 1 1
harsher criminal sentences 2 1
has a long 1 3
has a record 1 1
has a right 1 2
has a robust 2 2
has also made 1 4
has always been 9 3
has become a 6 1
has been a 4 9
has been an 1 5
has been charged 10 1
has been in 6 2
has been made 8 1
has been the 3 5
has been used 3 4
has been working 4 2
has begun to 1 2
has built an 1 1
has called for 1 2
has defended the 2 1
has expanded its 1 1
has expanded to 4 1
has had a 1 1
has had the 5 1
has helped to 4 2
has issued the 23 4
has led to 7 4
has met doctors 1 1
has more than 1 1
has moved to 1 1
has nearly leveled 1 1
has never been 1 1
has never had 1 1
has not been 11 4
has not only 1 1
has not yet 1 2
has recognized that 2 1
has relied on 1 1
has resulted in 1 5
has risen about 1 1
has set a 1 1
has set up 1 1
has so far 3 1
has sought to 11 2
has three grown 1 1
has to be 2 1
has to do 6 1
has worked in 2 2
has yet to 3 2
hate and violence 1 2
hate related incidents 2 2
have a large 1 1
have a significant 4 1
have access to 1 6
have also been 12 3
have an opportunity 4 1
have argued that 1 6
have argued the 1 1
have been a 9 2
have been but 2 1
have been classified 2 1
have been found 1 2
have been going 1 1
have been in 4 2
have been lowered 1 1
have been taken 2 2
have been the 1 2
have begun to 1 5
have chosen to 4 2
have come from 1 1
have committed the 1 1
have concluded that 2 1
have contributed to 3 3
have established a 2 3
have evidence of 1 1
have gone up 1 1
have hinged on 1 1
have in a 1 1
have increased recently 2 1
have is the 1 1
have led to 9 1
have long been 2 5
have looked at 1 1
have not been 4 2
have not fully 1 1
have not yet 4 1
have or how 1 1
have released the 1 1
have resulted in 3 3
have seen in 2 1
have the power 2 1
have the resources 3 2
have to be 10 2
have to do 6 3
have to go 1 2
have tried to 2 1
have yet to 3 2
he added a 2 1
he added that 9 2
he added were 1 1
he aims to 1 1
he also noted 1 1
he and a 2 1
he and his 4 1
he attributed in 1 1
he believes that 4 1
he can be 3 1
he did not 18 1
he emphasised that 1 1
he explained in 2 1
he explained our 1 1
he found that 1 1
he had been 13 1
he has a 1 2
he has been 20 2
he has met 4 1
he hoped that 1 1
he is a 1 2
he is being 4 1
he is doing 1 1
he is not 8 1
he is now 1 1
he later credited 1 1
he lives in 1 1
he or she 1 3
he s determined 1 1
he s got 2 3
he said but 7 1
he said i 7 1
he said is 3 1
he said kate 1 1
he said load 5 1
he said next 1 1
he said one 3 1
he said our 1 1
he said so 1 1
he said the 58 1
he said we 5 4
he said you 2 1
he shared the 1 1
he wanted to 1 1
he was a 17 2
he was arrested 9 1
he was going 1 1
he was looking 1 1
he was not 5 1
he worked his 1 1
he would also 2 1
he would have 2 1
he would like 1 1
he would not 1 1
head of the 11 2
heading to a 1 1
heads eight police 1 1
health and safety 2 3
heart of his 1 1
heel is when 1 1
helm last month 1 1
help keep our 1 1
help put officers 1 1
help stem property 1 1
help the police 2 1
helped spur the 1 2
helps la cops 1 1
helps narrow the 1 1
helps train new 1 1
her and her 1 1
her car while 2 1
her daughter s 1 1
her decision to 1 1
her in the 3 1
her mother s 1 1
her off the 2 2
her to stay 1 1
here on the 4 1
high and looking 1 1
high crime area 1 5
high level police 1 2
high probability that 1 1
high rate of 6 2
high school in 10 1
high school students 4 2
higher than it 1 1
highest level of 3 1
highlighting the use 1 1
highway traffic safety 9 1
him according to 1 1
him and took 1 1
him deputy chief 1 1
him to go 1 1
hinged on shifting 1 1
hire more police 4 1
his ability to 2 1
his civilian bosses 1 1
his department s 3 1
his efforts to 1 1
his family was 5 1
his father glen 1 1
his most recent 1 1
his new assistant 1 1
his office and 1 1
his office at 1 1
his officers we 1 1
his or her 10 3
his pencil and 2 1
his priorities byline 1 1
his side sherman 1 1
his time as 1 1
his way up 1 1
his work cut 1 1
historical data like 1 1
historical data to 1 2
hit hardest by 1 1
hold on to 1 1
holdings limited all 1 1
hollywood areas he 1 1
home edition city 11 1
home length words 1 1
home to a 1 1
homes in the 3 1
homes violent crime 1 1
homicides and gang 3 1
homicides increased about 1 1
hope to bring 1 1
hoped that by 1 1
host of other 2 1
hot spots based 1 1
hot spots in 1 1
hot spots with 2 1
hot summer months 2 1
hours a day 3 1
hours later at 1 1
housing as well 1 1
housing for the 1 1
housing project in 4 1
how advanced you 1 1
how best to 4 1
how does the 11 1
how to do 1 1
how you would 1 1
however that violent 1 1
ht digital content 1 1
htlive com load 1 1
http www latimes 3 8
human element and 1 2
human intel cannot 1 1
i am cautiously 1 1
i believe that 5 1
i called the 1 1
i didn t 19 1
i do know 2 2
i do not 1 4
i don t 32 4
i feel like 2 2
i have a 2 2
i have no 1 2
i hope to 1 3
i just don 1 1
i just want 4 1
i m an 1 1
i m going 11 2
i m not 18 3
i mean i 2 2
i realized that 4 1
i think a 1 1
i think we 1 1
i try to 1 1
i want to 4 2
i wanted to 2 1
i was a 4 1
i was also 3 1
i was at 1 2
i was just 1 2
i was like 3 3
i will not 2 1
i worked with 3 1
i would like 2 1
i wouldn t 3 2
id card with 1 1
identified by the 1 1
identity and other 4 1
identity and the 2 1
identity of the 2 3
if any of 6 2
if he had 6 1
if i did 3 1
if it was 1 1
if nothing else 1 2
if overall crime 1 1
if she had 1 1
if she was 1 1
if someone is 1 1
if the federal 1 2
if the system 1 1
if there is 8 6
if there s 5 1
if there were 3 2
if they are 8 2
if they did 2 2
if they re 3 1
if they want 1 1
if they were 3 3
if this were 3 1
if those people 1 1
if we are 5 1
if we could 1 1
if we were 3 3
if you re 7 1
ill equipped to 4 2
illegal drugs in 2 1
immediately after the 1 1
immigrant communities and 1 1
immigration enforcement and 1 1
immigration national discussions 1 1
immigration officials in 1 1
immigration status of 4 1
impact on the 1 3
impact rather than 1 1
important because it 1 1
important for the 1 2
important role in 1 1
imposed by the 2 2
impossible to do 1 1
improve public safety 1 1
improve the quality 4 4
improvement over the 2 1
improving predictive policing 1 4
in a case 5 3
in a city 4 4
in a community 4 2
in a new 1 1
in a number 2 3
in a particular 2 4
in a percent 4 1
in a recent 5 3
in a report 2 1
in a row 1 3
in a safe 2 3
in a separate 3 1
in a series 1 1
in a shooting 1 3
in a single 1 6
in a small 2 5
in a specific 1 2
in a study 1 3
in a third 2 1
in a variety 2 3
in a very 2 2
in a video 1 2
in a way 3 9
in a west 1 1
in a white 2 1
in a wide 2 3
in a world 4 3
in about the 2 1
in addition there 1 3
in addition this 2 1
in addition to 24 29
in all of 6 1
in an effort 8 5
in an increase 3 1
in and around 3 1
in and in 3 2
in and out 6 1
in and that 1 2
in and the 3 1
in areas depicted 1 1
in areas where 1 4
in as a 6 1
in association with 1 2
in at least 2 6
in before serving 1 1
in both and 1 1
in both cases 1 3
in california in 2 3
in california the 2 1
in case of 15 4
in certain cities 2 1
in charge of 12 3
in civil rights 1 1
in collaboration with 6 1
in colorado for 1 1
in combination with 2 1
in community policing 1 11
in conjunction with 1 2
in connection with 58 1
in crime and 1 1
in crime as 1 1
in crime but 2 2
in crime deputy 1 1
in crime rates 2 3
in criminal justice 12 7
in death of 3 1
in depth investigations 1 1
in deterring crime 1 1
in domestic violence 2 1
in each of 4 3
in employment housing 1 1
in exchange for 9 3
in fact often 1 1
in fact the 1 6
in favor of 6 11
in federal court 3 1
in federal immigration 2 1
in ferguson missouri 2 3
in fighting crime 1 2
in fiscal year 2 1
in following years 1 1
in from the 2 1
in front of 19 1
in gang related 3 1
in her car 3 1
in his office 2 1
in in the 9 1
in january and 4 1
in l a 50 1
in lapd s 2 1
in large part 2 2
in late the 1 1
in law enforcement 12 8
in legislation and 1 1
in lieu of 24 2
in life it 1 1
in light of 9 7
in line with 8 11
in local government 2 3
in long beach 6 1
in los angeles 279 26
in low level 4 1
in making a 1 1
in many cases 1 1
in many of 3 2
in march after 1 1
in may the 6 1
in more detail 1 1
in more than 7 4
in my view 1 4
in need of 1 1
in new york 7 49
in north carolina 3 4
in northern california 1 1
in november and 2 1
in one of 7 3
in one place 1 1
in order to 14 36
in other cases 8 2
in other cities 4 2
in other places 2 1
in other states 1 1
in our neighborhoods 4 1
in panorama city 2 1
in part because 10 17
in part by 1 5
in part to 6 4
in particular have 1 1
in particular the 1 3
in partnership with 2 1
in people being 1 1
in place and 1 2
in place for 4 3
in places like 3 1
in plain sight 2 2
in policing is 4 3
in predpol was 1 1
in public records 1 1
in pursuit of 3 1
in racially and 2 5
in reaction to 6 1
in recent years 21 15
in relation to 3 3
in reseda from 1 1
in response to 15 21
in said no 1 1
in san bernardino 8 1
in san fernando 6 1
in san francisco 7 3
in search of 2 3
in september the 12 1
in several cities 2 3
in several states 2 1
in shots fired 1 1
in some cases 11 4
in some form 4 1
in some instances 2 3
in some of 4 3
in some parts 4 1
in some ways 1 3
in states like 1 1
in support of 11 3
in terms of 2 34
in that same 1 1
in that the 1 1
in the aftermath 3 2
in the agency 1 2
in the area 42 6
in the back 4 6
in the building 4 1
in the case 17 10
in the cities 4 2
in the city 83 10
in the cold 1 1
in the coming 3 2
in the communities 1 4
in the community 10 7
in the country 47 10
in the county 12 17
in the court 1 1
in the criminal 4 8
in the day 4 1
in the days 9 1
in the decade 4 1
in the decades 1 2
in the department 8 3
in the early 5 17
in the eight 1 1
in the existing 1 2
in the face 13 7
in the field 1 9
in the film 2 1
in the first 33 13
in the following 1 5
in the form 1 12
in the future 2 11
in the hands 5 3
in the home 7 2
in the industry 4 1
in the interest 2 2
in the investigation 11 2
in the justice 5 3
in the lapd 3 5
in the last 17 6
in the law 6 8
in the leveling 1 1
in the los 44 2
in the mid 2 3
in the middle 2 2
in the midst 3 3
in the months 1 1
in the morning 3 1
in the most 12 5
in the name 1 6
in the nation 9 3
in the neighborhood 1 4
in the new 3 6
in the next 3 3
in the number 12 1
in the office 1 1
in the original 1 2
in the other 1 1
in the parking 3 2
in the past 18 20
in the political 3 3
in the postwar 1 1
in the present 2 2
in the previous 2 3
in the process 17 5
in the public 1 7
in the rampart 1 2
in the rate 2 1
in the report 6 1
in the right 5 1
in the s 15 32
in the same 7 10
in the sample 1 1
in the san 34 3
in the social 1 5
in the st 1 1
in the state 11 5
in the street 1 7
in the study 1 4
in the summer 1 3
in the system 1 1
in the u 19 11
in the uk 2 1
in the union 2 1
in the unit 1 2
in the united 11 30
in the us 1 1
in the use 1 6
in the valley 18 2
in the wake 12 11
in the way 6 6
in the white 1 3
in the works 3 3
in the world 8 6
in the worst 1 1
in the year 2 3
in the years 2 3
in their communities 3 2
in their efforts 6 2
in their own 2 3
in their respective 3 1
in this case 12 4
in this context 1 7
in this respect 1 1
in this year 1 12
in those years 1 1
in time for 2 1
in to in 4 2
in u s 16 5
in united states 7 1
in violence and 1 1
in violent crime 34 4
in violent crimes 4 1
in washington d 3 1
in ways that 1 20
in what appears 2 1
in which a 2 10
in which he 4 1
in which people 1 1
in which police 2 3
in which she 1 1
inc all rights 140 2
included in the 4 6
including but not 1 2
including facebook groups 1 1
increase in crime 5 1
increase in more 1 1
increase in reported 2 1
increase in the 7 1
increase in violent 13 1
increase the lapd 1 1
increase the number 4 2
increased about in 1 1
increases in crime 3 1
increases in violent 5 1
individuals know the 1 1
individuals may be 6 1
individuals who had 1 1
individuals who have 4 1
individuals who were 1 2
influence in the 1 1
influence on the 3 1
information about the 10 4
information about their 6 1
information and tips 1 1
information on the 8 3
information to the 1 4
infringe on civil 1 1
injured in a 1 1
inner city neighborhoods 1 1
