of 1 of 1
complaints of 1 4
complaints that 1 2
complete the 1 1
completed in 1 1
complex and 4 8
compliance with 2 12
complied with 2 4
comply with 5 13
component of 4 7
composition of 1 16
computer and 2 1
con artists 2 1
concealed weapons 1 1
concentrating on 1 2
concept of 3 14
concern in 3 5
concern is 3 10
concern now 1 1
concern over 1 2
concerned about 9 1
concerned the 1 2
concerned with 1 3
concerning the 2 5
concerns about 7 17
concerns and 1 3
concerns in 5 3
concerns it 1 1
concerns over 2 5
concerns that 2 5
concerns when 1 1
concerns with 2 1
concerns within 4 1
concluded in 2 1
concluded that 8 18
concluded the 1 1
conclusion that 4 1
conclusions about 2 2
condition of 3 2
conditions as 1 3
conditions in 2 1
conditions of 2 12
conditions to 3 1
conduct a 3 6
conduct administrative 1 1
conduct and 2 5
conduct had 1 1
conduct in 2 3
conduct searches 1 1
conduct with 2 1
conducted a 3 1
conducted an 5 2
conducted by 11 15
conducted in 6 2
conducting a 1 2
conference and 1 2
conference of 1 3
conference on 1 7
conference the 3 3
confidence in 1 8
confident that 1 2
confined to 2 5
confirming the 1 2
conflict and 1 1
conflict of 2 1
conflicts of 1 2
confront the 1 3
confrontation with 4 1
congress has 1 6
congress he 1 1
congress or 1 1
congress publication 1 1
conjunction with 1 2
connected to 14 3
connection between 2 11
connection to 3 2
connection with 59 1
connections between 1 1
consecutive year 4 1
consent the 1 1
consequence of 1 2
consequences and 2 2
consequences of 1 34
consider the 1 12
considered a 9 5
considered to 2 1
considering the 1 4
consisted of 1 3
consistent with 2 18
consisting of 1 5
consists of 1 5
constant application 1 1
constitute a 1 6
constitutional policing 2 2
constitutional right 2 7
constitutional rights 1 7
construction of 3 10
construction projects 2 1
consultation and 1 1
contact editor 1 3
contact editorial 15 4
contact in 2 1
contact with 28 8
contagion of 1 1
contained in 1 5
contained the 1 1
contains a 6 2
contended that 1 2
contends that 2 2
content agency 6 4
content needs 15 3
content requirement 1 3
content services 2 2
content uploads 1 11
context i 1 3
continue a 2 1
continue its 1 1
continue on 1 1
continue their 1 1
continue to 28 12
continued to 18 4
continues its 1 2
continues to 17 16
continuing to 7 2
contract with 11 1
contribute to 2 10
contributed to 60 10
contributes to 2 4
contributing to 4 4
contributions to 6 2
control and 3 16
control in 1 4
control of 4 22
control over 4 10
control this 2 1
controlled and 1 2
controlled by 3 1
controls for 2 4
convenience store 6 2
conversation about 1 1
conversation on 1 1
conversations in 1 1
conviction of 2 1
conviction rates 3 1
conviction that 1 1
convictions and 5 3
convictions for 3 1
convinced that 1 4
cooperate with 22 9
cooperation between 1 2
cooperation from 1 1
cooperation with 9 5
coordinated with 2 1
cop eyeing 1 1
cop is 1 1
cops curb 1 1
copyright daily 3 1
copyright digital 107 1
copyright los 40 1
copyright new 1 1
copyright plus 23 4
copyright singapore 1 1
copyright the 15 2
copyright washingtonpost 1 1
core value 1 1
correct the 2 1
correctional facility 2 1
corrections and 5 2
correlation between 5 2
corruption and 2 4
corruption in 1 2
cost of 6 11
cost the 1 1
cost to 7 1
costa mesa 8 1
costs are 1 1
costs associated 1 1
costs by 1 2
costs in 2 2
costs of 10 21
costs would 2 1
could actually 2 1
could also 7 13
could argue 1 2
could be 64 78
could do 1 2
could ever 1 2
could exclude 3 1
could explain 2 1
could find 1 1
could get 5 2
could have 11 7
could he 1 1
could help 15 9
could impede 1 1
could improve 1 1
could in 1 2
could lead 5 3
could leave 1 1
could make 2 3
could not 18 17
could potentially 1 5
could receive 1 1
could result 1 3
could still 9 1
could the 1 3
could use 1 2
could work 1 2
couldn t 8 1
council has 1 1
council meetings 2 3
council president 2 1
council that 1 1
counsel and 2 1
counsel for 1 2
counsel s 5 1
counseling and 2 1
counterterrorism and 1 4
counties and 1 5
counties in 6 4
counties one 1 1
counties to 2 2
countries and 2 1
countries that 1 1
countries to 1 1
country and 7 2
country illegally 45 1
country in 2 3
country s 2 1
country that 3 1
counts of 40 1
county and 15 15
county are 4 2
county board 14 1
county clerk 2 1
county community 1 1
county department 16 3
county departments 1 2
county for 3 3
county government 3 1
county has 1 61
county in 14 11
county including 2 1
county is 6 36
county law 6 1
county leaders 6 1
county level 3 2
county not 1 3
county of 12 6
county officials 18 10
county one 1 2
county police 3 3
county prosecutors 4 1
county received 4 1
county records 3 1
county s 33 93
county sheriff 192 2
county sheriffs 12 1
county the 9 13
county to 4 5
county was 3 7
county were 4 1
county which 1 1
county will 5 1
couple of 13 2
coupled with 1 4
course not 1 2
course of 6 8
course the 1 2
course there 4 1
court a 2 2
court and 6 9
court appointed 1 1
court as 1 1
court decisions 1 5
court did 1 2
court does 1 1
court for 15 1
court found 1 6
court has 11 33
court in 21 11
court is 3 2
court judge 5 1
court on 13 1
court ordered 6 1
court rejected 6 2
court reviewed 1 1
court s 7 40
court systems 1 1
court the 10 2
court to 11 2
court was 1 2
court where 1 1
courtesy of 1 1
courts across 1 1
courts and 4 9
courts have 1 15
courts in 1 3
courts may 1 3
courts to 3 5
cousin of 1 1
cover up 1 1
covered by 6 1
covered the 1 1
covering the 1 1
crack cocaine 6 2
craft a 1 1
craig lally 5 1
create a 13 22
create an 3 5
create the 4 1
created a 3 18
created by 1 5
created new 1 1
created the 1 3
created to 1 1
creates a 1 5
creating a 4 12
creating the 1 2
creation of 10 18
credit card 32 4
credited the 3 2
crime a 1 6
crime adapting 1 1
crime against 2 1
crime among 1 1
crime and 101 53
crime are 4 1
crime area 1 5
crime as 10 8
crime at 5 2
crime because 4 1
crime before 1 4
crime bill 2 5
crime but 13 9
crime by 3 8
crime can 6 1
crime committed 6 1
crime compared 2 1
crime data 4 16
crime deputy 1 1
crime drop 1 2
crime even 1 1
crime fighting 9 3
crime figures 4 4
crime for 7 3
crime from 13 3
crime has 17 2
crime have 1 1
crime hot 3 3
crime how 1 1
crime improving 1 1
crime in 78 30
crime including 4 1
crime increase 1 1
crime is 59 20
crime it 23 2
crime law 2 1
crime legal 24 1
crime may 2 1
crime moore 1 1
crime occurring 1 1
crime of 17 1
crime or 17 2
crime penalties 1 1
crime policy 4 4
crime predpol 1 1
crime prevention 24 5
crime rate 38 10
crime rates 68 33
crime reduction 3 9
crime reporting 10 2
crime reports 12 2
crime said 8 2
crime scene 19 1
crime she 2 1
crime statistics 39 3
crime such 2 1
crime that 17 8
crime the 24 18
crime there 5 1
crime this 1 5
crime through 2 2
crime tips 3 1
crime to 9 4
crime type 1 1
crime ultimately 1 1
crime was 20 8
crime which 4 6
crime while 5 3
crime with 9 2
crimes a 5 1
crimes against 40 1
crimes and 55 3
crimes are 10 3
crimes as 10 2
crimes based 7 1
crimes but 7 1
crimes committed 6 1
crimes decreased 4 1
crimes for 9 1
crimes had 6 1
crimes have 6 1
crimes he 12 1
crimes in 80 7
crimes last 6 1
crimes like 4 1
crimes not 1 1
crimes of 2 1
crimes often 1 1
crimes on 4 1
crimes or 8 2
crimes reported 15 1
crimes that 18 3
crimes these 1 4
crimes to 3 2
crimes was 2 1
crimes will 2 4
crimes without 4 1
crimes yet 1 2
criminal activities 6 1
criminal activity 4 11
criminal and 1 3
criminal behavior 4 2
criminal charges 14 2
criminal conduct 7 2
criminal convictions 2 1
criminal history 13 2
criminal investigation 5 1
criminal justice 94 83
criminal law 2 11
criminal offenses 4 1
criminal prosecution 7 1
criminal record 3 2
criminal records 5 2
criminal sentences 2 1
criminal suspects 1 4
criminal threat 2 1
criminals and 3 3
criminals before 1 1
criminals who 3 1
criminology at 3 1
crisis has 3 1
criteria for 1 5
criteria to 1 3
critical for 4 2
critical mass 4 2
criticism of 1 2
criticized for 3 1
criticizing the 4 1
critics have 2 1
critics of 1 1
crossing the 8 2
crowd of 5 1
crucial to 2 2
culminated in 1 1
culture of 3 14
curb crime 1 1
current and 1 2
current system 3 1
currently in 3 1
custody and 11 1
custody on 8 2
customs agents 1 1
customs and 10 2
cut construction 1 2
cut in 1 1
cut out 1 1
cut to 2 1
cutting edge 1 2
cyber security 4 2
cycles in 1 2
cycles or 4 1
d a 7 1
d b 1 3
d c 8 25
d d 2 47
d on 2 1
d or 3 4
d w 1 1
dade county 5 2
daily basis 3 3
daily news 155 4
daly city 2 1
danger of 2 1
dangerous and 2 1
daniel j 2 9
darren wilson 4 3
data a 1 9
data also 2 2
data and 2 83
data are 4 9
data as 1 12
data by 6 2
data can 2 17
data collected 14 4
data collection 3 24
data for 10 16
data from 13 21
data in 2 14
data integrity 10 2
data is 4 23
data like 1 1
data may 2 2
data must 1 1
data on 9 18
data part 1 1
data that 6 21
data the 1 13
data this 2 1
data to 9 47
data was 2 1
data we 6 2
data were 4 2
data when 1 1
data with 1 6
data would 12 4
database of 1 6
databases that 1 3
databases to 7 2
datasets and 2 2
date april 44 2
date august 50 2
date comdr 1 1
date february 35 1
date july 38 4
date june 69 1
date march 85 3
date may 43 3
date october 26 2
date september 29 1
dateline new 19 4
daughter and 6 1
daughter s 8 1
daughters is 1 1
david j 2 1
david s 1 3
day after 11 2
day and 11 1
day earlier 1 1
day the 7 1
day to 1 9
day when 1 1
days after 11 2
days before 5 2
days following 1 1
days later 6 1
days of 6 5
days the 2 1
days to 1 3
de facto 8 9
deadly force 1 4
deadly use 1 2
deal about 1 1
deal with 21 5
dealers and 2 1
dealing and 9 1
dealing in 2 1
dealing with 3 4
deals and 1 1
deals with 2 1
death and 2 1
death in 3 2
death of 26 10
death or 1 3
death penalty 32 2
debate about 4 2
debate in 2 1
debate on 1 1
debate the 1 1
decade ago 4 3
decade long 5 1
decade mayor 1 1
decades after 4 1
decades in 4 1
decades of 5 4
decades to 1 2
december stated 1 1
decide if 1 1
decide to 4 1
decide whether 4 4
decided to 5 3
decides to 1 2
decision in 1 5
decision that 6 1
decision to 3 16
decision was 1 2
decisions about 11 12
decisions are 1 7
decisions based 1 3
decisions the 1 7
declared a 7 1
declares his 1 1
decline in 3 7
declined in 4 2
declined to 41 5
declines according 1 1
declines in 1 1
declining to 1 2
decrease in 13 1
decrease since 1 1
decrease the 1 2
decreased from 6 2
decreased he 1 1
decriminalisation of 1 1
dedication to 4 1
deemed to 3 3
deep understanding 1 1
deeper into 4 2
defendant and 2 1
defendant is 12 2
defendant s 5 3
defendant was 1 1
defendants to 1 1
defended the 2 1
defender s 1 1
defense as 1 1
defense fund 4 1
defense is 2 1
defense of 2 13
defined as 1 6
definition of 12 16
dekalb county 1 2
deliver a 2 1
demand for 6 3
demand that 2 3
demands for 1 5
demands to 2 1
democratic process 3 4
demonstrate a 1 2
demonstrate that 2 7
demonstrates that 4 3
denied a 4 1
denied the 5 2
density and 1 1
department according 1 1
department and 42 14
department are 9 1
department as 2 1
department because 3 1
department can 2 1
department city 1 1
department command 4 1
department for 7 7
department had 2 2
department has 26 12
department in 7 5
department including 18 1
department lapd 5 4
department of 88 53
department officers 8 1
department policy 4 3
department resources 1 1
department s 116 39
department some 1 1
department that 2 2
department the 27 2
department this 2 1
department to 19 9
department u 2 3
department under 1 1
department was 6 1
department were 3 1
department when 2 2
department which 2 1
department who 1 2
department wide 2 4
department will 9 1
department with 2 1
department would 10 1
departments and 1 17
departments as 1 3
departments do 1 2
departments have 1 6
departments in 4 9
departments the 2 6
departments to 9 23
departments will 1 1
depend on 2 10
depending on 1 5
depicted by 1 1
deploy resources 2 1
deploying the 2 2
deployment are 11 1
depth investigations 1 1
deputy chief 15 6
deputy involved 10 1
deputy sheriff 2 1
deputy sheriffs 4 2
describe a 3 3
described as 21 8
described sherman 1 1
described the 25 4
describes how 2 3
describing president 2 2
description of 3 7
description was 1 1
design a 1 2
designed to 6 18
desire to 1 4
desk part 40 1
despite a 1 2
despite her 4 1
despite his 1 2
despite strong 4 1
despite the 6 17
despite this 3 1
destroyed by 1 1
detailed account 2 1
detailed information 4 2
detailing how 1 1
details about 6 1
details and 1 1
details in 1 1
details of 5 3
details on 3 3
details to 1 1
detained by 3 1
detained in 2 1
detectives are 12 1
detectives were 4 1
detention center 3 1
detention facilities 4 1
detention facility 5 2
deter crime 1 4
determination of 1 7
determine how 1 2
determine if 10 2
determine what 4 4
determine whether 17 10
determined that 2 3
determined to 11 2
deterring crime 1 2
detrimental to 3 3
develop a 6 7
developed by 2 8
developing a 2 7
development a 1 1
development and 9 8
development in 2 2
development is 1 1
development of 4 20
devices such 2 2
devices that 5 1
devices the 1 2
devonshire and 1 1
devonshire division 10 1
devonshire operations 1 1
devonshire patrol 1 1
devoted to 1 4
did find 3 1
did in 1 1
did it 1 2
did not 111 63
did she 1 1
did so 2 4
did they 2 1
did was 2 2
didn t 72 9
died at 17 1
died from 2 2
died in 14 1
diego county 2 2
diego union 1 1
differ from 11 3
difference and 6 1
difference between 3 3
difference for 1 2
difference in 7 3
differences between 1 4
different from 1 4
different in 1 4
different levels 1 5
different location 4 1
different points 2 1
different than 1 4
difficult choices 2 1
difficult environment 1 1
difficult to 11 31
difficulty of 1 5
digit increases 3 1
digital all 1 1
digital content 1 1
digital first 107 1
direct and 1 3
direct evidence 4 5
directed against 4 1
direction and 1 2
direction of 1 5
directly into 1 1
directly to 1 7
director in 14 1
director of 59 4
disclosed to 4 1
disclosure the 6 2
discovered a 7 1
discovered by 1 2
discovered the 4 1
discovery in 1 2
discovery of 3 1
discretion to 1 8
discrimination against 2 3
discrimination are 1 2
discrimination has 1 1
discrimination in 1 17
discrimination is 1 4
discrimination the 2 2
discriminatory treatment 1 2
discuss the 5 2
discussed in 1 7
discussed the 2 5
discussing how 1 3
discussion about 1 4
discussion of 12 20
discussions about 1 1
discussions of 11 7
discussions on 4 2
disparate impact 1 152
disparities in 1 24
disparities the 2 2
disparity in 3 5
disproportionate toll 1 1
disputes and 1 1
disruption of 2 1
distinction between 8 4
distinguish between 4 1
distributed by 6 6
distribution every 1 1
distribution of 18 17
district attorney 110 4
district court 15 8
district of 19 5
district officials 5 1
district s 5 2
districts in 3 1
distrust in 3 3
distrust of 5 6
diversion and 2 2
diversion program 2 1
diversity is 1 1
division and 5 3
division commanding 1 1
division in 5 2
division is 1 1
division of 5 3
division officers 1 1
division the 3 1
divisions property 1 1
dna evidence 1 1
do a 3 5
do about 4 1
do any 1 1
do anything 1 4
do business 1 1
do have 1 1
do i 6 3
do individuals 1 1
do is 1 4
do it 2 6
do know 4 2
do not 41 89
do so 9 23
do something 3 2
do that 10 2
do the 16 3
do they 1 2
do this 9 2
do to 14 3
do we 1 3
do what 4 2
do when 1 1
do with 20 4
do you 25 5
doctors professional 1 1
document all 1 1
documents and 1 2
documents copyright 32 8
documents daily 5 2
documents los 40 1
documents new 2 1
documents the 157 5
documents us 23 1
does a 1 2
does it 3 5
does not 33 107
does the 11 3
doesn t 45 9
dogs on 2 2
doing a 4 1
doing his 1 1
doing it 4 2
doing so 2 16
doing the 8 4
doing what 4 1
doj s 1 4
dollars in 14 1
domestic violence 42 4
don t 138 33
donald trump 74 18
done anything 1 1
done by 2 9
done in 2 8
done it 1 3
done the 1 2
done to 3 2
done with 2 1
door to 4 5
doors not 1 1
double digit 3 1
double the 2 1
doubled down 6 1
down a 11 1
down and 1 1
down at 1 1
down for 1 1
down from 7 3
down in 8 2
down on 17 5
down the 24 6
down to 2 1
dozen or 2 1
dozens of 20 5
drafted by 2 1
dramatically so 4 1
draw a 1 3
drawn from 1 2
drew a 1 1
drive a 3 1
drive by 5 1
drive the 3 3
drive through 1 1
driven by 9 10
driver s 18 4
drivers and 3 1
driving a 9 1
driving cars 1 7
driving force 1 1
driving from 1 1
driving or 2 1
driving the 1 2
drop if 1 1
drop in 12 2
dropped in 2 1
dropped to 1 1
drove the 4 2
drug abuse 1 3
drug and 18 2
drug arrests 5 3
drug crimes 12 3
drug dealing 15 2
drug enforcement 14 1
drug habit 1 1
drug offenders 4 2
drug offenses 2 1
drug over 1 1
drug possession 4 1
drug problem 1 1
drug related 10 2
drug sales 9 2
drug treatment 9 1
drug use 3 4
drug users 4 1
drug war 2 4
drugs and 18 5
drugs for 3 1
drugs from 2 1
drugs has 1 2
drugs in 4 3
drugs like 1 1
drugs or 10 1
dry humping 1 2
dubbed the 1 1
due process 2 96
due to 33 42
during a 47 5
during an 9 12
during his 7 3
during peak 3 1
during that 7 1
during the 122 42
during this 14 1
during which 8 2
duty in 3 1
duty to 1 13
e e 1 3
e s 3 2
each case 1 4
each of 31 13
each other 19 16
each person 1 1
each year 19 1
earlier and 1 1
earlier in 2 3
earlier she 1 1
earlier that 1 2
early and 1 1
early as 3 2
early intervention 1 4
early on 1 4
early s 6 16
early th 3 1
early to 3 1
early when 1 1
earned a 1 1
easier for 4 1
easier to 1 4
easily be 1 6
easy access 1 1
easy for 3 2
economic development 4 7
economic growth 6 2
economic impact 2 4
economic opportunity 2 3
economy and 1 2
edge of 1 1
edition city 11 1
editor at 1 3
editorial plusmediasolutions 15 4
editors of 1 1
educated and 1 1
education and 3 11
effect of 1 28
effect on 11 19
effect this 4 2
effective and 1 2
effective in 3 4
effective than 1 2
effectively i 1 1
effectiveness and 2 2
effects of 6 35
effects on 12 11
efficient and 1 5
effort by 4 1
effort they 5 1
effort to 20 28
efforts and 1 2
efforts at 3 4
efforts by 3 2
efforts have 1 2
efforts of 1 1
efforts on 4 1
efforts that 3 3
efforts to 38 44
efforts with 3 3
eight police 1 1
eight years 2 4
either the 1 4
either through 1 1
elderly and 2 1
elderly man 1 1
elected officials 11 1
elected president 1 1
elected to 8 2
election season 6 1
element and 1 2
elementary and 1 1
eliminate the 4 2
elite metropolitan 2 1
else could 1 4
else to 2 1
else while 1 1
email and 3 2
embedded in 6 10
embraced by 1 1
emerged as 1 2
emmett till 2 1
emphasis in 4 3
emphasis on 3 21
emphasised that 1 1
employed by 1 4
employee and 1 1
employee to 2 1
employees and 2 19
employees of 1 1
employees the 3 2
employees to 1 7
employees who 2 1
employees with 1 2
employing a 1 2
employment and 5 6
employment housing 1 1
employment with 1 1
encounter the 6 1
encounter with 1 2
encountered in 1 2
encountered the 1 1
encounters and 1 1
encounters i 2 1
encounters with 3 1
encourage the 1 4
encouraging residents 1 1
end of 19 23
end up 1 1
ended in 2 2
ending mass 1 2
ending up 2 1
ends with 1 2
energy in 1 1
energy to 1 1
enforce the 3 1
enforcement a 2 1
enforcement actions 1 1
enforcement activities 2 1
enforcement administration 7 1
enforcement agencies 60 13
enforcement agency 5 1
enforcement and 37 20
enforcement as 3 2
enforcement assistance 2 4
enforcement assisted 1 4
enforcement authorities 14 2
enforcement community 11 1
enforcement efforts 4 3
enforcement groups 2 2
enforcement in 7 1
enforcement investigations 6 1
enforcement is 7 6
enforcement of 5 13
enforcement officer 2 1
enforcement officers 18 8
enforcement official 1 2
enforcement officials 38 6
enforcement often 4 1
enforcement over 2 1
enforcement resources 4 3
enforcement s 6 4
enforcement that 3 1
enforcement the 2 1
enforcement to 1 2
enforcement under 3 1
enforcement was 8 1
enforcement will 2 1
enforcement without 4 1
enforcing the 1 3
engage in 8 28
engage the 1 3
engage with 1 2
engaged in 13 26
engagement and 1 6
engaging in 7 10
engaging with 4 1
engineering and 1 2
english acc 3 2
english distribution 1 1
english graphic 54 1
english publication 400 15
enhance the 1 1
enhancing the 1 3
enough evidence 2 1
enough for 1 1
enough is 3 1
enough officers 3 1
enough to 10 11
enrolled in 1 1
ensure that 7 20
ensure the 8 3
ensure their 1 3
ensuring that 2 1
entangled in 2 1
enter and 4 1
enter the 13 1
entered a 4 2
entered an 3 1
entered into 3 2
entered the 12 1
entering the 7 2
enthusiasm and 1 2
enthusiastic kind 1 1
entire year 1 1
entirely on 3 1
entitled to 3 14
entry and 4 1
entry into 3 5
environment in 3 1
environment sherman 1 1
environment the 4 1
environment where 1 1
environment who 1 1
environmental protection 1 2
episodes of 1 1
equality and 3 3
equipment and 2 1
equipment the 1 1
equipped to 4 3
era and 1 1
era that 2 2
eradication of 1 1
eric garcetti 31 1
eric holder 4 1
error in 2 7
errors and 2 6
errors are 2 1
errors in 3 1
errors on 2 1
especially among 1 1
especially for 10 4
especially if 2 1
especially important 4 2
especially in 4 11
especially those 2 1
especially to 4 1
especially when 1 9
essential for 1 2
essentially a 1 2
establish a 6 7
established a 4 11
established in 3 3
established to 3 1
estimated that 3 2
ethical issues 2 7
ethnic group 1 6
ethnic groups 3 4
ethnicity and 3 6
ethnicity national 3 3
ethnicity or 3 1
ethnicity under 1 1
euphoric feeling 1 1
european union 1 4
evaluate the 1 6
evaluating the 1 6
eve of 9 3
even a 12 11
even as 7 14
even be 1 8
even beck 1 1
even better 1 1
even for 2 5
even further 1 4
even get 1 1
even if 14 62
even less 3 1
even more 7 15
even now 4 1
even one 1 1
even the 1 10
even those 1 1
even though 9 23
even when 4 21
even while 1 3
even with 14 5
event and 1 2
events and 1 5
events in 1 2
events that 6 2
ever be 1 2
every aspect 1 1
every corner 2 3
every day 21 3
every individual 1 1
every major 3 3
every one 2 2
every single 3 5
every state 4 1
every year 1 1
every zone 1 1
everyone s 1 1
everyone wants 2 1
everyone white 1 1
everything from 4 8
evidence against 2 1
evidence and 1 2
evidence at 5 3
evidence exists 2 1
evidence for 1 7
evidence from 1 7
evidence in 3 1
evidence linking 1 1
evidence of 13 31
evidence on 1 2
evidence or 1 2
evidence suggests 1 2
evidence that 10 30
evidence to 13 6
ex cop 1 1
ex police 3 1
exact same 1 2
exactly like 1 1
exactly what 5 2
examination of 4 12
examine the 5 7
examining the 5 7
example a 1 9
example has 2 4
example of 18 17
exceeded its 2 1
exceeded the 2 1
except for 4 2
exception of 1 1
excessive force 2 10
exchange for 9 3
exchange information 1 1
excited about 2 2
exclude the 3 1
executive branch 1 7
executive but 1 1
executive of 1 1
executive order 7 34
executive orders 1 13
exempt from 6 5
exemption for 6 3
exemption to 6 1
exercise of 3 8
exist in 3 4
existed at 2 1
exit the 2 2
expand the 1 8
expanded its 3 3
expanded to 5 3
expanding the 3 1
expect this 1 1
expectation that 2 1
expected to 31 9
expects to 2 1
expense and 1 1
experience a 1 1
experience across 1 1
experience as 1 1
experience both 1 1
experience by 1 1
experience in 2 2
experience is 6 2
experience of 3 13
experienced a 10 2
experienced as 1 1
expert and 4 1
expertise and 1 2
expertise to 2 2
experts and 5 3
experts in 4 3
experts warn 3 1
experts who 1 1
explain how 1 3
explained and 1 1
explained in 4 4
explained our 1 1
explained that 4 10
explained the 4 3
exploit the 1 2
exploitation of 2 1
exploited for 4 1
explore the 2 1
explores the 1 3
explosion in 2 1
explosion of 1 1
exposure to 1 5
express and 2 1
expressed his 1 2
expressed interest 3 1
extended to 1 9
extensive and 1 2
extensive experience 2 1
extensive security 1 1
extra patrols 1 2
extremely rare 1 1
eyeing valley 1 1
eyes of 1 3
f in 1 1
fabric of 2 2
face a 8 5
face criminal 4 1
face it 3 2
face of 10 10
face the 16 1
face to 4 2
facebook and 1 5
facebook groups 1 1
facebook page 10 2
facebook post 3 4
facebook the 1 1
faced by 3 3
faced with 1 6
faces a 13 1
faces the 1 1
facets of 1 4
facilitate the 1 5
facilities and 1 1
facilities are 1 1
facilities or 1 1
facility in 8 2
facing criminal 1 1
facing the 1 2
fact and 2 1
fact often 1 2
fact sheet 1 5
fact that 18 17
fact the 1 6
factor in 3 5
factors are 1 1
factors like 3 2
factors shifting 1 1
factors that 1 7
facts and 1 1
facts as 4 1
facts or 1 1
facts that 1 1
facts to 7 1
fail to 4 11
failed to 17 10
failing to 7 12
fails to 8 9
failure in 1 1
failure to 2 23
failures of 3 2
fair and 2 3
fair housing 1 19
fair share 4 3
fair to 3 4
faith in 3 2
fall into 7 3
fall short 2 1
fall under 1 1
fall within 1 3
falls short 1 2
falls this 1 1
familiar with 3 2
families and 4 2
families with 6 1
family affair 1 1
family and 1 3
family in 2 1
family is 9 1
family member 4 1
family members 23 2
family of 3 1
family s 6 1
family the 4 2
family to 7 1
family was 5 2
far and 2 3
far better 1 1
far enough 4 1
far for 2 1
far from 3 4
far left 9 1
far more 5 6
far reaching 1 1
far right 2 1
far this 4 1
far too 2 1
faster than 3 3
fatal accident 2 1
fatal shooting 13 1
fatally shot 13 2
fate of 1 1
father glen 1 1
father in 3 1
father s 1 2
favor of 6 11
favor the 1 1
favoritism and 1 1
fbi s 23 1
fbi the 2 1
fbi with 1 1
fear and 2 3
fear in 2 1
fear of 5 14
fear that 6 8
fearful of 2 1
fears about 1 1
fears that 3 4
feb at 2 1
feb to 19 1
february in 1 1
february language 33 1
february sunday 3 1
february the 2 1
february when 3 1
fed into 1 1
federal agency 1 5
federal agents 12 1
federal and 11 6
federal bureau 13 1
federal court 8 4
federal crime 4 2
federal criminal 3 2
federal funding 12 7
federal government 33 26
federal grants 8 1
federal immigration 29 5
federal law 13 4
federal laws 1 2
federal state 9 9
federation of 2 2
feds to 4 1
fee to 1 1
feed into 1 1
feel like 7 3
feel the 1 1
feeling of 1 3
feeling that 6 2
feeling they 1 1
feeling to 2 1
feet box 1 1
feet by 1 2
felonies to 28 1
felt that 2 1
ferguson missouri 2 5
ferguson the 1 1
fernando valley 78 2
few days 1 2
few hours 1 3
few members 1 1
few months 4 2
few other 4 1
few weeks 4 1
few years 14 8
fewer crimes 2 1
fewer officers 7 1
fewer than 2 1
fiction film 1 1
field of 6 2
field the 1 3
fields of 2 1
fifth and 1 3
fight against 9 1
fight and 1 1
fight crime 3 4
fight for 4 1
fighters and 1 1
fighting crime 1 3
fighting for 4 5
fighting innovations 1 1
fighting of 1 1
figures are 1 1
figures at 2 1
figures had 1 1
figures have 1 1
file a 12 4
file from 1 1
file he 1 1
file in 4 3
file officers 1 52
file police 2 4
file with 1 6
filed a 21 2
filed an 1 1
filed in 2 1
filed under 5 1
files on 6 1
filing a 2 1
fill in 1 1
fill the 1 1
film minority 1 1
filters and 2 1
financial and 1 1
financial instruments 1 2
find a 3 4
find an 2 2
find myself 1 1
find out 6 3
find that 7 9
find the 10 3
find ways 4 2
finding no 1 4
finding that 3 26
findings and 2 1
finds that 1 2
fined for 1 1
fingerprint and 1 1
fingerprints and 2 2
fire and 5 2
fire at 7 1
fire department 10 2
fire from 1 2
fire in 8 1
fire inspections 2 1
fire on 3 1
fired from 4 2
fires and 1 1
firm of 1 1
firm s 4 2
first amendment 8 9
first and 1 2
first as 1 1
first assistant 1 1
first half 17 2
first in 1 6
first introduced 1 1
first major 2 1
first media 107 1
first of 5 3
first on 1 2
first person 2 1
first place 5 16
first responders 8 2
first six 7 2
first step 6 5
first such 1 1
first three 2 1
first time 11 4
first to 1 4
first two 8 6
first was 1 2
first year 5 3
fiscal year 15 2
fisher s 2 1
fit the 2 1
five days 2 1
five of 4 2
five other 2 1
five people 2 1
five times 11 4
five year 4 6
five years 21 11
fixed by 1 1
flared much 1 1
flight and 2 1
flight from 3 2
flooded crime 1 1
floor of 6 1
florida and 1 2
flow of 2 2
focus of 1 9
focus on 33 56
focus to 1 1
focus would 1 1
focused on 18 41
focuses on 5 16
focuses solely 10 1
focusing on 3 9
follow her 1 1
follow the 9 5
follow up 5 1
followed a 7 1
followed by 6 3
followed her 2 1
followed the 7 5
following a 15 4
following news 22 5
following press 1 1
following the 16 8
following their 2 1
following two 2 1
following year 3 2
following years 2 1
food and 3 3
footage of 18 1
foothill division 2 1
for a 127 114
for about 24 1
for academic 2 1
for accuracy 1 1
for additional 4 1
for affordable 1 4
for african 9 3
for agencies 1 7
for all 23 21
for allegedly 26 1
for america 4 2
for an 23 26
for and 2 3
for any 11 11
for anyone 3 3
for armed 1 1
for as 7 2
for at 7 6
for bail 2 1
for being 1 4
for blacks 2 2
for both 5 4
for building 1 3
for by 2 1
for careful 1 1
for certain 1 7
for changes 1 1
for chief 1 3
for children 4 3
for cities 4 1
for city 2 2
for comment 8 1
for community 1 7
for concern 1 3
for construction 2 1
for creating 3 1
for crime 17 5
for crimes 6 2
for criminals 1 1
for de 2 1
for decades 5 4
for discussion 6 1
for diverting 1 1
for doing 1 2
for drug 9 3
for drugs 2 2
