	of
culture	largely
culture	may
culture	of
culture	officers
culture	paoline
culture	policing
culture	rather
culture	that
culture	the
culture	through
culture	thus
culture	to
culture	varies
culture	we
culture	will
culture	would
cultures	of
cultures	policies
cunningham	left
cunningham	strauchs
cunningham	w
curb	a
curbing	algorithms
curious	minds
current	environment
current	police
current	reforms
currently	have
currently	in
currently	popular
currently	receives
cusimano	a
cusimano	and
cusimano	grew
cusimano	has
cusimano	is
cusimano	leaves
cusimano	led
cusimano	s
cusimano	starts
cusimano	who
custody	after
custom	and
custom	noted
customer	data
customers	anticipating
customers	needs
customers	said
customers	stocked
customized	skogan
customized	to
customizing	the
cut	substantially
cuts	a
cutting	edge
cutting	overtime
cutting	the
cybercrime	tully
cycle	edited
cynicism	about
cynthia	lum
cynthia	maria
cynthia	translating
d	and
d	attenuators
d	brereton
d	call
d	consequences
d	courts
d	david
d	end
d	ever
d	freilich
d	haggerty
d	hassell
d	have
d	in
d	james
d	jihong
d	mastrofski
d	organizations
d	processors
d	r
d	reforming
d	shearing
d	the
d	uchida
d	urban
daddy	she
daily	and
daily	as
daily	bulletin
daily	miscellany
daily	news
daily	telegraph
daily	work
daira	dinpanah
dale	k
damanpour	f
damanpour	wolfe
damphousse	and
danger	and
danger	that
dangerous	knowledge
dangerous	motivating
daniel	boorstin
data	about
data	across
data	analysis
data	and
data	are
data	based
data	bases
data	can
data	could
data	crunched
data	entry
data	files
data	focused
data	for
data	from
data	gathered
data	he
data	in
data	is
data	it
data	measure
data	mining
data	now
data	of
data	on
data	points
data	provided
data	reports
data	sets
data	sharing
data	slicing
data	systems
data	that
data	the
data	they
data	this
data	to
data	were
data	where
data	would
database	policing
databases	beck
databases	of
databases	portable
date	and
date	august
date	december
date	february
date	january
date	july
date	november
date	september
dated	occurring
daughters	came
david	a
david	alan
david	and
david	bradley
david	christine
david	equity
david	h
david	j
david	m
david	n
david	perry
david	rosann
david	stephen
david	thomas
david	weisburd
davies	and
davies	heather
davis	and
davis	et
davis	lois
day	at
day	cross
day	in
day	officers
day	period
day	that
day	the
day	they
days	after
days	later
days	mohler
days	of
days	or
dc	bureau
dc	federal
dc	international
dc	national
dc	office
dc	police
dc	u
de	bureaucratize
de	tocqueville
de	toqueville
deadly	force
deal	of
deal	that
deal	to
deal	with
dealing	effectively
dealing	with
dealt	with
deanna	l
dearly	and
dearth	of
death	was
deaths	this
debated	and
debra	hoffmaster
dec	santa
decade	following
decade	into
decade	of
decade	old
decade	one
decade	report
decade	the
decade	to
decade	while
decades	after
decades	ago
decades	and
decades	because
decades	following
decades	has
decades	have
decades	mobile
decades	of
decades	old
decades	police
decades	problem
decades	reducing
decades	so
decades	that
decades	whereas
decades	while
december	http
december	language
december	thursday
decentralization	and
decentralization	complexity
decentralization	persists
decentralize	and
decentralized	and
decentralized	community
decentralized	democratic
decentralized	in
decentralized	police
decentralized	structure
decentralized	system
decide	how
decided	to
deciding	to
decision	is
decision	makers
decision	making
decision	on
decision	processes
decision	protocols
decision	to
decisions	are
decisions	in
decisions	new
decisions	reiss
decisions	that
decline	from
decline	in
declined	the
declines	in
declining	albeit
declining	crime
declining	gallagher
declining	nationally
decrease	in
decreased	but
deemed	to
deep	databases
deep	suspicion
deeply	ingrained
defendant	s
defense	attorneys
defensive	and
defensive	posture
defensiveness	that
deficiency	in
define	and
define	the
defined	as
defined	by
defining	police
deformalize	reduce
defragmentation	were
defunct	research
degradation	and
degree	and
degree	in
degree	of
degree	officers
degree	percent
degree	to
degrees	of
dejong	and
deliberation	in
deliberative	democracy
delighted	by
delinquency	brown
delinquency	mastrofski
deliver	a
deliver	key
deliver	more
deliver	with
delivering	police
delivering	public
delivers	punishments
delivery	a
delivery	edited
delivery	it
delivery	of
delivery	operations
delivery	orientation
delivery	system
delivery	that
delivery	the
demand	and
demand	for
demanding	changes
demands	for
demands	isolating
demands	of
demeanor	methods
democracies	remain
democracies	second
democracy	and
democracy	british
democracy	goals
democracy	in
democracy	krislov
democracy	policing
democracy	this
democracy	were
democratic	accountability
democratic	governance
democratic	institutions
democratic	police
democratic	policing
democratic	predilections
democratic	principles
democratic	society
demographic	and
demographic	diversity
demographic	profile
demographics	of
demography	and
demography	of
demography	political
demonstrate	fairness
demonstrate	how
demonstrated	its
demonstrated	the
demonstrates	both
denise	gottfredson
denizens	of
dennis	c
dennis	michael
dennis	p
density	persons
depart	according
depart	leaving
department	about
department	are
department	became
department	becomes
department	clearly
department	efficiency
department	exhibit
department	for
department	get
department	has
department	he
department	hopes
department	in
department	it
department	making
department	michael
department	moving
department	nor
department	of
department	officials
department	podsakoff
department	policing
department	pulls
department	ranks
department	rules
department	s
department	said
department	salary
department	santa
department	size
department	some
department	the
department	they
department	this
department	to
department	units
department	we
department	which
department	will
departments	a
departments	and
departments	another
departments	archives
departments	are
departments	around
departments	based
departments	became
departments	but
departments	by
departments	can
departments	cannot
departments	capacity
departments	commitment
departments	concentrate
departments	considerable
departments	continue
departments	dealing
departments	deliver
departments	efforts
departments	especially
departments	favoring
departments	find
departments	for
departments	found
departments	from
departments	grew
departments	had
departments	have
departments	he
departments	implementing
departments	in
departments	journal
departments	just
departments	justice
departments	klockars
departments	law
departments	little
departments	make
departments	may
departments	ncj
departments	of
departments	on
departments	one
departments	organizational
departments	persists
departments	regularly
departments	repeatedly
departments	required
departments	researchers
departments	seeking
departments	serving
departments	should
departments	sought
departments	statewide
departments	struggle
departments	such
departments	that
departments	throughout
departments	to
departments	using
departments	was
departments	washington
departments	were
departments	where
departments	will
departments	with
departure	from
dependent	on
depending	on
depends	much
depends	of
depends	on
depends	then
depicted	by
depiction	of
deploy	mohler
deploy	our
deployed	overseas
deploying	officers
deployment	but
depth	case
depth	comparisons
depth	on
depth	studies
depth	study
deputy	chief
derive	from
derived	from
derived	mostly
derives	also
derives	from
descendants	of
descendents	of
describe	crisis
describe	it
described	above
describes	how
description	and
descriptive	merely
desert	patrol
desert	region
deserts	experimental
deserve	attention
design	and
design	for
designation	of
designed	and
designed	for
designed	to
designed	vehicles
designs	skogan
designs	that
designs	the
desirability	of
desire	among
desire	for
desire	to
desired	but
desired	by
desired	effects
desired	ones
desired	outcome
desired	practices
desired	relationship
desired	result
desiring	to
desk	pg
despecialize	while
desperately	needed
despite	its
despite	periodic
despite	recent
despite	the
despite	what
destiny	but
detail	about
detail	time
detailed	information
detailed	study
detect	actionable
detect	one
detect	patterns
detecting	patterns
detection	forensics
detection	kelling
detention	communications
deter	crime
deter	misbehavior
deter	or
deter	potential
deter	them
determinacy	such
determinacy	the
determinant	of
determinants	and
determinants	of
determination	of
determine	how
determine	its
determine	where
determined	by
determined	in
determined	that
determining	how
determining	that
determining	who
deterrence	were
deterrent	effect
deters	the
develop	a
develop	an
develop	and
develop	certain
develop	computer
develop	measures
develop	the
developed	a
developed	and
developed	as
developed	but
developed	by
developed	computerized
developed	during
developed	in
developed	over
developed	that
developed	the
developed	their
developed	to
developers	that
developing	a
developing	and
developing	close
developing	democracies
developing	democratic
developing	formulas
developing	instruments
developing	nation
developing	nations
developing	policies
developing	problems
developing	small
developing	surveillance
developing	the
developing	world
development	and
development	edited
development	of
development	plans
development	rogers
developments	are
developments	in
developments	of
deviants	it
deviate	from
deviation	of
deviation	was
devices	and
devices	around
devices	as
devices	in
devices	that
devices	worn
devise	predictive
devised	by
devoted	to
diagnosis	is
diagnostic	system
diamond	formation
diane	sawyer
dickson	a
dickson	noted
did	achieve
did	find
did	increase
did	not
die	why
die	worms
dieckman	and
differ	in
differed	substantially
difference	at
difference	between
difference	in
difference	journal
difference	on
difference	this
differences	across
differences	among
differences	between
differences	from
differences	in
differences	measures
different	approach
different	beliefs
different	cultural
different	degrees
different	department
different	environments
different	everywhere
different	from
different	levels
different	occupations
different	ones
different	organizational
different	parts
different	race
different	racial
different	relationship
different	set
different	styles
different	supervisory
different	the
different	ways
differentiate	police
differentiation	and
differentiation	civilianization
differentiation	civilians
differentiation	in
differentiation	increased
differentiation	number
differentiation	significantly
differentiation	the
differently	during
differently	mastrofski
differs	and
differs	from
difficult	challenges
difficult	for
difficult	to
difficulties	in
difficulties	of
difficulty	of
diffuse	set
diffuse	they
diffuse	widely
diffusion	literature
diffusion	of
diffusion	research
diffusion	suggest
digital	imaging
digital	terminals
digitally	monitor
digitally	to
dilemmas	of
dill	quoted
dill	william
diluted	or
dimaggio	and
dimaggio	paul
dimension	one
dimensions	it
dimensions	n
dimensions	of
dimensions	or
diminishes	the
dinkytown	area
dinpanah	pakistan
diploma	or
direct	and
direct	control
direct	engagement
direct	issue
direct	part
directed	by
directed	policing
directed	to
directing	policing
direction	and
direction	is
direction	of
direction	or
direction	that
directions	journal
directives	up
directly	attributable
directly	elected
directly	involved
directly	related
director	of
disabled	or
disadvantage	in
disappeared	as
disappointed	widespread
disapproval	when
discern	and
discerning	broad
disciplinary	practices
disciplinary	process
discipline	and
discipline	expected
discipline	that
disconnect	between
discovered	peering
discredit	these
discredited	patrol
discredited	such
discrediting	the
discredits	their
discretion	an
discretion	and
discretion	annals
discretion	control
discretion	ncj
discretion	scientific
discretion	the
discretion	to
discretion	work
discretionary	decisions
discuss	predicted
discuss	technologies
discussed	plans
discussed	the
discussion	of
discussion	to
disestablished	small
disincentive	systems
disincentives	that
disincentives	to
disinclination	of
dismiss	the
dismissing	officers
disorder	and
disorder	broken
disorder	control
disorder	focused
disorder	reisig
disorder	than
disorders	that
dispatching	habits
dispersed	mas
dispersing	police
dispersion	given
dispersion	such
dispersion	weiss
displaced	by
displaced	routine
displaces	or
displayed	considerable
displays	of
disproportionate	social
disproportionate	to
disproportionately	more
disrupt	a
disrupt	core
disruption	measures
disruption	of
disruptive	elements
dissatisfaction	with
disseminate	information
dissemination	of
dissertation	university
dissipate	at
distant	cousins
distinct	departure
distinct	differences
distinct	entity
distinct	from
distinct	minority
distinct	occupation
distinct	trends
distinction	of
distinctive	policing
distinctly	different
distinctly	less
distinguish	distinctly
distinguish	good
distinguish	individual
distinguish	it
distinguish	its
distinguish	more
distinguish	police
distinguish	policing
distinguish	the
distinguish	variation
distinguishable	except
distinguishing	feature
distinguishing	the
distribute	fairly
distribute	service
distributed	by
distributed	mastrofski
distributes	without
distribution	of
distribution	to
district	and
district	vs
distrusted	as
disturbances	and
diverse	and
diverse	counterparts
diverse	functions
diverse	generalizing
diverse	stakeholders
diverse	to
diversification	undoubtedly
diversity	and
diversity	e
diversity	in
diversity	is
diversity	of
diversity	should
divided	functionally
diving	into
division	if
division	of
division	which
division	who
divisions	friend
dna	analysis
dna	collection
dna	databases
do	a
do	about
do	american
do	and
do	bureaucratic
do	falcone
do	for
do	in
do	is
do	it
do	little
do	more
do	not
do	officers
do	policing
do	problem
do	science
do	so
do	spend
do	their
do	these
do	this
do	to
do	well
do	you
doctorate	at
doctrine	of
document	a
documentation	more
documentation	of
documented	braga
documented	but
documents	charleston
documents	contra
documents	copyright
documents	inland
documents	san
documents	santa
documents	star
documents	the
does	automated
does	exist
does	grandpa
does	not
does	or
does	police
does	suggest
does	the
does	undermine
does	what
doesn	t
doi	police
doing	a
doing	can
doing	it
doing	patrol
doing	police
doing	policing
doing	so
doing	the
doing	things
dolan	said
dolan	says
dolan	spoke
dolan	well
dollars	on
domain	we
domains	of
domestic	soil
domestic	violence
dominance	of
dominant	culture
dominant	structural
dominate	the
dominated	both
don	t
done	a
done	an
done	and
done	but
done	during
done	it
done	little
done	much
done	so
done	to
doran	e
dordrecht	netherlands
doris	mackenzie
dorothy	bending
dot	just
dots	each
dots	on
doubt	that
douglas	the
douthit	murphy
douthit	nathan
down	for
down	from
down	most
down	on
down	percent
down	sharply
down	the
downloaded	and
downtown	parking
downturn	economist
dr	george
dr	mohler
draft	highlight
dramatic	changes
dramatic	shift
dramatic	structural
dramatic	trend
drastically	revised
draw	conclusions
draw	its
draw	large
draw	more
draw	on
draw	very
drawbacks	of
drawing	from
drawing	heavily
drawing	on
drawn	from
dresses	geek
drew	heavily
drinking	driving
drive	them
driven	in
driving	by
driving	certain
driving	enforcement
driving	force
driving	journal
driving	this
drop	could
drop	in
drugs	but
drunk	driving
drunks	dealing
du	jour
duane	dieckman
duct	tape
dude	do
due	in
due	process
due	to
dugan	p
dugan	tracking
dukes	portillos
dukes	richard
duncan	and
dunn	brothers
duplication	and
during	a
during	cusimano
during	interactions
during	newcombe
during	opening
during	the
during	times
duties	and
duties	however
duties	n
duty	public
dynamic	and
dynamic	systems
dynamic	tool
dynamics	d
dynamics	of
dynamics	that
dynasty	ruled
e	accounting
e	against
e	and
e	brown
e	callahan
e	david
e	eck
e	feucht
e	g
e	hamilton
e	harver
e	pace
e	policing
e	science
e	sullivan
e	tita
e	vogel
e	wells
e	worden
each	crime
each	day
each	has
each	marks
each	model
each	of
each	other
each	reform
each	shift
each	when
each	year
earlier	draft
earlier	reforms
earlier	this
earliest	police
early	adopters
early	adopting
early	advances
early	and
early	as
early	experiences
early	in
early	indications
early	police
early	s
early	stages
early	twenty
earned	a
earthquake	aftershock
earthquake	hits
earthquake	in
earthquake	prediction
earthquake	s
earthquakes	and
earthquakes	it
ease	but
ease	the
ease	with
easier	for
easier	than
easily	disabled
easily	extinguish
easily	observable
easily	summon
easy	for
easy	to
eat	a
eck	and
eck	in
eck	john
eck	mastrofski
eck	or
eck	p
eck	peter
eck	some
eck	what
ecology	of
economic	and
economic	downturn
economic	interests
economic	times
economic	troubles
economies	of
economist	number
economist	p
economy	a
economy	and
economy	being
economy	the
ed	frizell
ed	national
ed	new
ed	policing
ed	prospect
ed	upper
ederheimer	learning
edge	ideas
edge	technologies
edited	by
edition	final
edition	the
edmund	f
eds	fairness
eds	the
eds	to
edu	gmohler
edu	icpsrweb
edu	marcpi
educated	and
education	and
education	levels
education	of
education	protection
education	the
education	to
education	training
edward	j
edward	maguire
edward	r
edward	wells
edwardo	portillos
edwin	e
effect	a
effect	changes
effect	creating
effect	he
effect	of
effect	on
effect	relationships
effect	skogan
effect	were
effective	accountability
effective	aug
effective	cause
effective	crime
effective	for
effective	he
effective	in
effective	interventions
effective	prevention
effective	their
effective	way
effectively	marketed
effectively	skolnick
effectively	with
effectiveness	although
effectiveness	and
effectiveness	but
effectiveness	by
effectiveness	in
effectiveness	is
effectiveness	journal
effectiveness	manning
effectiveness	of
effectiveness	skogan
effectiveness	whether
effects	and
effects	between
effects	for
effects	have
effects	into
effects	kelling
effects	mastrofski
effects	of
effects	on
effects	over
effects	parks
effects	relative
effects	requires
effects	researchers
effects	the
effects	were
efficiency	and
efficiency	appears
efficiency	equity
efficiency	undoubtedly
efficient	and
efficient	on
efficient	or
efficient	route
efficient	the
efficient	thing
efficient	timely
efficient	to
efficient	which
efficiently	and
efficiently	you
efflorescence	of
effort	by
effort	it
effort	of
effort	on
effort	over
effort	sustained
effort	to
effort	which
efforts	and
efforts	but
efforts	in
efforts	is
efforts	lum
efforts	reflect
efforts	that
efforts	to
efforts	yet
egge	the
egge	who
egon	bittner
egon	the
eight	agencies
eight	communities
eight	days
eight	partnership
eight	years
eisenstein	and
eisenstein	flemming
eisenstein	james
either	a
either	have
either	is
either	no
either	sort
either	system
elaboration	of
elected	also
elected	county
elected	officials
elected	politicians
elections	and
elections	are
elective	or
electoral	mechanisms
electric	car
electrical	infrastructure
electronic	report
element	in
element	to
elements	and
elements	are
elements	associated
elements	include
elements	of
elements	that
elevate	scientific
eliminated	wood
eliminates	the
elin	waring
elinor	and
elinor	gordon
elinor	ostrom
elinor	roger
elizabeth	and
elizabeth	david
ellen	policing
else	or
elves	who
email	we
emanating	from
embedded	in
embedded	structures
embedding	partnership
embrace	its
embrace	the
embraced	the
embraces	because
emerge	and
emerge	as
emerge	even
emerged	from
emerged	in
emerged	predictive
emerged	that
emergence	in
emergence	of
emergencies	and
emergencies	many
emergency	medical
emergency	services
emerges	from
emerges	they
emerging	crime
emerging	industry
emerging	national
emerging	science
emphasis	is
emphasis	on
emphasized	in
emphasizes	how
emphasizes	that
emphasizing	the
empirical	analysis
empirical	assessment
empirical	evaluation
empirical	examination
empirical	research
empirical	testing
empirical	tests
empirical	view
empirical	work
empirically	and
empirically	established
empirically	nonetheless
empirically	thus
employ	in
employ	is
employ	the
employed	and
employed	by
employed	in
employed	measures
employed	other
employed	showed
employees	a
employees	in
employees	less
employing	stronger
employment	and
employment	in
employment	of
empowered	deliberation
empt	several
emulated	or
enable	machines
enable	police
enable	researchers
enable	supervisors
enabled	by
enables	the
enabling	officers
encounter	has
encounters	police
encounters	powerfully
encounters	serve
encounters	with
encourage	a
encourage	and
encourage	experimenting
encourage	others
encourage	the
encouraged	departments
encouraged	them
encouraged	to
encouraging	burglaries
encouraging	conclusions
encouraging	for
encouraging	neighborhood
encouraging	public
encouraging	results
encyclopedia	of
end	he
end	in
end	of
end	up
ending	quotas
ends	but
endurance	of
endured	in
enduring	cultural
enduring	custom
energize	the
energy	to
enforce	integrity
enforce	wilson
enforcement	activities
enforcement	agencies
enforcement	agency
enforcement	agents
enforcement	and
enforcement	as
enforcement	but
enforcement	citations
enforcement	concerning
enforcement	in
enforcement	industry
enforcement	innovation
enforcement	into
enforcement	journal
enforcement	justice
enforcement	leaders
enforcement	management
enforcement	officials
enforcement	pdf
enforcement	predictive
enforcement	relevant
enforcement	santa
enforcement	services
enforcement	should
enforcement	skogan
enforcement	staffing
enforcement	system
enforcement	team
enforcement	that
enforcement	to
enforcement	vol
enforcing	and
enforcing	illegal
enforcing	laws
enforcing	minor
enforcing	them
engage	in
engage	the
engaged	in
engaged	only
engagement	of
engagement	problem
engaging	in
engaging	the
engel	and
engel	one
engel	robin
engineer	reforms
engines	of
england	remarkably
english	acc
english	ann
english	graphic
english	human
english	p
english	publication
english	speaking
enhancing	job
enhancing	police
enjoy	from
enlisted	dr
enlisted	mr
enough	cultural
enough	data
enough	information
enough	places
enough	police
enough	to
ensconced	and
ensemble	methods
ensuring	that
enterprises	universities
entire	body
entire	city
entire	inquiry
entire	santa
entirely	certain
entirely	different
entities	arising
entities	in
entities	is
entities	may
entities	the
entities	with
entity	but
entity	in
entity	resource
entrenched	influence
entrepreneurial	modes
entrepreneurial	police
entrusted	to
entry	fields
environment	a
environment	and
environment	as
environment	but
environment	conducive
environment	for
environment	in
environment	is
environment	legislation
environment	may
environment	of
environment	stakeholders
environment	than
environment	that
environment	the
environment	which
environmental	features
environmental	forces
environmental	pressure
environments	by
environments	citizens
environments	of
envision	a
envisioned	for
envisions	a
epidemic	new
episodic	crimes
eponymous	dynasty
equal	employment
equalize	the
equipped	to
equitable	or
equitably	a
equitably	however
equity	according
equity	and
equity	due
era	an
era	as
era	crime
era	finegold
era	for
era	journal
era	justice
era	of
era	washington
era	would
erica	goode
ericson	and
ericson	by
ericson	p
ericson	require
ericson	richard
ericson	the
ericson	these
erosion	of
error	and
error	will
escalante	visited
escalate	further
esp	such
especially	according
especially	between
especially	challenging
especially	difficult
especially	early
especially	easy
especially	federal
especially	financial
especially	for
especially	if
especially	important
especially	in
especially	intransigent
especially	large
especially	likely
especially	mayors
especially	powerful
especially	property
especially	small
especially	the
especially	those
especially	violent
especially	visible
especially	when
especially	with
essay	focuses
essay	has
essay	is
essay	nearly
essay	we
essays	edited
essential	for
essential	second
essential	to
essentially	the
essentially	unchanged
establish	a
establish	clarify
establish	how
establish	more
establish	the
established	an
established	because
established	but
established	denizens
established	empirically
established	nor
established	structures
established	teodoro
established	that
established	vital
establishing	the
establishing	what
establishments	departments
estimate	of
estimate	that
estimate	the
estimated	in
estimated	were
estimating	the
et	al
etc	as
etc	the
ethical	code
ethical	persuasiveness
ethics	edited
ethics	ethics
ethics	muir
ethics	toolkit
ethics	winter
ethnic	backgrounds
ethnic	minorities
ethnicity	skogan
ethnographic	and
ethnographic	studies
ethnographic	work
ethos	receptive
eugene	a
european	immigrant
evaluate	and
evaluate	empirical
evaluate	the
evaluated	after
evaluated	should
evaluating	the
evaluation	and
evaluation	but
evaluation	designs
evaluation	ncj
evaluation	of
evaluation	program
evaluation	research
evaluation	review
evaluation	stages
evaluations	of
evanescent	personal
even	a
even	basic
even	bigger
even	criminals
even	deployed
even	from
even	here
even	if
even	in
even	insist
even	less
even	many
even	more
even	over
even	the
even	those
even	though
even	when
even	while
even	within
events	administrative
events	and
events	people
events	ratcliffe
events	reshaped
events	that
events	you
eventually	developed
eventually	did
eventually	have
eventually	surface
eventually	use
ever	be
ever	before
ever	call
everett	diffusion
every	day
every	school
every	several
everyday	political
everyday	work
everyone	and
everyone	even
everyone	involved
everyone	safe
everywhere	contact
everywhere	daira
everywhere	it
evidence	are
evidence	available
evidence	based
evidence	but
evidence	has
evidence	here
evidence	in
evidence	is
evidence	looked
evidence	of
evidence	on
evidence	reviewed
evidence	showing
evidence	shows
evidence	so
evidence	suggests
evidence	that
evidence	thirty
evidence	to
evidence	was
evidence	washington
evil	using
evolution	of
evolve	only
evolving	strategy
ex	post
exactly	conform
exactly	mathematics
examination	a
examination	journal
examination	of
examine	whether
examined	aspect
examined	in
examined	this
examines	cross
examines	different
examines	the
example	a
example	and
example	automated
example	created
example	doesn
example	formalization
example	generalizing
example	illustrates
example	in
example	klockars
example	mass
example	of
example	overwhelming
example	percent
example	place
example	policies
example	rather
example	researchers
example	said
example	the
example	whether
exams	especially
exceeded	percent
exceeds	the
excellent	job
except	for
except	in
except	over
exception	american
exception	is
exceptions	e
excessive	force
exchange	in
exciting	for
excluded	racial
excluded	until
exclusionary	rule
exclusive	ryan
exclusively	on
execution	of
executive	and
executive	appointment
executive	director
executive	district
executive	institute
executive	mobility
executive	positions
executive	research
executive	search
executive	the
executive	up
executives	felt
exercise	influence
exercise	their
exercise	to
exercises	for
exert	the
exerting	a
exhibit	considerable
exhibit	different
exhibiting	the
exhortation	and
exhortation	by
exist	between
exist	is
exist	that
existed	before
existed	in
existing	cultural
existing	structures
existing	values
exotic	as
expand	the
expanded	its
expanded	the
expanding	much
expanding	national
expanding	the
expands	its
expansion	of
expect	considerably
expect	crimes
expect	even
expect	most
expect	substantial
expect	that
expect	them
expect	to
expectations	and
expectations	are
expectations	as
expectations	of
expectations	one
expectations	or
expectations	the
expectations	which
expectations	zhao
expected	and
expected	benefits
expected	but
expected	not
expected	of
expected	to
expects	to
expends	billion
expensive	items
expensive	lawsuits
experience	a
experience	acquired
experience	and
experience	between
experience	is
experience	now
experience	of
experience	with
experienced	by
experienced	in
experienced	many
experienced	more
experienced	this
experiences	is
experiences	most
experiences	of
experiences	that
experiences	with
experiencing	a
experiencing	alarming
experiment	a
experiment	by
experiment	on
experiment	reducing
experiment	washington
experiment	with
experimental	research
experimentation	and
experimentation	while
experimenting	with
experiments	in
experiments	indicate
expert	at
expertise	commitment
experts	and
experts	bittner
experts	in
experts	that
explain	a
explained	by
explaining	the
explaining	variation
explanations	for
explanations	that
explanatory	power
explicit	in
exploited	for
explore	each
explore	how
explore	is
explore	police
explore	the
explored	the
explored	this
exploring	the
explosion	of
explosive	devices
explosive	growth
expose	them
exposed	to
express	intolerance
expressed	a
expressed	concern
expressions	of
extant	research
extension	of
extensive	interagency
extensive	knowledge
extensive	organizational
extensive	reorganization
extent	it
extent	of
extent	that
extent	the
extent	to
external	governance
external	interference
external	pressure
external	stakeholders
extinguish	undesired
extra	checks
extreme	and
extremely	difficult
eye	on
eye	until
eyes	who
f	implications
f	kennedy
f	mcgarrell
f	organizational
f	pilots
face	appear
face	com
face	contact
face	federal
face	is
face	many
face	of
face	public
face	service
face	to
faced	with
fachner	and
facial	recognition
facilitate	apprehension
facilitate	frequent
facilitate	more
facilitate	the
facilitated	by
facilitates	the
facilitating	anonymous
facilitating	the
facilities	ostrom
facing	a
fact	and
fact	be
fact	for
fact	judge
fact	little
fact	when
facto	when
factor	of
factors	associated
factors	that
facts	arguments
fail	especially
fail	policing
fail	to
failed	to
failing	a
failing	to
failure	to
failures	and
failures	will
fair	and
fair	share
fair	to
fairly	confident
fairly	equitably
fairly	high
fairly	widespread
fairness	and
fairness	of
faith	of
faith	or
falcone	and
falcone	david
falcone	wells
fall	crime
fall	in
falling	and
falls	mainly
familiar	territory
familiar	with
familiarity	with
familiarizing	themselves
family	of
far	american
far	community
far	exceeds
far	fetched
far	from
far	greater
far	have
far	into
far	more
far	police
far	said
far	the
far	this
farrar	straus
fashion	don
fashion	lum
fashion	vi
fashioned	officer
faster	if
fate	of
father	s
faulted	methodologically
favoring	the
fbi	bulletin
fear	and
fear	annals
fear	of
fear	reduction
feature	of
feature	that
features	an
features	are
features	beliefs
features	first
features	has
features	have
features	in
features	may
features	of
features	on
features	these
features	to
february	at
february	eisenstein
february	language
fed	into
federal	agencies
federal	and
federal	bureau
federal	charges
federal	data
federal	financial
federal	funding
federal	government
federal	grants
federal	jurisdictions
federal	law
federal	legislators
federal	local
federal	officials
federal	program
federal	resources
federal	sources
federal	state
federal	support
federal	watch
federally	sponsored
feed	on
feed	predictive
feedback	i
feedback	loop
feedback	on
feedback	to
feeds	from
feel	constant
feeling	ignored
feels	comfortable
feet	by
feet	new
feet	or
fell	in
fell	to
fellow	academics
felon	dna
felons	walked
felony	justice
felson	mock
felt	is
felt	says
felt	that
female	officers
females	constituting
ferment	and
fernandez	and
fernandez	sergio
fetched	as
feucht	et
feucht	idit
feucht	thomas
fever	pitch
few	and
few	as
few	blocks
few	case
few	days
few	decades
few	exceptions
few	local
few	minutes
few	mostly
few	officers
few	or
few	organizations
few	people
few	progressive
few	researchers
few	responses
few	studies
few	tests
few	weeks
few	years
fewer	and
fewer	bets
fewer	cops
fewer	large
fewer	resources
fewer	support
fewer	than
fiction	said
field	ericson
field	here
field	hickman
field	known
field	minneapolis
field	observations
field	or
field	research
field	thus
field	to
field	use
fields	american
fields	and
fields	be
fifth	precinct
fight	crime
fighter	image
fighters	in
fighting	begins
fighting	crime
fighting	effectiveness
fighting	field
fighting	math
fighting	mathematics
fighting	prowess
fighting	what
fights	before
fights	crime
figure	largely
figure	out
figured	prominently
file	and
file	only
file	patrol
file	skogan
file	thacher
file	workers
filed	a
files	are
files	e
files	to
filippo	sabetti
fill	in
filling	the
final	report
final	sending
finally	he
finally	it
finally	the
finally	there
finally	we
finally	with
financial	incentives
financial	institutions
financial	subsistence
financial	support
financial	to
financing	it
find	a
find	basic
find	cause
find	crime
find	financial
find	indicators
find	statistically
find	that
find	themselves
find	time
find	ways
finder	software
finding	is
finding	little
finding	only
finding	that
findings	as
findings	at
findings	from
findings	of
findings	suggest
finds	diversity
finds	mixed
finegold	but
finegold	kenneth
fingerprint	analysis
fire	chief
fire	district
firearms	hickman
firefighters	his
firms	and
firms	to
firms	while
first	acknowledge
first	case
first	century
first	chief
first	considering
first	creating
first	decade
first	department
first	facilitates
first	few
first	five
first	half
first	he
first	in
first	innovation
first	is
first	it
first	line
first	occupational
first	off
first	place
first	presented
first	quarter
first	read
first	researchers
first	scholars
first	six
first	surfaced
first	technological
first	the
first	there
first	to
first	year
first	years
fist	reports
fit	must
fits	all
fits	and
five	analysts
five	arrests
five	day
five	local
five	months
five	such
five	survey
fix	anything
flagged	by
flavors	the
flaws	and
fleming	and
flemming	and
flexibility	that
flexible	and
floodwaters	inundated
floor	office
florence	ky
florence	nightingale
florida	coast
fluctuations	in
fly	in
focus	almost
focus	area
focus	has
focus	more
focus	narrowly
focus	on
focus	our
focus	proactively
focus	runs
focus	since
focused	a
focused	and
focused	attention
focused	measures
focused	on
focused	police
focused	pressure
focused	technologies
focuses	not
focuses	on
focusing	on
focusing	only
focusing	police
fogelson	klockars
fogelson	robert
fogelson	walker
foil	them
foiled	or
follow	him
follow	on
follow	rogers
follow	skills
follow	suit
follow	the
follow	up
following	an
following	davis
following	legal
following	section
following	the
follows	new
follows	section
follows	the
fondness	for
fontana	and
fonts	of
food	aid
food	secured
fooled	by
foot	patrol
