	of	documents
department	we	re
department	we	re
department	which	is
department	which	is
department	will	eventually
department	will	work
department	will	work
departments	are	also
departments	are	also
departments	around	the
departments	can	quickly
departments	dealing	with
departments	dealing	with
departments	for	his
departments	for	his
departments	from	minneapolis
departments	he	expects
departments	he	expects
departments	he	expects
departments	he	expects
departments	statewide	were
departments	statewide	were
departments	struggle	to
departments	struggle	to
departments	such	as
departments	that	are
departments	that	are
deploy	mohler	s
deploy	mohler	s
deploy	our	resources
deploy	our	resources
deploying	officers	in
deploying	officers	in
deploying	officers	in
deputy	chief	in
deputy	chief	position
deputy	chief	rob
desert	patrol	bureau
desert	region	he
desk	pg	length
detail	about	how
detail	about	how
detail	time	location
detecting	patterns	in
detecting	patterns	in
deter	crime	friend
deter	crime	there
deter	them	during
determine	its	overall
determine	its	overall
determine	where	future
determine	where	future
determined	that	the
determined	that	the
deterrent	effect	he
deterrent	effect	he
deters	the	predicted
developed	by	a
developed	by	a
developed	the	program
developed	the	program
developing	formulas	for
deviants	it	s
deviants	it	s
deviants	it	s
deviants	it	s
devices	that	help
devices	that	help
devise	predictive	algorithms
diane	sawyer	among
diane	sawyer	among
dickson	a	crime
dickson	a	crime
dickson	noted	have
dickson	noted	have
different	everywhere	it
different	parts	of
different	parts	of
different	ways	and
difficult	challenges	and
dinkytown	area	that
directed	policing	may
directed	to	it
directed	to	the
director	of	the
discovered	peering	into
discovered	peering	into
discuss	predicted	spikes
discuss	predicted	spikes
discuss	predicted	spikes
discuss	predicted	spikes
discussed	the	santa
discussed	the	santa
distributed	by	mcclatchy
distributed	by	mcclatchy
distributed	by	mcclatchy
distributed	by	mcclatchy
distributed	by	mcclatchy
distributed	by	mcclatchy
distributed	by	mct
distributed	by	mct
distributed	by	the
district	and	his
division	if	a
division	which	is
division	which	is
division	who	worked
division	who	worked
divisions	friend	and
divisions	friend	and
do	a	full
do	a	full
do	is	prevent
do	is	to
doctorate	at	ucla
doctorate	at	ucla
doctorate	at	ucla
doctorate	at	ucla
documents	contra	costa
documents	contra	costa
documents	inland	valley
documents	san	jose
documents	san	jose
documents	san	jose
documents	santa	cruz
documents	santa	cruz
documents	santa	cruz
documents	santa	cruz
documents	star	tribune
documents	the	international
documents	the	new
doesn	t	happen
doesn	t	happen
doesn	t	happen
doesn	t	happen
doesn	t	work
doesn	t	work
doesn	t	work
doing	a	lot
doing	it	friend
doing	it	friend
doing	it	friend
doing	it	friend
doing	patrol	in
doing	the	research
doing	the	research
doing	the	research
doing	the	research
doing	the	same
doing	the	work
doing	the	work
doing	the	work
doing	the	work
dolan	said	predictive
dolan	said	solving
dolan	says	it
dolan	spoke	at
dolan	well	we
dollars	on	more
don	t	happen
don	t	have
don	t	have
don	t	know
don	t	know
don	t	know
don	t	view
don	t	view
don	t	view
don	t	view
done	an	excellent
done	and	refine
done	during	cusimano
dot	just	northeast
dots	each	marks
dots	on	the
down	for	consideration
down	percent	in
down	percent	in
down	sharply	police
downtown	parking	garage
downtown	parking	garage
dr	george	mohler
dr	mohler	a
draw	its	conclusions
dresses	geek	chic
dresses	geek	chic
driving	by	at
driving	by	at
driving	by	at
driving	by	at
drop	could	be
drop	in	first
drop	in	first
drop	in	reported
drugs	but	the
drugs	but	the
duct	tape	those
due	to	budget
due	to	budget
due	to	their
dunn	brothers	coffee
during	cusimano	s
during	newcombe	s
during	opening	week
during	the	department
during	the	week
during	times	that
during	times	that
dynamic	tool	that
dynamic	tool	that
e	tita	in
each	crime	to
each	day	officers
each	day	officers
each	marks	a
each	shift	officers
each	shift	to
each	shift	to
each	shift	to
each	shift	to
each	year	during
earlier	this	week
earlier	this	week
earliest	police	said
early	indications	were
early	indications	were
early	s	he
earned	a	doctorate
earned	a	doctorate
earned	a	doctorate
earned	a	doctorate
earthquake	aftershock	model
earthquake	aftershock	model
earthquake	hits	an
earthquake	hits	an
earthquake	in	that
earthquake	in	that
earthquake	prediction	could
earthquake	prediction	could
earthquake	prediction	models
earthquake	prediction	models
earthquake	prediction	technology
earthquake	prediction	technology
earthquake	s	aftershocks
earthquakes	and	bingo
earthquakes	and	bingo
earthquakes	it	generates
earthquakes	it	generates
ease	the	pain
ease	the	pain
easier	than	handing
easy	to	see
economic	troubles	technological
economic	troubles	technological
economy	being	the
economy	being	the
ed	frizell	said
edition	final	sending
edition	the	next
edu	gmohler	crime
edu	gmohler	crime
edu	gmohler	crime
effect	he	said
effect	he	said
effect	on	local
effective	aug	i
effective	for	episodic
effective	he	said
effective	he	said
effective	way	and
effective	way	and
effectiveness	but	more
effectiveness	but	more
efficient	on	patrol
efficient	on	patrol
efficient	on	patrol
efficient	on	patrol
efficient	thing	we
efficient	to	be
efficient	which	means
efficient	which	means
efficiently	you	re
efficiently	you	re
efficiently	you	re
efficiently	you	re
efforts	and	both
efforts	and	both
efforts	to	systematically
efforts	to	systematically
egge	the	head
egge	who	gave
eight	days	mohler
eight	days	mohler
eight	days	mohler
eight	days	mohler
eight	years	of
eight	years	of
eight	years	of
eight	years	of
eight	years	of
eight	years	of
electric	car	and
electric	car	and
element	to	the
eliminates	the	bias
eliminates	the	bias
email	we	need
email	we	need
embraces	because	it
emerges	they	mark
emerging	crime	fighting
emerging	crime	fighting
emerging	industry	of
emerging	national	movement
emerging	national	movement
emerging	national	movement
emerging	national	movement
emerging	science	of
emphasis	is	on
employees	less	than
empt	several	crimes
empt	several	crimes
encouraging	burglaries	were
encouraging	burglaries	were
end	he	said
end	he	said
end	he	said
end	up	says
end	up	says
enforcement	agencies	around
enforcement	agencies	around
enforcement	agencies	around
enforcement	agencies	around
enforcement	agencies	mr
enforcement	agencies	mr
enforcement	team	out
english	acc	no
english	acc	no
english	acc	no
english	acc	no
english	graphic	photo
english	graphic	publication
english	graphic	publication
english	graphic	publication
english	graphic	publication
english	graphic	publication
english	graphic	sgt
english	publication	type
english	publication	type
enlisted	dr	mohler
enlisted	mr	mohler
enough	data	points
enough	data	points
enough	data	points
enough	data	points
enough	information	about
enough	to	know
enough	to	know
enough	to	send
entire	santa	cruz
entire	santa	cruz
envisions	a	time
envisions	a	time
episodic	crimes	such
equalize	the	gap
equalize	the	gap
erica	goode	section
erica	goode	section
escalante	visited	lapd
escalante	visited	lapd
esp	such	scenes
especially	likely	there
especially	likely	there
especially	property	crimes
especially	property	crimes
established	an	alcohol
estimate	of	the
estimate	that	half
evaluated	after	six
evaluated	after	six
even	criminals	are
even	the	same
even	the	same
even	within	those
events	you	know
events	you	know
eventually	use	more
ever	be	for
ever	be	for
ever	call	himself
ever	call	himself
every	day	that
every	day	that
every	day	they
every	school	kid
every	school	kid
everyone	and	more
everyone	and	more
everyone	even	criminals
everyone	safe	with
everyone	safe	with
everywhere	contact	mike
everywhere	contact	mike
everywhere	it	s
evolution	of	policing
exactly	mathematics	i
exactly	mathematics	i
examines	the	location
example	and	a
example	and	a
example	and	a
example	and	a
example	created	a
example	created	a
example	doesn	t
example	doesn	t
example	doesn	t
example	doesn	t
example	of	how
example	said	huffman
example	the	program
example	the	program
excellent	job	reallocating
exclusive	ryan	hughes
executive	director	of
executive	research	forum
exotic	as	it
expand	the	program
expand	the	program
expanded	the	retail
expands	its	use
expect	crimes	such
expect	that	they
expects	to	return
expects	to	return
expects	to	return
expects	to	return
expensive	items	are
experience	of	where
experience	of	where
experiment	by	the
experiment	by	the
experiment	on	his
experiment	on	his
extra	checks	friend
extra	checks	friend
extra	checks	friend
extra	checks	friend
eye	on	the
face	federal	charges
faced	with	a
faced	with	a
facing	a	crew
facing	a	situation
facing	a	situation
fall	crime	analysts
fall	in	november
fall	in	november
fall	in	november
fall	in	november
familiar	territory	cusimano
familiar	with	policing
familiar	with	this
family	of	firefighters
far	fetched	as
far	police	said
far	said	zach
far	said	zach
fashioned	officer	intuition
fashioned	officer	intuition
fashioned	officer	intuition
fashioned	officer	intuition
features	in	the
features	in	the
february	at	the
february	at	the
february	at	the
february	at	the
february	language	english
fed	into	the
fed	into	the
fed	into	the
fed	into	the
federal	charges	due
federal	grants	is
federal	grants	is
feed	predictive	programs
feed	predictive	programs
feedback	i	ve
feedback	i	ve
feedback	on	the
feeds	from	across
feels	comfortable	knowing
feet	by	feet
feet	by	feet
feet	new	data
feet	or	meters
fell	in	the
fellow	academics	he
fellow	academics	he
felons	walked	into
felt	says	a
fetched	as	esp
few	blocks	that
few	minutes	between
few	officers	can
few	weeks	officers
few	weeks	officers
fewer	cops	mohler
fewer	cops	mohler
fiction	said	egge
field	known	as
field	known	as
field	minneapolis	police
fifth	precinct	have
fifth	precinct	inspector
fifth	precinct	officers
fight	crime	at
fight	crime	at
fight	crime	by
fighters	in	surf
fighters	in	surf
fighting	field	known
fighting	field	known
fighting	math	professor
fighting	math	professor
fighting	math	professor
fighting	math	professor
fighting	mathematics	go
fights	crime	with
fights	crime	with
final	sending	the
financing	it	s
fire	chief	in
fire	district	and
firefighters	his	grandfather
first	department	to
first	department	to
first	few	weeks
first	few	weeks
first	five	months
first	five	months
first	five	months
first	half	of
first	he	ll
first	he	ll
first	in	nation
first	in	nation
first	in	nation
first	in	nation
first	in	the
first	in	the
first	in	the
first	in	the
first	in	the
first	in	the
first	place	zach
first	place	zach
first	place	zach
first	place	zach
first	read	about
first	read	about
first	six	months
first	six	months
first	six	months
first	to	use
first	year	at
first	year	at
five	analysts	make
five	arrests	the
five	arrests	the
five	months	of
five	months	of
five	months	of
five	such	crime
fix	anything	he
flagged	by	a
floor	office	in
focus	area	that
focus	area	that
focus	has	been
focus	more	on
focus	on	property
focus	on	property
focused	a	lot
focused	a	lot
focused	on	property
focused	on	property
focused	on	property
focused	on	property
follow	him	at
follow	him	at
follow	on	crime
follow	on	crime
following	an	initial
following	an	initial
follows	the	promotion
fontana	and	yucaipa
foothill	patrol	division
foothill	patrol	division
for	a	community
for	all	this
for	all	this
for	auto	thefts
for	bicycle	thefts
for	car	burglaries
for	car	burglaries
for	consideration	on
for	crime	fighting
for	crime	fighting
for	episodic	crimes
for	everyone	and
for	everyone	and
for	example	and
for	example	and
for	example	and
for	example	and
for	example	created
for	example	created
for	example	doesn
for	example	doesn
for	example	doesn
for	example	doesn
for	example	said
for	example	the
for	example	the
for	follow	on
for	follow	on
for	future	crimes
for	future	crimes
for	helping	the
for	helping	the
for	him	at
for	him	at
for	his	weekly
for	his	work
for	his	work
for	hughes	prediction
for	instance	and
for	instance	and
for	instance	and
for	instance	and
for	its	innovation
for	its	innovation
for	longer	periods
for	more	information
for	more	information
for	nearby	houses
for	nearby	houses
for	now	is
for	now	is
for	or	said
for	our	predictive
for	our	predictive
for	policing	but
for	policing	but
for	predicting	aftershocks
for	predicting	aftershocks
for	predictive	policing
for	property	crimes
for	property	crimes
for	service	but
for	service	but
for	service	he
for	storefront	robberies
for	studies	covering
for	studies	covering
for	such	police
for	the	department
for	the	department
for	the	minneapolis
for	the	police
for	the	police
for	the	santa
for	the	santa
for	the	santa
for	the	santa
for	the	santa
for	the	santa
for	thursday	s
for	ways	to
for	ways	to
for	years	google
for	years	google
for	years	load
forecast	might	say
forecast	their	future
forecasts	the	same
forecasts	the	same
forest	fire	district
former	chief	of
formulas	as	exotic
formulas	for	such
forum	in	washington
found	that	repeat
found	that	repeat
found	that	repeat
found	that	repeat
found	to	have
found	to	have
four	days	after
four	days	after
four	days	after
four	days	after
four	days	later
four	days	later
four	days	later
four	days	later
free	software	distributed
frequently	rely	more
frequently	rely	more
fresh	maps	hung
friday	afternoon	in
friday	afternoon	in
friday	santa	cruz
friday	santa	cruz
friend	a	crime
friend	a	crime
friend	a	crime
friend	a	crime
friend	and	lt
friend	and	lt
friend	and	santa
friend	and	santa
friend	and	santa
friend	and	santa
friend	and	santa
friend	and	santa
friend	c	the
friend	first	read
friend	first	read
friend	load	date
friend	said	friend
friend	said	he
friend	said	i
friend	said	if
friend	said	it
friend	said	mohler
friend	said	mohler
friend	said	mohler
friend	said	mohler
friend	said	of
friend	said	santa
friend	said	santa
friend	said	santa
friend	said	santa
friend	said	so
friend	said	so
friend	said	supervisors
friend	said	supervisors
friend	said	supervisors
friend	said	supervisors
friend	said	that
friend	said	that
friend	said	the
friend	said	the
friend	said	the
friend	said	the
friend	said	the
friend	santa	cruz
friend	say	they
friend	say	they
friend	says	it
friend	says	it
friend	spokesman	and
friend	spokesman	and
friend	the	police
friend	the	police
friend	the	santa
friend	the	santa
friend	who	enlisted
friend	who	had
friend	who	last
friend	who	last
friend	who	was
friend	who	was
frizell	said	he
frizell	said	it
frizell	said	they
from	a	family
from	a	home
from	a	home
from	a	home
from	a	home
from	across	the
from	california	baptist
from	earthquakes	it
from	earthquakes	it
from	fellow	academics
from	fellow	academics
from	july	to
from	last	week
from	last	week
from	law	enforcement
from	law	enforcement
from	los	angeles
from	minneapolis	to
from	other	departments
from	other	departments
from	santa	clara
from	the	los
from	the	los
from	the	los
from	the	los
from	the	los
from	the	los
from	to	along
from	to	as
from	to	as
from	to	as
from	with	a
from	with	a
full	analysis	of
full	analysis	of
full	report	of
full	text	the
fundamentally	alter	the
further	if	a
fuss	unless	you
fuss	unless	you
future	a	test
future	behavior	the
future	crime	officers
future	crimes	by
future	crimes	by
future	crimes	will
future	crimes	will
future	crimes	will
future	crimes	will
future	in	july
future	in	july
future	offenses	the
future	offenses	the
future	oriented	rather
future	target	we
gang	enforcement	team
gang	motivated	violent
gang	shootings	predicting
gang	shootings	predicting
gangs	cusimano	is
gap	there	said
gap	there	said
garage	in	santa
garage	in	santa
garage	is	situated
garage	that	friday
garage	that	friday
garage	was	as
garnered	yet	another
garnered	yet	another
gauge	the	success
gave	him	data
gave	him	data
gave	him	data
gave	him	data
gave	the	example
geek	chic	says
geek	chic	says
generates	projections	about
generates	projections	about
george	e	tita
george	mohler	an
george	mohler	and
george	mohler	and
george	mohler	in
george	mohler	in
george	mohler	is
george	mohler	is
george	mohler	the
george	mohler	the
george	mohler	the
george	mohler	the
george	tita	in
get	ahead	of
get	ahead	of
get	them	he
get	them	he
gets	a	lot
gets	passed	along
given	a	list
given	a	list
given	a	sheet
given	neighborhood	mohler
given	neighborhood	mohler
given	the	nation
given	the	nation
given	week	said
giving	predictive	policing
gmohler	crime	science
gmohler	crime	science
gmohler	crime	science
go	be	where
go	into	some
go	into	some
go	next	simple
go	to	http
go	to	http
go	to	http
go	to	http
goal	is	not
goal	is	not
goal	is	not
goal	is	not
going	into	very
going	on	as
going	on	in
going	on	in
going	to	become
going	to	continue
going	to	continue
going	to	continue
going	to	continue
going	to	happen
going	to	occur
going	to	take
good	once	a
goode	section	news
goode	section	section
goog	to	be
goog	to	be
google	goog	to
google	goog	to
google	is	an
google	is	an
gps	units	ipods
graduated	from	california
grand	opening	of
grandfather	was	a
grants	is	not
grants	is	not
graphic	photo	officers
graphic	publication	type
graphic	publication	type
graphic	publication	type
graphic	publication	type
graphic	publication	type
graphic	sgt	david
great	warehouses	of
great	warehouses	of
grew	up	in
group	inc	all
group	of	researchers
group	of	researchers
grow	as	the
grow	to	include
guide	santa	cruz
guide	santa	cruz
guide	santa	cruz
guide	santa	cruz
guide	the	potential
guy	in	the
guy	in	the
guy	who	dresses
guy	who	dresses
guys	it	joins
guys	it	joins
habit	with	enough
habits	of	customers
habits	of	customers
had	been	directed
had	been	quite
had	been	quite
had	enlisted	mr
had	its	successes
had	predicted	that
had	predicted	that
haired	computer	analyst
half	of	jan
half	of	the
hall	every	day
hall	for	years
hallways	as	students
handful	of	police
handing	an	officer
happen	four	days
happen	four	days
happen	four	days
happen	four	days
happen	friend	said
happen	friend	said
happen	friend	said
happen	friend	said
happen	in	the
happen	in	the
happen	in	the
happen	in	the
happen	next	week
happen	said	capt
happened	in	the
happens	when	a
happens	when	a
has	a	few
has	already	resulted
has	been	a
has	been	attracting
has	been	attracting
has	been	on
has	been	praised
has	been	praised
has	been	promoted
has	been	using
has	been	using
has	done	an
has	done	and
has	found	that
has	found	that
has	found	that
has	found	that
has	garnered	yet
has	garnered	yet
has	helped	officers
has	helped	officers
has	just	begun
has	just	begun
has	led	the
has	led	to
has	led	to
has	not	been
has	prompted	some
has	seen	a
has	seen	a
has	started	testing
has	started	testing
has	to	say
has	to	say
has	validated	intuition
has	validated	intuition
has	worked	on
has	yet	to
has	yet	to
hate	long	commutes
hate	long	commutes
have	a	better
have	a	deterrent
have	a	deterrent
have	a	problem
have	a	problem
have	absolutely	made
have	accurately	predicted
have	added	new
have	all	been
have	all	been
have	an	impact
have	an	officer
have	an	officer
have	an	officer
have	an	officer
have	as	many
have	as	many
have	been	around
have	been	around
have	been	better
have	been	better
have	been	projected
have	been	statistically
have	for	the
have	for	the
have	great	warehouses
have	great	warehouses
have	long	anticipated
have	netted	about
have	outstanding	individuals
have	outstanding	warrants
have	outstanding	warrants
have	people	of
have	percent	more
have	percent	more
have	seen	a
have	seen	a
have	shown	doesn
have	spent	tens
have	the	most
have	to	deploy
have	to	deploy
have	to	know
have	to	say
have	to	start
have	to	start
have	total	buy
having	a	rash
having	a	rash
he	added	now
he	added	now
he	added	that
he	adds	before
he	adds	before
he	approached	mohler
he	approached	mohler
he	approached	mohler
he	approached	mohler
he	begins	pointing
he	crunched	numbers
he	crunched	numbers
he	crunched	numbers
he	crunched	numbers
he	d	ever
he	d	ever
he	determined	that
he	determined	that
he	expects	to
he	expects	to
he	expects	to
he	expects	to
he	feels	comfortable
he	gets	a
he	helped	create
he	is	doing
he	is	doing
he	is	doing
he	is	doing
he	is	mapping
he	is	mapping
he	is	mapping
he	is	mapping
he	isn	t
he	isn	t
he	joined	a
he	joined	a
he	knows	the
he	ll	be
he	ll	go
he	ll	go
he	ll	point
he	ll	point
he	or	she
he	read	and
he	read	and
he	s	a
he	s	an
he	s	crunched
he	s	crunched
he	said	adding
he	said	but
he	said	but
he	said	he
he	said	he
he	said	he
he	said	he
he	said	how
he	said	how
he	said	i
he	said	in
he	said	in
he	said	it
he	said	it
he	said	it
he	said	load
he	said	load
he	said	postulating
he	said	that
he	said	the
he	said	the
he	said	the
he	said	the
he	said	to
he	said	to
he	says	of
he	says	of
he	sees	them
he	served	as
he	spent	several
he	started	budgetary
he	wants	to
he	wants	to
he	wants	to
he	wants	to
he	was	head
he	was	head
he	was	tinkering
he	was	tinkering
he	was	toiling
he	was	toiling
he	will	take
he	would	go
head	of	the
head	of	the
head	of	the
head	r	c
headquarters	and	lead
heady	mix	of
heady	mix	of
heard	from	other
heard	from	other
help	ease	the
help	ease	the
help	efforts	to
help	efforts	to
help	equalize	the
help	equalize	the
help	from	fellow
help	from	fellow
help	guide	the
help	people	walk
help	people	walk
help	police	predict
help	police	predict
help	police	predict
help	police	predict
help	police	whether
help	police	whether
help	police	whether
help	police	whether
help	supplant	random
help	them	spot
help	those	working
help	those	working
helped	create	the
helped	officers	pre
helped	officers	pre
helped	shorten	response
helping	the	department
helping	the	department
helps	police	catch
herald	tribune	all
herald	tribune	august
here	for	longer
here	he	begins
here	here	he
here	here	here
here	hughes	continues
here	to	fix
hesperia	prior	to
high	correlation	between
high	correlation	between
high	crime	areas
high	crime	areas
high	powered	software
highest	probability	hot
highest	probability	hot
highest	probability	of
highest	risk	for
highest	risk	for
highest	risk	locations
highest	risk	locations
highland	with	his
highlighted	the	spots
him	an	email
him	an	email
him	at	twitter
him	at	twitter
him	at	uc
him	at	uc
him	data	from
him	data	from
him	data	from
him	data	from
him	with	crime
him	with	crime
himself	that	first
himself	that	first
his	blog	law
his	blog	law
his	computer	program
his	computer	program
his	grandfather	was
his	maps	have
his	new	post
his	patrol	officers
his	predecessor	i
his	repertoire	of
his	repertoire	of
his	repertoire	of
his	repertoire	of
his	results	to
his	results	to
his	results	to
his	results	to
his	screen	here
his	staff	of
his	stop	before
his	stop	before
his	uncle	was
his	unit	analyzed
his	weekly	meeting
his	wife	and
his	work	we
his	work	we
his	work	with
his	work	with
historical	data	and
historical	data	on
historically	have	the
histories	fifth	precinct
hit	later	it
hit	later	it
hits	an	area
hits	an	area
holographic	mapping	we
holographic	mapping	we
home	burglaries	and
home	burglaries	and
home	burglaries	tend
home	burglaries	tend
home	burglaries	tend
home	burglaries	tend
home	burglaries	vehicle
home	burglaries	vehicle
home	burglaries	vehicle
home	burglaries	vehicle
home	or	car
home	or	car
home	or	car
home	or	car
home	when	it
home	when	it
home	when	it
home	when	it
home	which	is
home	which	is
homes	business	and
homes	businesses	and
homes	businesses	and
homicide	which	are
honest	i	never
honest	i	never
honor	but	what
honor	but	what
honored	by	time
honored	by	time
honored	to	be
honored	to	be
honored	to	be
hoops	once	served
hope	is	that
hopes	the	minneapolis
hopes	to	expand
hopes	to	expand
hoping	to	begin
hoping	to	begin
host	ordinance	established
hot	spots	deters
hot	spots	of
hot	spots	of
hot	spots	the
hot	spots	when
house	in	the
house	in	the
house	in	the
house	in	the
house	on	a
house	on	a
house	to	be
house	to	be
houses	or	even
houses	or	even
how	accurate	the
how	accurate	the
how	analyzing	data
how	his	computer
how	his	computer
how	his	unit
how	its	worked
how	its	worked
how	to	change
how	to	change
how	to	change
how	to	change
how	to	spot
how	to	spot
http	math	scu
http	math	scu
http	math	scu
http	www	nytimes
http	www	santacruzsentinel
http	www	santacruzsentinel
huffman	commander	of
huffman	if	a
hughes	a	young
hughes	and	susan
hughes	continues	pointing
hughes	prediction	of
hughes	said	stocking
hughes	who	hopes
humans	to	recognize
humans	to	recognize
humor	there	then
humor	there	then
hunches	or	experience
hunches	or	experience
hundreds	of	live
hung	in	the
hurricane	also	bought
hurricanes	approached	customers
i	d	call
i	d	call
i	d	end
i	d	end
i	d	have
i	don	t
i	don	t
i	have	a
i	know	there
i	m	going
i	m	honored
i	m	looking
i	m	looking
i	m	not
i	never	really
i	never	really
i	predicted	he
i	rather	have
i	think	it
i	think	it
i	think	the
i	think	the
i	think	the
i	think	the
i	think	the
i	think	the
i	ve	received
i	ve	received
i	welcome	the
idea	is	that
identified	the	approximately
identified	the	approximately
identify	hot	spots
if	a	pattern
if	a	person
if	a	person
if	a	person
if	a	person
if	a	prediction
if	a	prolific
if	that	s
if	that	s
if	the	criminal
if	the	officer
if	the	results
if	we	have
if	we	have
illegal	drugs	but
illegal	drugs	but
imagined	that	this
imagined	that	this
impact	on	crime
implement	predictive	policing
implement	predictive	policing
implementation	other	police
implementation	other	police
implemented	in	july
implemented	in	july
implemented	the	department
implemented	the	department
implementing	it	in
implementing	it	in
implementing	the	program
implementing	the	program
importance	given	the
importance	given	the
important	because	as
important	for	now
important	for	now
important	is	that
important	is	that
in	a	back
in	a	decrease
in	a	downtown
in	a	downtown
in	a	given
in	a	given
in	a	more
in	a	more
in	a	parked
in	a	parked
in	a	parked
in	a	parked
in	a	project
in	a	project
in	a	valley
in	a	valley
in	a	way
in	a	way
in	a	way
in	a	way
in	addition	to
in	apple	valley
in	april	has
in	april	newcombe
in	areas	where
in	areas	where
in	areas	where
in	areas	where
in	bringing	the
in	bringing	the
in	burglaries	to
in	business	administration
in	cars	or
in	charge	of
in	city	hall
in	contrast	compstat
in	contrast	compstat
in	crime	mohler
in	crime	mohler
in	crime	mohler
in	crime	mohler
in	crimes	said
in	crimes	said
in	cusimano	leaves
in	different	parts
in	different	parts
in	familiar	territory
in	february	at
in	february	at
in	february	at
in	february	at
in	first	five
in	first	five
in	frizell	said
in	hesperia	prior
in	highland	with
in	in	addition
in	january	the
in	january	the
in	july	and
in	july	and
in	july	compared
in	july	compared
in	july	santa
in	july	santa
in	july	to
in	july	was
in	july	was
in	killeen	tex
in	killeen	texas
in	late	january
in	los	angeles
in	los	angeles
in	los	angeles
in	los	angeles
in	los	angeles
in	los	angeles
in	los	angeles
in	los	angeles
in	los	angeles
in	many	cities
in	many	cities
in	minneapolis	and
in	minneapolis	but
in	nation	to
in	nation	to
in	nation	to
in	nation	to
in	newsstands	the
in	north	and
in	november	friend
in	november	friend
in	november	friend
in	november	friend
in	one	of
in	one	of
in	partnerships	with
in	places	where
in	places	where
in	places	where
in	predicting	criminal
in	predictive	policing
in	predictive	policing
in	previous	years
in	previous	years
in	rancho	cucamonga
in	reducing	overall
in	reported	auto
in	reported	burglaries
in	said	zach
in	san	bernardino
in	santa	cruz
in	santa	cruz
in	santa	cruz
in	santa	cruz
in	santa	cruz
in	santa	cruz
in	santa	cruz
in	santa	cruz
in	santa	cruz
in	santa	cruz
in	santa	cruz
in	santa	cruz
in	santa	cruz
in	santa	cruz
in	santa	cruz
in	santa	cruz
in	santa	cruz
in	seemingly	random
in	seemingly	random
in	several	cities
in	several	cities
in	some	ways
in	some	ways
in	some	ways
in	some	ways
in	squad	cars
in	surf	city
in	surf	city
in	that	area
in	that	the
in	that	the
in	the	changing
in	the	city
in	the	coming
in	the	coming
in	the	coming
in	the	coming
in	the	country
in	the	country
in	the	country
in	the	country
in	the	early
in	the	emerging
in	the	emerging
in	the	end
in	the	end
in	the	end
in	the	fall
in	the	fall
in	the	fall
in	the	fall
in	the	first
in	the	first
in	the	first
in	the	first
in	the	first
in	the	first
in	the	first
in	the	fontana
in	the	future
in	the	future
in	the	future
in	the	garage
in	the	garage
in	the	last
in	the	los
in	the	los
in	the	los
in	the	los
in	the	nation
in	the	nation
in	the	nation
in	the	nation
in	the	nation
in	the	nation
in	the	neighborhood
in	the	neighborhood
in	the	neighborhood
in	the	neighborhood
in	the	new
in	the	new
in	the	new
in	the	new
in	the	new
in	the	new
in	the	nov
in	the	nov
in	the	precinct
in	the	s
in	the	sheriff
in	the	targeted
in	the	targeted
in	the	u
in	the	world
in	the	year
in	the	year
in	their	roll
in	their	roll
in	their	roll
in	their	roll
in	these	places
in	these	places
in	those	areas
in	time	to
in	to	another
in	to	another
in	to	another
in	to	another
in	to	map
in	town	lt
in	uptown	pistol
in	use	in
in	use	in
in	washington	narrowing
in	years	of
in	years	of
inc	all	rights
incidents	we	can
include	data	for
include	some	violent
include	some	violent
includes	burglaries	and
includes	burglaries	and
including	features	in
including	features	in
including	the	time
including	the	time
including	the	time
including	the	time
including	two	mathematicians
including	two	mathematicians
incorporate	the	system
incorporate	the	system
increasing	attention	from
increasing	attention	from
increasing	importance	given
increasing	importance	given
independent	security	consultant
indications	were	encouraging
indications	were	encouraging
individuals	promoted	than
industry	of	predictive
information	about	past
information	about	the
information	about	the
information	center	a
information	services	for
information	services	for
information	services	load
information	services	load
information	services	mct
information	services	mct
information	that	could
information	that	detail
initial	crime	friend
initial	crime	friend
initially	using	data
initially	using	data
inland	valley	daily
innovation	including	features
innovation	including	features
innovation	is	the
innovation	is	the
ins	or	auto
ins	or	auto
insignificant	c	the
inspector	ed	frizell
inspectors	and	lieutenants
instance	and	burglars
instance	and	burglars
instance	and	burglars
instance	and	burglars
instead	of	waiting
institute	of	justice
instructions	in	their
instructions	in	their
instructions	in	their
instructions	in	their
instrumental	in	bringing
instrumental	in	bringing
intelligence	center	where
intelligence	said	lt
intent	has	not
interested	santa	cruz
interested	santa	cruz
internal	crime	map
international	herald	tribune
international	herald	tribune
into	at	p
into	at	p
into	at	p
into	at	p
into	cars	in
into	cars	in
into	custody	after
into	custody	after
into	implementing	the
into	implementing	the
into	its	crime
into	its	crime
into	our	agency
into	our	agency
into	some	detail
into	some	detail
into	squares	of
into	squares	of
into	the	computer
into	the	computer
into	the	dunn
into	the	program
into	the	program
into	very	tough
intuition	or	provided
intuition	or	provided
intuition	to	combat
intuition	to	combat
intuition	to	combat
intuition	to	combat
intuitive	he	said
intuitive	he	said
intuitive	he	said
intuitive	he	said
invaluable	tool	love
invaluable	tool	love
inventions	as	the
inventions	as	the
inventions	byline	by
inventions	byline	jessica
inventions	honored	by
inventions	honored	by
inventions	in	previous
inventions	in	previous
inventions	issue	annually
inventions	issue	annually
inventions	of	by
inventions	of	by
invest	in	partnerships
investigations	division	if
ipad	the	electric
ipad	the	electric
ipods	and	other
is	a	big
is	a	big
