	of	documents
appropriate	for	an
appropriate	for	juvenile
appropriate	law	enforcement
appropriate	levels	of
appropriate	liaison	partner
appropriate	manner	n
appropriate	restraints	so
appropriate	restraints	to
appropriate	sentences	taking
appropriate	separate	of
appropriate	standard	of
appropriate	target	expunging
appropriate	technology	based
appropriate	than	limiting
appropriately	addressed	as
appropriately	be	added
approval	are	per
approve	preexisting	law
approved	a	html
approved	by	a
approximately	eight	hours
approximately	eighty	percent
approximately	feet	from
approximately	juvenile	profiles
approximately	million	people
approximately	one	in
approximately	sexual	offense
approximately	the	same
approximately	twenty	state
approximates	the	process
approximations	in	identifying
apps	details	id
apps	wall	st
apr	am	http
apr	at	a
apr	at	b
apr	at	n
apr	at	the
apr	available	at
apr	hassan	v
apr	http	chronicle
apr	http	crosscut
apr	http	www
apr	https	www
apr	n	s
apr	pm	http
apr	www	brennancenter
april	language	english
april	more	than
april	sunday	new
apt	to	break
apuzzo	adam	goldman
apuzzo	informant	nypd
apuzzo	supra	note
ar	ticle	id
arab	advisory	council
arab	american	communities
arab	american	community
arab	american	gr
arab	american	group
arab	american	institute
arab	american	muslims
arab	americans	muslims
arab	americans	the
arab	and	muslim
arab	and	somali
arab	and	south
arab	anti	discrimination
arab	communities	in
arab	leo	index
arab	muslim	and
arab	muslim	engagement
arab	muslim	pdf
arab	muslim	sikh
arab	muslim	south
arab	neighbors	cleveland
arab	neighbors	de
arab	news	mar
arab	or	south
arab	spring	or
arabia	for	example
arabnews	com	node
arabs	or	muslims
arastu	mapping	muslims
arastu	supra	note
arbitrary	and	degrading
arbitrary	and	intrusive
arbitrary	and	oppressive
arbitrary	government	action
arbitrary	invasions	n
arbitrary	invasions	of
arbitrary	invasions	solely
arbitrary	or	animus
arch	ar	ticle
archaeology	and	data
archard	children	rights
archard	supra	note
archetypal	police	record
archetype	of	the
archetypical	reasonable	suspicion
architecture	n	even
archive	articles	n
archive	broken	windows
archive	com	u
archive	could	computer
archive	crs	pubs
archive	feb	http
archive	protecting	our
archive	stanford	researchers
archive	the	new
archived	at	http
archived	data	or
archived	surveillance	video
archives	episode	the
archives	gov	news
archives	oct	new
archives	oct	problem
archon	fung	empowered
arcila	jr	nuance
arcila	supra	note
are	a	familiar
are	a	huge
are	a	more
are	a	virtual
are	able	to
are	about	people
are	absent	and
are	accustomed	to
are	added	on
are	adding	unobtrusive
are	adept	at
are	adults	their
are	afforded	the
are	african	american
are	aimed	at
are	all	available
are	all	factors
are	almost	all
are	almost	always
are	almost	exclusively
are	almost	nonexistent
are	already	being
are	already	familiar
are	already	in
are	also	concentrated
are	also	focusing
are	also	more
are	also	often
are	also	overrepresented
are	also	particularly
are	also	prone
are	also	tracked
are	also	widely
are	an	essential
are	an	important
are	an	increasingly
are	and	how
are	and	not
are	arrested	to
are	asked	to
are	assembling	records
are	associated	with
are	at	a
are	at	least
are	at	odds
are	at	stake
are	at	this
are	at	times
are	autonomous	actors
are	awash	in
are	bad	there
are	based	on
are	becoming	a
are	becoming	more
are	beginning	to
are	being	installed
are	being	resentenced
are	being	stolen
are	being	treated
are	being	will
are	believed	to
are	best	placed
are	better	than
are	bogged	down
are	both	overinclusive
are	both	relevant
are	breaches	of
are	bright	boundaries
are	building	their
are	built	into
are	californians	many
are	carved	by
are	cataloged	n
are	categorically	good
are	celebrated	as
are	central	to
are	certainly	physically
are	characterized	by
are	charged	in
are	classified	as
are	clear	and
are	clues	regarding
are	collateral	consequences
are	collected	only
are	coming	islamophobia
are	committed	by
are	commonly	called
are	commonplace	from
are	compiled	and
are	compiled	to
are	complicit	in
are	complying	with
are	compulsory	n
are	concentrated	around
are	concerned	that
are	confidential	crim
are	connected	to
are	considered	far
are	considered	in
are	considered	to
are	contagious	in
are	convenient	targets
are	cooperating	with
are	correcting	the
are	correlated	rather
are	creatures	of
are	crime	control
are	criminal	court
are	criminals	who
are	deferential	to
are	described	in
are	designed	to
are	detroit	houston
are	developing	in
are	different	constitutional
are	different	from
are	different	n
are	difficult	to
are	discursive	experimental
are	disproportionately	arrested
are	disproportionately	impacted
are	disproportionately	overrepresented
are	disproportionately	subjected
are	distinct	to
are	doing	prior
are	doing	the
are	dozens	of
are	easy	to
are	effectively	conflated
are	embracing	frt
are	employers	permitted
are	engaged	in
are	enshrouded	in
are	entered	into
are	entitled	to
are	especially	vulnerable
are	established	implementation
are	established	in
are	even	more
are	even	protections
are	ever	expunged
are	evolving	to
are	exceptions	some
are	explicitly	geared
are	facilitated	by
are	falling	away
are	far	from
are	far	more
are	fearful	that
are	felt	immediately
are	few	and
are	filed	against
are	financially	successful
are	finished	n
are	flawed	n
are	focused	on
are	for	adults
are	for	example
are	forced	to
are	forms	filled
are	future	adults
are	generally	controlled
are	getting	caught
are	giving	us
are	good	and
are	good	for
are	good	n
are	good	reasons
are	great	partners
are	hallmark	paraphernalia
are	harassment	dispute
are	harm	efficient
are	heightened	levels
are	highly	contested
are	highly	predictable
are	hispanic	many
are	human	and
are	identification	techniques
are	identified	as
are	ideological	dimensions
are	immature	juveniles
are	implemented	to
are	important	theoretical
are	important	to
are	in	jail
are	in	less
are	in	order
are	in	place
are	in	prison
are	in	searchable
are	in	the
are	increasingly	accessible
are	increasingly	adopting
are	increasingly	turning
are	increasingly	useful
are	incredibly	diverse
are	individualized	and
are	individualized	to
are	inevitable	in
are	infinitesimal	including
are	inflicting	real
are	information	aggregation
are	innocents	while
are	installing	extra
are	instead	defined
are	insufficiently	monitored
are	intentionally	and
are	internally	inconsistent
are	intertwined	with
are	investigating	a
are	involved	in
are	judged	by
are	just	very
are	key	definitional
are	key	to
are	lacking	n
are	largely	top
are	left	for
are	legal	and
are	less	able
are	less	apparent
are	less	deterrable
are	less	likely
are	less	regulated
are	likely	to
are	limitations	to
are	limiting	the
are	lining	up
are	linked	or
are	linked	to
are	listening	to
are	living	in
are	located	when
are	looking	for
are	made	responsible
are	maintained	indefinitely
are	malleable	out
are	mandated	by
are	manifested	and
are	many	and
are	many	origin
are	marked	as
are	marked	delinquency
are	markers	of
are	meant	to
are	mine	alone
are	more	accessible
are	more	african
are	more	capable
are	more	closely
are	more	difficult
are	more	dispersed
are	more	inclined
are	more	like
are	more	likely
are	more	police
are	more	regularly
are	more	reward
are	more	subject
are	more	than
are	more	top
are	more	transitory
are	more	vulnerable
are	more	widely
are	most	likely
are	mostly	derivative
are	moving	away
are	much	more
are	muddled	n
are	muslim	the
are	muslims	allowed
are	must	know
are	necessarily	less
are	necessarily	limited
are	neither	arrested
are	never	done
are	nevertheless	significant
are	new	developments
are	no	different
are	no	juries
are	no	longer
are	no	uniform
are	not	advised
are	not	always
are	not	based
are	not	capable
are	not	carrying
are	not	child
are	not	compliant
are	not	currently
are	not	despite
are	not	done
are	not	engaging
are	not	followed
are	not	held
are	not	immune
are	not	important
are	not	impossible
are	not	in
are	not	indicia
are	not	inevitable
are	not	just
are	not	likely
are	not	limited
are	not	many
are	not	new
are	not	obstacles
are	not	on
are	not	only
are	not	publicly
are	not	required
are	not	seen
are	not	yet
are	notoriously	bad
are	now	going
are	now	in
are	now	maintained
are	now	making
are	now	seeking
are	now	shared
are	now	such
are	now	three
are	now	using
are	observing	criminal
are	obvious	examples
are	of	questionable
are	of	the
are	of	this
are	often	at
are	often	distinct
are	often	forced
are	often	led
are	often	portrayed
are	on	camera
are	on	the
are	only	for
are	only	suspicious
are	or	were
are	or	where
are	originating	the
are	overlaid	atop
are	overrepresented	on
are	papered	in
are	part	of
are	particularly	attuned
are	particularly	flagged
are	particularly	good
are	particularly	prevalent
are	particularly	vulnerable
are	partners	in
are	pending	against
are	people	too
are	per	se
are	perceived	as
are	perceived	to
are	placed	the
are	planning	to
are	plotted	on
are	policed	more
are	poor	and
are	powerless	to
are	predicted	to
are	prediction	based
are	premised	on
are	present	in
are	preventative	theories
are	privy	to
are	problematic	because
are	profoundly	attuned
are	properly	understood
are	protected	by
are	protected	thus
are	punished	disproportionately
are	pushing	to
are	questioned	by
are	raced	by
are	racially	skewed
are	rarely	carried
are	rarely	introduced
are	rarely	purged
are	rather	dependent
are	rational	decision
are	real	concerns
are	reasonable	grounds
are	recorded	and
are	recorded	as
are	recorded	n
are	redacted	fbi
are	regularly	geared
are	related	to
are	relatively	more
are	relatively	recent
are	released	n
are	repositories	for
are	required	to
are	responsible	for
are	rethinking	the
are	revealed	based
are	roughly	four
are	run	by
are	saddled	with
are	sealed	or
are	seeing	the
are	seeking	the
are	seen	as
are	selected	community
are	self	fulfilling
are	severely	limited
are	sex	offender
are	shaped	by
are	shared	nationally
are	shattered	by
are	similar	across
are	similar	but
are	similarly	filled
are	similarly	limited
are	simply	a
are	simply	getting
are	simply	neglected
are	singled	out
are	slight	but
are	so	common
are	so	sophisticated
are	soft	preventative
are	spare	n
are	spatially	or
are	speeding	up
are	staged	within
are	statutory	while
are	still	subject
are	still	taking
are	still	unknown
are	stored	with
are	straightforward	because
are	streamed	into
are	striking	for
are	strong	forms
are	strong	normative
are	subject	to
are	substages	of
are	sufficiently	american
are	sufficiently	suspicious
are	supposed	to
are	surprising	or
are	susceptible	to
are	suspects	and
are	swept	into
are	taking	advantage
are	tamping	down
are	targeted	for
are	targeting	their
are	targets	of
are	testing	predictive
are	testing	the
are	the	actions
are	the	agent
are	the	head
are	the	innumerable
are	the	keys
are	the	negative
are	the	people
are	the	places
are	the	possible
are	the	same
are	the	very
are	the	world
are	then	entered
are	these	techniques
are	they	in
are	three	primary
are	threefold	first
are	thus	less
are	time	limited
are	to	be
are	to	have
are	to	take
are	too	harmful
are	totally	innocent
are	tracked	by
are	trained	to
are	training	and
are	transient	n
are	transparent	paper
are	treated	as
are	trustworthy	concerned
are	two	scenarios
are	typically	excused
are	typically	quite
are	typically	viewed
are	typically	where
are	un	american
are	under	assault
are	under	community
are	under	fire
are	under	heightened
are	under	watch
are	unfairly	branded
are	unique	in
are	unreliable	shaped
are	updated	daily
are	uploaded	in
are	upon	this
are	used	by
are	used	sloppily
are	used	to
are	used	today
are	using	databases
are	using	gang
are	using	phone
are	using	predpol
are	usually	inextricably
are	usually	limited
are	usually	restricted
are	victims	of
are	viewed	as
are	vulnerable	because
are	vulnerable	that
are	vulnerable	they
are	vulnerable	to
are	vulnerable	young
are	warped	by
are	we	in
are	well	informed
are	white	males
are	widespread	in
are	working	to
are	written	about
are	written	will
are	you	with
are	zero	tolerance
area	a	law
area	alleged	to
area	and	evidence
area	and	his
area	and	on
area	and	specialized
area	and	the
area	and	their
area	as	all
area	as	high
area	as	predicted
area	based	on
area	c	risk
area	can	differ
area	can	play
area	characterizations	before
area	classifications	based
area	conclusion	as
area	could	serve
area	d	general
area	definitions	and
area	definitions	can
area	designation	and
area	designation	as
area	designation	new
area	designation	was
area	designations	based
area	designations	terry
area	example	illustrates
area	fbi	mosque
area	for	example
area	from	to
area	has	a
area	he	is
area	i	e
area	in	the
area	internal	quotation
area	is	coupled
area	is	high
area	is	indeed
area	is	prone
area	islamic	groups
area	label	existing
area	label	has
area	label	in
area	label	mucks
area	label	or
area	label	significant
area	label	to
area	labeled	as
area	leading	to
area	looking	for
area	low	cost
area	may	be
area	more	heavily
area	mosques	on
area	muslim	society
area	muslims	say
area	n	although
area	n	and
area	n	brown
area	n	courts
area	n	ferguson
area	n	for
area	n	furthermore
area	n	hence
area	n	however
area	n	most
area	n	perry
area	n	see
area	n	studies
area	n	the
area	nature	of
area	of	downtown
area	of	expected
area	of	likely
area	or	high
area	or	the
area	or	wearing
area	or	whether
area	part	iii
area	question	requiring
area	represent	just
area	s	propensity
area	s	risk
area	searching	for
area	since	the
area	subject	to
area	than	a
area	that	is
area	that	religiosity
area	the	particular
area	this	information
area	this	note
area	to	serve
area	using	these
area	with	a
area	without	indicia
area	without	requiring
area	would	almost
area	you	re
area	youre	being
areas	a	test
areas	accordingly	kent
areas	and	applying
areas	and	compare
areas	and	lacking
areas	and	lowest
areas	and	may
areas	and	these
areas	as	diverse
areas	as	high
areas	as	locations
areas	as	the
areas	as	will
areas	associated	press
areas	at	risk
areas	based	on
areas	because	courts
areas	by	specific
areas	can	help
areas	comes	at
areas	could	reduce
areas	defined	as
areas	establishing	narrowly
areas	geo	j
areas	hastings	l
areas	id	at
areas	identified	through
areas	in	a
areas	in	close
areas	in	d
areas	in	evidence
areas	in	fact
areas	is	because
areas	is	no
areas	l	a
areas	labeled	as
areas	most	likely
areas	most	useful
areas	mostly	white
areas	n	courts
areas	n	for
areas	n	monica
areas	n	see
areas	n	the
areas	n	therefore
areas	n	these
areas	n	thus
areas	of	contested
areas	of	crime
areas	of	future
areas	of	heightened
areas	of	likely
areas	of	stores
areas	of	the
areas	on	a
areas	permitting	the
areas	police	seek
areas	predictive	policing
areas	rates	of
areas	since	terry
areas	statistically	more
areas	the	fourth
areas	the	los
areas	the	models
areas	they	should
areas	where	they
areas	which	can
areas	which	led
areas	will	require
areas	with	desirable
areas	with	high
areas	with	increased
areas	with	marked
areas	with	the
areas	with	which
aren	t	passive
arena	physically	biochemically
arena	that	allows
arenas	tends	to
arevalo	how	targeted
arguably	have	propelled
arguably	no	more
arguably	the	most
argue	that	concentrating
argue	that	it
argue	that	the
argued	against	the
argued	for	a
argued	in	its
argued	that	outward
argued	that	police
argued	that	the
argues	that	congress
argues	that	courts
argues	that	the
argues	that	uniform
argues	that	we
arguing	and	who
arguing	for	better
arguing	for	third
arguing	teachers	perceived
arguing	that	a
arguing	that	although
arguing	that	community
arguing	that	defendants
arguing	that	four
arguing	that	government
arguing	that	in
arguing	that	judges
arguing	that	pve
arguing	that	residents
arguing	that	the
arguing	that	while
argument	about	how
argument	about	the
argument	for	its
argument	goes	they
argument	n	cf
argument	that	failure
argument	that	the
arguments	for	and
arguments	for	community
arguments	for	permitting
arguments	supplemental	guidelines
arguments	these	reformists
ariela	gross	yoram
arise	even	when
arise	from	the
arise	from	their
arise	from	this
arise	the	first
arise	when	jurisdictions
arises	when	an
arising	from	link
arising	from	the
ariz	l	rev
ariz	st	l
arizona	and	idaho
arizona	arkansas	california
arizona	v	evans
arizona	v	johnson
arkansas	california	nebraska
arlington	police	department
armed	and	dangerous
armed	assault	with
armed	n	specifically
armed	robberies	in
armed	robbery	n
armed	robbery	of
armed	robbery	this
armed	with	data
armour	a	vulnerability
armstrong	told	me
army	tracking	plan
arnett	emerging	adulthood
arnett	ferguson	bad
arnett	ferguson	spent
arose	as	presumably
arose	in	terry
arose	in	the
arose	out	of
around	a	desire
around	actions	not
around	campus	and
around	certain	terrain
around	exabytes	of
around	for	less
around	government	offices
around	ideological	persuasions
around	in	conjunction
around	p	m
around	seven	years
around	the	bay
around	the	collection
around	the	country
around	the	globe
around	the	intersection
around	the	protest
around	the	same
around	the	world
around	various	axes
arouse	strong	resentment
arraignment	and	all
arranging	meetings	across
array	of	actors
array	of	definitions
array	of	evidence
array	of	information
array	of	innovation
array	of	public
array	of	the
arre	sts	job
arrest	an	individual
arrest	and	court
arrest	and	prosecution
arrest	and	subsequent
arrest	as	a
arrest	can	trigger
arrest	citing	henry
arrest	commonwealth	v
arrest	conviction	and
arrest	data	is
arrest	did	not
arrest	dispositions	misleading
arrest	doctrine	applies
arrest	for	behaviors
arrest	free	for
arrest	gang	members
arrest	instantly	available
arrest	intake	referral
arrest	is	alone
arrest	n	all
arrest	n	law
arrest	n	the
arrest	n	there
arrest	need	not
arrest	nor	a
arrest	of	henry
arrest	or	even
arrest	patterns	paydays
arrest	photo	from
arrest	photos	from
arrest	policies	practic
arrest	policies	practices
arrest	prevalence	by
arrest	rate	for
arrest	rate	trends
arrest	record	and
arrest	record	or
arrest	record	was
arrest	records	detention
arrest	records	html
arrest	records	in
arrest	records	magnifies
arrest	records	n
arrest	reflects	a
arrest	reports	can
arrest	results	the
arrest	rolls	for
arrest	standing	alone
arrest	the	case
arrest	them	n
arrest	to	the
arrest	warrant	led
arrest	warrant	or
arrest	warrant	they
arrest	with	a
arrest	you	but
arrested	another	cousin
arrested	but	not
arrested	by	local
arrested	for	being
arrested	for	felonies
arrested	for	marijuana
arrested	for	sex
arrested	for	theft
arrested	handcuffed	and
arrested	him	n
arrested	in	twenty
arrested	in	what
arrested	is	enough
arrested	juveniles	and
arrested	n	informants
arrested	n	writing
arrested	nor	ticketed
arrested	o	n
arrested	on	suspicion
arrested	or	detained
arrested	or	stopped
arrested	to	have
arrested	youth	are
arrestee	dna	collection
arrestee	dna	law
arrestee	information	n
arrestee	s	identity
arrestees	had	been
arrestees	probationers	and
arrestees	to	be
arrestees	to	profiles
arrestees	to	statewide
arresting	officers	did
arresting	officers	perception
arresting	people	on
arresting	youth	for
arrests	addresses	gang
arrests	and	conviction
arrests	and	convictions
arrests	and	dna
arrests	and	incidents
arrests	and	information
arrests	and	suspicions
arrests	and	those
arrests	are	not
arrests	arising	from
arrests	as	regulation
arrests	at	http
arrests	but	no
arrests	charges	convictions
arrests	children	as
arrests	convictions	or
arrests	demonstrates	that
arrests	developed	at
arrests	for	low
arrests	from	to
arrests	in	boston
arrests	in	other
arrests	in	the
arrests	including	gun
arrests	including	the
arrests	is	insufficient
arrests	job	instability
arrests	katherine	y
arrests	many	do
arrests	may	when
arrests	n	finally
arrests	n	in
arrests	n	mcfadden
arrests	noncriminal	justice
arrests	of	individuals
arrests	of	juveniles
arrests	of	persons
arrests	on	job
arrests	or	biographical
arrests	or	convictions
arrests	prior	robbery
arrests	see	also
arrests	unemployment	an
arrests	utility	connections
arrests	were	turned
arrests	within	a
arrived	and	its
arrived	with	a
arrives	in	charleston
arriving	from	multiple
arsenal	l	a
art	at	describing
art	managements	principles
article	a	ae
article	a	basic
article	addresses	the
article	and	in
article	asp	archived
article	aspx	violent
article	assumes	that
article	attempts	to
article	bcreklaw	html
article	benefitted	from
article	big	data
article	bill	stuntz
article	car	news
article	community	outreach
article	comprehensively	survey
article	crime	fightings
article	critically	examines
article	d	d
article	d	f
article	data	hackers
article	databasing	delinquency
article	demonstrates	in
article	dfd	b
article	does	raise
article	engages	the
article	examines	delinquency
article	examines	the
article	focuses	on
article	government	it
article	has	attempted
article	how	tarek
article	i	draw
article	is	an
article	is	as
article	is	to
article	long	roots
article	mg	fbi
article	n	united
article	national	security
article	poses	is
article	positions	community
article	predictive	policing
article	primarily	contemplates
article	proceeds	in
article	provided	a
article	provides	a
article	provides	three
article	reveals	the
article	s	central
article	seeks	to
article	suggests	that
article	theorizing	four
article	there	may
article	to	engage
article	to	expect
article	to	the
article	traces	the
article	uncovers	the
article	us	crime
article	was	supported
article	was	whether
article	will	contribute
article	will	soon
articles	aclu	marijuana
articles	adolf	o
articles	archived	at
articles	archives	oct
articles	chicagotribune	com
articles	e	transparency
articles	google	turns
articles	latimes	com
articles	n	kundnani
articles	news	and
articles	sb	archived
articles	sb	explaining
articles	technology	future
articles	u	s
articles	ways	google
articulable	facts	indicating
articulable	facts	n
articulable	facts	that
articulable	facts	which
articulable	suspicion	required
articulable	suspicion	that
articulate	criticism	of
articulate	individualized	particularized
articulate	suspicion	quantity
articulate	the	particular
articulate	their	suspicion
articulate	why	an
articulated	a	fear
articulating	that	it
articulating	the	standard
artificial	intelligence	like
artificial	intelligence	software
artists	and	black
artment	archived	at
arun	kumar	curb
arun	kundnani	a
arun	kundnani	inst
arun	kundnani	missing
arun	kundnani	radicalisation
arun	kundnani	the
arvin	bhatt	nypd
arvizu	u	s
as	a	algorithm
as	a	baldwin
as	a	baseline
as	a	basis
as	a	biometric
as	a	blunt
as	a	byproduct
as	a	call
as	a	catchall
as	a	catchphrase
as	a	child
as	a	citizen
as	a	clearinghouse
as	a	closed
as	a	collaborative
as	a	community
as	a	concrete
as	a	consequence
as	a	constitutional
as	a	contextual
as	a	conviction
as	a	counterradicalization
as	a	cover
as	a	crime
as	a	criminal
as	a	delivery
as	a	democracy
as	a	figure
as	a	form
as	a	gang
as	a	general
as	a	group
as	a	high
as	a	hoax
as	a	homogeneous
as	a	jim
as	a	juvenile
as	a	kind
as	a	known
as	a	liberty
as	a	life
as	a	man
as	a	manufactory
as	a	matter
as	a	means
as	a	method
as	a	more
as	a	multiracial
as	a	national
as	a	partner
as	a	perfect
as	a	period
as	a	person
as	a	plus
as	a	policing
as	a	potential
as	a	powerful
as	a	practical
as	a	predictive
as	a	protected
as	a	rand
as	a	related
as	a	resource
as	a	response
as	a	restraint
as	a	result
as	a	school
as	a	self
as	a	separate
as	a	sex
as	a	sign
as	a	small
as	a	society
as	a	softer
as	a	source
as	a	space
as	a	starting
as	a	suspect
as	a	technique
as	a	theory
as	a	threat
as	a	time
as	a	tool
as	a	valuable
as	a	victim
as	a	way
as	a	welcome
as	a	whole
as	a	wide
as	a	widespread
as	acceptable	and
as	acceptable	or
as	access	to
as	acxiom	and
as	addressing	a
as	adult	l
as	adult	members
as	adult	records
as	adults	have
as	adults	laws
as	adults	twenty
as	advancing	one
as	aimed	to
as	alaska	make
as	alexander	notes
as	all	the
as	amended	in
as	amended	u
as	amici	curiae
as	an	active
as	an	adaptation
as	an	adult
as	an	agency
as	an	american
as	an	appropriate
as	an	assistant
as	an	essential
as	an	example
as	an	extension
as	an	fbi
as	an	important
as	an	internal
as	an	investigatory
as	an	invitation
as	an	issue
as	an	object
as	an	unindicted
as	an	unselective
as	and	known
as	another	entry
as	anwar	al
as	any	other
as	anyone	who
as	anyone	with
as	applied	to
as	arab	and
as	arab	or
as	assets	j
as	at	least
as	automated	police
as	bad	few
as	bars	convenience
as	bath	salts
as	behavior	modeling
as	being	at
as	being	dangerous
as	being	in
as	being	on
as	being	trouble
as	between	community
as	beyond	the
as	big	data
as	bold	democratic
as	broken	windows
as	burglary	are
as	bus	routes
as	by	the
as	calgangs	it
as	carving	out
as	childlike	but
as	children	and
as	chinese	russian
as	choicepoint	or
as	clear	advantages
as	cloak	for
as	coalition	cuts
as	commercially	available
as	communists	mafioso
as	community	engagement
as	community	policing
as	companies	can
as	compared	to
as	constant	reminders
as	contact	with
as	convicted	persons
as	cooperation	with
as	coplink	criminal
as	cornel	west
as	corroborated	exhibited
as	counter	terrorism
as	courts	apply
as	creepy	as
as	crime	fighting
as	crimes	of
as	criminal	and
as	criminals	n
as	criminals	who
as	daniel	solove
as	david	ball
as	decent	people
as	delinquents	sex
as	democrats	little
as	depicted	in
as	deputy	they
as	described	above
as	described	by
as	described	in
as	describing	terry
as	designating	a
as	devah	pager
as	developed	in
as	deviants	or
as	different	activities
as	directing	violence
as	discussed	above
as	discussed	below
as	discussed	in
as	discussed	previously
as	diverse	as
as	easily	be
as	eighteen	or
as	either	black
as	either	predator
as	el	monte
as	enhanced	punishments
as	enjoying	practical
as	equally	innocent
as	especially	responsible
as	estimates	about
as	even	more
as	evidence	in
as	evidence	to
as	examples	judge
as	experienced	in
as	explained	above
as	explained	in
as	failures	criminals
as	fanciful	as
as	far	as
as	ferguson	put
as	fighting	or
as	flawed	and
as	follows	a
as	forager	a
as	forms	of
as	forty	million
as	foundational	hurdles
as	from	bookings
as	furtive	movements
as	future	full
as	gang	bangers
as	gang	involved
as	gang	members
as	good	as
as	good	corporate
as	google	earth
as	grounds	for
as	gun	violence
as	harcourt	observed
as	having	associations
as	having	forfeited
as	he	is
as	he	knew
as	he	leads
as	he	was
as	heavily	as
as	help	with
as	helpful	to
as	high	crime
as	high	profile
as	hiring	security
as	his	sole
as	historic	as
as	historical	crime
as	hot	people
as	houston	clears
as	identifying	future
as	identifying	pattern
as	illustrated	by
as	immigration	enforcement
as	immigration	status
as	important	to
as	improving	transparency
as	impulse	control
as	in	observation
as	in	the
as	indicative	of
as	individuals	become
as	individuals	residing
as	informants	and
as	informants	are
as	informants	schools
as	inherent	to
as	inherently	suspect
as	inherently	valuable
as	innocence	n
as	inputs	for
as	instigators	or
as	intelligence	gathering
as	interstate	highways
as	involved	in
as	islam	and
as	it	acquired
as	it	can
as	it	could
as	it	does
as	it	evolved
as	it	has
as	it	might
as	it	now
as	it	seems
as	it	sounds
as	it	varies
as	its	arab
as	its	basis
as	its	potential
as	judge	posner
as	justice	ginsburg
as	juvenile	detention
as	juvenile	justice
as	juvenile	law
as	juveniles	youth
as	key	partners
as	knock	and
as	labeling	one
as	landlords	parents
as	law	and
as	law	enforcement
as	leading	critical
as	legitimate	subjects
as	lexisnexis	offer
as	likely	suspects
as	limiting	forces
as	local	law
as	locations	in
as	locations	of
as	long	as
as	looters	as
as	los	angeles
as	majority	black
as	many	as
as	many	files
as	many	people
as	mapping	voluntary
as	marijuana	possession
as	may	be
as	measured	by
as	members	of
as	mentioned	earlier
as	meriting	separation
as	moderate	in
as	money	and
as	more	defiant
as	more	disrespectful
as	more	environmental
as	more	established
as	more	information
as	more	likely
as	more	police
as	more	serious
as	more	similar
as	moris	incorporates
as	motivators	for
as	much	about
as	much	as
as	much	by
as	much	information
as	much	intelligence
as	much	meares
as	muslim	and
as	muslim	communities
as	muslim	on
as	muslim	or
as	muslim	rather
as	name	address
as	name	date
as	names	and
as	naturally	naughty
as	ncic	n
as	needed	n
as	new	technologies
as	next	director
as	no	predictive
as	no	state
as	noted	previously
as	nova	was
as	now	however
as	of	august
as	of	december
as	of	june
as	of	n
as	of	the
as	off	limits
as	officers	a
as	officers	come
as	older	than
as	one	among
as	one	commentator
as	one	court
as	one	expert
as	one	factor
as	one	juvenile
as	one	massachusetts
as	one	of
as	one	security
as	one	state
as	only	a
as	opposed	to
as	order	maintenance
as	originally	conceived
as	other	parts
as	our	eyes
as	outside	of
as	palm	beach
as	part	ii
as	part	iv
as	part	of
as	particularly	relevant
as	partners	n
as	passive	listeners
as	people	are
as	perpetrators	or
as	perverts	n
as	police	professionalism
as	police	prosecutors
as	police	take
as	policymakers	have
as	positive	intelligence
as	possible	about
as	possible	in
as	possible	n
as	possible	separate
as	possible	they
as	possible	this
as	potential	areas
as	potential	threats
as	potentially	suspicious
as	poverty	or
as	practice	follows
as	predicted	however
as	predictive	policing
as	predictor	of
as	preradicalization	identification
as	presumably	most
as	prior	convictions
as	problem	solvers
as	proof	of
as	provided	in
as	radical	and
as	radical	radicalism
as	radicalization	and
as	radicalization	incubators
as	radicalization	n
as	reasonable	suspicion
as	recently	as
as	refusing	to
as	regulation	stan
as	reported	by
as	representatives	of
as	research	tools
as	responsible	for
as	rigorous	as
as	rodney	moore
as	routine	tool
as	saying	a
as	saying	we
as	school	crime
as	schools	playgrounds
as	security	threats
as	self	determination
as	self	invention
as	several	hundred
as	severely	morally
as	sex	offenders
as	shaping	the
as	sharing	many
as	sharply	and
as	she	left
as	shown	above
as	signals	of
as	skin	hair
as	slate	reported
as	social	groups
as	society	s
as	solving	discrete
as	somehow	meriting
as	someone	who
as	sources	of
as	standing	on
as	statisticians	who
as	stigma	was
as	straightforward	as
as	strategy	to
as	strong	active
as	successful	as
as	such	childhood
as	such	databasing
as	such	delinquency
as	such	it
as	such	n
as	such	one
as	sufficient	to
as	sufficiently	different
as	supervisors	and
as	surrogate	ghetto
as	surveillance	grows
as	surveillance	n
as	suspects	because
as	suspicious	because
as	suspicious	factors
as	suspicious	n
as	suspicious	or
as	suspicious	then
as	symptomatic	of
as	tattoo	databases
as	technology	advances
as	technology	evolves
as	ten	are
as	ten	years
as	terrorism	and
as	terrorists	n
as	terry	there
as	terry	v
as	that	of
as	that	suspects
as	that	which
as	the	african
as	the	authors
as	the	bases
as	the	basis
as	the	boston
as	the	bulk
as	the	capabilities
as	the	careless
as	the	communist
as	the	crest
as	the	data
as	the	daubert
as	the	electronic
as	the	fbi
as	the	foundation
as	the	frontlines
as	the	fulcrum
as	the	gatekeeper
as	the	gateway
as	the	gramm
as	the	indicators
as	the	institutional
as	the	law
as	the	lifeblood
as	the	material
as	the	meaning
as	the	most
as	the	move
as	the	name
as	the	national
as	the	number
as	the	occupation
as	the	offending
as	the	one
as	the	only
as	the	original
as	the	people
