	of	documents
and	grand	blanc
and	grants	in
and	great	short
and	greater	crime
and	grew	up
and	grill	on
and	ground	level
and	group	profiling
and	groups	that
and	grow	dim
and	guesswork	the
and	had	provided
and	halfway	houses
and	hand	held
and	happened	simply
and	happiness	n
and	harm	others
and	harmful	consequences
and	harness	the
and	harshness	both
and	has	agreed
and	has	developed
and	hastily	disappears
and	have	about
and	have	an
and	have	been
and	have	indicated
and	having	great
and	he	arrested
and	he	may
and	he	s
and	he	sees
and	help	fund
and	help	them
and	help	to
and	hence	domestic
and	hence	in
and	hence	less
and	hence	overall
and	hence	social
and	hence	the
and	hence	to
and	hence	will
and	hierarchical	decision
and	high	crime
and	high	school
and	high	schools
and	his	collaborators
and	his	colleagues
and	his	decision
and	his	inner
and	his	own
and	home	burglaries
and	home	invasions
and	hopefully	avoid
and	hotels	n
and	hotspot	analysis
and	hotspot	maps
and	housing	along
and	housing	and
and	housing	n
and	housing	placement
and	how	it
and	how	the
and	how	these
and	how	they
and	how	to
and	human	of
and	human	services
and	humane	sentencing
and	humanitarian	potential
and	humid	or
and	hundreds	of
and	i	call
and	i	hear
and	i	heard
and	i	ll
and	i	m
and	i	was
and	ideological	commitments
and	ideological	features
and	if	so
and	if	specialized
and	if	they
and	if	you
and	illegal	parking
and	illness	while
and	impact	in
and	impacts	of
and	impartially	n
and	implement	evidence
and	implementation	of
and	implications	for
and	impose	few
and	improve	access
and	improve	criminal
and	improve	n
and	improve	public
and	improve	responses
and	improved	housing
and	improvement	this
and	improvements	in
and	in	a
and	in	brown
and	in	congress
and	in	excess
and	in	fact
and	in	matching
and	in	public
and	in	so
and	in	some
and	in	that
and	in	the
and	in	this
and	in	those
and	in	which
and	incapacitation	as
and	incarcerate	him
and	incarceration	and
and	incarceration	as
and	incarceration	b
and	incarceration	generally
and	incarceration	have
and	incarceration	hofstra
and	incarceration	is
and	incarceration	n
and	incarceration	part
and	incarceration	reframing
and	incarceration	specialized
and	incarceration	unless
and	incarceration	while
and	increase	by
and	increase	efficiency
and	increase	short
and	increased	incarceration
and	increased	surveillance
and	increasing	property
and	increasingly	in
and	indeed	many
and	indeed	she
and	independence	in
and	independence	see
and	independent	bases
and	independent	research
and	indeterminate	sentencing
and	indigent	drug
and	individualized	enough
and	individualized	requirements
and	individuals	suffering
and	inefficacy	of
and	inefficiency	see
and	inequality	in
and	inequality	john
and	inexpensive	on
and	infirm	inmates
and	informal	institutional
and	informal	social
and	informally	surveil
and	informant	tip
and	infrastructure	e
and	inhibited	from
and	inhumane	racial
and	initiated	a
and	injustices	of
and	innovative	is
and	insofar	as
and	inspecting	mail
and	instead	emphasizes
and	instead	serves
and	instead	to
and	instills	fear
and	institutional	design
and	institutional	frameworks
and	institutional	involvement
and	institutional	reinvention
and	institutional	shifts
and	institutionalize	the
and	institutions	and
and	insufficiently	attentive
and	integrity	of
and	intelligence	led
and	intelligent	decision
and	intensifies	their
and	intensive	criminal
and	intentionalist	versus
and	interactions	of
and	interconnected	decision
and	international	interest
and	international	locations
and	internationally	unprecedented
and	intersections	in
and	intervention	applies
and	interventions	such
and	intrusive	form
and	investigations	in
and	involve	assessment
and	involved	too
and	irrevocable	or
and	irvington	new
and	irvington	these
and	is	an
and	is	generalized
and	is	likely
and	is	not
and	is	usually
and	is	well
and	issues	surrounding
and	issuing	bonds
and	it	aims
and	it	also
and	it	asserts
and	it	changes
and	it	could
and	it	has
and	it	links
and	it	may
and	it	mirrors
and	it	worked
and	its	alternatives
and	its	degree
and	its	effectiveness
and	its	impact
and	its	implications
and	its	limits
and	its	predictive
and	its	prevention
and	its	progeny
and	its	pursuit
and	its	territories
and	its	underlying
and	j	l
and	jail	based
and	jail	inmates
and	jail	overcrowding
and	jail	resources
and	jail	sentences
and	jail	services
and	jails	in
and	jails	n
and	jails	where
and	james	q
and	jefferson	in
and	jelly	sandwiches
and	joan	petersilia
and	judge	williams
and	judges	have
and	judges	these
and	judicial	monitoring
and	juice	from
and	justice	an
and	juvenile	delinquency
and	kansas	a
and	key	stakeholders
and	kleiman	s
and	knowledge	based
and	lacks	the
and	latent	collective
and	later	cases
and	later	the
and	later	veterans
and	laub	could
and	laub	were
and	law	abiding
and	law	enforcement
and	law	firms
and	law	in
and	lawyers	measure
and	lawyers	working
and	lead	to
and	learned	that
and	legal	advice
and	legal	change
and	legal	compliance
and	legal	precommitments
and	legal	problems
and	legal	scholarship
and	legislative	change
and	legitimation	of
and	lending	support
and	lenient	where
and	leslie	kennedy
and	less	costly
and	less	deterrent
and	less	legitimate
and	less	likely
and	less	violent
and	less	willing
and	licenses	n
and	life	prospects
and	light	based
and	lighting	issues
and	limitations	a
and	limitations	of
and	limiting	of
and	limiting	their
and	line	drawing
and	liquor	stores
and	litigants	in
and	litigants	must
and	litigants	will
and	litigation	and
and	live	n
and	lives	in
and	lives	wash
and	local	government
and	local	governments
and	local	home
and	local	law
and	localities	interchangeably
and	location	for
and	location	jeff
and	location	researchers
and	location	the
and	locations	are
and	locations	n
and	locations	of
and	logic	of
and	look	for
and	looked	to
and	looking	closely
and	los	angeles
and	low	level
and	made	other
and	madison	wisconsin
and	magnitude	of
and	main	and
and	main	it
and	maintain	a
and	maintain	or
and	maintained	and
and	maintaining	employment
and	make	available
and	make	them
and	making	a
and	making	an
and	managing	these
and	mandating	by
and	mandatory	furlough
and	mandatory	treatment
and	many	are
and	many	more
and	mapping	successful
and	mapping	technologies
and	maps	them
and	marquette	university
and	martha	c
and	materially	poor
and	materials	on
and	mathematical	prophesy
and	may	affect
and	may	encourage
and	may	face
and	may	ultimately
and	meaningful	activity
and	medical	treatment
and	medication	n
and	mental	health
and	mentally	ill
and	mere	hunches
and	mesa	county
and	method	the
and	methods	conference
and	milwaukee	county
and	ming	qu
and	minimal	disorder
and	modeling	repeat
and	modern	innovative
and	monitored	in
and	monitoring	by
and	moral	cost
and	moral	responsibility
and	morally	authoritative
and	more	a
and	more	are
and	more	cases
and	more	closely
and	more	complex
and	more	critical
and	more	general
and	more	generally
and	more	humanely
and	more	individualized
and	more	relevant
and	more	serious
and	more	sophisticated
and	more	specifically
and	most	numerous
and	most	oppressive
and	most	recent
and	mostly	nonresidential
and	movements	in
and	mpd	training
and	municipal	debt
and	n	and
and	names	of
and	national	contexts
and	national	levels
and	national	stage
and	near	repeat
and	nearly	a
and	nearly	catatonic
and	nearly	law
and	nearly	one
and	needs	of
and	neglect	the
and	negotiate	the
and	neighborhood	disorder
and	neighborhoods	a
and	new	algorithms
and	new	linkages
and	new	revenue
and	new	technologies
and	new	york
and	no	agendas
and	no	claim
and	no	drop
and	no	greater
and	no	information
and	no	mail
and	no	unified
and	non	adversarial
and	non	law
and	non	revocable
and	nonoffenders	even
and	nontraditional	manners
and	norms	of
and	northern	ireland
and	norton	massachusetts
and	norval	morris
and	not	all
and	not	arrest
and	not	be
and	not	consume
and	not	for
and	not	the
and	not	universally
and	now	criminology
and	nowhere	is
and	nuanced	see
and	objective	basis
and	objectively	such
and	observation	yet
and	observed	a
and	observed	activity
and	observers	concluded
and	observing	patterns
and	occasional	physical
and	odds	that
and	of	a
and	of	admission
and	of	community
and	of	course
and	of	criminal
and	off	of
and	offender	interaction
and	offender	the
and	offender	will
and	offenders	an
and	offenders	begins
and	offenders	crime
and	offenders	from
and	offenders	these
and	offenders	will
and	offending	conduct
and	offenses	preferring
and	officers	go
and	officers	in
and	oft	stated
and	often	irreparably
and	often	lengthy
and	on	a
and	on	that
and	on	the
and	on	twitter
and	on	what
and	once	a
and	one	common
and	one	half
and	one	that
and	one	way
and	ongoing	empirically
and	only	a
and	opening	them
and	operated	one
and	operates	without
and	opportunities	for
and	opportunity	each
and	or	convicted
and	or	deterring
and	or	drug
and	or	incarceration
and	or	logistical
and	or	mental
and	or	reconfigured
and	or	storing
and	or	supervised
and	or	treatment
and	or	violations
and	orange	pickup
and	order	maintenance
and	ordered	me
and	ordered	the
and	ordering	in
and	organizational	mission
and	organizational	potential
and	orientation	sessions
and	other	advocates
and	other	city
and	other	court
and	other	courts
and	other	crimes
and	other	criminal
and	other	data
and	other	defense
and	other	desired
and	other	entities
and	other	evaluations
and	other	evidence
and	other	excise
and	other	forensic
and	other	governmental
and	other	harmful
and	other	institutional
and	other	institutions
and	other	interested
and	other	interests
and	other	law
and	other	local
and	other	low
and	other	matters
and	other	methods
and	other	monitoring
and	other	needs
and	other	non
and	other	orders
and	other	parts
and	other	places
and	other	problem
and	other	problems
and	other	profiles
and	other	property
and	other	public
and	other	punishment
and	other	related
and	other	relevant
and	other	resources
and	other	sectors
and	other	services
and	other	social
and	other	sources
and	other	specialized
and	other	staff
and	other	such
and	other	support
and	other	universities
and	other	variables
and	others	are
and	others	concerned
and	others	from
and	others	led
and	others	may
and	others	or
and	others	remain
and	others	to
and	others	urging
and	otherwise	criminal
and	otherwise	to
and	outcome	measures
and	outcomes	are
and	outgoing	mail
and	over	again
and	over	persons
and	overincarceration	and
and	overincarceration	are
and	overincarceration	by
and	overincarceration	even
and	overincarceration	n
and	overincarceration	rather
and	overreaching	rather
and	p	m
and	panhandling	the
and	panhandling	to
and	parcel	of
and	parole	crime
and	parole	it
and	parole	officers
and	parolees	previously
and	part	iii
and	participate	are
and	particular	crimes
and	particularized	to
and	particularly	politically
and	partner	with
and	partnership	between
and	partnership	with
and	pasatiempo	resident
and	patrols	n
and	patterns	of
and	peace	officers
and	peer	validation
and	people	who
and	perceived	that
and	percent	n
and	perhaps	more
and	perhaps	most
and	perhaps	should
and	perils	of
and	personal	privacy
and	personal	problems
and	personnel	required
and	persons	offered
and	petersilia	warn
and	philosophies	for
and	physical	and
and	physical	disorder
and	physical	factors
and	physical	separation
and	pitfalls	of
and	place	and
and	place	has
and	place	in
and	place	n
and	place	no
and	place	studies
and	planned	to
and	plot	those
and	plots	forecasts
and	pm	says
and	police	all
and	police	are
and	police	departments
and	police	in
and	police	managers
and	police	misconduct
and	policies	the
and	policy	changes
and	policy	contributed
and	policy	decisions
and	policy	innovations
and	policy	making
and	policy	n
and	policy	outcomes
and	policy	the
and	political	discourse
and	political	process
and	political	setting
and	political	theorist
and	politics	crime
and	politics	jurisprudence
and	poor	means
and	poor	quality
and	positions	specialized
and	possible	outcomes
and	possible	patterns
and	possibly	even
and	possibly	his
and	possibly	undesirable
and	posted	police
and	potential	conflict
and	potentially	even
and	potentially	expanding
and	potentially	high
and	potentially	leading
and	potentially	more
and	potentially	responsive
and	potentially	undesirable
and	powder	cocaine
and	practical	approach
and	practical	grounding
and	practical	limitations
and	practice	crim
and	practice	derek
and	practice	materials
and	practice	u
and	practices	but
and	practices	have
and	practices	in
and	practices	many
and	practices	studies
and	practitioners	of
and	precise	proponents
and	predictable	however
and	predicted	in
and	predicted	that
and	predicting	the
and	prediction	technology
and	predictive	information
and	predictive	policing
and	predictive	success
and	predictive	themes
and	preliminary	results
and	preset	scripts
and	presiding	judge
and	pretrial	release
and	prevalent	procedural
and	prevent	crime
and	prevent	future
and	prevent	these
and	prevention	activities
and	previously	reliable
and	previously	unexamined
and	print	out
and	prison	and
and	prison	based
and	prison	guards
and	prison	in
and	prison	release
and	prisons	are
and	prisons	is
and	prisons	one
and	prisons	to
and	prisons	well
and	privacy	based
and	privatization	of
and	proactive	intelligence
and	probation	calendar
and	probation	function
and	probation	intermediate
and	probation	there
and	probationary	sentencing
and	proble	moriented
and	problem	oriented
and	problem	solving
and	problems	in
and	procedures	will
and	processes	must
and	produces	results
and	professional	judgment
and	professor	p
and	profoundly	concerning
and	promising	practices
and	promotion	in
and	property	crime
and	proposing	instead
and	proposing	modifications
and	prosecuting	a
and	prosecuting	each
and	prosecutions	of
and	prosecutor	while
and	prosecutorial	prerogatives
and	prosecutors	further
and	prosecutors	in
and	prosecutors	offices
and	prosecutors	perceived
and	prosecutors	persist
and	prosecutors	that
and	prosecutors	the
and	prosecutors	to
and	prosecutors	will
and	prospective	victimisation
and	prostitution	quoting
and	provide	social
and	providing	community
and	psychologist	work
and	public	housing
and	public	order
and	public	policies
and	public	safety
and	publicize	through
and	publicizing	a
and	publicly	discussing
and	publicly	subsidized
and	punishment	a
and	punishment	are
and	punishment	as
and	punishment	emerging
and	punishment	engage
and	punishment	engaging
and	punishment	essays
and	punishment	for
and	punishment	have
and	punishment	in
and	punishment	is
and	punishment	retribution
and	punishment	to
and	qu	anyone
and	qu	have
and	qualitative	and
and	qualitative	empirical
and	quality	are
and	quality	of
and	quantifiable	evidence
and	quantitative	analysis
and	questioned	n
and	questions	for
and	quinn	s
and	quinn	while
and	quite	possibly
and	race	based
and	racial	equality
and	raises	fewer
and	raising	foundational
and	raising	revenue
and	raising	the
and	rapes	will
and	rarely	actively
and	rational	choice
and	rationality	n
and	reaching	out
and	reality	yale
and	reasonable	suspicion
and	reasoned	debate
and	recidivism	in
and	recidivism	though
and	reckless	would
and	recording	device
and	recording	does
and	reduce	costs
and	reduce	fear
and	reduce	recidivism
and	reduce	reliance
and	reduce	some
and	reduced	incarceration
and	reduced	procedural
and	reduced	sentences
and	reduced	staffing
and	reducing	by
and	reducing	incarceration
and	reducing	recidivism
and	reentry	courts
and	reentry	instead
and	reentry	partnerships
and	refer	to
and	refined	n
and	reformist	possibilities
and	reformist	potential
and	reframes	the
and	regarding	crime
and	regional	news
and	registered	sex
and	regular	attendance
and	regulating	the
and	rehabilitation	are
and	rehabilitative	services
and	rein	in
and	reincarceration	even
and	reincarceration	n
and	reincarceration	sex
and	reinvestment	in
and	related	diversionary
and	related	policies
and	related	studies
and	relating	three
and	relations	in
and	relationships	geospatial
and	relatively	long
and	reliability	among
and	reliable	can
and	reliable	system
and	reliance	on
and	relies	on
and	relies	purely
and	rely	on
and	removed	from
and	repetition	of
and	reported	adopting
and	represent	approximately
and	representatives	from
and	require	among
and	require	more
and	requires	that
and	research	described
and	research	of
and	research	questioning
and	research	studies
and	research	support
and	researchers	are
and	residential	burglaries
and	residential	crimes
and	residential	restrictions
and	residents	oakland
and	residents	react
and	resolved	n
and	resource	intensive
and	resources	by
and	resources	this
and	resources	to
and	respected	in
and	respond	more
and	restorative	community
and	restructure	it
and	resulted	in
and	resurrects	a
and	retest	the
and	retributive	approaches
and	retributive	impulses
and	return	to
and	revert	to
and	revisability	in
and	revocation	of
and	revocation	to
and	rich	mix
and	rising	crime
and	risk	terrain
and	risks	associated
and	ritual	in
and	riverside	county
and	robberies	they
and	robbery	n
and	rolling	out
and	rosenfeld	and
and	run	their
and	rural	neighborhoods
and	s	a
and	s	many
and	sabel	also
and	sabel	overestimate
and	safe	student
and	sales	offenses
and	san	antonio
and	san	diego
and	sanctioning	schemes
and	sanctions	to
and	santa	clara
and	santa	cruz
and	sarah	matt
and	saturation	patrols
and	save	the
and	saving	a
and	saving	counties
and	saw	three
and	saying	i
and	scans	the
and	scholars	have
and	scientific	manner
and	screaming	n
and	search	the
and	search	you
and	searched	it
and	searches	that
and	secrecy	over
and	security	ambassadors
and	see	if
and	see	it
and	seeing	their
and	seized	a
and	seizure	c
and	seizure	in
and	seizures	belongs
and	seizures	establishing
and	seizures	ferguson
and	self	interest
and	self	reporting
and	sense	of
and	sensitivities	they
and	sensual	attractions
and	sentences	for
and	september	the
and	serious	felony
and	serious	that
and	serious	violent
and	service	levels
and	service	providers
and	services	on
and	services	to
and	sex	offense
and	sexual	assault
and	she	related
and	sheryl	knight
and	shift	times
and	shifting	resources
and	should	function
and	should	likely
and	showed	promising
and	sidewalks	abandoned
and	significant	police
and	significantly	liberty
and	signs	of
and	similar	findings
and	similar	measurements
and	similarly	addicted
and	simultaneously	improve
and	situational	circumstances
and	six	comparison
and	six	that
and	smaller	budgets
and	smartphones	but
and	snowy	if
and	so	a
and	so	are
and	so	cannot
and	so	circumvents
and	so	cordoning
and	so	did
and	so	on
and	social	challenges
and	social	costs
and	social	dislocation
and	social	disorder
and	social	movements
and	social	order
and	social	problems
and	social	science
and	social	scientists
and	social	service
and	social	services
and	social	system
and	social	theoretical
and	socially	entrenched
and	socially	viable
and	socially	withdraw
and	society	meeting
and	sociological	literature
and	sociologically	informed
and	sociologically	oriented
and	solemn	act
and	some	arrests
and	some	conventional
and	some	measure
and	some	other
and	someone	who
and	sometimes	prevent
and	soon	learnt
and	sophisticated	computer
and	sorted	these
and	space	has
and	spatial	aspects
and	spatial	environment
and	spatial	influences
and	spatial	intelligence
and	specialized	courts
and	specialized	criminal
and	spending	and
and	spinelli	an
and	staff	perspectives
and	stakeholder	groups
and	stakeholders	in
and	standardization	in
and	state	budgets
and	state	courts
and	state	sentencing
and	states	its
and	stating	that
and	statistical	information
and	still	remain
and	stock	control
and	stop	and
and	strategies	of
and	street	crimes
and	street	harassment
and	stresses	rigorous
and	structures	of
and	students	usc
and	stuffing	envelopes
and	subject	to
and	submitted	for
and	subsequently	as
and	subsequently	much
and	subsequently	postadjudication
and	suburbs	have
and	summer	programs
and	summonses	persons
and	supervision	of
and	supervision	set
and	supervision	violations
and	supervisors	log
and	supervisory	practices
and	support	of
and	support	systems
and	support	things
and	surveillance	will
and	suspicion	potentially
and	sustain	markedly
and	sustain	support
and	swale	are
and	system	costs
and	systemic	change
and	t	he
and	taco	bell
and	tactical	action
and	takes	away
and	targeted	police
and	taxpayers	more
and	tech	savvy
and	tells	me
and	temporally	emphasis
and	terminology	d
and	terrorism	of
and	texas	hold
and	that	arrests
and	that	can
and	that	cause
and	that	court
and	that	different
and	that	directing
and	that	experience
and	that	fact
and	that	he
and	that	i
and	that	individual
and	that	is
and	that	it
and	that	makes
and	that	may
and	that	more
and	that	ninety
and	that	respondent
and	that	s
and	that	she
and	that	the
and	that	their
and	that	there
and	that	they
and	that	time
and	that	when
and	the	ability
and	the	absence
and	the	arrestee
and	the	attention
and	the	availability
and	the	broader
and	the	broken
and	the	capacity
and	the	car
and	the	case
and	the	causal
and	the	changes
and	the	city
and	the	close
and	the	cognitive
and	the	commitment
and	the	community
and	the	compelling
and	the	conclusions
and	the	conduct
and	the	conference
and	the	constitutional
and	the	contract
and	the	control
and	the	costs
and	the	court
and	the	courts
and	the	creation
and	the	crime
and	the	criminal
and	the	criminology
and	the	current
and	the	danger
and	the	data
and	the	days
and	the	decision
and	the	desolation
and	the	difficulty
and	the	disproportionately
and	the	drug
and	the	efficiency
and	the	emergence
and	the	end
and	the	enduring
and	the	environmental
and	the	equality
and	the	equitable
and	the	ethical
and	the	failure
and	the	federal
and	the	fourth
and	the	get
and	the	great
and	the	healing
and	the	heightened
and	the	ideals
and	the	interactivity
and	the	judge
and	the	known
and	the	law
and	the	legal
and	the	life
and	the	like
and	the	likely
and	the	local
and	the	location
and	the	meaning
and	the	milwaukee
and	the	nature
and	the	need
and	the	neighborhood
and	the	new
and	the	norms
and	the	notion
and	the	observations
and	the	okemos
and	the	ongoing
and	the	only
and	the	opportunities
and	the	other
and	the	outsourcing
and	the	parties
and	the	person
and	the	plan
and	the	police
and	the	policing
and	the	political
and	the	possibly
and	the	potential
and	the	predictive
and	the	prevalence
and	the	problem
and	the	process
and	the	profile
and	the	prosecution
and	the	proximity
and	the	psychological
and	the	psychology
and	the	public
and	the	quality
and	the	reach
and	the	regulatory
and	the	related
and	the	results
and	the	risk
and	the	santa
and	the	significant
and	the	size
and	the	social
and	the	socially
and	the	specialized
and	the	stanislaus
and	the	state
and	the	supreme
and	the	technology
and	the	thriller
and	the	tremendous
and	the	type
and	the	types
and	the	u
and	the	ultimate
and	the	unavailability
and	the	underlying
and	the	university
and	the	use
and	the	validation
and	the	various
and	the	washington
and	the	widening
and	the	world
and	the	y
and	theft	from
and	theft	were
and	their	associated
and	their	clients
and	their	communities
and	their	criminal
and	their	due
and	their	families
and	their	force
and	their	homes
and	their	own
and	their	police
and	their	purposes
and	their	times
and	then	address
and	then	administrator
and	then	an
and	then	called
and	then	collect
and	then	devises
and	then	focused
and	then	hopefully
and	then	in
and	then	it
and	then	lowered
and	then	president
and	then	to
and	then	using
and	then	visibly
and	then	when
and	theoretical	bases
and	theoretical	commitments
and	theoretical	extension
and	theoretical	support
and	theories	of
and	therapeutic	court
and	therapeutic	roles
and	there	are
and	there	is
and	thereby	excuse
and	thereby	reduce
and	therefore	it
and	therefore	left
and	these	divergent
and	they	answer
and	they	decompensate
and	they	followed
and	they	have
and	they	look
and	they	may
and	they	re
and	they	said
and	they	seem
and	they	shape
and	they	will
and	they	work
and	thirty	community
and	this	approach
and	this	is
and	this	picture
and	this	pilot
and	those	entities
and	those	in
and	those	outcomes
and	those	they
and	those	who
and	threat	of
and	threaten	to
and	thrive	in
and	through	which
and	thursdays	between
and	thus	avoid
and	thus	cannot
and	thus	create
and	thus	likelihood
and	thus	many
and	thus	not
and	thus	sales
and	thus	the
and	thus	there
and	thus	will
and	time	for
and	time	intensive
and	time	n
and	time	of
and	time	period
and	time	remains
and	time	than
and	time	were
and	timing	are
and	to	a
and	to	ascertain
and	to	attend
and	to	avoid
and	to	close
and	to	develop
and	to	devise
and	to	disseminate
and	to	divert
and	to	do
and	to	effectively
and	to	establish
and	to	facilitate
and	to	forge
and	to	foster
and	to	help
and	to	improve
and	to	lend
and	to	limit
and	to	organizing
and	to	promote
and	to	provide
and	to	reduce
and	to	serve
and	to	the
and	to	those
and	to	which
and	to	work
and	tokens	not
and	tracked	but
and	transferring	the
and	transforming	the
and	transparency	in
and	transparency	of
and	transparency	underlying
and	transparency	were
and	transparent	they
and	transportation	infrastructure
and	treatment	achieve
and	treatment	centers
and	treatment	programs
and	trends	justice
and	triple	checked
and	trust	was
and	twelve	ounces
and	twenty	dollar
and	two	models
and	two	weeks
and	type	of
and	u	s
and	ultimately	a
and	ultimately	convinced
and	ultimately	increased
and	ultimately	state
and	ultimately	to
and	uncertain	psychotherapeutic
and	undefined	high
and	undercover	investigations
and	undermine	judicial
and	underscored	by
and	understand	the
and	understanding	generating
and	understanding	problems
and	understanding	proves
and	undesirable	consequences
and	undesirable	outcomes
and	unemployment	is
and	unemployment	n
and	unexciting	adjustments
and	unfairness	toward
and	unincorporated	zones
and	uniqueness	in
and	universal	form
and	university	of
and	unmanageable	criminals
and	unnecessary	criminal
and	unparticularized	suspicion
and	unpunished	n
and	until	incarceration
and	untold	stories
and	unusual	punishment
and	unusual	the
and	upon	successful
and	urban	inequality
and	urban	outcasts
and	urgent	challenge
and	usc	officials
and	usc	president
and	use	to
and	useful	feedback
and	user	purposes
and	uses	arrest
and	uses	information
and	usually	communities
and	usually	contested
and	utilization	of
and	utilize	specialized
and	vagrancy	statutes
and	valid	method
and	validity	of
and	validity	will
and	values	partnering
and	vehicle	crime
and	very	precise
and	veterans	a
and	veterans	courts
and	veterans	treatment
and	victim	profiles
and	victims	as
and	violence	plagued
and	violent	crime
and	violent	crimes
and	visibility	or
and	visible	signs
and	visualization	methods
and	visualize	crime
and	vocational	programs
and	wallman	goldberger
and	warn	the
and	warrior	police
and	watauga	agreed
and	we	can
and	we	do
and	we	expect
and	we	have
and	we	re
and	we	ve
and	wearing	a
and	weigh	the
and	weighed	not
and	welcomed	as
and	well	intentioned
and	were	able
and	were	sentenced
and	were	virtually
and	what	conditions
and	what	the
and	what	their
and	what	viable
and	when	community
and	when	he
and	when	the
and	when	you
and	where	future
and	where	jail
and	whether	he
and	whether	that
and	whether	these
and	which	could
and	which	gives
and	which	has
and	which	is
and	which	remains
and	which	serves
and	while	gentrification
and	while	hawken
and	white	patrol
and	who	have
and	who	is
and	who	may
and	who	was
and	who	wish
and	whren	v
and	widespread	popularity
and	will	be
and	will	have
and	will	influence
and	will	likely
and	will	remain
and	wilson	claim
and	wilson	to
and	winick	all
and	winick	make
and	winick	recommend
and	winick	s
and	with	greater
and	with	it
and	with	legal
and	with	racialization
and	with	software
and	with	substantial
and	with	the
and	with	what
and	within	a
and	without	full
and	woman	leaving
and	women	as
and	work	in
and	work	release
and	work	somewhere
and	worked	for
and	workshop	participants
and	would	be
and	would	hold
and	would	likely
and	wounded	a
and	yet	imprecise
and	you	needed
and	you	re
and	youth	as
and	zimring	law
anderson	county	resumes
anderson	police	department
andrew	ashby	operation
andrew	blankstein	robert
andrew	e	taslitz
andrew	ferguson	a
andrew	ferguson	an
andrew	guthrie	ferguson
anecdotally	it	seems
anew	a	long
anew	or	based
angela	hawken	mark
angela	y	davis
angeles	and	chicago
angeles	and	it
angeles	and	new
angeles	and	santa
angeles	another	program
angeles	are	hoping
angeles	at	www
angeles	byline	guy
angeles	california	nov
angeles	california	see
angeles	convention	center
angeles	department	merely
angeles	distributed	by
angeles	for	the
angeles	in	the
angeles	los	angeles
angeles	n	on
angeles	northern	suburbs
angeles	one	of
angeles	police	and
angeles	police	are
angeles	police	department
angeles	police	report
angeles	police	say
angeles	section	state
angeles	see	also
angeles	suburb	chief
angeles	the	number
angeles	this	complex
angeles	to	learn
angeles	visit	ktla
angeles	where	the
angeles	will	expand
anger	management	programs
anger	management	trainings
anger	until	he
animal	population	growths
ankle	bracelet	n
ankle	bracelets	seattle
ankle	monitoring	system
ann	a	an
ann	a	lexisnexis
ann	barnes	endorses
ann	rev	soc
ann	west	permitting
anna	carrera	sp
anna	kross	convened
anna	moscowitz	kross
annals	am	acad
anne	jungen	patrick
announced	additional	safety
announced	in	january
announced	jsonline	sept
announcements	reentry	courts
announces	it	might
announces	to	a
annual	meeting	of
annual	rates	ranging
annually	before	under
anonymous	call	concerning
anonymous	call	stating
anonymous	caller	reported
anonymous	callers	can
anonymous	informant	accurately
anonymous	informant	n
anonymous	informant	tips
anonymous	letter	n
anonymous	or	informant
anonymous	telephone	tip
anonymous	tip	and
anonymous	tip	as
anonymous	tip	cases
anonymous	tip	justified
anonymous	tip	n
anonymous	tip	that
anonymous	tip	to
anonymous	tips	the
another	block	a
another	burglary	on
another	burglary	similarly
another	challenge	for
another	critical	function
another	earlier	progressive
another	ft	square
another	in	palo
another	intriguing	window
another	level	instead
another	location	n
another	model	generally
another	n	second
another	or	displacement
another	part	of
another	police	officer
another	predictive	fourth
another	program	developed
another	related	example
another	related	though
another	significant	overlooked
another	specialized	criminal
another	study	detailed
another	study	showed
another	thirty	one
another	total	institution
another	type	of
another	way	of
another	way	the
another	weapon	to
another	were	hispanic
anresponsecops	st	n
anselin	et	al
answer	i	believe
answer	is	yes
answer	it	and
answer	lies	in
answer	only	a
answer	to	all
answer	to	simply
answer	to	the
answer	to	these
answer	under	current
answered	and	resolved
answers	a	critical
answers	that	will
antecedent	and	the
anthony	a	braga
anthony	c	thompson
anthony	e	mucchetti
anthropologist	see	rubin
anthropologist	who	helped
anthropology	explaining	how
anthropology	professor	at
anthropology	univ	of
anti	formalist	problem
anti	formalist	psychotherapeutic
anti	formalist	team
anti	gang	statutes
anti	homeless	statutes
anti	loitering	laws
anti	loitering	statutes
anti	snitching	norms
anti	social	behaviour
anti	therapeutic	ones
anti	therapeutic	so
anticipate	more	budget
anticipate	prevent	and
anticipate	that	the
anticipate	where	a
anticipated	cuts	to
anticipated	effects	on
anticipated	in	reducing
anticipated	life	course
anticipated	objections	iii
anticipated	objections	the
anticipated	part	of
anticipated	that	monitoring
anticipating	crimes	before
anticipation	of	criminal
anticipatory	warrants	in
antihomeless	statutes	this
antipoverty	law	u
antisocial	conduct	might
antonio	texas	many
antonio	villaraigosa	joined
any	alterations	necessary
any	basis	for
any	burglar	can
any	but	the
any	case	despite
any	charges	would
any	choice	made
any	choice	takes
any	commitment	to
any	common	patterns
any	conceptual	reorientation
any	concrete	manner
any	court	addressing
any	court	based
any	crime	fighting
any	crime	the
any	criminal	activity
any	criminal	charge
any	criminal	law
any	criteria	distinguishable
any	data	driven
any	decarceration	strategy
any	definite	outcomes
any	definitive	conclusion
any	errors	are
any	evaluation	of
any	event	there
any	extensive	decrease
any	extraneous	personal
any	factors	present
any	formal	examination
any	former	problem
any	given	area
any	given	day
any	given	specialized
