	of	documents
and	local	edited
and	local	edited
and	local	edited
and	local	edited
and	local	law
and	local	law
and	local	law
and	local	law
and	local	police
and	local	police
and	local	police
and	local	police
and	local	sworn
and	long	held
and	long	term
and	longer	time
and	los	angeles
and	lost	cases
and	lovrich	the
and	low	income
and	low	policing
and	lower	investment
and	lum	p
and	lum	p
and	lum	those
and	m	kevin
and	macdonald	p
and	maguire	a
and	maguire	maguire
and	maguire	p
and	mail	a
and	mail	canada
and	major	county
and	major	county
and	malinowski	currently
and	malinowski	drawing
and	malinowski	predictive
and	malinowski	proponents
and	malinowski	the
and	malinowski	third
and	management	and
and	management	community
and	management	cops
and	management	eck
and	management	fernandez
and	management	hickman
and	management	issues
and	management	john
and	management	klinger
and	management	maguire
and	management	manning
and	management	ranks
and	management	tully
and	management	weitzer
and	manufacturing	firms
and	margaret	townsend
and	maria	r
and	maria	r
and	marie	simonetti
and	marie	simonetti
and	marie	simonetti
and	marie	simonetti
and	marie	simonetti
and	mark	h
and	mark	sproule
and	marked	vehicles
and	marks	weisburd
and	martha	r
and	martial	arts
and	mary	a
and	mastrofski	and
and	mastrofski	roth
and	mastrofski	the
and	mastrofski	what
and	mastrofski	wilson
and	matthew	j
and	matthew	j
and	mccue	bratton
and	mccue	predictive
and	measurement	policing
and	measuring	individual
and	medium	sized
and	meeting	attendance
and	members	of
and	methods	across
and	methods	of
and	methods	to
and	methods	which
and	meticulous	in
and	michael	j
and	michael	ponder
and	michael	reisig
and	middle	class
and	miles	and
and	military	sociology
and	ministations	but
and	mixed	police
and	moderators	academy
and	modes	of
and	molly	miles
and	monique	marks
and	monitor	operations
and	moore	goldstein
and	moore	p
and	moore	reiss
and	moore	reiss
and	moore	skyrocketing
and	morality	cambridge
and	more	accommodative
and	more	amicable
and	more	established
and	more	responsiveness
and	morgan	macdonald
and	morris	are
and	morris	p
and	morris	skogan
and	most	important
and	most	promising
and	most	resource
and	motivation	by
and	motivation	of
and	much	of
and	mundane	police
and	murphy	sklansky
and	nardulli	imagine
and	nathan	p
and	nationalized	providing
and	nevada	two
and	new	technologies
and	new	technologies
and	newburn	loader
and	neyroud	forthcoming
and	neyroud	forthcoming
and	neyroud	forthcoming
and	neyroud	forthcoming
and	neyroud	forthcoming
and	nicholas	p
and	nicholls	although
and	norval	morris
and	norval	morris
and	norval	morris
and	norval	morris
and	norval	morris
and	norval	morris
and	norval	morris
and	not	for
and	not	infrequently
and	not	necessarily
and	not	only
and	not	well
and	observation	that
and	occupational	culture
and	occupational	differentiation
and	of	course
and	of	police
and	officer	practices
and	officers	desire
and	once	they
and	one	center
and	one	of
and	one	size
and	only	partially
and	only	percent
and	only	percent
and	open	systems
and	operate	beliefs
and	operational	decision
and	operations	of
and	operations	that
and	opportunities	in
and	order	in
and	organization	a
and	organization	reviving
and	organizational	change
and	organizational	components
and	organizational	cultural
and	organizational	height
and	organizational	height
and	organizational	performance
and	organizational	slack
and	organizations	new
and	ostrom	in
and	other	au
and	other	countries
and	other	emergency
and	other	features
and	other	features
and	other	local
and	other	locations
and	other	online
and	other	organizations
and	other	problems
and	others	are
and	others	chan
and	others	have
and	others	klinger
and	outcomes	are
and	outcomes	in
and	outcomes	that
and	outside	the
and	outside	the
and	outside	the
and	over	the
and	oversight	they
and	parks	fyfe
and	parks	pp
and	passing	local
and	patrick	murphy
and	patrol	beats
and	patterning	of
and	patterns	in
and	patterns	of
and	peers	for
and	people	s
and	percent	as
and	percent	had
and	perceptions	that
and	perceptions	that
and	performance	and
and	performance	in
and	performance	skogan
and	perhaps	functional
and	personal	communication
and	pervasive	yet
and	pervert	the
and	peter	nardulli
and	peter	neyroud
and	philip	c
and	place	the
and	places	involved
and	places	on
and	plate	walker
and	play	it
and	plotkin	indeed
and	police	departments
and	police	departments
and	police	discretion
and	police	in
and	police	leaders
and	police	leaders
and	police	officers
and	police	operate
and	police	organization
and	police	organization
and	police	organizations
and	police	organizations
and	police	practices
and	police	professional
and	police	professional
and	police	professional
and	police	strength
and	police	subcultures
and	police	work
and	policies	may
and	policing	edited
and	policing	in
and	policing	in
and	policing	politics
and	policing	public
and	policy	makers
and	policy	police
and	policy	relevant
and	politicians	commonly
and	politicians	princeton
and	ponder	chan
and	possibly	also
and	possibly	prevent
and	post	test
and	postcolonial	experiences
and	powell	a
and	powell	perhaps
and	powerful	interests
and	practice	a
and	practice	are
and	practice	bratton
and	practice	changes
and	practice	doi
and	practice	in
and	practice	mastrofski
and	practice	materials
and	practice	police
and	practice	public
and	practice	the
and	practice	willis
and	practices	by
and	practices	concluded
and	practices	continuously
and	practices	creating
and	practices	from
and	practices	from
and	practices	from
and	practices	has
and	practices	of
and	practices	of
and	practices	of
and	practices	of
and	practices	of
and	practices	of
and	practices	of
and	practices	of
and	practices	of
and	practices	optimists
and	practices	or
and	practices	police
and	practices	rosenbaum
and	practices	skogan
and	practices	that
and	practices	the
and	practices	they
and	predict	the
and	predictive	policing
and	preferences	of
and	preparedness	exercises
and	preventive	patrol
and	prevents	him
and	principles	of
and	priorities	from
and	private	management
and	private	police
and	private	police
and	private	policing
and	private	policing
and	private	sector
and	private	sectors
and	problem	oriented
and	problem	oriented
and	problem	oriented
and	problem	oriented
and	problem	oriented
and	problem	oriented
and	problem	oriented
and	problem	oriented
and	problem	solving
and	procedures	and
and	procedures	designed
and	procedures	maguire
and	processes	for
and	processes	in
and	processes	in
and	processing	first
and	processing	of
and	processing	the
and	professional	associations
and	professional	associations
and	professional	associations
and	professional	models
and	professional	organizations
and	professional	reform
and	professional	structures
and	professionalism	are
and	professionalism	executive
and	profound	buzzy
and	profound	changes
and	programs	reiss
and	programs	touted
and	promote	actions
and	promote	this
and	promoting	best
and	prospects	for
and	proven	for
and	public	conceive
and	public	in
and	public	policing
and	public	policy
and	public	policy
and	public	resistance
and	public	safety
and	pulling	levers
and	punished	than
and	punished	then
and	punishing	in
and	punishment	effort
and	quality	of
and	quantitative	research
and	quinet	how
and	r	richard
and	radical	proposals
and	rainey	those
and	ralph	a
and	rarely	produces
and	rationalizing	the
and	reactive	enforcement
and	real	change
and	reassuring	approach
and	reaves	and
and	reaves	by
and	reaves	new
and	rebecca	schulte
and	recommended	remedies
and	recovery	operations
and	reduce	random
and	reform	controlling
and	reform	new
and	reformed	at
and	regional	forces
and	reinforce	such
and	rejected	as
and	reliability	of
and	reliability	of
and	reluctance	to
and	remote	sensing
and	report	in
and	reporting	them
and	research	journal
and	research	ostrom
and	research	skolnick
and	research	suggests
and	research	weisburd
and	research	wood
and	researchers	on
and	researchers	say
and	respond	to
and	responsiveness	increase
and	results	assessed
and	results	too
and	retain	a
and	review	decisions
and	reviewed	at
and	reward	officer
and	reward	performance
and	rewarded	the
and	rewarding	accordingly
and	rewarding	them
and	richard	a
and	richard	a
and	richard	v
and	ritti	maguire
and	ritti	maguire
and	ritti	technologies
and	ritti	that
and	ritti	weisheit
and	robert	e
and	robert	warren
and	roger	b
and	ronald	e
and	rosenbloom	v
and	rouse	most
and	routine	service
and	rural	areas
and	rural	departments
and	rural	iii
and	s	as
and	s	doran
and	s	helped
and	s	regarding
and	s	with
and	satisfaction	with
and	satisfaction	with
and	scholars	and
and	scholars	of
and	scholars	widely
and	schulte	murray
and	screen	the
and	sean	malinowski
and	sean	w
and	search	a
and	second	it
and	section	viii
and	security	networks
and	security	sociology
and	select	strategies
and	selected	three
and	selection	of
and	sergio	herzog
and	service	delivery
and	service	needs
and	service	style
and	service	thacher
and	setting	up
and	sharing	information
and	sharing	information
and	sharing	of
and	shawn	bushway
and	shearing	braga
and	shearing	jones
and	sheriffs	departments
and	significant	difference
and	significant	increases
and	simon	however
and	simon	perry
and	simon	perry
and	simon	perry
and	simon	perry
and	simon	perry
and	simon	perry
and	skeptical	if
and	skill	in
and	slot	man
and	small	town
and	small	town
and	smith	pp
and	smith	to
and	snipes	wood
and	so	on
and	so	researchers
and	social	conditions
and	social	democracy
and	social	organization
and	social	organization
and	social	research
and	social	science
and	social	science
and	social	science
and	social	science
and	social	science
and	social	who
and	society	at
and	society	b
and	society	bayley
and	society	fyfe
and	society	murphy
and	society	review
and	society	review
and	society	review
and	society	review
and	society	review
and	society	skogan
and	society	thompson
and	society	vols
and	socioeconomic	indicators
and	solve	neighborhood
and	some	are
and	some	are
and	some	have
and	some	have
and	some	progressive
and	sometimes	the
and	sound	of
and	spatial	context
and	spatially	geographical
and	special	jurisdiction
and	special	men
and	specially	designed
and	specific	policing
and	spooks	the
and	sporadic	coordination
and	st	petersburg
and	starts	that
and	state	by
and	stenning	a
and	stephen	d
and	stephen	d
and	stephen	d
and	stephen	d
and	stephen	d
and	stephen	d
and	steven	a
and	stimulate	changes
and	strategic	problem
and	strategies	are
and	strategies	in
and	street	officers
and	strengthen	effectiveness
and	stronger	police
and	structural	change
and	structural	control
and	structure	the
and	structures	see
and	styles	for
and	styles	for
and	subordinates	more
and	success	community
and	success	is
and	success	with
and	successfully	implement
and	suggested	research
and	supervisors	most
and	supervisory	influences
and	support	diverse
and	support	especially
and	support	of
and	support	police
and	support	staff
and	surfaced	in
and	surveillance	efforts
and	surveillance	technologies
and	surveillance	technologies
and	susan	hartnett
and	sustain	a
and	sustain	change
and	sustain	the
and	systems	that
and	systems	that
and	tactics	are
and	tactics	that
and	tammy	kochel
and	tammy	r
and	target	hardening
and	technical	skill
and	technocratic	sources
and	technologies	requiring
and	technology	companies
and	technology	the
and	territorial	specialization
and	terrorism	problems
and	terrorist	oriented
and	terrorist	oriented
and	terrorist	oriented
and	terrorist	oriented
and	test	a
and	tested	disorder
and	testing	of
and	testing	while
and	that	decision
and	that	distinguish
and	that	how
and	that	it
and	that	may
and	that	of
and	that	the
and	that	the
and	that	the
and	that	they
and	that	this
and	the	absence
and	the	absence
and	the	accompanying
and	the	american
and	the	aspects
and	the	blue
and	the	closer
and	the	commission
and	the	commodification
and	the	communities
and	the	complexity
and	the	constraints
and	the	court
and	the	courts
and	the	creation
and	the	degree
and	the	dilemmas
and	the	ease
and	the	effects
and	the	emergence
and	the	entrenched
and	the	evaluation
and	the	extent
and	the	fairness
and	the	forces
and	the	general
and	the	idea
and	the	inertia
and	the	it
and	the	just
and	the	likelihood
and	the	maintenance
and	the	military
and	the	military
and	the	most
and	the	number
and	the	officials
and	the	organizational
and	the	pakistani
and	the	police
and	the	police
and	the	police
and	the	police
and	the	police
and	the	poor
and	the	practice
and	the	pressure
and	the	public
and	the	public
and	the	public
and	the	range
and	the	rank
and	the	results
and	the	scientific
and	the	scientific
and	the	structures
and	the	temptation
and	the	third
and	the	threat
and	the	two
and	the	u
and	the	united
and	the	weapons
and	the	willingness
and	the	work
and	their	ability
and	their	consequences
and	their	consequences
and	their	courts
and	their	departments
and	their	governing
and	their	level
and	their	organizations
and	their	police
and	their	policing
and	their	small
and	then	again
and	then	to
and	there	is
and	there	may
and	these	data
and	these	features
and	these	files
and	they	also
and	they	could
and	they	feel
and	they	support
and	third	the
and	this	is
and	this	may
and	this	may
and	thomas	plate
and	those	outside
and	thrive	or
and	thus	far
and	thus	figure
and	ties	to
and	tim	newburn
and	timothy	newburn
and	timothy	s
and	to	distinguish
and	to	enable
and	to	evaluate
and	to	having
and	to	increase
and	to	influence
and	to	mobilize
and	to	mobilize
and	to	serve
and	to	serve
and	to	serve
and	to	serve
and	to	serve
and	to	serve
and	to	the
and	to	what
and	tobago	officers
and	tobago	policing
and	trace	their
and	training	n
and	training	officers
and	training	on
and	training	requirements
and	training	they
and	transit	police
and	transparency	in
and	trends	of
and	trends	washington
and	tuch	pp
and	twentieth	centuries
and	two	of
and	two	way
and	uchida	scott
and	ultimately	the
and	undertaking	general
and	undesirable	consequences
and	unexpected	by
and	unit	performance
and	unit	performance
and	units	from
and	unless	some
and	unresponsiveness	to
and	upper	ranks
and	urban	neighborhoods
and	urban	systems
and	urbanism	on
and	use	special
and	use	that
and	used	changed
and	used	for
and	usefulness	are
and	users	of
and	using	coercive
and	using	information
and	using	their
and	usually	less
and	validity	aside
and	value	the
and	van	meter
and	vary	with
and	veh	bezdikian
and	vibrant	citywide
and	visibility	of
and	vogel	scheider
and	vulnerable	to
and	wal	mart
and	wallman	what
and	walter	w
and	warrantless	searches
and	warren	ostrom
and	was	one
and	washington	we
and	ways	of
and	weisburd	america
and	weisburd	eck
and	weisburd	feucht
and	weisburd	forthcoming
and	weisburd	forthcoming
and	weisburd	forthcoming
and	weisburd	forthcoming
and	weisburd	n
and	weisburd	one
and	weisburd	or
and	weisburd	p
and	weisburd	p
and	weisburd	p
and	weisburd	the
and	weisburd	thus
and	weisheit	n
and	weisheit	p
and	wells	maguire
and	wells	mastrofski
and	wells	pp
and	were	easily
and	were	given
and	what	looks
and	what	we
and	when	crimes
and	when	crimes
and	where	police
and	where	the
and	whether	elections
and	whether	it
and	whether	public
and	while	local
and	while	such
and	whitaker	police
and	whitaker	pp
and	white	officers
and	why	they
and	widespread	acceptance
and	wilkinson	despite
and	wilkinson	the
and	will	require
and	william	j
and	william	r
and	with	good
and	with	greater
and	with	percent
and	with	the
and	with	what
and	with	what
and	with	what
and	with	what
and	within	organizations
and	without	the
and	witnesses	to
and	women	s
and	worden	this
and	working	with
and	workmanship	introduction
and	would	continue
and	wycoff	torres
and	yuen	j
anderson	publishing	weisheit
andy	of	mayberry
anecdote	to	explain
angeles	have	committed
angeles	police	department
angeles	predictive	policing
angeles	times	with
anger	management	a
angry	people	want
ann	arbor	university
ann	arbor	university
ann	community	policing
annals	of	the
annals	of	the
annals	of	the
annals	of	the
annals	of	the
anne	marie	mcnally
annual	meeting	of
annual	meeting	of
annual	review	of
annually	expends	billion
anonymous	and	confidential
another	approach	is
another	concerns	the
another	in	seattle
another	in	which
another	is	the
another	is	the
another	limitation	of
another	look	at
another	pathway	and
another	perspective	on
another	related	consequence
another	set	of
another	shortcoming	of
another	third	subculture
another	way	in
another	way	what
answer	depends	of
answer	depends	on
answer	is	that
answer	the	tough
answer	with	confidence
answering	calls	for
answers	you	wish
anthony	a	and
anthony	a	braga
anthony	a	braga
anthony	a	braga
anthony	a	braga
anthony	a	braga
anthony	a	braga
anthony	a	braga
anthony	braga	police
anticipate	and	possibly
anticipate	and	reduce
anticipate	both	police
anticipate	in	the
anticipate	reforming	the
any	change	made
any	conclusion	about
any	constituency	feeling
any	features	of
any	greater	than
any	have	occurred
any	inequality	in
any	more	resistant
any	sort	story
any	tests	of
any	time	and
anyone	anywhere	on
anything	that	undermines
anything	the	pressure
anywhere	on	the
apace	as	we
appeal	the	evidence
appear	more	academic
appear	reluctant	to
appear	to	be
appear	to	be
appear	to	be
appear	to	be
appear	to	exhibit
appear	to	have
appear	to	have
appear	to	have
appear	to	improve
appear	to	provide
appear	to	rely
appeared	almost	as
appeared	in	recent
appeared	on	the
appeared	to	be
appears	especially	easy
appears	not	to
appears	not	to
appears	on	police
appears	that	increasing
appears	to	be
appears	to	be
appears	to	be
appears	to	have
appellate	court	cases
appellate	court	decisions
appellate	court	governance
appellate	courts	establish
appended	to	the
appetite	for	public
applicable	legal	standards
application	of	predictive
application	of	security
applications	of	scientific
applications	the	quantity
applications	to	allow
applied	broadly	throughout
applied	psychology	police
applied	to	police
applies	perhaps	smaller
apply	them	without
apply	those	standards
applying	incentives	and
applying	them	to
appointed	police	chiefs
appointive	nature	of
appointment	job	review
appraisal	in	local
appreciable	change	in
appreciate	the	implications
appreciate	the	requirements
appreciate	this	state
appreciating	how	the
appreciation	for	what
apprehension	of	the
approach	and	to
approach	at	the
approach	brodeur	bayley
approach	is	institutional
approach	may	also
approach	may	be
approach	may	be
approach	one	that
approach	presumably	does
approach	to	information
approach	to	police
approach	to	problem
approach	to	serving
approach	to	the
approach	to	the
approach	will	be
approaches	before	turning
approaches	for	accounting
approaches	to	crime
approaches	to	defining
approaches	to	patrol
approaches	to	surveillance
appropriate	and	a
appropriate	and	engineer
appropriate	time	to
approval	of	these
approval	score	on
approve	at	more
approving	the	police
approximately	federal	state
april	loader	ian
arbor	university	of
arbor	university	of
archives	and	historians
archon	accountable	autonomy
are	a	good
are	a	number
are	a	variety
are	abetted	by
are	able	to
are	accomplishing	their
are	acquired	by
are	actively	engaged
are	actually	dispersed
are	advanced	through
are	affected	such
are	afoot	in
are	all	related
are	already	early
are	already	experimenting
are	also	due
are	also	important
are	also	many
are	any	more
are	as	follows
are	assigned	skogan
are	at	least
are	at	least
are	attributable	to
are	available	one
are	based	largely
are	becoming	masters
are	becoming	more
are	being	developed
are	best	suited
are	better	equipped
are	better	than
are	big	reforms
are	blurred	or
are	briefly	summarized
are	building	applications
are	central	and
are	challenged	to
are	changing	but
are	changing	with
are	clear	limits
are	commanded	how
are	committed	to
are	committed	to
are	compared	to
are	compatible	with
are	concerned	about
are	considering	if
are	converted	into
are	coordinated	in
are	costly	one
are	customized	to
are	determined	by
are	devised	by
are	diluted	or
are	distinct	trends
are	distributed	mastrofski
are	distrusted	as
are	due	in
are	dynamic	and
are	each	of
are	encouraged	to
are	established	teodoro
are	expected	not
are	expected	to
are	expected	to
are	experiencing	alarming
are	exposed	to
are	few	and
are	fulfilling	them
are	general	measures
are	giving	them
are	grateful	to
are	growing	massively
are	hampered	by
are	high	integrity
are	highly	challenged
are	highly	conditioned
are	implemented	and
are	important	interaction
are	in	general
are	increasingly	permeable
are	independent	of
are	indicators	of
are	initially	conceptualized
are	insignificant	for
are	institutionalized	tend
are	intended	to
are	invested	in
are	investing	more
are	joined	such
are	launching	a
are	left	to
are	limited	in
are	limited	in
are	making	substantial
are	many	and
are	many	challenges
are	many	contemporary
are	measured	there
are	members	of
are	mixed	the
are	mobilized	how
are	mobilized	the
are	modest	making
are	more	innovative
are	more	interested
are	more	likely
are	motivated	instrumentally
are	necessarily	the
are	necessary	to
are	needed	to
are	neither	hierarchically
are	neither	visible
are	not	available
are	not	available
are	not	conclusively
are	not	convinced
are	not	displays
are	not	necessarily
are	not	obvious
are	not	otherwise
are	not	police
are	not	readily
are	not	seeing
are	not	self
are	not	so
are	not	thoroughly
are	not	yet
are	noteworthy	for
are	now	slowing
are	numerous	and
are	of	greatest
are	of	little
are	of	questionable
are	often	called
are	often	less
are	often	more
are	one	source
are	only	weakly
are	other	system
are	partisan	or
are	patterned	by
are	police	use
are	policed	and
are	possible	there
are	predicted	to
are	presumed	to
are	proportionate	to
are	quite	variable
are	reactive	and
are	reasons	to
are	regarded	as
are	relevant	only
are	relevant	or
are	reluctant	to
are	renowned	thieves
are	rich	research
are	shaped	by
are	shared	by
are	simply	too
are	small	and
are	some	aspects
are	some	similarities
are	state	and
are	still	fragile
are	still	well
are	strongly	inclined
are	structural	elements
are	structured	as
are	subject	to
are	substantial	targeted
are	targeted	for
are	targets	of
are	that	an
are	that	the
are	the	devices
are	the	explanations
are	the	grist
are	the	implications
are	the	japanese
are	the	product
are	the	progeny
are	the	roles
are	theories	that
are	therefore	reluctant
are	thought	to
are	thought	to
are	three	reasons
are	thus	undermining
are	to	be
are	trying	to
are	turning	to
are	typically	limited
are	ultimately	manifested
are	unable	to
are	unaware	of
are	useful	but
are	using	the
are	usually	based
are	very	much
are	viewed	as
are	virtually	discredited
are	ways	in
are	what	forms
are	willing	to
are	willing	to
are	working	to
are	worth	noting
are	yet	to
are	you	two
area	and	the
area	is	associated
area	maguire	p
area	of	study
area	parks	p
area	publius	meehan
area	surveillance	and
area	variation	ii
areas	american	political
areas	and	lower
areas	as	the
areas	failed	to
areas	finds	mixed
areas	in	community
areas	in	the
areas	of	police
areas	or	at
areas	over	long
areas	that	receive
areas	thus	creating
areas	to	create
arena	in	which
arguably	has	been
arguably	the	strategy
argue	are	needed
argue	that	merely
argue	that	the
argued	that	in
argued	that	its
argued	that	police
argued	that	police
argued	that	the
argued	that	the
argued	that	the
argued	that	these
argued	with	the
argues	against	the
argues	that	such
argues	that	such
argument	applies	perhaps
argument	that	an
arguments	and	conclusions
arguments	for	consolidation
arguments	pg	l
arise	about	the
arise	in	part
arises	among	police
arises	as	to
arises	from	a
arising	between	the
arising	private	corporations
arizona	and	nevada
arlington	county	va
armed	and	dangerous
armies	hospitals	churches
armies	schools	hospitals
around	the	law
around	the	nation
around	the	nation
around	the	nation
around	the	new
around	you	there
arrangement	in	health
arrangement	works	well
arrangements	in	large
arrangements	is	cooperative
arrangements	such	as
arrangements	with	other
array	of	other
array	of	political
array	of	structural
array	of	technologies
arrest	frequencies	one
arrest	mastrofski	p
arrest	rates	for
arrest	use	of
arrests	citations	calls
arrests	for	certain
arrests	hence	reducing
arrests	predicting	the
arrests	was	accomplished
article	by	ted
article	police	organization
article	policing	odds
articulated	the	view
articulators	of	this
artifacts	of	the
arts	mobility	transportation
as	a	basis
as	a	consequence
as	a	consequence
as	a	core
as	a	crime
as	a	determinant
as	a	distinct
as	a	distinctive
as	a	group
as	a	group
as	a	key
as	a	means
as	a	means
as	a	mere
as	a	model
as	a	more
as	a	partnership
as	a	pentecost
as	a	pentecost
as	a	poker
as	a	powerful
as	a	public
as	a	result
as	a	sort
as	a	system
as	a	system
as	a	way
as	a	way
as	a	way
as	a	way
as	adept	users
as	agencies	grow
as	algorithmic	methods
as	american	policing
as	an	area
as	an	entity
as	an	indicator
as	an	influence
as	an	innovation
as	an	occupation
as	an	occupation
as	an	organizational
as	armies	schools
as	arrest	use
as	best	as
as	bite	mark
as	bureaucratic	in
as	central	police
as	coercion	weapons
as	community	policing
as	community	policing
as	community	safety
as	compelling	for
as	compstat	roth
as	decentralization	complexity
as	different	the
as	directly	elected
as	dispersing	police
as	dna	analysis
as	dna	analysis
as	do	bureaucratic
as	drawing	from
as	early	as
as	early	as
as	efficiency	equity
as	enforcing	illegal
as	especially	intransigent
as	essential	to
as	evidence	in
as	few	as
as	fingerprint	analysis
as	follows	new
as	follows	section
as	generators	of
as	good	government
as	good	when
as	has	been
as	high	integrity
as	highly	fragmented
as	highly	resistant
as	highly	tangible
as	highly	variable
as	holding	supervisors
as	hot	spots
as	hot	spots
as	icons	of
as	in	france
as	in	new
as	in	the
as	increasing	the
as	ineffective	and
as	information	technology
as	information	work
as	information	workers
as	innovation	if
as	instruments	of
as	invalid	too
as	involving	private
as	is	often
as	isolated	defensive
as	it	completes
as	it	has
as	its	commitment
as	judged	by
as	largely	clueless
as	law	enforcement
as	lawyers	physicians
as	longitudinal	changes
as	major	percent
as	many	as
as	many	as
as	minor	mastrofski
as	mission	accomplishment
as	models	for
as	moderate	and
as	more	pervasive
as	much	a
as	much	alike
as	much	attention
as	much	funding
as	mutual	aid
as	nearly	all
as	north	america
as	of	the
as	one	can
as	one	complete
as	one	direction
as	one	in
as	one	review
as	ones	who
as	opposed	to
as	opposed	to
as	opposed	to
as	part	of
as	patrol	investigations
as	police	stop
as	political	penetration
as	possible	e
as	practices	in
as	professionals	and
as	prosecutors	defense
as	reasonable	and
as	reflected	in
as	safely	within
as	schools	armies
as	selection	training
as	significant	features
as	society	does
as	soon	as
as	spurious	the
as	staffing	levels
as	standard	patrol
as	students	of
as	studies	that
as	surveillance	and
as	systems	employed
as	that	of
as	the	backbone
as	the	commitment
as	the	community
as	the	demand
as	the	eight
as	the	extension
as	the	extent
as	the	mayor
as	the	merger
as	the	most
as	the	motivating
as	the	number
as	the	numbers
as	the	old
as	the	policies
as	the	principal
as	the	range
as	the	right
as	the	source
as	the	structure
as	the	united
as	the	use
as	their	highly
as	their	limited
as	their	priority
as	theoretical	insights
as	these	are
as	they	became
as	they	diffuse
as	thirteenth	century
as	this	trend
as	those	experienced
as	those	involved
as	those	parts
as	to	outcome
as	to	variations
as	to	what
as	to	whether
as	to	who
as	traditional	patrol
as	undermining	the
as	using	the
as	valuable	to
as	visible	as
as	we	move
as	we	write
as	well	as
as	well	as
as	well	as
as	well	as
as	well	as
as	well	as
as	well	as
as	well	as
as	well	as
as	well	bayley
as	well	between
as	well	such
as	well	the
as	were	community
as	whistle	blowing
as	women	and
as	workers	from
as	yet	unresolved
ascendancy	in	the
ascendant	or	declining
ascending	as	a
ascribed	to	police
aside	from	whatever
aside	what	we
ask	how	the
ask	their	parents
ask	what	works
asked	samples	of
asks	the	sorts
aspect	of	police
aspects	of	community
aspects	of	counterterrorist
aspects	of	culture
aspects	of	formalization
aspects	of	moral
aspects	of	police
aspects	of	police
aspects	of	police
aspects	of	police
aspects	of	police
aspects	of	police
aspects	of	policing
aspects	of	the
aspects	of	the
aspects	of	their
aspects	that	seem
assembly	analysis	and
assess	and	reward
assess	innovations	conducted
assess	police	service
assess	the	effects
assess	the	impact
assess	whether	the
assessed	these	meetings
assesses	police	tactics
assesses	the	consequences
assessing	police	behavior
assessing	the	impact
assessing	the	implications
assessing	the	practices
assessment	of	public
assessment	of	the
assessment	of	the
assessments	of	how
assessments	of	police
assessments	of	police
assigned	area	maguire
assigned	counterterrorism	to
assigned	skogan	and
assigned	to	administrative
assigned	to	beat
assigned	to	counterterrorism
assigned	to	crime
assigned	to	police
assigned	to	respond
assigned	to	the
assigning	personnel	to
assignment	patterns	on
assignments	and	efforts
assignments	and	the
assignments	but	the
assignments	have	made
assignments	maintaining	high
assignments	of	officers
assist	them	in
assistance	for	the
assistance	force	deaths
assistance	fusion	center
assistance	of	documents
assistance	rendered	to
assistant	professor	both
associated	with	a
associated	with	a
associated	with	an
associated	with	being
associated	with	control
associated	with	greater
associated	with	lower
associated	with	the
associates	major	chiefs
associates	major	cities
association	and	major
association	and	major
association	community	policing
association	controlling	street
association	gallagher	catherine
association	http	www
association	http	www
association	in	the
association	is	not
association	of	chiefs
association	of	chiefs
association	of	chiefs
association	of	chiefs
association	with	high
associations	although	there
associations	and	how
associations	and	this
associations	e	g
associations	have	argued
associations	have	prospered
associations	in	contrast
associations	influence	standards
associations	place	their
associations	play	no
associations	remains	underexplored
associations	remains	underexplored
associations	that	create
associations	that	frequently
associations	wishing	to
assume	several	meanings
assumed	by	the
assuming	that	officers
assurance	of	public
assurance	of	the
asymmetry	in	the
asymmetry	of	consequences
at	a	given
at	a	glacial
at	a	slow
at	all	clear
at	all	clear
at	all	is
at	all	levels
at	all	three
at	any	time
at	best	a
at	best	some
at	certain	times
at	chicago	rosenbaum
at	george	mason
at	hand	and
at	hand	hot
at	headquarters	such
at	its	powerful
at	large	elections
at	least	a
at	least	as
at	least	as
at	least	at
at	least	for
at	least	gather
at	least	in
at	least	in
at	least	may
at	least	not
at	least	one
at	least	some
at	least	those
at	least	to
at	least	two
at	least	two
at	least	with
at	least	years
at	monthly	neighborhood
at	more	or
at	more	than
at	much	higher
at	officers	orientations
at	once	overwhelming
at	one	extreme
at	remote	locations
at	remote	sites
at	risk	and
at	risk	for
at	risk	what
at	the	above
at	the	annual
at	the	annual
at	the	center
at	the	end
at	the	end
at	the	end
at	the	intersection
at	the	local
at	the	metropolitan
at	the	national
at	the	national
at	the	organization
at	the	other
at	the	periphery
at	the	periphery
at	the	th
at	the	top
at	the	very
at	their	beck
at	universities	and
at	varieties	of
at	various	points
at	work	over
at	work	reiss
atmosphere	that	propels
attached	to	legalistic
attached	to	local
attacks	and	to
attacks	as	north
attacks	experienced	more
attacks	following	davis
attacks	holden	et
attacks	local	american
attacks	local	police
attacks	of	september
attacks	on	new
attacks	on	u
attacks	such	as
attainment	dill	quoted
attempt	to	correct
attempt	to	establish
attempt	to	reduce
attempt	to	reduce
attempt	to	understand
attempted	to	compare
attempted	to	stabilize
attempted	to	track
attempting	to	break
attempting	to	close
attempting	to	establish
attempting	to	learn
attempts	to	change
attempts	to	estimate
attempts	to	evaluate
attempts	to	manipulate
attempts	to	purchase
attend	closely	to
attend	to	a
attend	to	consequences
attend	to	incremental
attend	to	these
attendance	at	monthly
attendance	rates	skogan
attending	community	group
attention	bayley	and
attention	disproportionate	to
attention	in	both
attention	is	paid
attention	on	the
attention	to	using
attention	to	variations
attenuation	of	a
