of 1 of 1
cases the 17 1
cases we 2 1
catch someone 2 1
catching criminals 1 1
causal inference 2 1
cause for 5 2
cause of 3 1
cause the 2 1
caused by 4 1
causes for 1 1
census of 2 4
center for 9 2
center of 3 3
central coast 1 2
central part 1 1
centrality of 1 1
century in 3 1
century the 3 2
century was 1 2
certain areas 19 1
certain aspects 1 2
certain features 3 1
certain groups 1 1
certain offenses 2 1
certain outcome 1 1
certain police 4 1
certain times 1 1
certain type 1 2
certain types 6 1
challenge of 1 3
challenge the 3 1
challenges and 4 2
challenges are 1 1
challenges in 3 1
challenges of 6 5
change a 2 2
change and 3 2
change as 5 1
change but 1 2
change in 16 18
change is 6 2
change processes 1 1
change that 1 4
change the 12 3
change their 5 1
changed is 1 1
changes and 2 1
changes are 2 3
changes as 1 2
changes in 16 17
changes that 1 6
changes the 16 1
changes to 8 2
changes with 2 1
changing the 6 7
character and 1 1
character of 10 2
characteristics for 1 1
characterization of 3 2
characterize the 8 1
characterized as 5 2
characterized the 5 1
charge of 13 1
charles e 2 1
chicago and 12 1
chicago crime 1 1
chicago police 9 2
chicago press 9 9
chicago s 2 4
chicago university 9 9
chief executive 8 1
chief in 2 2
chief kevin 1 2
chief of 22 3
chief s 1 2
chiefs and 2 1
chiefs association 1 2
chiefs of 2 4
chiefs that 1 1
chiefs to 1 1
choices about 2 1
circuit television 1 1
circumstances are 4 1
circumstances in 2 1
circumstances under 1 1
cities are 7 2
cities on 1 1
cities public 1 1
cities to 1 1
citizen complaints 1 1
citizen perceptions 1 1
citizen reporting 1 1
citizen satisfaction 1 2
citizens in 3 1
citizens requests 1 3
city and 11 2
city but 5 1
city is 5 1
city it 2 1
city manager 3 1
city on 2 1
city or 4 2
city police 19 6
city preventive 3 1
city s 35 9
city wide 1 1
city will 1 2
civil rights 9 3
claim that 7 1
claim to 1 2
claimed to 1 1
claims that 5 1
clara university 11 22
clear and 1 1
clear how 2 1
clear that 8 3
clearance rates 2 1
clearly the 1 1
close the 1 1
close to 6 1
closed circuit 9 2
closely at 1 1
closely with 12 2
clothing and 3 1
cluster of 2 2
clusters of 4 1
code qc 3 4
collaborate in 1 1
collaborate with 5 1
collaborating with 1 1
collaboration and 2 2
colleagues in 3 1
colleagues used 1 1
collected by 3 1
collection of 18 1
colleen mccue 4 1
com article 12 1
com distributed 10 2
com global 1 1
com load 2 3
com meta 1 1
com section 2 3
combat crime 1 4
combination of 13 1
come from 10 1
come with 4 1
comes from 9 4
coming to 3 1
command and 1 7
command structure 5 1
commander of 3 1
comments on 4 1
commission on 27 2
commissioner of 5 1
commissioner william 5 1
commit a 6 1
commitment of 3 1
commitment to 13 10
committed by 8 1
committed in 3 2
committed to 6 4
common and 1 1
common method 1 2
common police 1 2
common sense 5 2
communication of 2 1
communities and 6 4
communities are 2 2
communities safe 1 1
communities they 1 3
communities thus 1 1
communities to 3 1
community and 15 8
community as 4 2
community based 3 1
community but 1 1
community concerns 1 1
community control 1 1
community for 2 1
community from 1 1
community group 1 1
community groups 2 7
community in 3 1
community justice 7 1
community members 5 1
community organizations 4 2
community oriented 4 7
community partnerships 1 3
community policing 71 88
community relations 1 1
community relationships 2 1
community s 4 1
community safety 1 1
community that 4 2
community the 2 1
community they 2 1
community to 2 1
companies in 2 1
company called 2 1
company of 2 1
comparative sociology 1 1
compare the 3 1
compared to 30 3
compared with 6 4
compares the 1 1
comparing it 1 1
comparing police 2 1
comparing the 2 3
comparison to 4 2
comparisons of 2 2
complaints against 5 1
complaints and 3 4
complaints police 1 1
complex and 1 1
complex role 1 1
complexity of 3 6
compliance with 14 3
complicated and 1 1
component of 6 1
composition of 3 1
compstat a 3 1
compstat and 2 7
compstat s 1 1
compstat system 1 2
computer analysis 4 2
computer files 1 1
computer in 1 4
computer internet 2 1
computer program 8 8
computer programs 2 7
computer science 5 1
computer screens 1 1
computer that 3 1
computerized crime 3 2
computerized data 1 1
computerized systems 1 1
computers in 1 1
computers to 4 1
concentrate on 1 2
concentrated in 4 2
concentration on 1 1
concept of 17 1
concern about 1 1
concern for 7 2
concern that 5 1
concerned about 14 1
concerned that 5 1
concerned with 4 1
concerns and 3 1
concerns of 5 1
concerns over 2 1
concerns the 5 1
concerns were 1 1
conclude that 5 1
conclude with 1 1
concluded that 5 5
conclusion i 1 1
conclusion we 2 1
conclusions about 2 2
conclusions are 1 1
conclusions on 1 1
conditions and 3 1
conditions the 1 1
conducive to 2 1
conduct a 15 1
conduct crime 1 1
conduct in 7 1
conducted a 4 1
conducted in 4 1
conducted on 2 1
conducting a 4 1
confidence in 10 4
confirm the 1 1
conflict in 1 1
confluence of 3 1
conform to 3 2
conforms to 1 1
connected to 5 1
consequence of 3 4
consequence the 2 1
consequences are 1 2
consequences for 6 5
consequences of 13 9
consequences the 1 1
consider a 5 1
consider is 1 1
consider the 9 3
considerable public 1 1
considerable variation 1 5
considering a 2 1
considering how 1 1
considering the 8 1
consistent finding 1 1
consistent with 17 2
consists of 3 1
consolidation of 1 2
constitute a 14 1
contact mike 2 2
contact with 21 1
contacts and 1 1
contacts with 1 1
contemporary police 1 4
contemporary problems 1 2
context in 5 2
context of 16 2
context that 1 2
contingent on 1 1
continue in 2 2
continue to 28 4
continued to 8 1
continuing to 5 2
contours of 2 2
contra costa 17 4
contrary to 6 1
contrast to 7 2
contribute to 9 1
control and 10 3
control for 1 3
control in 6 6
control new 1 1
control of 13 1
control the 9 2
control to 1 2
controlling police 1 2
conventional social 2 1
convinced that 1 1
cooperation of 2 1
cooperation with 4 1
coordination of 1 2
cop reversed 2 1
cops and 1 2
cops at 1 2
copyright c 9 3
copyright contra 3 2
copyright medianews 15 1
copyright san 3 3
copyright santa 3 4
copyright the 7 2
core functions 11 1
core of 4 1
core police 1 2
corporations and 1 1
correlation between 5 2
correlations between 2 1
corruption berkeley 1 1
cost efficient 2 1
cost of 28 1
costa newspapers 3 2
costa times 5 2
costly and 1 1
costs for 3 1
could alter 1 1
could be 88 6
could change 2 1
could enable 1 1
could fundamentally 1 1
could help 7 4
could include 2 1
could predict 2 4
could put 1 1
council and 6 1
council committee 1 1
count of 2 2
counted as 1 1
counter to 1 1
counterterrorism efforts 1 1
country as 2 1
counts of 2 2
county sheriff 31 4
couple of 6 3
coupled with 5 2
course of 15 11
course the 1 1
course this 1 1
court and 26 2
court cases 2 1
court processes 1 2
court system 5 1
court to 11 1
courts act 1 1
courts and 61 1
courts at 2 1
courts b 3 1
courts influence 1 1
courts on 2 1
covered by 1 1
covert surveillance 3 1
craig d 2 3
create a 21 2
create better 1 2
create the 4 1
created a 17 2
created to 1 1
creating a 14 2
creation of 9 5
creatures of 4 1
crime a 10 1
crime an 2 1
crime analysis 17 9
crime analyst 11 14
crime analysts 50 2
crime and 110 30
crime areas 32 2
crime at 8 2
crime burglary 1 2
crime but 22 3
crime by 16 1
crime byline 7 3
crime center 2 2
crime communities 1 1
crime control 17 9
crime data 57 19
crime disorder 1 5
crime drop 3 2
crime during 1 1
crime epidemic 2 1
crime fighter 2 1
crime fighters 2 2
crime fighting 27 10
crime for 5 1
crime forecasts 2 2
crime has 7 1
crime hot 29 2
crime i 1 1
crime in 72 15
crime information 3 1
crime is 51 10
crime its 1 1
crime journal 1 1
crime just 8 1
crime kelling 1 1
crime labs 2 1
crime mapping 31 3
crime maps 2 2
crime may 2 1
crime mohler 3 6
crime news 1 2
crime occurrences 1 1
crime officers 1 1
crime patterns 29 2
crime police 3 1
crime prediction 21 1
crime predictions 1 4
crime prevention 28 9
crime problem 7 1
crime rates 42 5
crime reports 9 5
crime s 2 1
crime said 1 1
crime statistics 22 4
crime than 2 2
crime the 36 5
crime there 1 1
crime to 15 2
crime trend 1 1
crime trends 9 3
crime types 6 2
crime was 12 2
crime what 3 1
crime with 7 4
crime you 1 1
crimes and 28 3
crimes are 39 4
crimes by 5 2
crimes have 4 1
crimes in 19 1
crimes including 2 4
crimes it 1 1
crimes like 4 4
crimes occur 5 2
crimes such 12 2
crimes the 10 3
crimes to 7 6
crimes were 5 3
criminal activity 105 1
criminal behavior 16 1
criminal cases 15 1
criminal courts 219 2
criminal histories 2 1
criminal investigation 3 1
criminal investigations 7 3
criminal justice 168 15
criminal law 251 4
criminal offending 7 1
criminal procedure 6 2
criminal process 6 1
criminals are 1 1
criminals as 2 4
criminologists and 2 1
criminology and 8 2
criminology law 1 1
crisis in 1 1
crisis n 1 1
crisis or 1 1
criteria used 2 1
critical events 6 1
critical review 1 1
criticism for 1 1
cross national 1 7
cross sectional 1 5
cruz calif 3 1
cruz california 10 2
cruz experiment 1 2
cruz has 2 2
cruz is 5 2
cruz police 26 41
cruz predictive 2 2
cruz s 5 2
cruz santa 1 4
cruz sentinel 17 20
cruz the 5 4
ct yale 1 1
cultural shift 1 3
culture and 5 6
culture has 1 6
culture of 6 15
culture that 1 2
cultures of 1 3
currently in 11 1
cutting edge 2 2
cynthia lum 2 2
d and 2 6
d in 1 1
d mastrofski 2 13
d organizations 1 1
d the 2 1
d uchida 2 2
daily and 2 1
daily as 1 2
daily bulletin 2 1
daily news 8 1
dale k 1 1
danger and 1 2
danger that 1 1
dangerous knowledge 1 1
data about 9 1
data analysis 10 1
data and 42 3
data are 10 1
data based 1 1
data can 7 1
data could 4 4
data for 19 2
data from 15 12
data gathered 1 1
data he 4 2
data in 19 1
data is 38 4
data it 1 1
data mining 18 1
data now 1 2
data of 5 1
data on 18 3
data points 13 4
data provided 1 2
data reports 1 1
data sets 4 4
data sharing 1 1
data systems 1 1
data that 18 2
data the 17 2
data they 9 1
data this 1 4
data to 53 5
data where 1 1
databases of 1 1
date and 11 4
date august 7 4
date december 8 1
date february 1 1
date january 6 5
date july 5 1
date september 3 1
david a 10 1
david alan 2 1
david and 2 4
david h 3 6
david j 1 3
david m 5 1
david n 1 3
david stephen 1 1
david weisburd 5 18
davis et 1 1
day at 2 2
day in 5 1
day period 1 1
day that 3 2
day the 9 4
day they 1 1
days after 3 4
days of 11 3
days or 1 1
dc bureau 1 3
dc national 5 14
dc police 8 12
deadly force 1 2
deal of 18 2
deal to 1 1
deal with 22 5
dealing with 15 5
dealt with 5 1
dearth of 3 1
decade of 1 2
decade old 1 1
decade the 2 1
decades ago 5 1
decades and 3 2
decades of 9 2
decades while 1 1
december http 1 2
december language 8 1
decide how 1 4
decided to 7 3
decision is 1 1
decision makers 5 1
decision making 86 8
decision on 3 1
decision to 15 1
decisions are 3 1
decisions in 1 2
decisions that 7 1
decline from 1 1
decline in 9 2
declines in 1 1
declining crime 2 1
decrease in 5 3
defendant s 18 1
defense attorneys 6 1
define the 4 1
defined as 6 1
defined by 6 1
degree in 12 1
degree of 22 15
delivery of 4 3
demand and 2 1
demand for 8 1
demands for 6 1
demands of 2 1
democracy and 2 1
democratic policing 5 2
demographic and 1 1
demographics of 2 1
demonstrated the 2 1
denise gottfredson 1 1
dennis c 1 1
dennis p 1 2
department about 2 2
department are 1 1
department became 1 2
department for 18 2
department has 24 2
department in 16 4
department of 34 9
department s 55 19
department said 2 4
department the 7 1
department this 3 1
department to 18 3
department we 12 2
department which 5 2
department will 3 3
departments and 13 3
departments are 7 4
departments around 3 3
departments can 2 4
departments from 2 2
departments had 1 2
departments have 17 5
departments in 7 5
departments law 2 1
departments may 3 3
departments of 2 2
departments on 1 1
departments seeking 1 1
departments serving 11 2
departments should 1 1
departments that 11 6
departments throughout 1 1
departments to 11 1
departments washington 1 1
departments were 1 2
departments with 1 6
departure from 2 1
dependent on 3 1
depending on 13 2
depends on 19 2
depiction of 1 1
deploy our 1 2
deputy chief 7 3
derive from 1 3
derived from 6 1
derives from 5 1
described above 3 1
design and 2 1
design for 2 1
designed and 3 1
designed for 3 2
designed to 12 11
desirability of 1 1
desire for 1 3
desire to 7 4
desired outcome 1 1
desk pg 1 1
despite its 3 1
despite the 11 6
detail about 2 2
detecting patterns 1 2
deter crime 4 2
deter or 2 1
deter them 2 1
determinant of 2 1
determinants of 1 1
determination of 5 1
determine how 1 1
determine where 7 2
determined by 5 1
determined that 1 2
determining how 2 1
deterrent effect 3 2
develop a 11 1
develop and 3 3
develop the 5 1
developed a 8 1
developed and 4 2
developed by 21 2
developed in 6 1
developed over 1 1
developed that 1 1
developed the 2 2
developed to 1 1
developing a 3 3
developing and 1 1
developing the 1 1
development and 1 2
development of 12 2
developments are 1 1
developments in 5 1
developments of 1 1
deviate from 2 1
devices and 4 1
devices in 4 2
devoted to 5 1
did find 1 1
did not 66 2
dieckman and 1 1
difference between 9 2
difference in 4 2
differences across 2 1
differences between 3 2
differences in 5 2
different approach 2 1
different cultural 1 1
different from 6 1
different levels 2 3
different the 2 1
different ways 1 2
differs from 2 1
difficult for 4 1
difficult to 20 12
difficulty of 3 1
diffusion of 2 4
dimensions of 3 3
directed by 2 1
directed to 4 2
direction and 1 1
direction or 1 1
director of 22 2
disadvantage in 1 1
discipline and 2 1
discretion an 1 1
discretion and 3 1
discretion scientific 1 1
discretion to 7 2
discretionary decisions 1 1
discussed the 5 2
discussion of 11 2
disorder and 10 6
disorder than 1 1
disproportionate to 2 1
dissatisfaction with 2 1
dissemination of 3 1
dissertation university 1 1
distinct from 11 1
distinction of 1 1
distinguish the 1 2
distinguishing feature 1 1
distinguishing the 1 1
distributed by 20 9
distribution of 9 2
district and 1 1
diversity in 1 2
diversity of 1 2
division of 2 2
division which 2 2
dna analysis 4 2
dna collection 7 1
dna databases 13 1
do a 9 2
do about 2 1
do and 2 3
do for 4 1
do in 12 1
do is 6 2
do it 4 2
do more 9 1
do not 69 8
do officers 1 1
do policing 1 1
do so 25 6
do their 2 1
do these 1 1
do this 4 1
do to 5 3
do you 9 2
doctrine of 2 1
documentation of 1 1
documents contra 3 2
documents copyright 9 1
documents inland 2 1
documents san 6 3
documents santa 3 4
documents the 11 3
does not 109 9
does the 11 1
doesn t 35 11
doing a 2 1
doing it 2 4
doing so 9 1
doing the 1 9
domestic violence 238 1
dominate the 2 1
don t 81 11
done a 2 1
done and 5 2
done but 1 1
done it 1 1
done so 4 1
done to 1 2
doris mackenzie 1 1
dots on 3 1
doubt that 6 1
down from 4 1
down on 10 1
down percent 2 2
down the 8 1
downtown parking 1 2
dr george 2 1
dramatic changes 1 1
drawing on 1 4
drawn from 6 2
driven in 1 1
driving force 3 1
drop in 26 5
drugs but 1 2
drunk driving 3 1
duane dieckman 1 1
due process 23 2
due to 42 6
during a 15 1
during the 47 10
during times 1 2
duties and 1 1
dynamic and 1 1
dynamics of 2 2
e and 1 1
e brown 2 1
e eck 4 1
e g 237 17
e hamilton 1 1
each crime 4 1
each day 10 2
each model 2 1
each of 15 4
each other 8 3
each shift 3 5
each year 5 1
earlier draft 1 1
earlier this 1 2
early adopters 5 1
early and 1 1
early as 1 2
early in 2 2
early s 9 3
early twenty 4 1
earthquake in 1 2
earthquake prediction 2 6
earthquakes and 3 2
easier for 1 1
easy to 7 4
eck john 1 2
eck peter 1 1
ecology of 2 1
economic and 4 2
economic downturn 7 1
economic interests 1 1
economic times 6 1
economy and 1 1
economy the 1 1
edited by 17 58
edition final 2 1
edition the 2 1
eds fairness 1 1
education and 5 3
edward j 1 2
edwin e 1 1
effect a 1 1
effect of 24 1
effect on 16 2
effective for 1 1
effective in 11 4
effective interventions 2 1
effective way 2 2
effectiveness and 4 1
effectiveness but 1 2
effectiveness in 4 1
effectiveness of 14 3
effects of 33 28
effects on 7 1
effects the 1 2
efficiency and 1 2
efficient and 2 1
efficient to 1 1
efficiently and 2 1
effort by 1 1
effort it 1 1
effort to 22 1
efforts and 3 2
efforts in 1 1
efforts that 1 1
efforts to 9 13
egon bittner 2 1
eight years 4 6
either a 2 1
elected officials 7 3
element in 2 3
elements of 7 5
elements that 1 2
eliminates the 1 2
elizabeth and 1 1
emanating from 1 1
embedded in 2 3
embrace the 1 1
emerged from 1 1
emerged in 2 1
emerged that 1 1
emergence of 6 6
emphasis is 1 1
emphasis on 10 1
emphasized in 2 1
empirical analysis 3 1
empirical examination 1 2
empirical research 5 4
empirical tests 1 1
empirical work 1 1
empirically and 1 1
employ the 2 2
employed by 1 1
employed in 1 3
employment and 11 2
employment in 1 1
employment of 2 1
enabled by 7 1
enables the 5 1
enabling officers 1 1
encounters with 2 2
encourage and 2 1
encourage the 1 1
encouraged to 2 1
encouraging results 1 1
encyclopedia of 1 5
end he 1 3
end in 3 1
end of 16 6
end up 4 2
enforcement activities 1 1
enforcement agencies 25 12
enforcement agency 41 2
enforcement agents 2 1
enforcement and 20 8
enforcement management 1 1
enforcement officials 2 1
enforcement system 1 1
enforcement that 1 1
enforcement to 6 1
engage in 18 9
engage the 5 1
engaged in 13 4
engagement of 1 1
engaging in 4 3
engaging the 1 1
english acc 10 4
english graphic 13 7
english publication 34 4
enough police 1 1
enough to 34 5
ensuring that 4 2
entire city 6 1
entirely different 1 1
environment as 1 1
environment in 1 1
environment of 1 1
environment that 2 3
environment the 1 1
envisions a 1 3
epidemic new 1 1
equipped to 1 1
era of 11 1
erica goode 5 2
erosion of 3 1
error and 1 1
especially for 4 1
especially if 2 2
especially important 5 2
especially in 5 5
especially the 1 4
especially those 1 3
especially visible 1 1
especially when 3 2
essay focuses 1 1
essay has 1 1
essential for 2 1
essential to 1 1
establish a 7 1
establish the 6 1
establishing the 1 1
estimate of 1 1
estimate that 1 1
estimate the 1 1
et al 196 27
etc the 1 1
ethnic minorities 2 1
ethnographic work 1 1
evaluate the 10 3
evaluating the 2 1
evaluation and 1 1
evaluation of 9 4
evaluation program 1 1
evaluations of 4 3
even a 11 1
even basic 1 1
even bigger 1 1
even if 46 2
even in 24 2
even less 2 4
even more 14 5
even the 10 4
even those 3 2
even though 25 1
even when 14 6
events administrative 1 1
events and 4 3
events that 2 2
ever be 2 2
ever before 3 1
every day 7 3
evidence available 2 4
evidence based 130 2
evidence but 1 1
evidence has 4 1
evidence in 30 2
evidence is 35 1
evidence of 25 6
evidence on 22 4
evidence showing 2 1
evidence shows 2 1
evidence suggests 2 2
evidence that 45 7
evidence to 16 4
evidence was 2 1
evolution of 5 1
examination journal 1 1
examination of 7 1
examine whether 1 1
examined this 1 1
examines the 7 1
example a 8 1
example created 1 2
example in 17 1
example of 27 1
example the 17 7
except for 1 1
except in 2 1
exception is 1 1
exclusionary rule 2 1
exclusively on 5 1
execution of 2 1
executive and 1 1
executive director 13 1
executive district 1 1
executive research 11 9
exist between 1 1
exist that 2 1
expand the 5 2
expanded its 1 1
expanded the 2 1
expanding the 4 1
expansion of 5 1
expect that 2 4
expect to 6 2
expectations and 1 2
expectations of 11 3
expected and 3 1
expected of 1 1
expected to 6 5
experience a 2 1
experience and 5 1
experience is 1 1
experience of 2 3
experience with 8 4
experienced by 1 1
experienced in 13 1
experiences of 1 2
experiences with 2 1
experiencing a 1 1
experiment a 3 1
experiment washington 1 1
experiment with 3 1
experimenting with 4 3
experiments in 5 1
expert at 1 1
experts in 2 1
explained by 2 1
explaining the 8 2
explanations for 1 1
explicit in 1 1
explore how 1 1
explore the 3 1
explored the 1 1
exploring the 4 1
explosion of 2 1
exposed to 2 1
expressed a 1 1
expressed concern 1 1
extension of 1 1
extent it 1 1
extent that 7 6
extent the 1 2
extent to 6 14
external pressure 1 2
extra checks 1 4
extremely difficult 2 1
eye on 1 1
face com 1 1
face is 3 1
face of 7 4
face to 2 3
faced with 3 3
facial recognition 25 1
facilitate more 1 1
facilitate the 1 1
facilitated by 1 1
facilitates the 1 1
facing a 1 3
fact be 1 1
factor of 3 1
factors associated 2 1
factors that 13 1
fail to 15 4
failed to 12 2
failing to 4 4
failure to 13 2
fair and 4 2
fair to 1 1
fairness and 5 3
fall in 2 4
familiar with 3 3
familiarity with 3 2
family of 1 1
far fetched 1 1
far from 5 2
far greater 7 1
far more 22 3
far the 10 2
far this 1 1
farrar straus 1 1
father s 2 1
fear and 2 1
fear of 13 5
feature of 8 3
features are 2 2
features in 3 2
features of 9 14
february language 1 1
fed into 6 4
federal agencies 6 6
federal and 4 1
federal funding 4 1
federal government 13 6
federal jurisdictions 2 1
federal law 6 3
feedback on 1 1
feet by 2 2
fell in 1 1
felt that 2 2
fetched as 1 1
few blocks 1 1
few days 2 1
few exceptions 1 1
few minutes 2 1
few or 1 1
few people 1 1
few studies 1 2
few weeks 2 2
few years 13 5
fewer resources 2 1
fewer than 3 3
field to 3 1
fight crime 4 3
fighting crime 4 3
figure out 8 1
filed a 3 1
final report 2 1
finally it 2 1
finally the 7 1
finally there 1 2
finally we 1 1
financial support 8 2
find a 7 2
find that 6 4
find themselves 5 1
find ways 2 2
finding that 21 1
findings from 3 1
findings of 3 1
findings suggest 1 1
firms and 2 1
firms to 2 1
first century 11 13
first few 1 2
first five 2 3
first half 1 3
first he 1 2
first in 4 10
first is 1 1
first it 3 3
first line 2 2
first place 6 4
first six 7 3
first the 7 2
first there 1 1
first to 2 1
first year 5 2
fits all 2 1
five months 2 3
focus more 1 1
focus on 37 9
focused on 16 6
focused police 2 1
focuses on 18 3
focusing on 8 1
follow him 2 2
follow suit 3 1
follow the 8 2
follow up 8 1
following an 3 3
following legal 8 1
following section 1 1
following the 11 3
follows the 1 1
foot patrol 15 1
foothill patrol 2 2
footnotes n 23 1
for a 152 12
for all 15 3
for and 6 5
for anyone 1 1
for at 4 1
for being 7 2
for by 1 2
for car 5 2
for certain 8 2
for change 2 5
for community 4 2
for consideration 3 1
for continuing 2 1
for crime 26 2
for dealing 1 1
for decades 7 3
for determining 5 1
for effective 6 1
for everyone 1 3
for example 136 32
for future 6 4
for gathering 1 1
for granted 7 1
for having 2 2
for helping 2 2
for him 3 2
for his 9 3
for how 3 1
for identifying 3 1
for in 4 1
for incarceration 3 1
for information 10 2
for instance 33 4
for it 3 1
for its 16 5
for justice 5 1
for large 1 1
for local 4 5
for longer 1 1
for major 2 1
for making 6 1
for many 13 2
for more 11 3
for most 8 2
for now 3 2
for officers 1 2
for one 7 1
for only 1 1
for or 2 1
for other 14 2
for others 3 1
for our 5 2
for outcomes 2 1
for patrol 2 1
for people 8 1
for police 47 16
for policing 8 4
for predicting 9 2
for predictive 17 1
for prevention 1 1
for private 1 1
for profit 2 1
for property 7 2
for providing 2 1
for public 8 1
for reform 3 1
for related 8 1
for research 4 4
for researchers 1 1
for service 18 15
for small 1 1
for strategic 1 1
for students 1 1
for such 6 4
for that 13 1
for the 289 52
for their 30 5
for them 4 4
for these 9 1
for this 21 4
for those 15 1
for truly 1 1
for understanding 1 1
for use 5 2
for using 3 1
for various 15 1
for ways 2 2
for what 12 1
for women 1 1
for years 12 4
force and 2 1
force behind 2 2
force in 4 2
force journal 1 1
force to 4 1
forced to 5 1
forces by 1 1
forces have 2 1
forces in 1 1
forces of 1 1
forces that 2 3
forecast might 2 1
forecasts the 2 2
forensic science 2 1
form and 2 1
form for 1 1
form of 33 4
formal and 1 1
former chief 11 1
forms and 1 1
forms of 17 4
forum president 1 1
forward looking 1 1
fostered a 1 1
found a 8 3
found an 2 1
found on 3 1
found police 1 1
found substantial 1 1
found that 43 19
found the 7 1
found to 7 2
foundation conducted 2 1
foundation weisburd 1 1
four days 1 8
four decades 6 1
four of 2 1
fourth amendment 307 2
fragmentation in 1 1
frameworks for 1 1
free press 5 2
free society 1 1
freedom from 7 1
frequency of 6 2
friend a 4 4
friend said 11 27
from a 78 14
from all 4 2
from and 2 1
from any 6 1
from as 2 1
from california 1 1
from chicago 2 1
from committing 2 1
from crime 8 1
from different 2 1
from earthquakes 2 2
from his 7 1
from its 8 2
from law 1 2
from less 1 2
from los 1 1
from one 8 2
from other 7 6
from percent 4 1
from political 1 1
from records 1 1
from santa 4 1
from several 3 1
from such 2 1
from technology 1 1
from that 6 2
from the 238 45
from their 7 2
from these 5 2
from this 12 1
from those 12 6
from to 12 6
from two 3 2
from which 5 1
from within 1 2
front lines 1 1
fueled by 1 1
full report 1 1
full time 2 4
function of 11 1
functions of 1 2
funding and 12 1
funding for 6 1
funding sources 1 1
funding to 4 1
further the 2 2
fusion centers 1 2
future a 1 1
future behavior 6 1
future crime 25 2
future crimes 12 6
future in 3 2
future of 18 3
future prospects 1 1
future risk 1 1
fyfe james 1 1
fyfe sherman 2 1
g a 1 1
g skogan 1 3
g the 2 2
gained from 1 1
game and 2 1
game the 2 1
gap between 2 1
gaps in 1 1
garage is 1 1
garner decision 3 1
gathering and 1 7
gathering other 2 1
gauge the 2 1
gave the 1 1
general deterrence 2 1
general public 9 2
general to 1 1
generalize from 1 1
generally and 4 1
generally has 1 1
generates projections 3 2
generation or 2 1
generations of 1 1
generators of 1 1
genesis of 1 1
geography and 2 1
george l 9 4
george mason 7 2
george mohler 16 11
george tita 2 1
george w 1 1
get it 1 1
get them 3 3
gets a 2 1
give them 2 1
given a 3 5
given by 2 2
given for 1 1
given the 23 8
given time 6 2
gives the 3 1
giving officers 1 1
global positioning 2 1
go to 18 4
go well 1 1
goal is 6 4
goals for 1 1
goals n 1 1
going into 2 1
going on 7 5
going to 61 8
goldstein herman 1 1
good example 2 1
good faith 6 1
good police 3 1
good reason 1 1
google is 3 2
gottfredson doris 1 1
gov pdffiles 8 1
governance and 1 1
governance in 1 3
government a 1 1
government agencies 5 1
government and 4 3
government at 1 1
government but 3 1
government in 4 1
government printing 1 1
government s 39 2
government that 1 1
government to 17 5
governments a 1 1
governments in 4 1
governments to 3 1
governmentspolice power 2 1
gps units 1 1
grants pdf 2 1
graphic photo 3 1
great deal 19 4
greater number 1 1
greater police 3 1
greater than 3 1
greenspan and 1 1
grew up 1 1
group and 3 1
group inc 29 1
group of 13 3
group s 2 1
group that 3 2
groups a 1 1
groups and 4 2
groups of 3 3
groups that 2 3
groups to 4 1
grow as 1 1
growing consensus 1 1
growing influence 1 1
growing reliance 1 1
growing role 1 2
growth and 1 1
growth in 4 3
growth of 9 5
guide the 4 2
gun use 2 1
habit of 1 1
had a 31 2
had become 8 2
had been 42 5
had begun 2 1
had made 2 1
had not 7 3
had taken 1 1
had the 10 1
half of 34 6
hall meetings 1 1
hallmark of 3 1
hand and 3 1
hand for 1 1
hand in 1 2
handbook of 3 2
handful of 6 1
happen in 3 4
happened in 4 1
happens when 2 4
hard to 9 1
hardware and 1 1
harm in 1 1
harvard university 4 3
has a 45 4
has already 8 2
has argued 3 2
has become 15 2
has been 161 34
has changed 3 2
has characterized 2 1
has continued 2 2
has done 6 3
has found 2 4
has had 7 1
has helped 7 2
has introduced 2 1
has just 4 2
has led 9 3
has long 4 1
has made 8 1
has not 11 10
has now 3 1
has repeatedly 2 1
has resulted 2 1
has seen 5 2
has shown 2 1
has since 2 1
has to 10 2
has worked 3 2
has yet 3 2
have a 54 8
have added 1 1
have all 3 2
have already 8 2
have also 14 1
have an 15 6
have argued 4 5
have as 1 2
have attempted 2 3
have become 13 2
have been 114 33
have changed 1 5
have committed 4 2
have dealt 1 1
have developed 5 3
have done 5 2
have embraced 1 1
have emerged 2 1
have encouraged 1 1
have established 2 1
have examined 1 1
have experienced 1 1
have explored 3 1
have expressed 2 2
have found 3 3
have great 1 2
have had 5 3
have high 2 1
have identified 1 2
have implemented 2 1
have led 2 1
have linked 1 1
have little 4 3
have long 5 3
have made 5 2
have not 18 10
have noted 1 1
have observed 1 2
have occurred 1 1
have percent 1 2
have previously 2 1
have produced 1 1
have proven 3 1
have rarely 1 1
have received 3 2
have reduced 2 1
have relied 4 1
have remained 1 2
have seen 7 2
have shown 3 4
have significantly 1 1
have simply 1 1
have suggested 4 2
have taken 9 1
have the 27 5
have their 3 1
have to 46 6
have used 6 3
have yet 1 1
haven ct 1 1
having a 7 3
having the 4 1
having to 2 1
he added 46 3
he also 4 1
he and 12 2
he d 1 2
he expects 2 4
he found 1 1
he is 21 9
he ll 3 5
he made 2 1
he observed 1 1
he or 10 1
he s 14 4
he said 100 25
he says 14 3
he sees 8 1
