of 1 of 1
databases of 8 1
date and 6 4
date august 5 4
date december 4 1
date february 1 1
date july 5 1
date november 1 2
date september 6 1
david a 20 1
david alan 12 1
david h 6 6
david j 3 3
david m 9 1
david n 3 3
david weisburd 16 18
davis et 1 1
day in 4 1
day that 1 2
day the 7 4
day they 1 1
days after 2 4
days later 3 8
days of 13 3
days or 2 1
dc police 2 12
deadly force 29 2
deal of 13 2
deal that 1 1
deal to 1 1
deal with 14 5
dealing with 14 5
dealt with 5 1
dearth of 3 1
decade of 2 2
decade to 2 1
decades after 1 1
decades ago 4 1
decades has 3 1
decades have 7 4
decades of 13 2
decades police 1 1
december language 4 1
decide how 8 4
decided to 7 3
deciding to 4 1
decision is 6 1
decision makers 55 1
decision making 136 8
decision on 5 1
decision processes 7 1
decision to 32 1
decisions are 14 1
decisions in 19 2
decisions that 25 1
decline from 2 1
decline in 24 2
declined the 1 1
declines in 4 1
declining crime 4 1
decrease in 6 3
deemed to 4 1
defendant s 20 1
defense attorneys 1 1
define and 3 1
define the 14 1
defined as 14 1
defined by 12 1
degree in 7 1
degree of 46 15
degree to 28 6
degrees of 11 2
deliver a 1 1
deliver more 1 1
delivery of 5 3
demand and 2 1
demand for 6 1
demands for 9 1
demands of 6 1
democracy and 16 1
democracy in 2 1
democratic accountability 3 1
democratic governance 2 1
democratic police 1 1
democratic policing 4 2
democratic society 3 1
demographic and 7 1
demographics of 9 1
demography and 4 2
demonstrate how 2 1
demonstrated the 2 1
dennis c 4 1
dennis p 1 2
department are 1 1
department for 10 2
department has 26 2
department he 5 1
department in 10 4
department making 2 1
department of 117 9
department s 90 19
department said 4 4
department some 1 1
department the 5 1
department this 1 1
department to 19 3
department which 3 2
department will 2 3
departments a 4 2
departments and 24 3
departments are 13 4
departments around 3 3
departments became 1 1
departments by 1 2
departments can 4 4
departments continue 2 1
departments especially 2 2
departments for 4 3
departments found 2 2
departments from 5 2
departments had 1 2
departments have 19 5
departments implementing 1 1
departments in 22 5
departments law 3 1
departments may 2 3
departments of 3 2
departments should 2 1
departments statewide 1 2
departments such 1 3
departments that 11 6
departments to 39 1
departments using 1 1
departments were 5 2
departments where 1 1
departments will 4 1
departments with 2 6
departure from 3 1
dependent on 9 1
depending on 20 2
depends on 18 2
depicted by 1 1
depth studies 1 1
depth study 1 1
deputy chief 15 3
derive from 3 3
derived from 15 1
derives from 4 1
descendants of 1 1
described above 13 1
describes how 7 1
deserve attention 1 1
design and 10 1
designation of 2 1
designed and 4 1
designed for 6 2
designed to 64 11
desire for 4 3
desire to 15 4
desk pg 1 1
despite its 4 1
despite the 39 6
despite what 1 1
detail about 3 2
detailed information 3 1
detailed study 1 1
detect patterns 4 1
detecting patterns 1 2
deter crime 12 2
deter or 1 1
deter them 1 1
determinant of 3 1
determinants of 2 1
determination of 13 1
determine how 9 1
determine where 7 2
determined by 5 1
determined that 10 2
determining that 6 1
determining who 1 1
deterrent effect 4 2
develop a 22 1
develop an 8 1
develop and 3 3
develop the 7 1
developed a 24 1
developed and 8 2
developed as 2 1
developed by 16 2
developed during 3 1
developed in 12 1
developed over 2 1
developed that 1 1
developed the 3 2
developed to 6 1
developing a 13 3
developing and 6 1
developing the 2 1
development and 16 2
development of 47 2
developments in 11 1
developments of 1 1
devices and 3 1
devices that 3 2
devised by 1 1
devoted to 7 1
diagnosis is 1 1
did find 1 1
did not 152 2
differ in 1 1
difference between 12 2
difference in 10 2
differences between 11 2
differences in 31 2
different from 28 1
different levels 9 3
different parts 2 2
different race 2 1
different racial 7 1
different set 4 2
different the 1 1
different ways 6 2
differs from 6 1
difficult for 20 1
difficult to 76 12
difficulties in 3 1
difficulties of 4 1
difficulty of 13 1
diffusion of 5 4
dimensions n 2 1
dimensions of 1 3
direct and 4 2
directed by 3 1
directed to 4 2
direction and 2 1
direction of 7 2
direction or 1 1
directly involved 1 1
directly related 2 1
director of 27 2
disciplinary process 3 1
discipline and 13 1
disconnect between 3 1
discretion and 10 1
discretion the 2 1
discretion to 22 2
discretionary decisions 14 1
discussed the 7 2
discussion of 36 2
discussion to 2 1
disorder and 19 6
disorder broken 2 1
disorder focused 1 1
disorder than 2 1
displaced by 2 2
displays of 2 1
disproportionate to 4 1
disproportionately more 1 1
disruption of 1 1
dissatisfaction with 4 1
dissemination of 6 1
dissertation university 2 1
distinct from 5 1
distinction of 2 1
distinguish it 1 1
distinguish the 4 2
distinguishing the 1 1
distributed by 14 9
distribution of 25 2
distribution to 2 1
diverse and 3 1
diversity and 5 1
diversity in 1 2
diversity is 2 1
diversity of 8 2
division of 17 2
division who 1 2
dna collection 31 1
dna databases 26 1
do a 13 2
do about 2 1
do and 5 3
do for 1 1
do in 4 1
do is 4 2
do it 12 2
do little 1 1
do more 7 1
do not 221 8
do so 60 6
do their 11 1
do these 3 1
do this 3 1
do to 11 3
do well 5 1
do you 7 2
doctrine of 4 1
documentation of 4 1
documented but 1 1
documents copyright 22 1
documents san 1 3
documents star 1 1
documents the 29 3
does exist 1 1
does not 254 9
does the 10 1
doesn t 36 11
doing a 3 1
doing it 8 4
doing so 31 1
doing the 9 9
domestic violence 29 1
dominate the 7 1
don t 91 11
done and 1 2
done it 3 1
done little 1 1
done so 2 1
done to 4 2
doubt that 4 1
down for 4 1
down from 7 1
down on 10 1
down percent 1 2
down the 29 1
dramatic changes 1 1
draw on 3 4
drawing from 3 1
drawing on 10 4
drawn from 10 2
driven in 3 1
driving force 1 1
drop in 14 5
drunk driving 1 1
due in 1 2
due process 119 2
due to 81 6
during a 20 1
during the 98 10
duties and 1 1
duties n 1 1
dynamic and 2 1
dynamics of 8 2
dynamics that 4 1
e and 1 1
e eck 2 1
e g 709 17
each crime 1 1
each day 1 2
each of 30 4
each other 34 3
each shift 3 5
each when 3 1
each year 11 1
earlier this 2 2
early adopters 1 1
early and 3 1
early as 3 2
early in 6 2
early s 35 3
early stages 4 2
earned a 4 4
ease with 4 1
easier for 10 1
easy for 8 1
easy to 37 4
eck what 2 1
ecology of 1 1
economic and 19 2
economic interests 2 1
economies of 3 2
economy a 1 1
economy and 5 1
edition final 3 1
edmund f 1 1
eds the 3 1
educated and 1 1
education and 23 3
education of 2 2
education the 3 1
edward j 3 2
edward r 3 7
effect a 4 1
effect of 51 1
effect on 31 2
effective for 1 1
effective in 8 4
effective way 1 2
effectiveness and 8 1
effectiveness is 1 1
effectiveness of 26 3
effects and 5 2
effects between 1 1
effects for 1 1
effects into 1 1
effects of 84 28
effects on 19 1
effects the 2 2
effects were 1 1
efficiency and 13 2
efficient and 9 1
efficient to 1 1
efficiently and 1 1
effort by 1 1
effort of 1 1
effort to 45 1
efforts and 4 2
efforts but 2 1
efforts in 18 1
efforts is 2 1
efforts reflect 1 1
efforts that 5 1
efforts to 75 13
efforts yet 1 1
egon bittner 4 1
eight communities 1 1
eight years 7 6
either a 4 1
either is 1 1
either no 1 1
elected officials 2 3
element in 3 3
elements of 21 5
elements that 1 2
eliminates the 1 2
emanating from 2 1
embedded in 15 3
embrace the 5 1
embraced the 10 1
emerge and 2 1
emerge as 2 2
emerged from 1 1
emerged in 6 1
emergence of 13 6
emergencies and 2 1
emergency services 2 1
emerges from 4 2
emphasis is 2 1
emphasis on 38 1
emphasizes that 1 1
emphasizing the 3 1
empirical analysis 5 1
empirical assessment 4 1
empirical research 4 4
empirical work 3 1
employ the 4 2
employed by 6 1
employed in 13 3
employed other 1 1
employees in 7 1
employment and 9 2
employment in 5 1
employment of 6 1
enable police 3 2
enabled by 4 1
enables the 8 1
encounters police 1 1
encounters with 12 2
encourage the 5 1
encouraged to 1 1
encyclopedia of 2 5
end in 6 1
end of 49 6
end up 12 2
energy to 1 1
enforcement activities 4 1
enforcement agencies 110 12
enforcement agency 6 2
enforcement agents 2 1
enforcement and 56 8
enforcement as 12 1
enforcement but 2 1
enforcement in 20 1
enforcement into 3 1
enforcement officials 27 1
enforcement should 4 1
enforcement team 1 1
enforcement that 1 1
enforcement to 59 1
enforcing and 1 1
enforcing them 1 1
engage in 55 9
engage the 5 1
engaged in 71 4
engaging in 29 3
engaging the 3 1
english acc 4 4
english graphic 7 7
english publication 41 4
enhancing police 1 1
enough data 2 4
enough to 47 5
ensuring that 8 2
entire city 1 1
entirely different 1 1
entities in 2 1
entities the 2 1
environment and 6 5
environment as 1 1
environment for 1 1
environment in 2 1
environment may 1 1
environment of 3 1
environment that 6 3
environment the 1 1
environment which 1 1
environmental features 2 1
environments of 1 1
envision a 1 1
equal employment 6 1
equipped to 7 1
equity and 1 2
era as 2 1
era for 1 1
era of 33 1
era would 2 1
erica goode 5 2
ericson the 1 1
erosion of 8 1
error and 6 1
error will 1 1
especially challenging 1 1
especially difficult 1 1
especially for 5 1
especially if 6 2
especially important 4 2
especially in 20 5
especially large 1 2
especially likely 1 2
especially powerful 1 1
especially the 2 4
especially those 6 3
especially when 10 2
especially with 8 1
essay has 2 1
essay is 5 1
essential for 2 1
essential to 17 1
essentially the 6 1
essentially unchanged 1 2
establish a 14 1
establish how 1 1
establish the 9 1
established an 2 1
established that 4 3
establishing the 5 1
estimate of 2 1
estimate the 5 1
estimated in 1 1
estimating the 4 3
et al 422 27
etc the 1 1
ethnic minorities 5 1
eugene a 1 1
evaluate and 1 1
evaluate the 23 3
evaluating the 28 1
evaluation and 6 1
evaluation of 12 4
evaluations of 2 3
even a 20 1
even basic 1 1
even bigger 1 1
even from 1 1
even if 149 2
even in 40 2
even less 4 4
even more 46 5
even the 40 4
even those 4 2
even though 51 1
even when 47 6
even while 3 1
even within 2 2
events and 11 3
events that 4 2
eventually developed 1 1
ever be 7 2
ever before 5 1
every day 12 3
everyone and 1 2
everyone safe 1 2
everywhere it 1 1
evidence are 1 1
evidence based 13 2
evidence has 1 1
evidence in 19 2
evidence is 8 1
evidence of 69 6
evidence on 4 4
evidence shows 1 1
evidence so 1 1
evidence suggests 10 2
evidence that 63 7
evidence to 24 4
evidence was 3 1
evolution of 13 1
evolving strategy 3 2
ex post 16 1
examination a 1 1
examination of 22 1
examined in 2 1
examines the 14 1
example a 24 1
example illustrates 1 1
example in 38 1
example of 52 1
example researchers 2 2
example said 1 1
example the 56 7
example whether 1 1
exceeds the 2 1
except for 5 1
except in 1 1
exception is 1 1
excessive force 32 1
exclusionary rule 8 1
exclusively on 2 1
execution of 6 1
executive and 2 1
executive director 10 1
executive research 3 9
exercise their 4 1
exist between 2 1
exist that 2 1
existed before 1 1
existed in 3 1
expand the 13 2
expanded its 4 1
expanded the 10 1
expanding the 2 1
expansion of 27 1
expect that 8 4
expect to 2 2
expectations of 9 3
expected and 1 1
expected of 1 1
expected to 23 5
expects to 4 4
experience a 3 1
experience and 14 1
experience is 2 1
experience of 20 3
experience with 9 4
experienced by 5 1
experienced in 1 1
experiences is 2 1
experiences most 1 1
experiences of 12 2
experiences with 10 1
experiencing a 1 1
experiment with 5 1
experimental research 1 1
experimentation and 1 2
experimenting with 5 3
experiments in 1 1
experts and 5 2
experts in 8 1
explain a 1 1
explained by 8 1
explaining the 19 2
explanations for 7 1
exploited for 1 1
explore how 1 1
explore the 1 1
explored the 2 1
explored this 1 1
exploring the 20 1
explosion of 2 1
exposed to 6 1
expressed a 2 1
expressed concern 1 1
expressions of 3 1
extension of 7 1
extent it 3 1
extent of 24 6
extent that 23 6
extent the 8 2
extent to 18 14
external pressure 1 2
extreme and 1 1
extremely difficult 2 1
eye on 14 1
f kennedy 1 1
f mcgarrell 1 1
face federal 1 1
face is 1 1
face of 24 4
face to 8 3
faced with 8 3
facial recognition 49 1
facilitate more 1 1
facilitate the 7 1
facilitated by 7 1
facilitates the 4 1
facilitating the 1 1
fact and 1 1
fact be 1 1
factor of 5 1
factors associated 5 1
factors that 51 1
fail policing 1 1
fail to 43 4
failed to 21 2
failing to 17 4
failure to 43 2
failures and 1 1
fair and 10 2
fair share 5 1
fair to 4 1
fairly high 1 2
fairness and 13 3
fairness of 5 1
fall in 4 4
familiar with 4 3
familiarity with 1 2
family of 2 1
far from 13 2
far greater 4 1
far have 2 1
far into 3 1
far more 30 3
far the 1 2
far this 4 1
fate of 4 1
father s 2 1
fear and 8 1
fear annals 2 1
fear of 42 5
feature of 13 3
feature that 1 1
features an 1 1
features are 4 2
features of 9 14
february language 1 1
fed into 4 4
federal agencies 16 6
federal and 17 1
federal bureau 11 1
federal data 1 1
federal financial 2 1
federal funding 20 1
federal government 72 6
federal grants 1 2
federal law 29 3
federal local 1 1
federal officials 2 1
federal state 27 1
federal support 1 1
feedback loop 12 1
feet by 3 2
fell in 2 1
fell to 2 1
felt that 4 2
few and 2 1
few as 1 1
few days 4 1
few decades 6 2
few exceptions 2 1
few minutes 3 1
few or 1 1
few organizations 1 2
few people 4 1
few studies 1 2
few weeks 3 2
few years 16 5
fewer and 1 2
fewer than 3 3
field research 1 1
field to 1 1
fields and 1 1
fifth precinct 2 3
fight crime 10 3
fighting crime 7 3
figure out 6 1
file and 14 2
file patrol 1 1
filed a 7 1
files are 1 1
files e 1 1
files to 3 1
fill in 2 1
final report 14 1
finally it 1 1
finally the 11 1
finally we 4 1
financial incentives 1 1
financial institutions 5 1
find a 15 2
find that 22 4
find themselves 5 1
find ways 9 2
finding is 2 1
finding that 45 1
findings as 1 1
findings from 4 1
findings of 6 1
findings suggest 2 1
fire district 1 1
firms and 2 1
firms to 1 1
first case 2 1
first century 12 13
first chief 3 1
first half 3 3
first in 14 10
first is 6 1
first it 6 3
first place 23 4
first six 3 3
first the 21 2
first there 2 1
first to 10 1
first year 7 2
first years 2 1
fits all 5 1
five months 2 3
five such 1 1
flagged by 2 1
flexible and 2 1
florence nightingale 1 1
fluctuations in 1 1
focus has 1 1
focus more 2 1
focus on 132 9
focused and 1 1
focused on 75 6
focused police 1 1
focuses on 31 3
focusing on 24 1
follow suit 1 1
follow the 11 2
follow up 5 1
following an 4 3
following legal 20 1
following section 1 1
following the 25 3
foot patrol 8 1
footnotes n 23 1
for a 335 12
for about 4 1
for action 2 1
for administrative 4 1
for all 37 3
for american 14 2
for and 6 5
for anyone 3 1
for at 9 1
for auto 1 1
for behavior 4 1
for being 9 2
for by 6 2
for car 2 2
for certain 25 2
for change 23 5
for community 22 2
for continuing 3 1
for crime 20 2
for cross 1 1
for dealing 2 1
for decades 20 3
for determining 14 1
for distinct 1 1
for effective 3 1
for everyone 5 3
for example 431 32
for facial 2 1
for future 17 4
for granted 6 1
for greater 1 2
for having 2 2
for helping 1 2
for him 4 2
for his 18 3
for hits 1 1
for how 6 1
for identifying 5 1
for in 12 1
for incarceration 1 1
for information 21 2
for insights 3 1
for instance 79 4
for integrating 3 1
for it 12 1
for its 38 5
for justice 6 1
for large 1 1
for larger 1 1
for limiting 2 1
for local 7 5
for long 2 1
for longer 3 1
for major 2 1
for making 8 1
for many 11 2
for misconduct 4 1
for more 49 3
for most 13 2
for now 9 2
for officers 32 2
for one 8 1
for only 3 1
for optimism 1 1
for or 1 1
for other 16 2
for others 5 1
for our 7 2
for outcomes 1 1
for parents 1 1
for patrol 5 1
for people 16 1
for percent 1 1
for police 94 16
for policing 12 4
for political 1 1
for predicting 2 2
for predictive 19 1
for private 10 1
for property 2 2
for providing 2 1
for public 21 1
for reform 15 1
for related 20 1
for research 3 4
for restrictions 2 1
for service 12 15
for small 2 1
for strategic 2 1
for street 2 2
for such 23 4
for terrorist 2 1
for that 24 1
for the 540 52
for their 61 5
for them 17 4
for these 28 1
for this 42 4
for those 33 1
for trouble 2 1
for understanding 4 1
for use 13 2
for using 7 1
for various 4 1
for ways 3 2
for what 9 1
for women 1 1
for years 18 4
force and 28 1
force behind 1 2
force in 27 2
force should 3 1
force such 1 1
force to 7 1
forced to 21 1
forces but 1 1
forces by 3 1
forces have 2 1
forces in 4 1
forces might 1 1
forces that 1 3
forces to 8 1
forensic science 1 1
forget the 2 1
form and 1 1
form of 118 4
formal and 10 1
formal policies 1 1
former chief 2 1
former had 1 1
former members 3 1
forms and 3 1
forms of 79 4
forum and 1 1
forward looking 8 1
found a 18 3
found an 1 1
found evidence 1 1
found on 7 1
found that 90 19
found the 16 1
found to 15 2
foundation the 1 1
four decades 2 1
four of 1 1
fourth amendment 376 2
fragmentation of 1 3
fragmented and 1 2
frameworks for 2 1
fraught with 4 1
free press 2 2
free society 1 1
freedom from 3 1
frequency of 5 2
frequently and 1 2
frequently used 2 1
friend who 2 6
from a 175 14
from across 1 1
from all 10 2
from and 11 1
from any 4 1
from as 2 1
from california 1 1
from case 4 1
from crime 12 1
from departments 3 1
from different 3 1
from each 1 1
from external 1 1
from federal 7 1
from fully 1 1
from his 12 1
from institutional 1 1
from its 17 2
from july 1 1
from larger 2 1
from last 5 2
from law 8 2
from less 2 2
from local 5 1
from making 1 1
from one 23 2
from other 18 6
from percent 1 1
from personal 3 2
from political 2 1
from seemingly 2 1
from several 5 1
from small 1 1
from such 3 1
from terrorism 3 1
from that 10 2
from the 545 45
from their 20 2
from these 29 2
from this 20 1
from those 17 6
from to 25 6
from two 3 2
from unions 1 1
from which 21 1
from within 1 2
full report 2 1
full text 1 1
full time 14 4
function another 1 1
function of 25 1
functions of 7 2
funding and 3 1
funding for 15 1
funding to 11 1
further concluded 1 1
further if 2 1
further the 15 2
further there 2 1
further to 4 1
fusion center 3 2
fusion centers 3 2
future a 2 1
future are 1 1
future attacks 2 1
future behavior 2 1
future crime 17 2
future crimes 12 6
future in 11 2
future of 41 3
future oriented 2 1
future research 2 3
future risk 2 1
g a 7 1
g c 2 1
g skogan 13 3
g smith 1 1
g the 5 2
g wanted 1 1
g whether 1 1
gained from 2 1
game and 1 1
game how 2 1
game the 4 1
gang enforcement 1 1
gap between 5 1
gaps in 2 1
garner decision 2 1
gary w 1 1
gather and 5 1
gather information 10 1
gathered by 6 1
gathered much 2 1
gathering and 6 7
gathering intelligence 2 1
gathering processing 1 1
gauge the 2 1
gave the 1 1
geller and 2 4
general deterrence 1 1
general public 10 2
general to 2 1
generalization about 1 1
generalizations about 4 1
generalize from 1 1
generally and 2 1
generally less 1 1
generation or 1 1
generations of 2 1
genesis of 2 1
geography and 6 1
george e 1 1
george l 19 4
george mason 1 2
george w 4 1
get around 1 1
get it 7 1
get them 1 3
gets a 6 1
getting caught 3 1
give them 9 1
given a 17 5
given by 2 2
given for 1 1
given neighborhood 2 2
given police 2 2
given the 70 8
given time 9 2
gives the 1 1
giving officers 4 1
giving them 4 1
global terrorism 3 1
go beyond 9 1
go into 1 2
go to 19 4
goal is 19 4
goals but 1 1
goals for 7 1
goals n 1 1
going into 2 1
going on 6 5
going to 86 8
good example 2 1
good faith 8 1
good government 6 3
good police 3 1
good policing 4 1
good reason 9 1
good when 2 1
good working 1 1
gov pdffiles 14 1
govern their 1 2
governance and 8 1
governance in 1 3
governance is 3 2
governance of 3 6
governance practices 1 1
governance to 1 1
governing police 5 2
government a 6 1
government agencies 45 1
government agents 2 1
government and 26 3
government at 1 1
government but 3 1
government in 12 1
government police 1 1
government reform 2 2
government s 65 2
government that 2 1
government to 22 5
government which 1 1
governments to 5 1
governmentspolice power 5 1
graduated from 1 1
grants pdf 4 1
graphic photo 1 1
grateful to 7 1
great deal 14 4
greater frequency 1 1
greater likelihood 4 1
greater police 1 1
greater reliance 5 1
greater than 10 1
greatest influence 1 1
greg ridgeway 1 1
grew up 9 1
group and 4 1
group are 2 1
group experiences 1 1
group have 1 1
group inc 14 1
group loyalty 1 3
group of 21 3
group s 8 1
group that 7 2
group the 1 1
groups a 1 1
groups and 25 2
groups not 1 1
groups of 15 3
groups on 1 1
groups such 3 1
groups that 6 3
groups to 13 1
grow as 2 1
grow in 1 1
growing body 2 3
growing presence 1 1
growing role 1 2
growth and 2 1
growth in 6 3
growth of 21 5
guenther roth 3 1
guidance from 5 1
guide and 6 1
guide how 2 1
guide the 10 2
guidelines developing 1 1
gun use 1 1
gunfire and 1 1
guy in 1 2
h bayley 4 1
h moore 2 2
had a 50 2
had become 7 2
had been 63 5
had begun 2 1
had implemented 1 1
had its 4 1
had made 1 1
had not 15 3
had purchased 1 1
had received 3 3
had strong 1 1
had taken 3 1
had the 24 1
haggerty policing 1 1
half of 21 6
half said 1 1
hall for 1 1
hall meetings 1 1
hallmark of 1 1
hampered by 2 1
hand and 10 1
hand in 3 2
hand into 1 1
handbook of 10 2
handful of 10 1
hands off 1 1
hans toch 6 1
happen in 3 4
happen next 2 1
happened in 7 1
happens as 1 1
happens when 6 4
hard to 55 1
hardly unique 2 1
hardware and 2 1
harm in 4 1
harvard university 4 3
has a 116 4
has already 30 2
has altered 2 1
has argued 9 2
has avoided 1 1
has become 37 2
has been 324 34
has changed 11 2
has characterized 2 1
has continued 4 2
has done 5 3
has found 5 4
has funded 1 1
has garnered 2 2
has had 12 1
has helped 11 2
has implications 1 1
has just 5 2
has led 23 3
has limited 1 1
has long 19 1
has made 29 1
has many 6 1
has not 47 10
has now 7 1
has produced 7 1
has prompted 4 1
has remained 9 5
has repeatedly 5 1
has resulted 5 1
has seen 6 2
has shown 13 1
has since 3 1
has started 2 2
has to 15 2
has worked 9 2
has yet 8 2
has yielded 2 1
have a 151 8
have all 4 2
have already 23 2
have also 38 1
have an 31 6
have argued 12 5
have as 2 2
have assigned 1 1
have attempted 2 3
have become 24 2
have been 292 33
have changed 4 5
have committed 10 2
have developed 10 3
have done 16 2
have embraced 10 1
have emerged 6 1
have engaged 5 1
have established 4 1
have examined 2 1
have experienced 2 1
have explored 1 1
have expressed 4 2
have for 3 2
have found 19 3
have great 1 2
have had 26 3
have high 3 1
have identified 9 2
have implemented 6 1
have led 10 1
have linked 1 1
have little 13 3
have long 35 3
have made 9 2
have netted 1 1
have not 45 10
have noted 12 1
have observed 1 2
have occurred 3 1
have outstanding 1 3
have previously 2 1
have produced 7 1
have profound 1 3
have progressed 1 1
have proven 1 1
have received 4 2
have reduced 2 1
have relied 5 1
have remained 3 2
have seen 11 2
have shown 23 4
have significantly 1 1
have simply 1 1
have spent 2 1
have suggested 9 2
have taken 13 1
have tended 1 1
have the 75 5
have their 14 1
have to 76 6
have tracked 2 1
have transformed 2 2
have used 11 3
have yet 10 1
having a 11 3
having the 6 1
having to 15 1
hazardous materials 1 1
he added 7 3
he adds 1 2
he also 18 1
he and 7 2
he concluded 1 1
he d 5 2
he feels 1 1
he found 2 1
he helped 1 1
he is 29 9
he isn 1 2
he knows 4 1
he made 3 1
he noted 3 3
he observed 4 1
he or 8 1
he s 19 4
he said 88 25
he says 16 3
he sees 1 1
he served 1 1
he spent 2 1
he started 1 1
he wants 1 4
he was 85 8
he will 5 1
he would 17 1
head of 29 3
health and 14 1
health care 10 1
heavily from 1 1
heavily on 20 6
held a 6 2
held for 1 1
help from 2 2
help guide 1 1
help him 1 1
help of 12 1
help people 5 2
help police 13 10
help them 6 1
help those 2 2
helps police 2 1
hence the 4 2
hence we 1 1
herbert jacob 1 1
here are 3 1
here but 5 1
here he 1 1
here is 17 1
here it 2 1
here the 13 1
here to 2 1
here we 6 4
heyday of 1 1
hierarchy and 1 1
high and 2 2
high correlation 2 2
high crime 167 2
high degree 7 4
high level 16 1
high levels 6 2
high priority 1 1
high rate 7 1
high school 21 1
high visibility 1 2
higher degree 1 1
higher levels 3 1
higher value 1 1
highest in 3 1
highest risk 2 4
highlight abstract 5 1
highlighted the 4 1
highly discretionary 6 1
highly variable 1 1
him an 2 2
him at 2 4
him from 1 1
him with 5 2
hire better 4 1
hiring and 1 1
hiring of 4 2
hiring practices 2 1
his beat 2 1
his book 4 1
his computer 2 2
his hand 2 1
his new 1 1
his or 11 2
his own 14 1
his patrol 2 1
his predecessor 1 1
his staff 1 1
his uncle 1 1
his wife 1 1
his work 9 4
historians have 1 1
historical analysis 3 1
historical background 3 1
historical data 12 2
historical perspective 1 1
historical trends 1 2
history in 3 1
history of 77 4
hits on 1 1
hold in 4 1
holding the 6 1
home or 2 4
home when 3 4
home which 1 2
homeland security 60 10
homes business 1 1
hope is 3 1
hopes of 8 1
hopes to 8 2
hoping to 6 2
host of 16 5
hostile to 2 2
hot spots 40 18
house in 2 4
house on 2 2
house to 2 2
how a 18 1
how accurate 2 2
how america 1 1
how an 2 1
how and 18 3
how closely 1 1
how courts 3 1
how culture 1 1
how far 2 1
how information 1 2
how it 14 3
how local 2 1
how much 40 14
how officers 1 2
how police 15 8
how quickly 1 1
how such 4 2
how that 4 1
how the 94 5
how their 3 4
how these 11 1
how they 25 6
how things 1 1
how this 6 1
how to 96 12
how well 10 1
however he 3 1
however it 13 2
however no 2 1
however some 4 2
however such 2 1
however that 20 1
however the 41 1
however these 3 1
however we 1 1
http www 873 14
hubert williams 2 1
human police 4 1
human race 1 1
human rights 34 2
humans to 4 2
hundreds of 28 1
huo trust 1 1
i d 12 5
i don 10 2
i have 36 1
i know 13 1
i m 54 5
i never 5 2
i of 3 1
i the 6 2
i think 29 8
i ve 9 2
i was 39 3
idea is 4 1
idea of 26 2
idea that 45 1
ideal of 5 1
ideas and 12 1
ideas in 1 3
identified the 8 2
identify and 21 1
identify hot 2 1
identify individuals 9 1
identify people 6 1
identify where 1 1
identifying and 5 1
identifying the 14 2
if a 55 8
if any 8 1
if anything 1 1
if at 2 1
if it 48 1
if one 9 1
if police 27 1
if some 2 1
if that 19 3
if the 175 9
if there 25 2
if they 65 2
if this 7 1
if we 29 3
ignores the 8 1
ii the 9 2
iii police 1 2
illegal drugs 6 2
illegal immigration 4 1
illuminate the 1 2
illustrates the 9 2
image and 2 2
image of 8 1
immigrant groups 1 1
immigration laws 6 1
impact in 12 1
impact of 85 14
impact on 44 4
impede the 1 1
impeding the 1 1
impetus for 4 1
implement an 2 1
implement and 4 1
implement community 1 1
implement the 3 1
implement them 1 1
implement these 1 1
implementation and 3 3
implementation could 1 1
implementation is 1 1
implementation of 39 6
implemented in 6 2
implemented the 5 3
implementing community 2 1
implementing it 1 2
implementing the 10 2
implications for 17 3
implications of 22 9
importance of 37 3
important areas 2 1
important because 1 1
important differences 1 1
important for 7 2
important in 7 1
important is 2 2
important police 1 1
important question 2 1
important role 9 1
important to 33 2
important ways 2 1
improve performance 1 1
improve the 27 1
improving the 11 1
improvised explosive 3 1
in a 736 61
in about 1 1
in accordance 4 1
in acquiring 1 1
in action 4 2
in addition 97 5
in agencies 1 1
in all 21 2
in america 44 13
in american 35 9
in an 182 11
in and 68 6
in april 12 2
in areas 21 4
in arizona 3 1
in arrest 4 1
in assessing 5 1
in attempting 2 1
in bad 1 1
in before 2 1
in both 44 3
in brief 1 1
in bringing 1 2
in britain 1 1
in business 1 1
in cars 4 1
in certain 30 1
in charge 9 1
in chicago 73 3
in china 1 1
in city 7 2
in community 33 14
in comparison 9 1
in compstat 1 1
in contemporary 8 1
in contrast 35 3
in countering 3 1
in counterterrorism 2 4
in court 19 1
in crime 63 9
in crimes 4 2
in criminal 104 4
in criminology 3 1
in data 38 1
in deciding 13 1
in democratic 1 1
in departments 3 4
in depth 13 6
in determining 33 1
in developing 9 2
in different 15 3
in economic 2 1
in effect 17 1
in efforts 3 1
in eight 3 1
in either 7 1
in encyclopedia 1 5
in english 1 1
in establishing 6 1
in estimating 1 1
in evidence 11 1
in face 2 3
in facilitating 2 1
in fact 104 2
in february 6 4
in federal 18 1
in field 10 2
in fighting 2 1
in first 1 3
in five 3 1
in formal 2 1
in four 7 1
in france 1 1
in full 6 1
in general 18 2
in handbook 4 2
in health 1 1
in high 24 2
in hiring 3 1
in his 65 1
in homeland 1 2
in hot 7 1
in house 1 1
in how 17 3
in human 7 1
in ideas 1 1
in in 8 1
in information 7 2
in intelligence 1 2
in internal 1 1
in it 11 3
in its 89 5
in january 6 2
in japan 1 1
in job 1 1
in july 10 9
in large 27 9
in late 4 1
in law 39 2
in learning 1 2
in legitimacy 1 1
in less 6 1
in levels 1 1
in light 18 1
in local 16 5
