of 1 of 1
and institutions 4 1
and integrity 4 2
and intelligence 21 3
and intelligent 1 1
and interactions 1 1
and interests 3 1
and international 4 5
and internet 11 1
and intervention 1 2
and interviews 1 2
and intimate 1 3
and intimidated 1 1
and intrusion 3 1
and intrusive 2 1
and investigate 4 1
and investigations 2 1
and investigative 3 1
and involve 1 1
and involved 1 1
and is 65 28
and issue 3 1
and issues 3 3
and it 108 29
and its 132 34
and j 2 2
and jails 3 3
and james 2 3
and john 3 8
and journalists 1 1
and judge 1 1
and judges 40 4
and judgment 1 3
and judicial 8 3
and july 1 2
and justice 16 13
and justified 2 1
and juvenile 18 1
and kagan 1 2
and kansas 2 1
and keep 1 11
and kenneth 1 1
and kevin 1 1
and killed 11 1
and knowledge 8 1
and l 2 3
and lack 5 1
and language 1 1
and large 6 2
and largely 2 2
and larger 1 2
and last 1 1
and late 1 3
and later 8 7
and law 77 14
and lawmakers 1 4
and lawrence 1 1
and laws 5 1
and lawyers 1 5
and lead 5 1
and leadership 3 1
and learned 1 1
and leave 1 2
and left 3 1
and legal 35 12
and legislation 4 3
and legislative 3 1
and legislatures 5 1
and legitimation 1 2
and length 2 1
and less 18 11
and liberal 1 1
and license 3 2
and life 6 1
and light 2 1
and limitations 4 2
and limited 7 1
and limiting 3 3
and limits 3 1
and line 5 1
and litigation 1 1
and little 1 2
and live 1 2
and lives 3 2
and local 88 9
and localities 3 1
and location 5 16
and locations 1 4
and logic 4 1
and loiterers 1 1
and long 15 3
and look 1 1
and looked 3 1
and looking 1 1
and los 19 33
and love 1 3
and low 2 1
and lum 1 2
and machine 14 1
and made 9 2
and main 1 3
and maintain 10 2
and maintained 7 1
and maintaining 5 1
and make 26 8
and making 4 8
and management 12 1
and managing 2 3
and mandatory 8 6
and many 21 12
and map 2 1
and mapping 4 3
and maria 1 1
and market 4 1
and mass 15 1
and match 1 1
and materials 3 1
and mathematical 4 1
and may 19 8
and meaning 6 1
and meaningful 1 3
and measurement 1 1
and medical 3 2
and mental 7 7
and meta 3 4
and method 3 1
and methods 11 1
and michael 2 3
and microsoft 3 1
and million 2 1
and mine 1 1
and mining 1 1
and misconceptions 1 1
and misuse 2 1
and mobile 7 3
and modeling 2 1
and modify 2 1
and monitor 10 5
and monitored 1 1
and monitoring 2 4
and moral 7 4
and morally 3 3
and more 98 37
and mosaic 1 2
and most 18 8
and mostly 3 1
and move 1 4
and movements 3 1
and mpd 1 1
and much 6 1
and municipal 12 1
and muslim 8 2
and my 2 11
and n 10 5
and narcotics 3 1
and narrowly 1 1
and national 24 7
and nature 7 1
and ndis 2 1
and near 5 5
and nearly 5 4
and needs 2 6
and negatively 1 1
and neighborhood 16 2
and networked 1 1
and new 34 13
and news 1 1
and no 10 21
and non 14 6
and norms 5 1
and not 48 28
and noting 13 1
and now 15 5
and nuanced 1 1
and number 1 2
and nypd 3 1
and oakland 2 2
and objective 9 7
and objectively 2 1
and objectives 1 1
and observation 3 1
and observed 1 2
and obtain 1 1
and occasional 3 1
and odds 1 1
and of 22 29
and off 3 1
and offender 3 4
and offenders 4 6
and officer 7 1
and officers 9 5
and often 22 7
and on 27 13
and one 21 6
and online 2 1
and only 10 2
and opening 1 1
and operated 2 1
and operation 1 1
and opportunities 4 2
and opportunity 5 1
and opposition 1 1
and or 18 17
and orange 1 1
and order 25 5
and ordered 5 2
and ordering 1 1
and organizational 6 4
and organizations 6 1
and orientation 1 1
and other 235 157
and others 27 26
and otherwise 2 8
and our 12 6
and out 8 3
and outcome 2 1
and outcomes 9 7
and over 4 4
and overall 2 4
and parole 9 17
and parolees 4 4
and part 2 2
and participation 1 1
and particularized 16 2
and particularly 6 4
and past 7 1
and patterns 4 5
and peace 1 1
and people 15 5
and per 1 4
and perceived 2 1
and percent 5 5
and performance 3 1
and perhaps 34 5
and perils 3 3
and permitted 4 1
and perpetrators 2 1
and perpetuate 1 1
and personal 3 6
and personnel 6 12
and persons 3 1
and peter 2 2
and philadelphia 5 1
and photos 2 1
and physical 7 7
and place 11 16
and places 7 1
and plans 2 1
and play 2 2
and pm 1 1
and police 110 33
and policies 15 1
and policing 32 3
and policy 50 14
and policymakers 26 1
and political 43 7
and politically 5 1
and politics 8 3
and poor 16 3
and positions 1 1
and possible 2 4
and possibly 1 6
and potential 12 2
and potentially 13 9
and poverty 1 3
and power 12 1
and practical 10 5
and practice 34 18
and practices 26 6
and precisely 1 2
and predict 13 2
and predictable 2 3
and predicted 2 3
and predicting 3 3
and prediction 6 3
and predictive 30 20
and predpol 1 1
and present 3 1
and presently 3 1
and prevent 13 9
and prevention 3 3
and previous 1 1
and previously 1 2
and priorities 1 1
and prison 3 6
and prisons 2 6
and privacy 34 6
and private 40 8
and proactive 2 3
and probability 1 1
and problem 8 7
and problems 6 4
and procedures 17 1
and processes 8 1
and produce 1 1
and produced 1 1
and productivity 3 2
and professional 1 6
and professor 7 2
and profit 2 1
and programs 8 1
and promising 1 1
and promotion 1 3
and property 11 9
and proposing 3 2
and prosecution 8 4
and prosecutions 3 1
and prosecutorial 4 1
and prosecutors 18 14
and prospective 1 1
and prostitution 2 1
and protecting 5 1
and protection 2 4
and protective 4 5
and provide 15 6
and provided 1 2
and provides 3 3
and providing 2 5
and prudent 3 1
and psychological 5 3
and public 55 19
and publications 1 3
and publicly 7 3
and pull 2 1
and punish 4 2
and punishment 13 14
and pushed 1 1
and put 3 2
and qualitative 3 3
and quality 8 5
and quantifiable 5 3
and quantified 1 1
and quantitative 4 2
and quasi 1 2
and question 7 6
and questioned 1 2
and questioning 2 1
and questions 3 2
and race 13 1
and racial 40 3
and racism 4 1
and raises 1 1
and raising 1 3
and random 1 2
and rape 3 1
and rarely 2 1
and rational 1 1
and rd 2 1
and real 3 5
and realize 1 1
and reasonable 14 14
and recent 9 1
and recidivism 3 2
and recognize 1 1
and recognized 2 1
and recommending 2 1
and recruitment 3 1
and reduce 7 13
and reduced 2 4
and reduces 2 1
and reducing 5 3
and reduction 1 1
and refinement 1 1
and reform 6 1
and regional 9 9
and registered 5 1
and regression 1 1
and regular 5 1
and regulating 1 1
and regulators 1 1
and regulatory 8 3
and rehabilitative 1 1
and related 9 8
and relations 1 1
and relationships 3 2
and relatively 3 1
and relatives 1 1
and relevant 7 3
and reliability 6 3
and reliable 3 3
and reliance 1 1
and relies 1 2
and rely 4 2
and remove 4 1
and removed 1 2
and report 5 2
and reported 3 1
and reporting 11 2
and reports 2 1
and represent 1 1
and reproductive 1 1
and requested 1 2
and require 7 4
and requires 3 5
and research 4 11
and researchers 4 1
and residential 2 3
and residents 13 4
and resolving 1 1
and resources 3 5
and respond 16 5
and result 1 1
and resulted 6 1
and retain 4 1
and returned 1 1
and revised 1 1
and richard 3 2
and right 2 1
and risk 6 5
and risks 3 1
and robbery 7 4
and robert 1 3
and rule 3 1
and s 29 6
and safe 1 3
and safety 18 4
and said 5 1
and samuel 1 1
and san 1 8
and sanctioning 1 1
and santa 1 10
and sarah 1 2
and saving 1 2
and saw 2 1
and say 1 1
and says 1 1
and scholars 7 5
and school 17 14
and scientific 5 2
and scrutiny 1 1
and search 5 9
and searched 5 1
and searches 13 2
and seattle 3 1
and second 4 1
and secrecy 2 1
and security 26 8
and see 1 3
and seizure 10 10
and seizures 11 9
and self 6 7
and sell 4 1
and senate 5 1
and sentences 2 1
and sentencing 15 3
and serious 3 4
and serve 7 11
and served 1 11
and service 6 3
and services 16 6
and settlements 2 11
and sex 6 6
and sexual 3 6
and shame 4 1
and share 7 2
and shared 9 2
and she 5 9
and shifting 2 2
and shooting 1 1
and shopping 1 4
and should 17 8
and showed 1 1
and sidewalks 1 1
and significant 7 3
and signs 4 1
and similar 8 4
and simultaneously 2 1
and since 1 2
and situational 1 2
and situations 1 3
and six 3 2
and skills 3 1
and slow 2 2
and smaller 1 1
and smart 7 2
and smartphones 1 1
and so 27 10
and social 106 37
and socially 4 3
and societies 1 1
and society 10 5
and software 2 5
and solve 5 6
and some 32 7
and someone 2 1
and sometimes 21 4
and sophisticated 1 5
and sorted 1 1
and sought 3 1
and space 5 1
and spatial 4 7
and speak 1 4
and specialized 2 4
and specific 6 1
and spending 1 1
and spread 3 1
and staff 1 1
and stakeholders 3 2
and standard 1 1
and starting 2 1
and state 36 8
and stated 1 1
and states 8 2
and stating 1 1
and statistical 5 5
and statistics 4 3
and statutory 14 2
and still 9 3
and stop 1 1
and storage 2 3
and store 3 2
and stored 10 2
and stores 4 3
and storing 1 2
and strategies 8 4
and street 4 4
and strip 2 1
and strongly 1 1
and structures 3 1
and stuart 1 1
and student 3 1
and subcultural 2 1
and subject 2 2
and subjective 5 1
and subsequently 2 3
and substance 2 4
and suburban 4 1
and subways 1 1
and success 3 1
and suggesting 3 2
and suggestions 5 2
and suggests 3 1
and summonses 1 1
and superintendent 1 1
and supervision 1 3
and supervisors 2 12
and support 9 5
and suppress 1 1
and surveillance 18 4
and suspect 3 1
and suspicion 1 1
and sustain 3 2
and system 1 2
and systemic 4 3
and t 3 1
and tablets 1 1
and tactical 3 1
and take 8 2
and takes 1 1
and talk 1 1
and talking 3 1
and target 4 3
and targeted 3 1
and tax 2 3
and tech 2 2
and techniques 6 1
and technological 12 1
and technology 18 9
and temporal 5 1
and ten 4 1
and tend 3 1
and tennessee 1 1
and terrorism 9 1
and tested 1 1
and testing 2 4
and texas 2 1
and th 4 1
and that 150 69
and the 1338 466
and theft 2 5
and their 82 35
and then 111 38
and theoretical 1 4
and theories 2 1
and there 18 13
and thereby 11 6
and therefore 40 8
and these 15 5
and they 51 41
and things 5 2
and think 9 3
and third 3 4
and this 22 7
and those 24 13
and threat 2 1
and threaten 1 1
and three 9 2
and threshold 1 1
and through 8 2
and throughout 1 11
and thus 77 20
and time 16 15
and times 2 1
and timing 2 1
and to 122 77
and together 1 3
and tom 1 2
and took 3 1
and tough 1 1
and towns 2 1
and track 2 2
and tracking 7 14
and traditional 3 1
and traffic 5 2
and train 6 1
and training 13 5
and transactional 1 1
and transforming 1 1
and transparency 34 4
and transparent 4 1
and transportation 3 1
and travel 2 2
and treatment 3 4
and trends 5 1
and trial 3 1
and tried 1 2
and tries 1 1
and triggers 2 1
and trust 15 2
and turn 1 1
and twelve 1 1
and twenty 4 2
and twitter 5 7
and two 6 3
and type 4 5
and u 7 3
and ubiquitous 1 1
and uc 2 2
and ultimately 6 8
and undercover 2 1
and understand 4 3
and understanding 1 3
and unemployment 2 2
and university 1 1
and unnecessary 4 1
and unparticularized 1 3
and unprecedented 1 1
and unreasonable 1 2
and until 1 12
and unusual 8 3
and updated 2 1
and upon 4 1
and urban 7 2
and us 4 2
and use 26 5
and used 7 6
and useful 1 1
and user 2 1
and uses 4 5
and using 14 5
and utilize 3 1
and utilizing 1 1
and valid 1 1
and validity 2 3
and values 5 2
and variety 2 2
and vehicle 3 2
and verification 1 1
and very 3 1
and victim 1 6
and victims 4 7
and video 1 1
and view 1 2
and violations 2 3
and violence 16 3
and violent 23 6
and visualization 3 1
and visualize 3 1
and wales 1 10
and walls 1 1
and warn 1 1
and was 18 9
and watching 2 1
and we 24 31
and wearing 1 1
and weather 1 1
and web 1 1
and weeks 1 1
and well 7 2
and went 2 1
and were 7 7
and what 56 25
and when 39 21
and where 33 18
and whether 18 11
and which 12 9
and while 12 3
and white 15 6
and who 13 19
and why 22 4
and widely 1 1
and widespread 1 1
and will 16 11
and wilson 2 3
and windows 1 1
and with 33 24
and within 6 1
and without 7 4
and witness 1 1
and women 10 6
and work 5 3
and worked 2 1
and working 11 4
and works 1 3
and world 1 1
and would 16 6
and wounded 3 2
and yahoo 1 1
and yet 10 13
and you 5 7
and young 9 1
and your 4 2
and youth 6 2
andrea bertozzi 2 5
andrew e 5 4
andrew ferguson 5 5
andrew guthrie 40 11
andrew mcafee 1 1
andrew papachristos 6 1
andrew v 10 1
andrew w 1 1
anew a 1 1
angeles and 17 31
angeles are 2 1
angeles california 4 2
angeles county 9 51
angeles for 3 4
angeles had 2 1
angeles has 3 1
angeles in 2 1
angeles is 3 1
angeles it 1 1
angeles los 1 1
angeles n 5 1
angeles newspaper 3 13
angeles one 1 2
angeles police 58 71
angeles santa 1 1
angeles the 8 1
angeles this 2 3
angeles to 4 1
angeles ucla 2 2
angeles was 3 11
angeles will 2 2
anil k 2 1
anita allen 2 1
anita l 2 3
anita ramasastry 1 1
ann a 10 3
ann c 1 1
ann pub 4 1
ann rev 18 1
ann west 9 1
annals am 7 1
announced a 13 1
announced his 2 1
announced in 2 1
announced it 1 3
announced its 1 1
announced plans 1 1
announced that 5 2
announcement of 1 1
announcing that 1 1
announcing the 1 1
annual meeting 6 1
annual report 7 5
annual total 2 1
annually in 3 1
anonymity and 1 12
anonymity in 2 6
anonymity miss 2 2
anonymity that 1 2
anonymous call 1 2
anonymous caller 1 1
anonymous telephone 1 1
anonymous tip 8 10
another area 1 1
another by 1 1
another case 2 1
another challenge 1 1
another critical 1 1
another example 9 2
another factor 2 1
another for 1 1
another in 2 1
another major 1 1
another n 5 3
another police 3 1
another potential 3 1
another program 1 2
another reason 3 1
another s 2 2
another source 2 1
another study 4 5
another the 2 1
another type 2 4
another way 7 4
answer a 1 1
answer and 1 2
answer but 4 1
answer is 13 4
answer lies 2 1
answer may 1 1
answer questions 2 3
answer the 3 5
answer to 9 5
answered and 2 1
answering a 2 1
answers to 8 1
anthony a 12 5
anthony c 3 1
anthony v 1 1
anthropologist jeff 2 1
anti establishment 1 1
anti gang 1 2
anti social 3 4
anti terrorism 5 1
anticipate a 2 1
anticipate crime 1 1
anticipate more 1 1
anticipate prevent 3 1
anticipate that 2 1
anticipate the 5 2
anticipated in 1 1
anticipatory warrants 1 1
anticrime strategies 1 1
antisocial behaviour 4 2
any big 1 1
any but 1 1
any case 1 2
any changes 4 2
any citizen 1 1
any city 1 1
any concrete 1 1
any court 1 2
any crime 4 3
any criminal 4 6
any data 8 3
any definitive 1 1
any difference 2 1
any effective 1 1
any effort 5 1
any errors 1 1
any event 1 1
any evidence 7 2
any extended 1 1
any given 18 13
any human 4 1
any increases 1 1
any individual 6 2
any interested 1 1
any kind 7 2
any law 3 2
any less 2 1
any meaningful 2 4
any member 3 2
any method 1 1
any moment 1 1
any more 7 14
any new 6 1
any number 6 1
any of 33 11
any officer 2 1
any one 1 4
any or 1 1
any other 33 26
any particular 11 1
any particularized 2 1
any person 7 2
any physical 1 1
any place 1 1
any point 3 2
any police 4 4
any predictive 6 3
any query 12 1
any racial 1 1
any reason 1 1
any scientific 1 1
any set 1 1
any single 4 2
any sort 2 1
any specific 6 1
any stretch 1 1
any such 10 1
any systematic 2 1
any time 9 1
anyone in 1 1
anyone who 7 6
anyone with 1 3
anything but 6 1
anything else 5 1
anything from 2 1
anything like 3 1
anything other 2 1
anything the 2 1
anything they 1 1
anything to 4 1
anywhere in 3 1
ap org 6 1
apart from 8 5
apartheid colum 1 1
apartment complexes 2 2
apartment in 1 1
app ct 3 2
app dec 1 1
app div 2 1
app n 9 4
app noting 1 1
app that 7 2
app to 2 2
app x 4 1
apparent in 1 1
apparent n 1 1
appeal of 4 1
appeal was 1 1
appeals for 3 2
appeals of 1 2
appeals to 2 1
appear as 1 1
appear at 4 1
appear in 2 2
appear that 1 2
appear to 42 15
appeared in 2 3
appeared on 3 1
appeared to 4 3
appears that 3 1
appears to 37 16
appellate court 2 4
appellate courts 2 1
appetite for 3 2
apple google 1 1
apple s 2 1
applicable to 2 3
application an 1 1
application and 2 1
application n 4 3
application of 33 14
application that 2 1
application to 6 2
applications nat 2 1
applications or 2 1
applied a 2 1
applied equally 3 1
applied in 5 2
applied public 1 1
applied the 7 2
applied to 30 13
applies it 2 1
applies only 2 1
applies the 1 1
applies to 12 3
apply a 3 1
apply as 1 1
apply in 4 2
apply that 1 1
apply the 17 4
apply their 3 3
apply to 19 7
applying the 13 7
applying these 6 1
appointed the 1 1
appointed william 3 2
appointee to 1 1
appointment as 5 1
appointment of 4 6
appreciate that 1 1
appreciate the 1 3
appreciation to 1 1
apprehension a 1 1
apprehension and 2 1
approach a 3 2
approach allowed 1 1
approach and 4 3
approach as 2 1
approach based 1 1
approach but 1 1
approach by 1 1
approach crime 1 1
approach for 4 1
approach has 3 5
approach have 1 1
approach in 6 11
approach individuals 1 1
approach is 16 9
approach n 7 3
approach of 2 5
approach offers 1 1
approach police 1 1
approach taken 1 1
approach tends 1 1
approach that 6 9
approach the 6 8
approach to 83 64
approach where 2 2
approach which 1 3
approach would 3 4
approached the 2 3
approaches and 2 2
approaches have 2 1
approaches in 2 2
approaches involve 1 1
approaches more 1 1
approaches n 2 4
approaches on 1 1
approaches that 1 5
approaches to 23 18
appropriate balance 1 1
appropriate data 2 1
appropriate for 4 1
appropriate if 1 1
appropriate in 2 1
appropriate n 3 1
appropriate technology 1 1
appropriate to 2 3
approved a 3 2
approximately a 2 2
approximately eighty 3 1
approximately million 1 2
approximately of 2 2
approximately people 2 1
approximately percent 1 1
apr am 7 2
apr at 11 2
apr available 1 4
apr http 46 9
apr pm 22 2
april language 8 6
april n 1 1
april sunday 3 1
april the 4 1
april thursday 1 1
april wednesday 2 2
apt to 3 1
ar html 11 3
arbiter of 1 1
arbitrary government 1 1
arbitrary power 1 1
arch article 1 1
architects of 1 1
archive at 2 2
archive broken 4 3
archive the 8 1
archives episode 2 1
archives gov 4 1
are a 33 27
are able 18 12
are about 3 3
are absent 1 1
are accustomed 1 4
are actively 1 1
are addressed 1 1
are affected 2 1
are aiming 1 1
are all 17 5
are allocated 3 1
are allowed 2 3
are almost 11 1
are already 30 6
are also 54 22
are always 4 1
are an 6 2
are and 4 2
are any 1 1
are approximately 1 4
are apt 1 1
are arguably 2 2
are arrested 4 2
are as 5 4
are asked 4 4
are assembling 4 1
are associated 5 1
are at 28 12
are attempting 3 1
are available 7 6
are aware 5 1
are bad 1 1
are based 23 4
are being 46 13
are believed 3 12
are best 4 1
are better 3 1
are beyond 2 2
are both 6 2
are bounded 1 1
are by 3 2
are called 2 1
are capable 6 2
are carried 2 1
are cases 1 3
are central 2 2
are certain 3 1
are certainly 4 1
are changing 1 1
are characterized 2 3
are charged 2 12
are classified 3 1
are collecting 1 1
are coming 8 2
are committed 3 6
are commonly 2 1
are commonplace 3 2
are concentrated 3 1
are conceptually 1 1
are concerned 6 11
are considered 10 4
are considering 1 2
are consistent 2 1
are contagious 1 1
are creating 1 1
are creatures 3 3
are critical 4 1
are currently 3 1
are data 1 1
are dealing 1 1
are derived 1 1
are designed 9 1
are devoted 1 1
are different 18 1
are difficult 7 3
are discretionary 1 1
are discussed 1 1
are distinct 5 2
are doing 9 6
are down 1 3
are drawing 1 1
are due 3 1
are easy 5 1
are effective 1 2
are either 4 1
are eligible 1 1
are embracing 1 1
are engaged 5 2
are entered 3 1
are equally 1 2
are established 6 1
are even 8 3
are evident 1 1
are evolving 1 1
are excited 1 1
are expected 4 4
are experiencing 1 2
are experimental 1 2
are experimenting 2 1
are exploring 1 2
are extremely 1 1
are facing 1 1
are far 8 4
are finding 2 1
are focused 3 1
are focusing 1 2
are following 2 2
are for 6 1
are forbidden 1 3
are found 4 1
are free 5 5
are functioning 1 2
are further 1 1
are generally 8 3
are generated 1 3
are given 4 8
are going 17 4
are group 1 1
are growing 1 1
are handled 2 1
are happening 1 2
are hard 1 2
are held 1 2
are helping 1 1
are here 2 2
are highly 6 3
are however 2 1
are identified 4 2
are imperfect 1 1
are important 15 1
are in 49 33
are increasingly 20 7
are individualized 2 1
are inevitable 4 1
are injured 1 1
are instead 4 1
are integral 1 1
are just 10 2
are kept 2 1
are key 2 1
are known 8 2
are lacking 2 1
are largely 2 3
are leading 1 1
are legally 2 2
are legitimate 1 1
are less 33 6
are likely 42 24
are limited 6 3
are listed 1 1
are looking 13 3
are made 12 16
are major 1 1
are making 10 1
are managed 2 1
are many 14 8
are meant 2 4
are merely 2 1
are more 119 7
are most 16 20
are mostly 1 2
are moving 2 1
are much 8 2
are my 2 1
are necessarily 5 1
are necessary 6 1
are needed 3 4
are never 3 3
are new 1 1
are no 21 27
are not 209 67
are now 34 10
are numerous 1 3
are obscured 1 1
are obvious 1 2
are occurring 2 3
are of 11 5
are often 43 12
are on 12 7
are only 12 3
are open 2 3
are or 7 1
are other 2 3
are others 1 1
are part 6 3
are particularly 14 3
are people 5 4
are perceived 11 1
are permitted 1 1
are plainly 1 1
are plans 1 1
are police 3 1
are predictable 1 1
are predicting 1 3
are premised 2 1
are present 3 1
are primarily 2 2
are private 1 1
are problematic 1 1
are prone 1 1
are property 1 1
are protected 2 1
are provided 2 2
are punished 3 1
are put 2 2
are quite 4 2
are rapidly 2 1
are rare 4 1
are rarely 8 1
are real 3 1
are really 6 5
are reasonable 1 1
are referred 1 2
are relatively 8 1
are relevant 6 1
are reluctant 2 1
are relying 1 1
are required 11 2
are responsible 6 2
are rethinking 2 2
are routinely 2 4
are run 2 1
are searches 1 1
are seeing 2 4
are seeking 4 2
are seen 16 4
are selected 3 2
are self 2 1
are setting 2 1
are several 4 4
are similar 3 2
are similarly 3 1
are so 18 10
are some 9 5
are spatially 2 1
are specific 4 2
are still 14 8
are stopped 5 1
are stored 2 2
are striking 1 1
are subject 17 6
are sufficiently 5 4
are supposed 6 2
are suspected 2 1
are sworn 1 1
are taken 1 1
are taking 5 2
are talking 2 1
are testing 2 3
are that 2 9
are the 86 30
are then 16 7
are there 7 2
are these 2 2
are they 9 3
are thinking 5 1
are those 6 2
are thought 2 1
are thousands 2 3
are three 6 2
are thus 7 1
are tied 1 2
are time 2 1
are to 15 5
are told 1 3
are trained 4 2
are treated 5 2
are truly 5 2
are trying 7 1
are two 4 1
are ubiquitous 1 1
are unable 7 2
are unclear 1 1
are under 14 13
are unlikely 11 1
are unsettling 2 1
are unwilling 2 2
are up 3 14
are used 24 7
are useful 4 2
are using 15 10
are usually 9 4
are very 9 8
are viewed 3 1
are violated 1 1
are vulnerable 11 2
are we 8 3
are well 8 2
are what 1 3
are women 1 1
are worth 3 1
are you 8 2
area a 2 3
area and 18 18
area are 2 1
area as 8 11
area but 2 1
area can 3 2
area could 1 1
area designation 4 5
area for 2 2
area has 3 1
area he 1 1
area i 1 1
area in 5 12
area is 11 5
area it 3 1
area known 2 7
area label 7 1
area may 1 1
area might 1 1
area n 26 26
area of 21 25
area on 2 2
area or 8 8
area question 4 3
area s 2 5
area see 1 1
area such 1 3
area that 7 3
area the 6 14
area they 3 2
area to 4 3
area was 4 10
area where 2 7
area while 1 1
area with 1 6
area without 2 2
areas a 1 5
areas across 1 1
areas affected 1 1
areas and 13 25
areas are 3 3
areas as 8 4
areas associated 1 1
areas at 3 2
areas based 4 1
areas because 1 1
areas by 1 1
areas could 1 1
areas during 2 1
areas for 4 7
areas geo 2 1
areas hastings 4 2
areas he 2 1
areas in 14 15
areas including 2 1
areas is 3 1
areas like 3 1
areas n 19 18
areas of 52 37
areas predictive 1 1
areas such 1 1
areas than 1 2
areas that 9 10
areas the 5 6
areas there 1 1
areas they 4 1
areas this 3 2
areas to 4 3
areas were 1 1
areas where 14 10
areas while 1 3
areas will 4 1
areas with 11 9
areas would 1 5
aren t 19 18
arguably have 2 1
arguably the 4 14
argue that 37 14
argue the 4 2
argued for 3 1
argued that 45 12
argued the 1 1
argues that 36 11
arguing in 1 1
arguing that 77 25
argument a 1 1
argument about 4 1
argument against 3 1
argument for 5 1
argument is 4 2
argument that 17 6
argument to 1 1
arguments and 1 1
arguments over 2 1
arise and 1 2
arise from 6 3
arise if 2 1
arise in 6 1
arise when 3 3
arisen in 1 1
arises as 1 1
arises in 2 1
arises when 5 1
arising from 13 8
arising in 1 3
ariz l 1 3
ariz rev 6 1
arizona state 7 1
arm police 1 1
armacost organizational 2 1
armed and 9 2
armed robberies 1 2
armed robbery 4 1
armed with 9 2
armies of 1 1
army and 2 2
army s 4 1
arnold foundation 2 3
arnold h 1 1
arose in 4 1
around a 6 7
around and 2 4
around certain 1 1
around for 3 5
around here 1 1
around percent 2 1
around the 56 41
around this 1 3
around you 3 1
arouse strong 2 1
array of 33 10
arrest a 2 4
arrest and 26 22
arrest any 1 1
arrest as 4 2
arrest by 1 1
arrest data 1 1
arrest for 4 7
arrest her 1 1
arrest if 1 3
arrest in 5 5
arrest is 4 3
arrest n 15 5
arrest of 3 1
arrest on 2 4
arrest or 5 11
arrest people 1 2
arrest policies 4 5
arrest powers 2 1
arrest prosecution 1 2
arrest rate 3 2
arrest rates 6 4
arrest records 17 2
arrest reports 2 1
arrest such 1 1
arrest than 1 1
arrest the 8 2
arrest to 2 2
arrest warrant 9 3
arrest warrants 1 3
arrest was 1 1
arrest you 2 1
arrested a 3 1
arrested as 2 1
arrested for 18 7
arrested him 2 1
arrested n 4 1
arrested on 6 3
arrested or 5 1
arrested the 3 3
arrested them 1 2
arrested when 1 1
arrestee and 1 2
arrestee dna 4 6
arrestee s 8 4
arrestees to 6 3
arresting officer 1 3
arresting people 1 4
arrests and 44 10
arrests are 8 12
arrests as 4 2
arrests but 3 1
arrests by 1 2
arrests for 12 8
arrests given 1 1
arrests have 1 1
arrests in 9 3
arrests into 1 1
arrests is 1 3
arrests may 2 1
arrests n 14 6
arrests or 5 1
arrests per 4 2
arrests that 2 4
arrests the 1 4
arrests to 3 1
arrests were 3 5
arrests when 1 1
arrive at 13 1
arrived at 3 1
arriving at 1 1
arriving from 1 1
art n 2 1
art of 3 2
article a 3 1
article addresses 1 3
article and 1 2
article ar 10 4
article as 2 1
article aspx 1 1
article attempts 2 1
article by 1 1
article concludes 2 1
article crime 1 1
article demonstrates 3 1
article does 1 3
article ece 1 1
article examines 6 4
article focuses 2 1
article has 5 3
article i 4 2
article id 2 3
article in 4 1
article including 1 1
article is 8 2
article ixzz 1 1
article n 11 4
article news 2 2
article on 4 4
article or 12 1
article predictive 2 1
article provides 3 1
article reveals 4 1
article s 2 8
article the 4 6
article there 1 2
article to 3 1
article us 4 1
article we 4 5
article will 3 7
articles chicagotribune 2 2
articles latimes 9 6
articles minority 1 1
articles news 3 2
articles regarding 1 1
articles sun 1 2
articles washingtonpost 1 1
articulable facts 12 5
articulable suspicion 25 1
articulate something 1 3
articulated in 1 2
articulated the 1 1
articulating the 4 2
articulation of 2 1
artificial intelligence 128 12
arvizu u 5 6
as a 812 297
as acceptable 3 1
as addressing 2 1
as against 2 2
as alaska 2 1
as all 4 1
as already 1 1
as always 2 1
as amended 8 7
as an 134 59
as analytics 1 1
as and 4 1
as any 12 2
as applied 8 6
as assets 2 1
as bars 2 1
as being 20 12
as best 2 1
as better 1 1
as big 5 3
as birth 1 1
as bold 2 1
as both 4 1
as break 3 1
as broad 3 1
as burglary 2 4
as by 5 2
as can 2 5
as central 2 2
as certain 1 1
as chief 4 1
as child 1 1
as cities 2 2
as civic 1 1
as commissioner 1 3
as community 9 5
as compared 3 9
as concentration 1 2
as constitutionally 1 1
as convicted 2 1
as core 1 1
as corroborated 1 1
as courts 4 2
as crime 10 7
as criminal 8 6
as criminals 7 2
as currently 1 2
as data 7 2
as defendants 1 1
as defined 3 2
as demonstrated 3 2
as described 11 11
as describing 1 1
as deter 1 1
as developed 1 1
as discriminatory 3 1
as discussed 21 6
as disparate 3 1
as distinct 1 4
as diverse 6 5
as do 2 2
as does 3 1
as drug 3 4
as each 1 1
as early 3 1
as easily 5 1
as effective 5 4
as especially 1 1
as evidence 14 9
as evidenced 4 1
as explained 8 3
as explored 1 1
as factors 2 1
as failures 4 1
as falling 1 1
as family 1 1
as far 7 5
as flight 1 1
as follows 7 2
as for 16 5
as forager 1 1
as force 1 1
as four 1 1
as future 3 1
as gang 17 2
as good 8 3
as google 3 1
as grounds 1 1
as half 1 1
as harcourt 2 1
as hard 3 1
as has 1 2
as have 3 3
as having 7 5
as he 22 12
as high 16 6
as his 2 1
as homicides 1 1
as housing 3 1
