	of	documents
backdoor	critics	pounce
backdoor	into	it
backdoors	and	bad
backdoors	describing	ongoing
backdoors	into	encrypted
backdoors	just	security
backdrop	for	the
backdrop	in	professional
backdrop	that	we
backdrop	to	a
backdrop	to	the
backed	by	advanced
backed	by	sophisticated
backed	by	the
backed	such	a
backfire	effects	of
background	and	issues
background	but	prosecutors
background	check	the
background	checks	criminology
background	checks	for
background	checks	http
background	checks	on
background	conditions	sorting
background	data	predpol
background	engaging	in
background	facts	may
background	information	about
background	information	alone
background	information	and
background	information	however
background	information	in
background	information	into
background	information	is
background	information	make
background	information	on
background	instead	he
background	role	in
background	screening	in
background	the	series
backgrounds	and	mathematical
backgrounds	n	in
backissues	com	http
backissues	com	issue
backlash	the	theory
backlog	assoc	press
backpack	and	other
backpack	has	taken
backs	away	from
backs	of	the
backs	on	the
backsliding	a	finding
backsliding	in	the
backsliding	it	is
backstop	that	prevents
backward	looking	insofar
backwards	in	time
bad	actors	and
bad	actors	through
bad	anti	encryption
bad	apples	since
bad	biased	or
bad	boys	public
bad	character	n
bad	data	in
bad	data	leading
bad	data	which
bad	driving	and
bad	example	that
bad	faith	they
bad	guys	imagine
bad	guys	prox
bad	idea	n
bad	intelligence	is
bad	n	their
bad	or	biased
bad	or	outdated
bad	practices	and
bad	things	like
bad	things	n
bad	uses	of
badge	wielding	colleagues
badges	and	the
badges	roamed	the
badly	however	technological
baf	bdf	da
bag	attach	case
bag	attache	case
bag	new	suitcase
bag	the	cheap
bagenstos	disparate	impact
bagenstos	rational	discrimination
bagenstos	summarized	at
bagenstos	supra	note
bagenstos	the	structural
baggage	back	up
baggage	handlers	off
bah	f	d
bahner	anke	dorothea
bahner	monika	f
bail	and	because
bail	and	parole
bail	and	sometimes
bail	application	in
bail	application	letters
bail	applications	on
bail	arrested	a
bail	better	pleas
bail	charging	and
bail	context	is
bail	context	may
bail	context	where
bail	decisions	as
bail	determination	because
bail	determinations	charging
bail	determinations	sentencing
bail	determinations	will
bail	for	those
bail	fox	supra
bail	hearings	and
bail	hearings	for
bail	hearings	predict
bail	hearings	such
bail	into	a
bail	jump	charge
bail	n	y
bail	positions	n
bail	reform	act
bail	requests	charging
bail	sentencing	and
bail	sentencing	or
bailact	pdf	file
bailact	pdf	https
bailey	grasso	cong
bailey	v	city
baise	richard	m
bait	mask	and
baker	chief	police
baker	wave	of
balance	any	law
balance	between	allowing
balance	between	privacy
balance	between	self
balance	between	the
balance	between	transparency
balance	both	the
balance	its	mandate
balance	n	originally
balance	n	thus
balance	of	local
balance	of	power
balance	professional	judgment
balance	the	benefits
balance	the	department
balance	the	opportunities
balance	the	specific
balance	whatever	that
balanced	against	the
balancing	and	requiring
balancing	costs	and
balancing	test	depends
balancing	test	to
balancing	the	need
baldwin	dir	smart
baldwin	what	is
balicki	n	e
balingit	controversy	addressed
balk	at	any
balko	cato	institute
balko	whitepaper	pdf
ball	has	succinctly
ball	jeff	brantingham
ball	or	tarot
ball	predicting	behavior
ball	supra	note
ball	the	civil
ballooning	police	budgets
balloons	hang	from
balls	tear	gas
balt	sun	dec
balt	sun	june
baltimore	a	city
baltimore	a	gunman
baltimore	a	similar
baltimore	after	more
baltimore	and	chicago
baltimore	and	fewer
baltimore	and	more
baltimore	and	other
baltimore	and	the
baltimore	and	they
baltimore	are	carried
baltimore	are	higher
baltimore	at	the
baltimore	but	he
baltimore	chicago	and
baltimore	chicago	milwaukee
baltimore	county	he
baltimore	deputy	police
baltimore	gun	seizures
baltimore	has	top
baltimore	he	knew
baltimore	he	noted
baltimore	hit	men
baltimore	homes	are
baltimore	homicide	detective
baltimore	in	and
baltimore	in	which
baltimore	is	which
baltimore	maryland	demonstrate
baltimore	maryland	n
baltimore	mayor	asks
baltimore	near	a
baltimore	officers	indicted
baltimore	one	of
baltimore	plans	to
baltimore	police	are
baltimore	police	col
baltimore	police	commissioner
baltimore	police	department
baltimore	police	have
baltimore	police	homicide
baltimore	police	maj
baltimore	police	officers
baltimore	police	say
baltimore	police	the
baltimore	public	officials
baltimore	s	most
baltimore	s	streets
baltimore	s	top
baltimore	several	cities
baltimore	steps	from
baltimore	streets	breed
baltimore	streets	to
baltimore	sun	algerina
baltimore	sun	amy
baltimore	sun	analysis
baltimore	sun	company
baltimore	sun	he
baltimore	sun	karl
baltimore	sun	kevin
baltimore	sun	lloyd
baltimore	sun	october
baltimore	sun	reporter
baltimore	sun	undertook
baltimore	there	s
baltimore	this	summer
baltimore	two	years
baltimore	washington	and
baltimore	where	he
baltimore	where	there
baltimore	which	has
baltimore	with	the
baltimoresun	com	news
baltsun	com	twitter
bambauer	alvaro	bedoya
bambauer	and	andrew
bambauer	begins	with
bambauer	examines	and
bambauer	for	this
bambauer	hassle	mich
bambauer	s	concept
bambauer	supra	note
bambauer	the	lost
bambauer	the	participants
bambino	n	y
ban	expired	maryland
ban	general	aptitude
ban	on	following
ban	on	military
ban	on	sex
ban	on	such
ban	the	box
ban	transfers	of
banasik	does	reject
banc	considering	a
banc	decision	for
banc	friendly	j
banc	n	and
banc	n	riley
banc	n	s
banc	other	justices
banc	review	n
banc	see	also
bandanna	the	defendant
bandied	about	by
banding	together	and
bandits	who	can
bang	grenades	and
bangers	n	stereotypes
bank	and	get
bank	board	fhlbb
bank	crime	activity
bank	default	lists
bank	of	monitors
bank	on	a
bank	records	required
bank	robbery	has
bank	robbery	n
bank	secrecy	act
bank	settlement	html
bank	statement	a
banking	fin	n
banking	pharmaceuticals	and
banking	prescription	records
banking	services	health
banks	and	credit
banks	are	an
banks	criminal	investigations
banks	doesn	t
banks	housing	authorities
banks	internet	service
banks	of	state
banks	to	the
banks	use	restrictions
bankston	bio	kevin
bankston	it	s
bankston	kevinbankston	is
bankston	oti	condemns
bankston	policy	director
banned	for	a
banned	in	maryland
banned	item	from
bans	even	relatively
bans	some	militiny
banter	on	social
bar	additional	crimes
bar	and	on
bar	and	the
bar	ass	n
bar	association	aba
bar	association	s
bar	association	standards
bar	for	data
bar	for	probable
bar	in	practice
bar	police	departments
bar	their	effective
bar	them	from
barabasilab	com	pubs
baradaran	frank	l
barbara	d	underwood
barbara	underwood	in
barbershop	in	and
bard	edu	files
bargaining	after	the
bargaining	and	more
bargaining	with	plea
bargains	and	other
bargains	and	require
bargains	n	and
barge	in	without
barling	describing	the
barnes	forecasting	domestic
barnes	or	other
barnes	road	work
barnes	supra	note
barnes	supreme	court
barocas	and	andrew
barocas	andrew	d
barocas	data	mining
barocas	eds	n
barocas	et	al
barocas	leaps	and
barocas	putting	data
barocas	selbst	supra
barocas	supra	note
barred	from	the
barred	or	especially
barrel	of	a
barrel	of	the
barrett	appendix	b
barrett	deciding	the
barrett	justice	department
barrett	s	moore
barricaded	herself	inside
barricaded	woman	however
barricaded	woman	were
barrier	to	compliance
barrier	to	doing
barriers	basing	disparate
barriers	between	the
barriers	big	data
barriers	both	practical
barriers	come	at
barriers	tex	dep
barriers	that	have
barriers	that	would
barriers	to	employment
barriers	to	housing
barriers	to	reentry
barriers	will	no
barring	drug	users
barrows	c	ronald
barrows	huff	supra
barry	c	feld
barry	feld	observed
barry	holman	jason
barry	jeffrey	stern
bars	liquor	stores
bars	or	the
bart	custers	data
bart	custers	et
bartels	economic	inequality
bartenders	serve	drinks
bartholomees	jr	ed
base	an	organization
base	comparisons	it
base	hiring	decisions
base	his	decision
base	id	at
base	its	results
base	level	of
base	rate	as
base	rate	from
base	rate	in
base	rate	or
base	rate	to
base	rate	would
base	rates	and
base	rates	into
base	recent	scholarship
base	should	put
base	their	conclusions
baseball	player	like
based	advantage	in
based	algorithmic	software
based	algorithms	have
based	allegations	of
based	analysis	of
based	approaches	to
based	around	the
based	at	least
based	automobile	searches
based	biases	for
based	biases	iv
based	biases	so
based	ceilings	tul
based	changes	including
based	civil	litigation
based	company	predpol
based	complaints	filed
based	data	points
based	decision	by
based	decisions	and
based	deductive	reasoning
based	discrimination	so
based	dna	samples
based	doctrine	there
based	evaluation	of
based	factor	was
based	factor	would
based	factors	are
based	factors	can
based	harm	n
based	has	been
based	impacts	using
based	in	part
based	in	san
based	in	two
based	inequality	due
based	intranet	system
based	manhattan	for
based	measures	to
based	model	of
based	models	work
based	offenses	and
based	on	a
based	on	accurate
based	on	age
based	on	algorithmic
based	on	all
based	on	an
based	on	anything
based	on	arrest
based	on	arrests
based	on	best
based	on	better
based	on	broad
based	on	coded
based	on	consent
based	on	criminal
based	on	daily
based	on	data
based	on	decades
based	on	discoveries
based	on	effect
based	on	empirical
based	on	erroneous
based	on	experience
based	on	explicitly
based	on	facts
based	on	fresher
based	on	his
based	on	historical
based	on	human
based	on	hunches
based	on	hundreds
based	on	improper
based	on	indicators
based	on	individualized
based	on	its
based	on	lessons
based	on	machine
based	on	mathematical
based	on	mcfadden
based	on	membership
based	on	more
based	on	nypd
based	on	only
based	on	opaque
based	on	past
based	on	philip
based	on	physical
based	on	predicted
based	on	previous
based	on	probable
based	on	protected
based	on	race
based	on	rapid
based	on	reacting
based	on	reported
based	on	risk
based	on	robinson
based	on	seemingly
based	on	some
based	on	statistics
based	on	such
based	on	suspicion
based	on	technology
based	on	terry
based	on	that
based	on	the
based	on	their
based	on	these
based	on	this
based	on	those
based	on	two
based	on	unmanageable
based	on	victim
based	on	weighted
based	on	what
based	on	where
based	on	wilson
based	ones	which
based	only	on
based	only	upon
based	or	assisted
based	organizational	socialization
based	outcome	data
based	patrol	deployment
based	personality	judgments
based	planning	as
based	platform	that
based	policing	says
based	policing	styles
based	policing	u
based	prediction	in
based	prediction	person
based	prediction	presents
based	predictive	policing
based	predictive	software
based	predictive	techniques
based	predpol	inc
based	property	crime
based	rand	corp
based	reforms	achieved
based	rms	risk
based	samples	econometrica
based	sentencing	and
based	sentencing	smu
based	service	that
based	solely	on
based	steve	jackson
based	strategy	in
based	strategy	throughout
based	surveillance	does
based	technology	n
based	transparency	n
based	tweets	to
based	upon	content
based	upon	her
based	upon	research
based	upon	the
baseline	and	then
baseline	historical	data
baseline	of	the
basement	in	violation
bases	for	the
bases	of	the
basic	challenge	for
basic	data	needed
basic	decisions	about
basic	example	we
basic	facet	of
basic	form	boyd
basic	fourth	amendment
basic	hierarchical	rank
basic	intelligence	but
basic	investigatory	questions
basic	often	repeated
basic	police	functions
basic	predictive	policing
basic	problem	is
basic	regression	analysis
basic	technical	philosophical
basic	technique	is
basic	trendspotting	and
basic	unit	of
basic	view	last
basically	a	tornado
basically	call	it
basically	palantir	s
basically	raised	me
basically	the	way
basics	of	infrared
basing	disparate	treatment
basis	all	call
basis	and	in
basis	as	adult
basis	for	a
basis	for	future
basis	for	individualized
basis	for	instance
basis	for	law
basis	for	objecting
basis	for	reasonable
basis	for	retaining
basis	for	suing
basis	for	suspecting
basis	for	suspicion
basis	for	the
basis	for	using
basis	for	warrantless
basis	formal	discrimination
basis	in	evidence
basis	in	racial
basis	is	taken
basis	of	a
basis	of	albemarle
basis	of	criminal
basis	of	criminalisation
basis	of	different
basis	of	gender
basis	of	knowledge
basis	of	predicted
basis	of	prior
basis	of	statistical
basis	of	the
basis	of	their
basis	of	those
basis	of	unsound
basis	only	n
basis	see	figure
basis	that	is
basis	the	prohibition
basis	to	interfere
basis	to	support
basis	upon	which
basketball	team	according
bass	policing	space
batchelder	u	s
bateman	iii	avoiding
bateson	et	al
bathing	cap	sit
bathing	caps	for
bathing	caps	it
baton	rouge	crime
baton	rouge	n
batson	v	kentucky
battery	or	theft
battery	swiping	a
battle	for	cyberspace
battle	is	still
battle	space	allowing
battle	to	be
battlefield	n	robots
battlefield	some	decisions
battles	crime	innovative
battles	to	collect
battles	with	g
battles	with	mayor
batts	acknowledged	that
batts	now	a
batts	that	s
bauer	milpitas	post
bauer	the	war
bauer	this	year
bauer	who	leads
baxstrom	experience	j
bay	express	june
bay	florida	are
bay	times	june
bay	times	sept
bayes	approaches	for
bayes	s	theorem
bayes	theorem	can
bayes	theorem	our
bayes	theorem	p
bayes	theorem	which
bayesian	adjustments	n
bayesian	analysis	and
bayesian	analysis	using
bayesian	analysis	would
bayesian	calculation	and
bayesian	calculation	he
bayesian	calculation	or
bayesian	computation	via
bayesian	model	choice
bazookas	dispersing	rowdy
bb	b	ae
bb	f	a
bb	st	ory
bbc	com	future
bbc	nov	http
bbea	story	html
bbs	to	which
bc	https	perma
bc	n	wylie
bccac	e	e
bce	fe	e
bcnm	berkeley	edu
bd	html	axzz
bd	of	edu
bd	of	educ
bd	report	on
bdf	da	c
be	a	basis
be	a	bit
be	a	boon
be	a	case
be	a	compromise
be	a	constant
be	a	declining
be	a	difficult
be	a	disparate
be	a	first
be	a	fourth
be	a	front
be	a	function
be	a	glorified
be	a	high
be	a	killer
be	a	laborious
be	a	legal
be	a	legitimate
be	a	link
be	a	little
be	a	low
be	a	major
be	a	meaningful
be	a	mistake
be	a	necessarily
be	a	necessary
be	a	nonarbitrary
be	a	normal
be	a	party
be	a	perfect
be	a	perpetrator
be	a	perverse
be	a	pre
be	a	rare
be	a	rational
be	a	real
be	a	reflection
be	a	relevant
be	a	remedy
be	a	sci
be	a	significant
be	a	social
be	a	solid
be	a	special
be	a	tight
be	a	tool
be	a	top
be	a	totality
be	a	useful
be	a	very
be	a	victim
be	a	ward
be	a	welcome
be	a	witness
be	a	worthwhile
be	abandoned	or
be	able	to
be	absent	from
be	abused	the
be	acceptable	to
be	accessed	at
be	accomplished	by
be	accomplished	computationally
be	accurate	n
be	achieved	by
be	achieved	early
be	achieved	with
be	acknowledged	first
be	acknowledged	that
be	acquired	in
be	actionable	information
be	adapted	to
be	added	to
be	addressed	as
be	addressed	at
be	addressed	by
be	addressed	could
be	addressed	in
be	adjusted	in
be	adjusted	to
be	admissible	as
be	admitted	as
be	adopted	and
be	affected	by
be	afforded	less
be	afoot	n
be	alerted	to
be	all	but
be	allocated	being
be	allowed	in
be	allowed	to
be	along	the
be	alternatives	the
be	although	the
be	amenable	to
be	an	allocation
be	an	anthropomorphic
be	an	artifact
be	an	avoidable
be	an	effective
be	an	english
be	an	important
be	an	improvement
be	an	inexorable
be	an	obvious
be	an	odd
be	an	ordinary
be	an	overnight
be	an	unlawful
be	an	unprecedented
be	analogous	to
be	analyzed	and
be	analyzed	separately
be	and	already
be	and	from
be	and	how
be	and	it
be	and	where
be	another	benefit
be	another	police
be	answered	soon
be	any	labeled
be	any	more
be	appealing	to
be	applied	only
be	applied	systemically
be	applied	to
be	approached	with
be	appropriate	in
be	approximately	juvenile
be	argued	we
be	armed	and
be	armed	from
be	armed	he
be	arrested	ian
be	arrested	on
be	arrested	than
be	artificially	intelligent
be	as	accurate
be	as	fanciful
be	as	further
be	as	good
be	as	necessary
be	as	strong
be	asked	at
be	asked	of
be	asking	in
be	asking	why
be	assessed	even
be	associated	with
be	at	high
be	at	higher
be	at	highest
be	at	his
be	at	least
be	at	risk
be	at	the
be	attractive	to
be	attributable	to
be	attributed	to
be	audited	each
be	automatically	sealed
be	available	both
be	available	in
be	available	since
be	avoided	by
be	avoided	if
be	avoided	n
be	aware	of
be	awhile	before
be	backward	looking
be	bad	biased
be	balanced	against
be	based	at
be	based	on
be	based	only
be	beneficial	ones
be	best	to
be	best	understood
be	better	able
be	better	at
be	better	but
be	better	served
be	better	suited
be	between	them
be	biased	by
be	biased	n
be	biased	or
be	billion	and
be	black	id
be	bound	together
be	brought	into
be	built	on
be	but	also
be	but	the
be	called	cameras
be	capable	of
be	captured	by
be	careful	to
be	carefully	assessed
be	carrying	a
be	carrying	drugs
be	causally	connected
be	cautious	as
be	certified	as
be	changed	once
be	changing	perhaps
be	charged	with
be	chief	of
be	chosen	n
be	circumscribed	with
be	circumstances	when
be	classified	into
be	clear	involves
be	clear	that
be	closed	to
be	closely	scrutinizing
be	codified	at
be	cognizant	of
be	collected	searched
be	committed	therein
be	communicated	or
be	compelled	in
be	compiled	by
be	complete	and
be	concealed	behind
be	concealing	it
be	concentrated	in
be	conducted	a
be	conducted	and
be	conducted	in
be	conducted	shoddily
be	conducted	when
be	conducted	with
be	conducted	without
be	connected	to
be	consciously	aware
be	consensus	externally
be	considered	a
be	considered	as
be	considered	constitutionally
be	considered	fourth
be	considered	job
be	considered	n
be	considered	suspect
be	considered	targets
be	considered	to
be	constitutionally	imposed
be	contrasted	with
be	conventionally	accepted
be	convicted	and
be	convicted	by
be	convicted	of
be	cooperating	with
be	correct	only
be	correlated	to
be	countered	with
be	created	but
be	created	n
be	created	other
be	created	so
be	created	to
be	credited	utah
be	crime	hot
be	criminal	more
be	criminalized	in
be	criminalizing	certain
be	criminals	in
be	critical	time
be	critical	to
be	cyclical	rising
be	dead	luckily
be	deadlier	over
be	dealt	with
be	debilitating	in
be	deemed	a
be	deemed	imminent
be	deemed	relevant
be	deeply	unsatisfying
be	defended	using
be	defined	as
be	defined	in
be	defined	with
be	definitively	proven
be	delivered	in
be	delivered	released
be	delivered	to
be	demonstrably	a
be	demonstrating	mathematical
be	described	by
be	describing	and
be	designed	in
be	designed	not
be	designed	so
be	designed	that
be	designed	to
be	designed	with
be	destroyed	by
be	destroyed	if
be	destroyed	when
be	detainable	offenses
be	detected	and
be	detected	measured
be	determinative	of
be	determined	based
be	determined	or
be	determined	what
be	devastating	and
be	developed	n
be	developed	so
be	developed	to
be	dictated	by
be	different	and
be	different	because
be	different	his
be	different	in
be	difficult	and
be	difficult	for
be	difficult	if
be	difficult	or
be	difficult	technically
be	difficult	there
be	difficult	to
be	digitized	can
be	directly	traced
be	disabled	by
be	disciplined	on
be	discovered	only
be	discriminatory	against
be	discriminatory	and
be	discriminatory	now
be	discussed	in
be	discussed	some
be	discussed	the
be	dispatched	to
be	disrespectful	they
be	doctrinally	no
be	doing	nothing
be	done	by
be	done	he
be	done	in
be	done	with
be	drawing	on
be	drawn	from
be	drawn	n
be	drawn	to
be	driven	toward
be	drivers	of
be	driving	the
be	easier	to
be	easily	detected
be	easy	for
be	easy	since
be	easy	to
be	effective	in
be	either	analog
be	either	falsified
be	embarrassing	or
be	empirical	statistical
be	empirically	false
be	employed	as
be	employed	in
be	employed	intentionally
be	employed	through
be	employed	to
be	enacted	to
be	encoded	in
be	encouraged	yet
be	enforced	with
be	engaged	in
be	engaging	in
be	enormous	resistance
be	enough	for
be	enough	to
be	entered	into
be	entitled	presumably
be	equipped	with
be	especially	amenable
be	especially	difficult
be	essential	or
be	evaluated	in
be	even	harder
be	even	more
be	eventually	detained
be	evidence	of
be	exacerbating	inequality
be	exaggerated	and
be	examined	predictive
be	exculpatory	to
be	exercised	in
be	expanded	so
be	expected	to
be	expensive	and
be	expensive	even
be	explained	and
be	explained	by
be	explained	in
be	expressed	in
be	expressed	mathematically
be	expunged	when
be	expungement	earned
be	extremely	cautious
be	extremely	difficult
be	extremely	skeptical
be	facially	unconstitutional
be	factors	bearing
be	fairer	because
be	far	behind
be	far	easier
be	far	less
be	far	more
be	feared	ridiculed
be	feasible	and
be	feasible	as
be	feasible	generally
be	fed	new
be	fingerprinted	at
be	first	big
be	first	in
be	first	to
be	flawed	then
be	flooded	with
be	followed	n
be	followers	and
be	foolish	to
be	for	a
be	for	congress
be	for	law
be	forbidding	that
be	forced	to
be	forever	marked
be	forgiven	for
be	forgotten	that
be	formally	charged
be	formally	used
be	found	at
be	found	based
be	found	for
be	found	if
be	found	in
be	found	inside
be	found	liable
be	found	not
be	found	on
be	found	the
be	found	through
be	found	which
be	found	within
be	free	of
be	frisked	n
be	fully	realized
be	further	influenced
be	furthered	by
be	gathered	and
be	gathered	stored
be	genuine	reason
be	given	a
be	given	access
be	given	insufficient
be	given	some
be	given	the
be	glad	you
be	governed	by
be	greater	transparency
be	guilty	n
be	hampered	in
be	handled	by
be	handled	n
be	hard	pressed
be	hard	to
be	harder	to
be	having	any
be	having	that
be	health	information
be	heard	stating
be	held	against
be	held	at
be	held	but
be	held	liable
be	held	to
be	held	without
be	helpful	to
be	her	life
be	hiding	his
be	highly	dependent
be	hired	n
be	his	top
be	honest	with
be	however	many
be	hurt	or
be	ideal	across
be	ideal	to
be	if	everyone
be	ignored	n
be	illegal	but
be	illegal	for
be	imagine	further
be	immediately	apparent
be	immediately	investigated
be	immediately	obvious
be	imminently	destroyed
be	immune	to
be	impacted	by
be	implemented	these
be	implemented	to
be	imposed	consistently
be	imposed	for
be	imposed	on
be	imposed	these
be	impossible	for
be	impossible	to
be	imprecise	and
be	improbable	to
be	improving	sales
be	in	a
be	in	all
be	in	conflict
be	in	itself
be	in	need
be	in	plain
be	in	play
be	in	predicting
be	in	quotations
be	in	some
be	in	substantial
be	in	the
be	inaccurate	n
be	inappropriate	to
be	inclined	to
be	included	among
be	included	for
be	incomplete	n
be	increasing	innovation
be	indefinite	sex
be	indicative	of
be	indirect	but
be	indiscriminate	and
be	individualist	essentialist
be	individualized	n
be	inferred	from
be	inflated	somewhat
be	influenced	by
be	informationally	canvassed
be	inner	city
be	inputs	into
be	instances	in
be	instigators	of
be	instituted	or
be	instructed	to
be	insufferable	and
be	insufficient	time
be	insufficient	without
be	intentional	discriminators
be	interpreted	as
be	interpreted	in
be	interpreted	to
be	intrusive	knowledge
be	investigated	n
be	involved	as
be	involved	both
be	involved	in
be	irrelevant	or
be	issued	aclu
be	issued	how
be	issued	in
be	it	s
be	judge	the
be	judged	from
be	just	as
be	justified	as
be	justified	by
be	justified	somehow
be	kept	for
be	kind	of
be	known	as
be	known	to
be	labeled	a
be	labeled	ex
be	law	enforcement
be	lawfully	present
be	led	by
be	left	in
be	left	to
be	legal	and
be	legal	but
be	legally	and
be	legally	defensible
be	legitimate	hiring
be	legitimately	categorized
be	less	accurate
be	less	likely
be	less	neutral
be	less	than
be	less	well
be	lethal	in
be	leveraged	against
be	leveraged	as
be	liable	to
be	liberating	or
be	limited	relatively
be	linked	together
be	literally	an
be	little	change
be	little	more
be	little	opportunity
be	little	risk
be	locked	up
be	looking	at
be	lost	for
be	lower	for
be	made	against
be	made	along
be	made	available
be	made	clear
be	made	for
be	made	of
be	made	to
be	made	with
be	made	within
be	maintained	for
be	maintained	if
be	maintained	in
be	manipulated	by
be	manually	searched
be	marginal	n
be	marked	as
be	marked	by
be	measured	dichotomously
be	measured	that
be	merely	annoying
be	mined	from
be	minimal	in
be	minimized	if
be	minimized	when
be	misguided	to
be	misinterpreted	as
be	misleading	because
be	missing	from
be	mistaken	after
be	mistaken	as
be	mitigated	through
be	monitored	and
be	monitored	fairly
be	monitoring	millions
be	more	agile
be	more	easily
be	more	effective
be	more	efficient
be	more	fragile
be	more	lenient
be	more	likely
be	more	open
be	more	pronounced
be	more	psychologically
be	more	reliable
be	more	threatening
be	more	tolerated
be	more	transparent
be	more	useful
be	more	willing
be	most	at
be	most	effective
be	most	interested
be	motivated	by
be	moved	see
be	much	better
be	much	he
be	much	less
be	much	lower
be	much	more
be	my	problem
be	n	and
be	n	but
be	n	in
be	named	if
be	narcotics	addicts
be	necessary	to
be	necessary	with
be	neither	surprising
be	neurotic	highly
be	neutral	arbiters
be	no	better
be	no	but
be	no	coincidence
be	no	different
be	no	discriminatory
be	no	easy
be	no	liability
be	no	practical
be	no	surprise
be	no	unconscious
be	non	trivial
be	not	be
be	not	really
be	noted	that
be	nothing	about
be	noticed	by
be	notified	n
be	numbered	in
be	objective	about
be	obliged	to
be	observed	and
be	obtained	in
be	obtained	through
be	obvious	first
be	obvious	how
be	obvious	if
be	obviously	justified
be	of	future
be	of	high
be	offenders	encourages
be	officer	body
be	official	said
be	omitted	from
be	on	cross
be	on	drug
be	on	patrol
be	on	that
be	on	the
be	one	factor
be	one	in
be	one	of
be	only	technical
be	open	to
be	or	have
be	or	it
be	orchestrated	intentionally
be	ordered	to
be	other	priorities
be	outcome	determinative
be	over	inclusive
be	overcharged	n
be	overcome	by
be	overcome	first
be	overcome	legislation
be	overcome	there
be	overwhelming	with
be	paid	by
be	paroled	and
be	part	of
be	partial	to
be	particularized	that
be	particularly	catastrophic
be	particularly	useful
be	partly	to
be	patrolled	harassed
be	patrolling	a
be	peering	into
be	penalized	for
be	people	who
be	perfect	it
be	perfectly	acceptable
be	performed	n
be	perhaps	the
be	periodically	tested
be	permissible	under
be	permissibly	reformed
be	permitted	to
be	photographed	and
be	photographed	but
be	physically	cute
be	placated	by
be	placed	in
be	placed	on
be	places	of
be	plausibly	denied
be	plotted	on
be	politically	and
be	politically	unacceptable
be	poorer	as
be	poorer	n
be	ported	directly
be	possessed	at
be	possible	finding
be	possible	for
be	possible	to
be	posted	on
be	preceded	by
be	predicted	coleman
be	predicted	from
be	predicted	why
be	premature	to
be	prepared	for
be	prepared	to
be	present	in
be	present	n
be	prioritized	n
be	private	are
be	proactive	or
be	probable	cause
be	processed	id
be	produced	a
be	products	of
be	programmed	to
be	prohibited	from
be	prohibited	under
be	prohibitively	expensive
be	proportionally	representative
be	prosecuted	and
be	prosecuted	charges
be	protected	under
be	proven	in
be	proven	to
be	provided	quarterly
be	provided	with
be	proxies	for
be	public	fears
be	public	kept
be	pulverized	he
be	punished	harder
be	punished	without
be	purged	after
be	pursued	for
be	pursued	the
be	pursued	through
be	put	in
be	put	on
be	quantified	and
be	quantified	see
be	quantified	so
be	queried	to
be	quick	to
be	quickly	recovered
be	quite	easily
be	quite	harmful
be	raised	as
be	raised	by
be	ratcheted	up
be	rather	obvious
be	read	more
be	reasonable	for
be	reasonable	or
be	receptive	to
be	recorded	and
be	recorded	for
be	recorded	in
be	recorded	such
be	redesigned	with
be	redirected	toward
be	reduced	stigma
be	reduced	to
be	redundantly	encoded
be	referred	to
be	reflecting	the
be	reformed	n
be	reformed	policy
be	reformed	through
be	regarded	as
be	regulated	requires
be	regulated	through
be	regulated	to
be	reinforced	with
be	reinterpreted	from
be	rejected	preferring
be	related	many
be	related	to
be	relatively	easy
be	relatively	harmless
be	relatively	opaque
be	released	only
be	released	to
be	relevant	however
be	relevant	may
be	relevant	to
be	relied	upon
be	remanded	while
be	remedied	via
be	removed	also
be	removed	from
be	replaced	by
be	required	each
be	required	for
be	required	to
be	required	when
be	resolved	by
be	resolved	there
be	responsible	for
be	retained	and
be	retained	in
be	retained	third
be	revealed	through
be	review	ed
be	reviewable	by
be	revived	on
be	revoked	major
be	rewarded	only
be	rich	enough
be	robbed	and
be	said	for
be	said	of
be	said	that
be	satisfied	by
be	saying	that
be	scared	to
be	scored	independently
be	scrutinized	for
be	sealed	and
be	sealed	or
be	searched	and
be	searched	on
be	secretive	and
be	secure	in
be	seen	as
be	seen	from
be	seen	in
be	seen	not
be	seen	when
be	seized	even
be	seized	u
be	sent	to
be	sentenced	to
be	separated	entirely
be	seven	years
be	severe	when
be	shaken	with
be	shared	the
be	shifted	towards
be	shot	html
be	shot	n
be	shot	people
be	showing	each
be	shown	ads
be	shown	to
be	shown	with
be	significant	as
be	significant	evidence
be	significant	n
be	significantly	correlated
be	significantly	less
be	silent	non
be	simpler	for
be	skeptical	about
be	skeptical	that
be	slaves	iver
be	slight	n
be	slightly	more
be	so	classified
be	so	different
be	so	the
be	sold	while
be	solved	at
be	solved	in
be	some	cause
be	some	persons
be	some	situations
be	specific	to
be	split	between
be	squelched	before
be	startling	if
be	statistical	significance
be	stop	and
be	stopped	and
be	stopped	frisked
be	stopped	from
be	stopped	than
be	stopped	they
be	stored	and
be	stored	in
be	stored	locally
be	strictly	necessary
be	structured	so
be	subject	to
be	subjected	any
be	subjected	to
be	substantiated	n
be	successful	if
be	successfully	sued
be	such	a
be	sued	directly
be	sued	for
be	sued	under
be	suffering	from
be	sufficient	any
be	sufficient	to
be	sufficiently	transparent
be	summoned	to
be	super	excited
be	sure	a
be	sure	advances
be	sure	big
be	sure	data
be	sure	judges
be	sure	no
be	sure	on
be	sure	police
be	sure	that
be	surplus	property
be	surprised	if
be	surrounded	by
be	suspected	of
be	suspended	than
be	suspicious	about
