	of	documents
be	fined	p
be	first	big
be	fixated	on
be	following	a
be	for	example
be	forbidden	because
be	forced	to
be	fore	teasing
be	forecasted	but
be	found	at
be	found	by
be	found	in
be	found	wanting
be	found	were
be	free	except
be	free	from
be	free	of
be	free	to
be	freed	for
be	fresh	to
be	fully	operational
be	further	aggravated
be	further	from
be	further	mitigated
be	generated	by
be	generated	for
be	generic	high
be	geographically	mapped
be	given	and
be	given	their
be	going	to
be	gone	but
be	good	for
be	granted	his
be	great	distances
be	greatly	facilitated
be	greatly	restricted
be	grounded	in
be	guilty	of
be	handled	best
be	handled	by
be	happy	if
be	harnessed	the
be	held	accountable
be	held	for
be	helpful	for
be	helpful	to
be	helpful	with
be	high	n
be	highest	in
be	highly	unlikely
be	highly	visible
be	hijacked	to
be	historical	value
be	hit	by
be	html	utm
be	identified	and
be	identified	as
be	identified	hot
be	identified	to
be	identified	with
be	imagined	for
be	immediately	apparent
be	immediately	associated
be	immense	especially
be	important	to
be	imported	from
be	imposed	if
be	imposed	in
be	impossible	to
be	imprisoned	for
be	improved	such
be	in	a
be	in	command
be	in	contempt
be	in	front
be	in	place
be	in	possession
be	in	the
be	in	their
be	in	using
be	in	vain
be	inappropriate	n
be	incapable	of
be	incapacitated	and
be	incarcerated	and
be	inclined	to
be	included	as
be	included	in
be	incriminating	only
be	indicative	of
be	individualized	not
be	ineffective	instruments
be	inferred	from
be	influenced	by
be	influenced	to
be	informed	by
be	informing	the
be	inputted	into
be	insufficient	to
be	inter	alia
be	interested	in
be	interpreted	broadly
be	interviewed	to
be	introduced	throughout
be	involved	in
be	irrational	or
be	irrelevant	for
be	irrelevant	if
be	irrelevant	n
be	isolated	to
be	issued	in
be	it	precinct
be	judge	james
be	judged	by
be	just	as
be	just	enough
be	justice	scalia
be	justified	as
be	justified	by
be	justified	on
be	kept	in
be	key	institutions
be	key	to
be	kicked	out
be	known	carl
be	known	to
be	labeled	as
be	labeled	soft
be	learned	about
be	learned	from
be	leaving	a
be	left	alone
be	legal	but
be	less	difficult
be	less	likely
be	less	rigor
be	less	than
be	less	useful
be	let	alone
be	like	if
be	likely	to
be	limited	in
be	linked	to
be	literate	in
be	little	reason
be	living	with
be	located	at
be	located	in
be	located	n
be	located	occasionally
be	locating	witnesses
be	longer	at
be	looking	for
be	lost	each
be	lumpy	for
be	made	and
be	made	available
be	made	before
be	made	by
be	made	from
be	made	in
be	made	responsible
be	made	that
be	major	progress
be	managed	n
be	manipulated	by
be	manipulated	n
be	manipulated	or
be	manipulated	to
be	mapped	by
be	mapped	like
be	mapped	ranked
be	marketing	predictive
be	matched	to
be	matched	with
be	meaningfully	reformulated
be	measured	for
be	meeting	this
be	members	of
be	mentioned	about
be	met	a
be	met	by
be	met	to
be	met	with
be	mining	such
be	mistaken	as
be	mitigated	if
be	modified	or
be	months	or
be	moral	condemnation
be	more	accurate
be	more	analogous
be	more	candid
be	more	comfortable
be	more	easily
be	more	geographically
be	more	lenient
be	more	of
be	more	polite
be	more	politically
be	more	prevalent
be	more	relevant
be	more	revealing
be	more	sophisticated
be	more	strongly
be	more	transparent
be	more	willing
be	more	worthy
be	most	effective
be	most	fitting
be	moved	only
be	moving	to
be	much	higher
be	much	more
be	murdered	by
be	my	right
be	n	and
be	necessary	for
be	necessary	n
be	necessary	to
be	necessary	when
be	needed	for
be	needed	in
be	needed	n
be	needed	to
be	no	assurance
be	no	tracking
be	no	use
be	none	n
be	not	speaking
be	noted	n
be	nowhere	to
be	numerous	bullet
be	objective	n
be	objective	prediction
be	observed	in
be	observed	timing
be	obtained	this
be	obvious	to
be	of	some
be	offenders	that
be	omitted	n
be	on	patrol
be	on	the
be	one	in
be	one	of
be	one	that
be	onerous	and
be	online	within
be	only	a
be	operationalized	even
be	or	not
be	otherwise	suspicious
be	our	preference
be	out	next
be	out	of
be	outweighed	however
be	over	hyped
be	overly	optimistic
be	paid	to
be	painstakingly	recreated
be	part	of
be	particularized	enough
be	particularized	to
be	particularly	acute
be	particularly	frustrated
be	particularly	substantively
be	particularly	troubling
be	partnered	up
be	patrolled	and
be	penalized	through
be	perceived	as
be	permissible	without
be	permitted	to
be	personally	unpopular
be	physically	harmed
be	pinned	the
be	placed	in
be	placed	on
be	positive	but
be	positive	effects
be	possible	to
be	precise	oh
be	predictable	characters
be	predicted	and
be	predicted	days
be	predicted	in
be	predicted	just
be	predicted	much
be	predicted	to
be	preferable	in
be	preferable	to
be	present	to
be	preserved	for
be	pretrial	pre
be	prevented	through
be	primarily	about
be	primarily	responsible
be	proactive	to
be	proactively	led
be	problematic	for
be	processed	there
be	profoundly	unfair
be	proportional	to
be	prosecuted	for
be	prosecuted	in
be	prosecutorial	priorities
be	protected	by
be	protected	from
be	provided	to
be	provides	an
be	prudent	other
be	public	and
be	punished	will
be	purchased	at
be	pure	objective
be	pure	probabilities
be	pursued	against
be	pushed	away
be	pushed	to
be	put	in
be	put	into
be	put	to
be	put	toward
be	qualified	to
be	quickly	disposed
be	quite	time
be	quite	transformational
be	raised	about
be	ranked	first
be	ranked	for
be	ranked	they
be	reached	at
be	reactive	analysts
be	reactive	investigations
be	reasonable	so
be	reasonable	suspicion
be	reasonable	the
be	reassaulted	because
be	receiving	financial
be	reconceived	on
be	reconciled	to
be	reconfigured	to
be	recorded	at
be	recruiting	novices
be	reduced	and
be	reduced	by
be	reduced	there
be	reduced	with
be	reexamined	reporting
be	referred	back
be	referred	to
be	refreshed	on
be	related	to
be	relatively	small
be	released	from
be	released	in
be	released	n
be	released	to
be	reliable	in
be	reliable	predictors
be	reliably	but
be	relied	upon
be	relocated	with
be	reluctant	to
be	remarkably	accurate
be	removed	and
be	removed	by
be	removed	from
be	repeated	it
be	replaced	by
be	reported	more
be	repugnant	or
be	repurposed	and
be	required	for
be	required	if
be	required	to
be	reshaped	to
be	resolved	by
be	resolved	in
be	resolved	incrementally
be	resource	intensive
be	restrained	by
be	retrieved	by
be	retrospectively	justified
be	reviewed	in
be	reviewed	it
be	rich	enough
be	rid	of
be	riddled	with
be	riding	past
be	rolled	out
be	rolledout	across
be	rugby	tackling
be	run	like
be	safe	for
be	safe	letter
be	said	about
be	said	for
be	said	of
be	said	to
be	searched	the
be	secure	in
be	seeking	to
be	seen	and
be	seen	as
be	seen	at
be	seen	by
be	seen	in
be	seen	when
be	selected	at
be	selected	from
be	sending	police
be	sent	to
be	sentenced	similarly
be	served	by
be	served	for
be	served	on
be	served	to
be	served	will
be	serving	her
be	set	in
be	set	up
be	shared	or
be	short	lived
be	significant	the
be	significant	what
be	significantly	influenced
be	simply	that
be	simultaneously	to
be	small	and
be	smart	about
be	smart	on
be	smarter	about
be	so	devastating
be	so	easily
be	so	insignificant
be	so	many
be	so	open
be	socially	desirable
be	sold	on
be	solved	and
be	solved	by
be	solved	fights
be	solved	not
be	solved	or
be	some	circumstances
be	some	debate
be	some	measure
be	somebody	who
be	something	specific
be	spent	doing
be	sporting	gangland
be	spread	very
be	spurred	by
be	stalled	for
be	stolen	or
be	stopped	and
be	stopped	based
be	stopped	during
be	stopped	n
be	stored	and
be	stored	whether
be	striving	for
be	strong	especially
be	strongly	related
be	struck	in
be	subject	to
be	subjected	to
be	substantial	the
be	subsumed	by
be	successful	also
be	successful	in
be	suffering	diminished
be	sufficient	for
be	sufficient	to
be	sufficiently	particularized
be	sure	and
be	sure	social
be	sure	this
be	sure	with
be	surprised	at
be	sustained	in
be	sworn	in
be	tailored	to
be	taken	as
be	taken	from
be	taken	into
be	taken	to
be	taken	up
be	taking	part
be	tapped	later
be	targeted	by
be	targeted	in
be	targeted	on
be	taught	in
be	taught	to
be	technologically	possible
be	temporary	in
be	terminated	early
be	terrified	that
be	tested	in
be	tested	on
be	that	profiles
be	that	same
be	that	some
be	that	the
be	the	absolute
be	the	best
be	the	case
be	the	first
be	the	focus
be	the	future
be	the	key
be	the	last
be	the	latest
be	the	least
be	the	location
be	the	locus
be	the	misleading
be	the	most
be	the	observation
be	the	only
be	the	other
be	the	possible
be	the	question
be	the	result
be	the	risk
be	the	site
be	the	steam
be	the	substantial
be	the	test
be	the	that
be	the	thief
be	the	totality
be	the	ultimate
be	the	unthinking
be	the	work
be	their	legacy
be	there	when
be	thieves	early
be	thrown	into
be	tied	up
be	time	enough
be	timely	analysis
be	to	beat
be	to	conduct
be	to	efficiently
be	to	focus
be	to	link
be	to	oversimplify
be	told	about
be	told	proposed
be	too	grave
be	totally	unfamiliar
be	tough	on
be	traced	back
be	tracked	by
be	tracked	int
be	traded	for
be	transferred	and
be	transformed	into
be	treated	as
be	treated	in
be	treated	no
be	tremendously	useful
be	triggered	such
be	tweaked	so
be	typical	of
be	unable	to
be	unchecked	worse
be	unconstitutional	see
be	understood	as
be	understood	in
be	understood	to
be	undertaken	lightly
be	underway	next
be	unemployed	or
be	unfairly	targeted
be	unintended	and
be	unlikely	targets
be	unobstructed	while
be	unremarkable	except
be	up	to
be	upheld	notice
be	used	against
be	used	as
be	used	beyond
be	used	but
be	used	by
be	used	county
be	used	for
be	used	immediately
be	used	in
be	used	n
be	used	on
be	used	the
be	used	this
be	used	to
be	used	wrongly
be	useful	for
be	useful	if
be	useful	in
be	useful	n
be	useful	on
be	useful	to
be	using	social
be	validated	for
be	validated	tested
be	valuable	investigative
be	very	careful
be	viable	candidates
be	viewed	as
be	vindictive	defense
be	violated	and
be	violated	n
be	violent	in
be	waived	n
be	walking	real
be	warranted	and
be	wary	of
be	wasted	on
be	watching	chills
be	weapons	in
be	wearing	a
be	weighed	against
be	weighted	by
be	were	the
be	what	are
be	where	there
be	who	is
be	widely	adopted
be	widespread	by
be	will	make
be	willing	to
be	with	identification
be	within	this
be	working	on
be	worried	about
be	worse	than
be	worth	hundreds
be	wrong	n
be	x	p
be	years	the
be	you	got
be	younger	and
bea	moulton	the
beach	and	main
beach	community	of
beach	county	florida
beach	county	law
beach	county	palm
beach	police	department
beach	street	and
beach	street	during
beach	sun	sentinel
beach	town	kristin
beam	supra	note
beam	time	cops
beams	n	individuals
beane	built	a
beane	saw	the
beane	succeeded	by
beane	the	general
beane	we	can
bear	in	assessing
bear	in	evolving
bear	in	mind
bear	under	the
bear	witness	to
bearing	in	mind
bearing	on	the
bearing	upon	a
bears	go	to
bears	on	the
bears	witness	to
beasley	school	of
beat	and	larger
beat	as	a
beat	constable	while
beat	cop	who
beat	cops	to
beat	her	frequently
beat	her	with
beat	la	police
beat	mott	haven
beat	offenders	to
beat	officer	to
beat	officers	and
beat	officers	can
beat	patrol	chi
beat	patrol	mayor
beat	patrols	n
beat	the	men
beat	with	nypd
beat	with	tighter
beat	within	a
beaten	statistical	forecasts
beaters	he	did
beating	her	up
beating	the	night
beats	and	doubling
beats	and	shift
beats	and	should
beats	because	of
beats	larger	cities
beats	n	according
beats	or	even
beats	rather	than
beats	that	the
beats	to	call
beauregard	dekalb	solicitor
beautiful	old	victorian
beauty	is	the
beaver	billion	photos
became	a	major
became	attorney	general
became	chief	constables
became	constitutionally	protected
became	far	more
became	homeless	or
became	more	sophisticated
became	one	of
became	safe	new
became	so	big
became	the	first
became	the	law
became	the	most
became	the	safest
became	widely	accepted
became	widely	understood
because	a	court
because	a	decarceration
because	a	judicial
because	a	word
because	alhambra	implemented
because	among	other
because	an	addict
because	an	officer
because	any	choice
because	appropriate	excusing
because	arrests	themselves
because	as	weisberg
because	at	the
because	beat	officers
because	both	innocent
because	burglars	often
because	courts	have
because	crime	could
because	crimes	cluster
because	crimes	tend
because	data	is
because	designating	an
because	even	if
because	everybody	is
because	eyewitnesses	are
because	geographic	space
because	he	challenged
because	he	could
because	he	enjoyed
because	he	had
because	he	or
because	he	will
because	his	presence
because	humans	are
because	i	can
because	i	think
because	in	his
because	in	many
because	in	white
because	incidents	of
because	individuals	may
because	information	can
because	it	allowed
because	it	allows
because	it	amounted
because	it	can
because	it	comes
because	it	deals
because	it	demonstrated
because	it	does
because	it	has
because	it	includes
because	it	is
because	it	led
because	it	looks
because	it	might
because	it	produced
because	it	repackages
because	it	serves
because	it	takes
because	it	violates
because	it	was
because	it	would
because	literally	legally
because	many	came
because	many	nonviolent
because	many	tweets
because	modern	electronic
because	more	intensive
because	most	faces
because	most	of
because	most	often
because	neither	action
because	new	devices
because	new	york
because	of	a
because	of	concerns
because	of	correct
because	of	cost
because	of	cultural
because	of	disproportionate
because	of	evidence
because	of	gang
because	of	generalizations
because	of	her
because	of	how
because	of	identifiable
because	of	it
because	of	its
because	of	low
because	of	minority
because	of	possible
because	of	prior
because	of	reactive
because	of	such
because	of	that
because	of	the
because	of	their
because	of	these
because	of	this
because	of	triggering
because	on	a
because	only	a
because	opportunity	for
because	people	who
because	police	departments
because	police	officers
because	police	statistics
because	precautions	were
because	predictive	policing
because	retaliations	commonly
because	she	had
because	she	has
because	so	little
because	some	information
because	specialized	criminal
because	stockton	has
because	strangers	to
because	such	documents
because	such	programs
because	that	biological
because	that	system
because	the	academy
because	the	advent
because	the	agents
because	the	alhambra
because	the	availability
because	the	broken
because	the	circumstances
because	the	conceptual
because	the	court
because	the	courts
because	the	criminal
because	the	environmental
because	the	exterior
because	the	focus
because	the	former
because	the	free
because	the	information
because	the	judicial
because	the	law
because	the	lawyer
because	the	leadership
because	the	legal
because	the	majority
because	the	new
because	the	observed
because	the	parameters
because	the	police
because	the	profile
because	the	public
because	the	reliability
because	the	system
because	the	term
because	the	theoretical
because	the	use
because	the	year
because	their	underlying
because	there	are
because	there	has
because	there	is
because	there	might
because	there	was
because	these	challenges
because	these	constitute
because	these	judges
because	these	people
because	they	address
because	they	and
because	they	are
because	they	believe
because	they	contacted
because	they	do
because	they	each
because	they	embody
because	they	enable
because	they	exist
because	they	fear
because	they	focus
because	they	have
because	they	love
because	they	may
because	they	perceive
because	they	represent
because	they	require
because	they	share
because	they	think
because	they	ve
because	they	were
because	this	jurisprudentially
because	those	aren
because	those	problems
because	to	shift
because	wardlow	instructs
because	we	don
because	we	heard
because	we	perceive
because	we	re
because	we	rely
because	you	are
beck	also	attributed
beck	and	usc
beck	blamed	the
beck	colleen	mccue
beck	frost	supra
beck	has	so
beck	however	bristled
beck	is	backing
beck	is	the
beck	lynda	e
beck	mccue	supra
beck	said	he
beck	said	i
beck	said	the
beck	v	ohio
beck	vowed	the
becker	argues	that
becker	associates	http
becker	books	on
becker	developed	different
becker	developed	the
becker	et	al
becker	fear	less
becker	published	the
becker	s	domestic
becker	s	mosaic
becker	s	web
becker	supra	note
becker	the	gift
becker	utah	s
becker	was	a
becker	who	developed
beckers	online	threat
becky	pettit	bruce
become	a	blueprint
become	a	burden
become	a	digital
become	a	dynamic
become	a	generic
become	a	matter
become	a	meaningful
become	a	more
become	a	new
become	a	permanent
become	a	practical
become	a	profession
become	a	relic
become	a	tool
become	a	trend
become	a	victim
become	an	anticipated
become	an	effective
become	an	established
become	an	important
become	an	influential
become	an	issue
become	an	ordinary
become	analogous	with
become	apathetic	or
become	callous	toward
become	clear	n
become	clear	there
become	clustered	around
become	commonly	known
become	deterministic	of
become	divorced	from
become	easier	under
become	exorbitant	and
become	experts	with
become	familiar	with
become	far	more
become	further	impacted
become	grounds	for
become	highly	publicized
become	increasingly	apparent
become	increasingly	clear
become	increasingly	sophisticated
become	involved	brantingham
become	known	as
become	known	for
become	known	has
become	less	court
become	lethal	when
become	linked	to
become	more	difficult
become	more	efficient
become	more	familiar
become	more	likely
become	more	magnified
become	more	prevalent
become	more	socially
become	much	cheaper
become	much	more
become	part	of
become	partially	insulated
become	people	use
become	persistently	criminally
become	popular	it
become	public	and
become	public	in
become	public	once
become	repeat	victims
become	resource	clearinghouses
become	respected	as
become	significant	terrain
become	subjected	to
become	the	department
become	the	foundation
become	the	location
become	the	locus
become	the	most
become	the	standard
become	the	watchers
become	to	percent
become	troves	for
become	uncooperative	or
become	widely	recognized
becomes	a	percent
becomes	a	public
becomes	an	expected
becomes	apparent	when
becomes	essential	for
becomes	exceedingly	difficult
becomes	greater	than
becomes	increasingly	difficult
becomes	necessary	n
becomes	quite	easy
becomes	the	monitor
becoming	a	factor
becoming	a	hallmark
becoming	a	sideshow
becoming	aware	of
becoming	board	certified
becoming	even	clearer
becoming	part	of
becoming	technologically	possible
becoming	widespread	among
becton	has	acknowledged
becton	supra	note
becton	the	drug
bed	stuy	s
bed	was	very
bed	with	an
bedevil	other	complex
bedroom	apartment	in
bedroom	id	quoting
bedroom	in	how
bedrooms	with	lodgers
beds	and	depriving
beds	for	graduate
beds	n	finally
beds	suicidal	inmates
beds	the	first
beds	treatment	slots
beds	with	strangers
bee	apr	http
beef	up	the
beefs	between	individuals
been	a	boon
been	a	burglary
been	a	deeply
been	a	limiting
been	a	massive
been	a	part
been	a	remarkably
been	a	substantial
been	a	supreme
been	a	tool
been	able	to
been	accomplished	even
been	achieved	around
been	acknowledged	as
been	addressed	by
been	administering	such
been	adopted	by
been	adopted	to
been	adopting	software
been	allowed	to
been	amenable	to
been	an	essential
been	an	explosion
been	an	upscale
been	analogized	to
been	and	where
been	answered	on
been	any	neighborhood
been	applied	at
been	applied	to
been	appointed	the
been	around	for
been	around	of
been	as	a
been	as	revolutionary
been	associated	with
been	at	risk
been	attributable	to
been	available	had
been	avoided	or
been	away	from
been	based	on
been	before	after
been	before	willis
been	beset	by
been	best	by
been	blamed	for
been	blighted	communities
been	brought	to
been	building	in
been	built	into
been	burgled	at
been	burgled	its
been	characterized	by
been	charged	with
been	cited	by
been	cognizant	of
been	coming	to
been	committed	and
been	committed	in
been	committed	length
been	completed	in
been	conducted	nor
been	considered	constitutional
been	considered	critical
been	consistency	within
been	constrained	by
been	construed	to
been	convicted	of
been	created	to
been	criticized	for
been	criticized	see
been	critiqued	as
been	dealing	with
been	debated	in
been	deemed	unconstitutional
been	delivered	the
been	described	as
been	described	by
been	designed	to
been	determined	whether
been	developed	by
been	developed	n
been	developed	such
been	developing	for
been	diagnosed	with
been	difficult	to
been	directed	there
been	disastrous	exceedingly
been	discovered	inside
been	discussed	in
been	doing	for
been	done	if
been	done	on
been	done	rather
been	done	the
been	done	to
been	dropping	prior
been	dubbed	the
been	edited	slightly
been	educated	at
been	eliminated	in
been	embraced	by
been	employing	crime
been	engaged	for
been	enough	for
been	equated	with
been	established	essentially
been	established	id
been	extended	to
been	extensively	reviewed
been	falsified	in
been	far	from
been	featured	in
been	feeling	really
been	finished	since
been	following	a
been	for	a
been	for	lack
been	for	others
been	forced	to
been	forged	in
been	forthcoming	in
been	fortunate	that
been	found	no
been	fully	applied
been	fully	harnessed
been	further	eroded
been	generally	dismissive
been	generated	in
been	geographically	defined
been	given	before
been	given	meaning
been	given	the
been	happening	but
been	happening	in
been	happening	when
been	harassed	and
been	held	criminally
been	held	in
been	held	to
been	here	santa
been	higher	if
been	higher	than
been	highly	respected
been	identical	in
been	identified	and
been	identified	by
been	identified	in
been	identified	through
been	identified	witnesses
been	implemented	in
been	improving	morale
been	in	baca
been	in	development
been	in	flux
been	in	place
been	in	recent
been	in	the
been	incarcerated	barbara
been	incarcerated	in
been	incorporated	into
been	increased	in
been	increasingly	provided
been	independently	tested
been	inflicted	nor
been	institutionalized	in
been	insufficient	attention
been	insufficient	for
been	intentional	in
been	involved	in
been	just	over
been	laid	off
been	left	unsafe
been	less	progress
been	limited	discussion
been	linked	to
been	little	external
been	little	premeditated
been	localized	to
been	made	on
been	made	out
been	made	public
been	made	see
been	married	to
been	merely	inferred
been	more	compliant
been	most	successful
been	moving	from
been	my	right
been	no	investment
been	observed	in
been	observed	repeatedly
been	obtained	by
been	obtained	from
been	obtained	lawfully
been	our	image
been	paid	well
been	part	of
been	passed	over
been	perfect	yet
been	periods	of
been	physically	abused
been	piloting	touchshare
been	popular	in
been	posited	for
been	practicing	what
been	predictive	policing
been	prevented	by
been	proclaimed	the
been	promising	thus
been	promoted	to
been	published	before
been	pursued	during
been	put	forth
been	quite	uncomfortable
been	raised	and
been	raised	regarding
been	raped	by
been	rapid	and
been	reasonable	had
been	recognized	as
been	recognized	by
been	reduced	by
been	reduced	over
been	reducing	robberies
been	referred	to
been	refined	by
been	released	from
been	remediated	litigants
been	removed	from
been	removed	with
been	repackaged	not
been	reported	now
been	reported	with
been	republished	since
been	required	to
been	safer	at
been	scrubbed	of
been	seconded	to
been	seen	as
been	seen	over
been	seized	n
been	seized	upon
been	sent	by
been	significant	academic
been	significant	research
been	so	eager
been	so	influential
been	so	successful
been	solved	or
been	some	successes
been	somewhat	less
been	squarely	balanced
been	standing	or
been	stopped	be
been	stopped	in
been	stopped	on
been	stored	and
been	stronger	for
been	structured	to
been	studied	focus
been	subject	to
been	successful	as
been	successful	byline
been	successful	too
been	successful	with
been	suggested	that
been	supplanted	by
been	suppressed	n
been	taken	up
been	taken	with
been	tampered	with
been	tapped	n
been	tarnished	by
been	teaching	these
been	tempered	with
been	tested	at
been	tested	in
been	tested	prosecution
been	tested	repeatedly
been	tested	the
been	tested	where
been	tested	with
been	testing	a
been	that	law
been	that	they
been	that	ucla
been	the	dominant
been	the	following
been	the	identification
been	the	primary
been	the	product
been	the	traditional
been	thought	to
been	thousands	of
been	three	years
been	to	arrest
been	to	patrol
been	trained	to
been	treated	as
been	unavailable	and
been	unavailing	at
been	unknowable	without
been	upgraded	to
been	used	as
been	used	by
been	used	for
been	used	to
been	using	a
been	using	crime
been	using	ibm
been	using	the
been	visited	and
been	visited	than
been	well	documented
been	well	studied
been	widely	hailed
been	with	the
been	working	closely
been	working	to
been	working	with
been	written	about
beeper	concealed	within
beeper	did	not
beeper	signals	did
beeper	to	follow
beepers	listening	devices
beepers	physical	wiretaps
beer	for	or
beer	sell	as
bees	predictive	policing
before	a	client
before	a	court
before	a	financial
before	a	homicide
before	acting	on
before	adjudication	defendants
before	after	studies
before	all	aggregated
before	an	arrest
before	an	impressive
before	analysis	results
before	being	filed
before	being	re
before	being	released
before	big	data
before	burglary	has
before	congress	and
before	criminals	section
before	delving	in
before	each	hour
before	even	though
before	every	shooting
before	four	judges
before	frt	and
before	frt	drivers
before	going	after
before	he	d
before	he	made
before	headlines	exposed
before	her	an
before	her	s
before	his	execution
before	i	m
before	if	i
before	implementation	n
before	issuing	a
before	it	can
before	it	does
before	it	even
before	it	happens
before	it	has
before	it	occurs
before	it	s
before	it	starts
before	its	role
before	law	enforcement
before	located	within
before	making	the
before	n	in
before	n	ultimately
before	new	york
before	of	the
before	officers	arrived
before	one	actually
before	online	technology
before	opening	tweets
before	opportunist	thieves
before	or	after
before	our	very
before	overall	the
before	patrolling	the
before	pm	you
before	police	arrived
before	see	nick
before	she	was
before	since	this
before	starting	every
before	statistics	showed
before	such	programs
before	teasing	patterns
before	that	random
before	the	bus
before	the	case
before	the	cdc
before	the	courts
before	the	crime
before	the	denver
before	the	digital
before	the	diversionary
before	the	election
before	the	end
before	the	government
before	the	great
before	the	homicide
before	the	j
before	the	law
before	the	occur
before	the	police
before	the	proliferation
before	the	subcomm
before	the	withering
before	their	sentences
before	them	but
before	them	go
before	them	peter
before	there	s
before	these	systems
before	they	are
before	they	begin
before	they	commit
before	they	committed
before	they	ha
before	they	had
before	they	happen
before	they	hit
before	they	occur
before	they	occurred
before	they	re
before	they	will
before	this	issue
before	transmitting	data
before	turning	in
before	turning	to
before	under	proposition
before	us	that
before	visiting	websites
before	walking	up
before	we	met
before	were	trying
before	willis	mastrofski
began	a	pilot
began	as	an
began	attending	lectures
began	by	accepting
began	describing	the
began	doing	so
began	in	a
began	in	by
began	in	the
began	in	these
began	investigating	models
began	issuing	passports
began	launching	concerted
began	n	the
began	piloting	a
began	policing	was
began	seriously	working
began	so	striking
began	the	pace
began	this	project
began	to	climb
began	to	convene
began	to	deploy
began	to	fall
began	to	gain
began	to	require
began	to	shift
began	using	ibm
began	using	social
began	using	this
began	with	a
began	with	parallel
began	with	the
began	working	with
beggars	soaring	he
begged	us	to
begging	and	graffiti
begin	a	course
begin	a	pilot
begin	applying	their
begin	from	the
begin	to	address
begin	to	bring
begin	to	compare
begin	to	develop
begin	to	doubt
begin	to	expose
begin	to	handle
begin	to	make
begin	to	redirect
begin	to	reduce
begin	to	reform
begin	to	reshape
begin	to	respond
begin	to	treat
begin	transforming	the
begin	with	judges
begin	working	on
beginning	big	data
beginning	in	january
beginning	in	see
beginning	in	the
beginning	of	each
beginning	of	human
beginning	of	the
beginning	of	this
beginning	to	address
beginning	to	adopt
beginning	to	recognize
beginnings	divergent	lives
beginnings	of	prospective
begins	at	am
begins	by	giving
begins	in	foothill
begins	to	account
begins	to	explore
begins	to	respond
begins	to	waver
begins	with	a
begins	with	google
begins	with	the
begun	and	they
begun	equipping	buses
begun	selling	aggregate
begun	this	process
begun	to	adopt
begun	to	do
begun	to	employ
begun	to	intervene
begun	to	test
begun	to	transform
begun	to	use
begun	treating	patients
begun	working	with
behalf	n	the
behalf	of	a
behalf	of	domestic
behalf	of	the
behalf	of	their
behalf	or	to
behalf	to	protect
behav	analyzing	the
behav	n	id
behav	sci	l
behavior	across	large
behavior	affect	its
behavior	after	a
behavior	among	other
behavior	analysis	has
behavior	and	experience
behavior	and	flight
behavior	and	latent
behavior	and	lethality
behavior	and	rising
behavior	and	that
behavior	and	the
behavior	and	this
behavior	and	to
behavior	and	we
behavior	applied	to
behavior	as	grounds
behavior	as	suspicious
behavior	attributing	it
behavior	based	on
behavior	because	it
behavior	before	it
behavior	but	an
behavior	but	as
behavior	but	it
behavior	by	certain
behavior	by	optimizing
behavior	by	socially
behavior	cambridge	ma
behavior	can	imply
behavior	chicago	l
behavior	citation	omitted
behavior	clean	drug
behavior	contained	in
behavior	crime	is
behavior	depends	on
behavior	empirical	research
behavior	for	example
behavior	for	sentences
behavior	from	past
behavior	had	all
behavior	has	been
behavior	hcas	have
behavior	he	continued
behavior	he	is
behavior	in	domestic
behavior	in	prison
behavior	in	public
behavior	in	question
behavior	in	the
behavior	in	their
behavior	including	criminal
behavior	increases	the
behavior	is	at
behavior	is	n
behavior	jurors	as
behavior	like	shopping
behavior	modification	understanding
behavior	moving	the
behavior	much	of
behavior	n	andrew
behavior	n	as
behavior	n	contrary
behavior	n	f
behavior	n	howell
behavior	n	in
behavior	n	indeed
behavior	n	more
behavior	n	see
behavior	n	the
behavior	n	this
behavior	of	a
behavior	on	the
behavior	or	break
behavior	or	terminate
behavior	or	travel
behavior	otherwise	viewed
behavior	over	a
behavior	overall	n
behavior	people	involuntarily
behavior	predicted	to
behavior	rather	than
behavior	render	the
behavior	see	id
behavior	see	steven
behavior	the	authors
behavior	the	method
behavior	themselves	because
behavior	theory	and
behavior	these	predictions
behavior	this	occurs
behavior	this	predictive
behavior	this	theory
behavior	to	avoid
behavior	to	comply
behavior	to	predict
behavior	to	protect
behavior	to	sidestep
behavior	to	some
behavior	too	much
behavior	uc	irvine
behavior	unemployed	young
behavior	using	a
behavior	was	not
behavior	we	believe
behavior	when	there
behavior	which	can
behavior	while	any
behavioral	characteristics	or
behavioral	cues	or
behavioral	factors	that
behavioral	modification	or
behavioral	modification	the
behavioral	problems	n
behavioral	scientist	at
behavioral	screening	available
behavioral	theories	to
behavioral	therapies	and
behaviors	and	phenomena
behaviors	are	integral
behaviors	as	suited
behaviors	repeat	victimization
behaviors	solve	problems
behaviors	the	foundational
behaviors	the	police
behaviour	along	with
behaviour	analysis	the
behaviour	and	patterns
behaviour	are	input
behaviour	are	most
behaviour	data	to
behaviour	drug	dealing
behaviour	like	shopping
behaviour	or	burglaries
behaviour	rather	than
behaviour	two	staff
behaviour	was	not
behavioural	science	which
behavioural	scientist	at
behind	all	those
behind	and	in
behind	bars	and
behind	bars	footnotes
behind	bars	haven
behind	bars	kathy
behind	bars	n
behind	bars	on
behind	bars	or
behind	by	the
behind	court	orders
behind	due	to
behind	five	children
behind	images	on
behind	it	to
behind	mandatory	arrest
behind	my	house
